field0	field1	field2	field3	field4
3067	0.589	0	0	117263
3068	1.537	0	0	68693
3069	0.221	0	0	117552
3070	0.34	0	0	117750
3071	0.29	0	0	118140
3072	4	0.15	0	119234
3074	1	0	0	119241
3075	0.334	0	0	119455
3076	0.831	0	0	119697
3077	2	0.2	0	119850
3078	1	0	0	119851
3079	0.3	0	0	119854
3080	0.3	0	0	119855
3081	0.567	0.17	0	120062
3082	0.1	0	0	120404
3083	0.45	0	0	120406
3085	2.437	0	0	114560
3086	1.015	0	0	121622
3087	1.015	0	0	121623
3089	35.088	0	0	115650
3090	3.084	0	0	121506
3091	0.771	0	0	121507
3092	3.93	0	0	121509
3093	0.983	0	0	121510
3094	3.481	0	0	118711
3095	0.872	0	0	118712
3096	0.29	0	0	122530
3097	0.022	0.12	0	122788
3099	0.079	0	0	122812
3100	0.389	0	0	122949
3101	17.544	0.1	0	115651
3102	0.307	0	0	123503
3103	0.082	0	0	299
3104	9	0	0	111578
3105	4	0	0	111577
3106	2	0	0	124180
3107	0.332	0	0	124225
3108	0.5	0.1	0	124245
3109	1	0.4	0	44107
3110	0.43	0	0	124672
3111	0	0.1	0	124695
3112	2.571	0.1	0	125491
3113	24.774	0	0	125500
3114	3.69	0	0	125631
3116	18.388	0.166	0	125778
3117	2.682	0	0	125807
3118	1.341	0	0	125808
3119	0.278	0.25	0	125910
3121	8.255	0	0	126098
3122	1.409	0	0	126099
3123	3.868	0	0	126121
3124	0.094	0	0	126202
3125	0.538	0	0	126466
3126	0.448	0.12	0	126770
3127	0.313	0.28	0	126788
3128	0.919	0.166	0	126851
3129	0.178	0	0	87876
3130	0.802	0	0	126961
3131	0.278	0.25	0	127081
3132	6.998	0	0	1900
3133	1.088	0.133	0	127188
3134	0.1	0.1	0	127213
3135	1.356	0	0	127310
3136	0.8	0.1	0	127333
3137	0.057	0	0	127428
3138	0.1	0.15	0	62076
3139	0	0.1	0	127558
3140	0	0.1	0	127560
3141	1	0	0	127100
3142	1.75	0.1	0	128057
3145	0.42	0	0	128168
3146	0.3	0	0	128175
3147	0.35	0	0	128177
3148	0.816	0.133	0	128188
3149	0.3	0	0	128246
3151	1.557	0.055	0	128389
3152	40	0.15	0	128392
3153	10.87	0.2	0	128371
3154	8.148	0.2	0	128372
3155	10.87	0.2	0	128396
3156	8.148	0.2	0	128397
3157	0.287	0	0	128467
3158	0.328	0	0	128468
3159	2.445	0.2	0	128470
3160	0.094	0	0	128472
3161	0.047	0	0	128475
3162	0.112	0	0	128532
3163	0.223	0	0	128479
3164	26.316	0	0	128552
3165	4.784	0.15	0	128512
3166	2.667	0	0	115495
3167	23.392	0	0	115648
3168	23.392	0	0	115643
3169	70.175	0	0	115639
3170	23.392	0	0	115637
3171	0.4386	0	0	115623
3172	0.4386	0	0	115622
3173	0.4386	0	0	115620
3174	0.4386	0	0	115618
3175	0.4386	0	0	115621
3176	0.4386	0	0	115617
3177	13.158	0	0	115616
3178	0.4386	0	0	115624
3179	0.5848	0	0	115626
3180	0.8772	0	0	115633
3181	0.5848	0	0	115629
3182	0.5848	0	0	115635
3183	1.405	0.242	0	128608
3184	1.931	0.238	0	128609
3185	0.225	0	0	128610
3187	1.4	0.15	0	128628
3188	2	0	0	115544
3190	0.966	0.15	0	128727
3191	1	0.15	0	128728
3193	11.407	0.15	0	128840
3194	13	0	0	128842
3195	0.9	0	0	128859
3196	13	0	0	128862
3197	11.407	0.15	0	128863
3199	1.475	0.242	0	128879
3200	1	0	0	128962
3201	1	0	0	128971
3202	11.407	0.15	0	129024
3203	0.75	0.1	0	129235
3204	13	0	0	129049
3205	0.831	0	0	108857
3206	1.038	0	0	108870
3207	0.988	0	0	108867
3208	90.5	0	0	614
3209	90.5	0	0	876
3210	0.831	0	0	129688
3211	0.831	0	0	129695
3212	0.831	0	0	129697
3213	0.831	0	0	129700
3214	0.334	0	0	129717
3215	0.53	0.15	0	129805
3216	0.175	0	0	129821
3217	0.46	0.15	0	129829
3218	1.265	0	0	117946
3219	0.2535	0	0	130469
3220	0.934	0	0	130470
3221	0.158	0.15	0	131291
3222	0.208	0	0	131426
3223	0.211	0	0	132023
3224	1.5	0.2	0	132079
3225	0.113	0.116	0	53214
3226	4.45	0.15	0	132302
3227	15.75	0.15	0	132304
3228	11.407	0.15	0	132307
3229	0.208	0	0	133137
3230	11.407	0.15	0	133150
3231	0.533	0	0	133162
3232	1.246	0	0	133340
3244	9.6	0.15	0	133934
3245	3.239	0.1	0	133985
3249	0.266	0	0	134063
3264	1	0	0	134169
3266	1.32	0	0	461
3267	1.32	0	0	134223
3287	1	0	0	929
3288	0.4	0	0	49
3306	0.55	0	0	131736
3307	0.615	0	0	11347
3308	0.615	0	0	25579
3310	1.629	0	0	134592
3312	0.564	0	0	22204
3321	21.658	0	0	128455
3323	3.622	0.15	0	132332
3324	1	0	0	134198
3325	5.072	0.15	0	128871
3327	13	0	0	135178
3328	3.837	0	0	135205
3349	0.081	0	0	422
3350	0.041	0	0	1020
3351	0.036	0	0	1021
3352	0.041	0	0	3170
3353	0.066	0	0	3171
3355	0.083	0	0	4603
3356	0.115	0	0	4604
3357	0.141	0	0	10148
3358	0.208	0	0	10151
3360	0.208	0	0	13849
3361	0.115	0	0	13850
3362	0.066	0	0	13851
3363	0.208	0	0	13953
3364	0.115	0	0	14651
3365	0.208	0	0	14652
3366	0.066	0	0	14650
3367	1.091	0.25	0	170
3368	0.686	0.25	0	171
3369	0.343	0.5	0	690
3370	0.514	0.5	0	691
3371	0.565	0.25	0	172
3372	0.433	0.25	0	610
3373	0.428	0.25	0	1464
3374	0.196	0	0	7658
3375	0.131	0	0	7659
3376	0.343	0.25	0	12085
3377	0.933	0.25	0	12084
3378	0.643	0.5	0	9204
3379	0.232	0	0	164
3380	0.232	0	0	1760
3381	0.249	0	0	165
3382	0.248	0	0	1762
3383	0.232	0	0	11964
3385	0.136	0	0	3053
3386	0.202	0	0	166
3387	0.202	0	0	1764
3388	0.135	0	0	405
3389	0.135	0	0	1766
3390	0.135	0	0	9834
3391	0.135	0	0	9836
3392	0.135	0	0	9838
3393	0.135	0	0	9840
3394	0.135	0	0	9842
3395	0.124	0	0	4345
3396	0.141	0	0	4347
3397	0.124	0	0	406
3398	0.141	0	0	409
3399	0.141	0	0	12948
3400	0.141	0	0	15016
3401	0.1	0	0	18094
3402	0.192	0	0	18504
3403	0.192	0	0	38827
3404	0.192	0	0	39057
3405	0.232	0	0	50928
3406	0.135	0	0	96895
3407	1	0	0	129785
3409	0.589	0	0	46748
3410	0.14	0	0	129868
3411	0.589	0	0	129859
3412	1.2	0	0	129789
3413	1.2	0	0	3106
3414	0.49	0	0	1298
3416	0.514	0	0	135696
3418	9.122	0	0	129296
3419	0.4	0	0	135869
3429	0.15	0.1	0	136482
3431	0.248	0.25	0	136646
3432	0.248	0.25	0	136647
3435	4.1	0.1	0	135878
3440	0.5	0.1	0	130449
3442	0.2	0	0	129678
3443	0.7	0	0	130454
3445	3.66	0.1	0	138091
3446	1.1	0.15	0	138092
3455	0.5	0	0	138251
3456	0.966	0.15	0	138265
3639	0.731	0.4	0	138958
3642	2.445	0.2	0	139112
3643	0.374	0	0	1289
3644	0.025	0.1	0	139251
3645	0.025	0.1	0	139253
3646	0.533	0	0	139326
3647	0.9	0	0	118198
3648	1.875	0	0	128787
3649	1.65	0	0	128785
3650	2.5	0	0	139519
3651	3.05	0.17	0	849
3655	5.1	0	0	129071
3656	0.166	0	0	15088
3657	0.166	0	0	60217
3658	0.9	0	0	122701
3659	1	0	0	14120
3665	2.717	0.15	0	140233
3669	3.211	0.5	0	122873
3670	3.211	0	0	140049
3671	19.266	0.5	0	140516
3672	19.266	0.5	0	140527
3673	19.266	0.5	0	140359
3674	19.266	0.5	0	140102
3713	0.436	0.173	0	145512
3714	9.633	0.2	0	140806
3715	11.745	0.2	0	149402
3716	9.633	0.2	0	149405
3717	3.674	0.2	0	110901
3718	0.057	0	0	149965
3720	0.75	0	0	150040
3721	3.766	0.11	0	135938
3723	0.304	0	0	150199
3727	0.476	1	1056159302	150471
3734	15.207	0.15	0	150682
3741	3	0	0	138927
3751	0.248	0.25	0	152857
3757	0.2	0.15	0	152884
3762	11.407	0.15	0	152970
3773	2.5	0	0	153309
3774	30	0	0	153313
3775	2.5	0	0	153314
3776	2.5	0	0	153315
3777	2.5	0	0	153317
3778	2.5	0	0	153318
3779	2.5	0	0	153319
3780	30	0	0	153320
3783	8.96	0.11	0	153367
3784	4.8	0	0	153374
3786	3.211	0.5	0	153526
3787	3.211	0	0	153527
3788	0.138	0	0	21447
3789	0.03	0	0	24684
3795	0.876	0	0	153854
3796	2.34	0.119	0	153860
3798	0.2	0.15	0	154185
3799	0.2	0	0	19677
3800	1.8	0	0	154322
3801	1.8	0	0	154323
3802	1.077	0	0	134677
3803	1.795	0	0	134678
3821	2.564	0	0	155223
3822	0.667	0	0	155331
3823	18.515	0	0	155436
3824	5.641	0	0	155437
3825	1.522	0	0	150039
3827	13	0	0	155647
3828	1	0.15	0	155655
3830	1.828	0.08	0	155941
3831	4.6	0.17	0	132057
3832	0.5	1	0	140699
3833	0.5	1	0	150477
3836	1.5	0.15	0	134138
3837	80	0	0	43332
3838	1.475	0.242	0	156180
3839	1	0.1	0	156229
3844	2.047	0	0	68366
3845	2.047	0	0	68369
3846	1.637	0	0	98376
3847	2.047	0	0	135040
3848	2.047	0	0	132240
3849	2.047	0	0	135402
3850	2.047	0	0	135405
3851	2.047	0	0	2097
3852	2.047	0	0	128164
3853	2.047	0	0	135038
3854	2.047	0	0	135039
3857	36.5	0	0	132060
3858	1	0.15	0	156697
3859	0.266	0	0	156698
3860	0.266	0	0	156720
3861	1.5	0.15	0	156816
3862	9.122	0	0	156818
3863	1.029	0	0	156845
3864	1.07	0	0	156956
3865	0.9	0	0	156989
3866	1.8	0	0	156990
3867	1	0.15	0	157049
3870	2	0	0	157496
3871	0.646	0	0	157536
3873	0.064	0	0	157538
3874	1	0	0	157541
3875	1	0	0	157543
3876	0.23	0.08	0	157544
3881	1	0	0	157601
