field0	field1	field2	field3	field4	field5	field6	field7
1012	778	67108863	2047	0	0	0	0
1022	825	8388607	512	0	0	0	0
1023	826	33554432	512	0	0	0	0
1024	827	33554432	512	0	0	0	0
1027	778	67108863	2047	0	0	0	0
1029	829	60819455	512	1040	1	0	0
1084	840	67108863	1	1040	1	0	0
1086	846	67108863	1	0	0	0	0
1087	844	67108863	1	0	0	0	0
1088	842	67108863	1	0	0	0	0
1089	845	67108863	1	0	0	0	0
1099	849	67108863	256	1044	1	0	0
1101	851	67108863	2047	0	1	1	0
1105	853	1	2	1040	1	0	0
1107	855	1	2	1040	1	80	0
1108	856	1	2	1040	1	80	0
1112	860	1	2	1040	1	0	0
1113	862	1	2	1040	1	0	0
1114	863	1	2	1040	1	0	0
1116	865	1	2	1040	1	0	0
1127	899	58720256	2047	146	1	0	0
1130	903	67108863	512	0	1	0	0
1131	901	67108863	2047	0	1	0	0
1132	902	67108863	512	0	1	0	0
1133	904	67108863	128	1040	1	0	0
1134	905	8388608	2047	0	1	0	0
1135	906	18875469	2047	0	1	0	0
1136	907	33555378	2047	128	1	0	0
1150	921	-1	8	1040	1	0	0
1155	924	60819455	64	1040	1	0	0
1160	934	67108863	2047	0	1	0	0
1180	960	-1	32	128	0	0	0
1188	975	67108863	2047	0	0	0	230
1189	976	67108863	2047	0	0	0	61
1190	977	67108863	2047	0	0	0	61
1191	978	67108863	2047	0	0	0	61
1192	979	67108863	2047	0	0	0	61
1193	980	67108863	2047	0	0	0	61
