field0	field1	field2	field3	field4	field5	field6	field7	field8	field9	field10
87	7	19	0	-9.534.183	3.667.751	6.036.917	0	0	0	0
88	7	20	0	-9.466.773	3.738.241	603.195	0	0	0	0
89	7	21	0	-9.380.502	4.330.388	7.656.032	0	0	0	0
90	7	22	0	-9279.56	4.220.251	1.593.055	0	0	0	0
91	7	23	0	-9.127.248	2.692.381	1.626.833	0	0	0	0
92	7	24	0	-9.039.433	3.815.962	1.458.778	0	0	0	0
119	8	0	0	-9433.93	-2.238.759	7.068.005	0	0	0	0
120	8	1	0	-9.436.162	-2.240.107	7.147.904	0	0	0	0
121	8	2	0	-9.445.476	-2.244.032	744.659	0	0	0	0
122	8	3	0	-9.471.324	-2.250.823	8.171.274	0	0	0	0
123	8	4	0	-9.507.948	-2.244.839	9.767.113	0	0	0	0
124	8	5	0	-9.543.871	-2.197.871	1.019.485	0	0	0	0
125	8	6	0	-9555.06	-2100.48	102.699	0	0	0	0
126	8	7	0	-9562.76	-2005.28	116.416	0	0	0	0
127	8	8	0	-9621.7	-1936.93	118.884	0	0	25465	0
128	8	10	0	-9676.57	-1726.03	115.932	0	0	0	0
129	8	11	0	-9693.01	-1586.19	131.618	0	0	0	0
130	8	12	0	-9805.72	-1424.02	111.909	0	0	0	0
131	8	13	0	-9675	-1306.91	118.972	0	0	0	0
132	8	14	0	-9575.31	-1177.97	128.801	0	0	0	0
133	8	15	0	-9488.23	-943.349	146.161	0	0	0	0
134	8	16	0	-9449.53	-726.404	154.392	0	0	0	0
135	8	17	0	-9487.82	-427.3	135.646	0	0	0	0
136	8	18	0	-9493.37	-158.436	146.074	0	0	0	0
137	8	19	0	-9241.62	3.949	173.422	0	0	0	0
138	8	20	0	-9133.22	270.787	161.116	0	0	0	0
176	9	0	0	-8852.65	496.46	111.04	0	0	0	0
177	9	1	0	-8882.6	476.01	122.36	0	0	0	0
178	9	2	0	-8935.92	454.68	131.81	0	0	0	0
179	9	3	0	-9025.21	463.03	131.81	0	0	0	0
180	9	4	0	-9078.46	472.653	144.361	0	0	0	0
181	9	5	0	-9131.16	468.33	151.475	0	0	0	0
182	9	6	0	-9.189.168	411.431	1.625.806	0	0	0	0
183	9	7	0	-9.210.607	3.115.711	9.503.504	0	0	0	0
184	9	8	0	-9.258.301	242.521	7.905.361	0	0	0	0
185	9	9	0	-9.304.224	2.025.789	7.613.682	0	0	0	0
186	9	10	0	-9.419.427	8.685.379	6.763.692	0	0	0	0
187	9	11	0	-9494.24	5.396.614	6.430.503	0	0	0	0
188	9	12	0	-9544.91	-5.352.051	6.473.038	0	0	0	0
189	9	13	0	-9.550.932	-1.308.574	6.267.779	0	0	0	0
439	12	0	0	-4.822.797	-1.157.978	5.032.697	0	0	0	0
440	12	1	0	-4.823.338	-1.154.838	5.040.443	0	0	0	0
441	12	2	0	-4.825.568	-1.144.801	5.082.092	0	0	0	0
442	12	3	0	-4.830.251	-1.124.831	518.076	0	0	0	0
443	12	4	0	-4.839.869	-1.077.757	5.435.778	0	0	0	0
444	12	5	0	-4.867.415	-1.047.967	5.510.208	0	0	0	0
445	12	6	0	-4.889.553	-1.032.151	5.487.425	0	0	0	0
446	12	7	0	-4.921.443	-1.008.429	5.449.092	0	0	0	0
447	12	8	0	-4.947.069	-9.721.517	5.407.988	0	0	0	0
448	12	9	0	-4.957.789	-9.145.143	5.435.195	0	0	0	0
449	12	10	0	-4.964.658	-9.015.131	5.436.027	0	0	0	0
450	12	11	0	-4.987.029	-8.755.323	5.276.031	0	0	0	0
451	12	12	0	-5.021.612	-8.333.802	5.073.193	0	0	0	0
452	12	13	0	-5.066.396	-7.999.983	5.031.275	0	0	0	0
453	12	14	0	-5.110.955	-7.934.541	5.043.443	0	0	0	0
454	12	15	0	-5.156.022	-7.788.745	4.868.891	0	0	0	0
455	12	16	0	-5.203.813	-7.136.035	4.808.193	0	0	0	0
456	12	17	0	-5.366.663	-7.025.377	4.578.593	0	0	0	0
457	12	18	0	-5.495.628	-6.622.124	4.425.049	0	0	0	0
503	13	0	0	-8852.65	496.46	111.04	0	0	0	0
504	13	1	0	-8882.6	476.01	122.36	0	0	0	0
505	13	2	0	-8935.92	454.68	131.81	0	0	0	0
506	13	3	0	-9025.21	463.03	153.81	0	0	0	0
507	13	4	0	-9082.5	478.431	153.4	0	0	0	0
508	13	5	0	-9140.39	479.835	157.352	0	0	0	0
509	13	6	0	-9.213.093	4.272.342	1.624.049	0	0	0	0
510	13	7	0	-9.273.826	2.759.395	1.516.682	0	0	0	0
511	13	8	0	-9.287.292	3.438.108	1.530.916	0	0	0	0
512	13	9	0	-9.231.043	-2.498.052	1.532.581	0	0	0	0
513	13	10	0	-9.115.018	-3.202.148	1.447.425	0	0	0	0
514	13	11	0	-8.984.971	-3.108.855	1.500.686	0	0	0	0
515	13	12	0	-8.761.813	-4.065.565	154.291	0	0	0	0
516	13	13	0	-8.644.484	-4.841.542	1.567.978	0	0	0	0
517	13	14	0	-8.543.974	-488.52	1.560.378	0	0	0	0
518	13	15	0	-8.434.869	-4.072.266	1.562.183	0	0	0	0
519	13	16	0	-8.332.496	-3.830.612	1.569.721	0	0	0	0
520	13	17	0	-8.272.149	-3.963.521	1.842.779	0	0	0	0
521	13	18	0	-8.236.644	-4.356.417	2.169.074	0	0	0	0
522	13	19	0	-8.182.351	-5.142.529	2.221.545	0	0	0	0
650	16	0	0	-4.822.815	-1.157.986	503.242	0	0	0	0
651	16	1	0	-4.823.522	-1.155.262	5.038.221	0	0	0	0
652	16	2	0	-4.825.891	-1.144.938	5.081.754	0	0	0	0
653	16	3	0	-4.830.331	-1.124.694	517.993	0	0	0	0
654	16	4	0	-4.839.842	-1.077.642	5.435.213	0	0	0	0
655	16	5	0	-4.867.195	-1.047.992	5.509.657	0	0	0	0
656	16	6	0	-4.889.347	-1.032.105	5.487.429	0	0	0	0
657	16	7	0	-4.921.548	-1.008.381	5.448.538	0	0	0	0
658	16	8	0	-4.947.045	-972.202	5.406.599	0	0	0	0
659	16	9	0	-4951.94	-9.199.377	5.436.027	0	0	0	0
660	16	10	0	-4.973.186	-8.940.537	5.436.031	0	0	0	0
661	16	11	0	-4.990.442	-871.018	5.296.311	0	0	0	0
662	16	12	0	-5020.96	-8.343.433	505.486	0	0	0	0
663	16	13	0	-5.064.681	-7.987.744	5.071.271	0	0	0	0
664	16	14	0	-5.123.648	-7.956.464	5.111.266	0	0	0	0
665	16	15	0	-5200.66	-812.11	5.308.782	0	0	0	0
666	16	16	0	-5.220.083	-1.011.791	5.141.981	0	0	0	0
667	16	17	0	-5.481.033	-1.210.797	5.066.614	0	0	0	0
668	16	18	0	-5.561.824	-1.500.172	4.365.245	0	0	0	0
669	16	19	0	-5.527.746	-1.692.451	4.070.692	0	0	0	0
670	16	20	0	-5.506.481	-1.765.903	4.055.379	0	0	0	0
671	16	21	0	-5.521.471	-1.917.214	4.091.334	0	0	0	0
672	16	22	0	-5.569.659	-1.999.064	4.163.725	0	0	0	0
673	16	23	0	-5557.54	-2.089.736	4.169.618	0	0	0	0
741	15	0	0	-5.426.417	-2.932.764	3.492.489	0	0	0	0
742	15	1	0	-5.429.109	-2.933.134	3.503.626	0	0	0	0
743	15	2	0	-5.469.808	-2.926.428	3.611.701	0	0	0	0
744	15	3	0	-5.512.319	-2.850.484	3.747.768	0	0	0	0
745	15	4	0	-5460.93	-2.741.301	4.121.746	0	0	0	0
746	15	5	0	-5.500.676	-2.647.121	4.694.012	0	0	0	0
747	15	6	0	-5.505.026	-2.569.849	4.865.587	0	0	0	0
748	15	7	0	-5514.47	-2.437.684	4.324.796	0	0	0	0
749	15	8	0	-5.543.636	-2.295.733	5.019.561	0	0	0	0
750	15	9	0	-5.506.146	-2.210.201	4.920.908	0	0	0	0
751	15	10	0	-5532.42	-2.134.419	4.333.124	0	0	0	0
752	15	11	0	-5.587.426	-2064.81	4.043.726	0	0	0	0
753	15	12	0	-5.601.026	-1.978.137	4.043.726	0	0	0	0
754	15	13	0	-5.610.952	-1.856.204	4.130.719	0	0	0	0
755	15	14	0	-5.641.103	-1.791.676	4.071.309	0	0	0	0
756	15	15	0	-5.656.558	-1.747.236	417.279	0	0	0	0
757	15	16	0	-5657.34	-1.648.261	4.391.435	0	0	0	0
758	15	17	0	-5.686.912	-1.582.438	4.032.043	0	0	0	0
759	15	18	0	-5.667.798	-1.473.761	4.179.568	0	0	0	0
760	15	19	0	-5.650.855	-1.341.443	4.232.717	0	0	0	0
761	15	20	0	-5.549.443	-1.189.883	4.679.176	0	0	0	0
762	15	21	0	-5.434.792	-1.016.157	519.639	0	0	0	0
763	15	22	0	-5.305.902	-8.351.288	5.761.678	0	0	0	0
764	15	23	0	-5.173.355	-7.871.075	5.529.456	0	0	0	0
765	15	24	0	-5.077.311	-7.914.764	5.233.054	0	0	0	0
766	15	25	0	-5.020.423	-8.361.544	5.048.991	0	0	0	0
767	15	26	0	-4.987.564	-875.931	5.271.271	0	0	0	0
768	15	27	0	-4.964.469	-9.015.542	5.431.275	0	0	0	0
769	15	28	0	-4.947.638	-9.162.394	5.431.275	0	0	0	0
770	15	29	0	-4.886.243	-9.378.644	5.394.725	0	0	0	0
771	15	30	0	-4.870.373	-9.646.971	5.449.182	0	0	0	0
772	15	31	0	-4.858.501	-9.947.637	5.481.402	0	0	0	0
773	15	32	0	-4.845.472	-1.024.783	5.502.517	0	0	0	0
774	15	33	0	-4.822.143	-1.054.167	546.056	0	0	0	0
775	15	34	0	-4.783.124	-1.065.934	5.341.678	0	0	0	0
776	15	35	0	-4.746.237	-1.095.953	5.252.791	0	0	0	0
777	15	36	0	-4754.16	-1.138.464	5.238.076	0	0	0	0
778	15	37	0	-4.798.137	-1.150.016	5.129.089	0	0	0	0
779	15	38	0	-4.822.399	-1.156.914	5.034.364	0	0	0	0
838	17	0	0	-3.788.295	-7.792.552	2.946.827	0	0	0	0
839	17	1	0	-3.787.635	-7.860.278	8.998.217	0	0	0	0
840	17	2	0	-3.786.536	-7.999.288	1.589.982	0	0	0	0
841	17	3	0	-3.787.356	-8.306.131	2.408.298	0	0	0	0
842	17	4	0	-3793.08	-8.748.974	332.917	0	0	0	0
843	17	5	0	-3.854.645	-9.092.836	332.917	0	0	0	0
844	17	6	0	-3.956.282	-9.087.645	4.129.259	0	0	0	0
845	17	7	0	-4.050.876	-9.216.597	1.176.081	0	0	0	0
846	17	8	0	-4.116.521	-9.420.431	1.757.076	0	0	0	0
847	17	9	0	-4.259.834	-9.733.931	3.057.697	0	0	0	0
848	17	10	0	-4.411.209	-9.615.175	4.996.416	0	0	0	0
849	17	11	0	-4.566.706	-9.001.178	6.635.545	0	0	0	0
850	17	12	0	-4.660.218	-934.176	7.788.602	0	0	0	0
851	17	13	0	-4.732.163	-9.154.746	8.321.878	0	0	0	0
852	17	14	0	-4.827.935	-8.386.477	8.127.039	0	0	0	0
853	17	15	0	-4.893.295	-765.938	7.528.173	0	0	0	0
854	17	16	0	-5.002.809	-6.311.398	6.145.291	0	0	0	0
855	17	17	0	-5060.42	-7.068.826	5.486.841	0	0	0	0
856	17	18	0	-5.046.457	-7.864.728	5.111.176	0	0	0	0
857	17	19	0	-5.019.803	-8.340.737	5.061.735	0	0	0	0
858	17	20	0	-4.986.885	-8.749.424	5.271.275	0	0	0	0
859	17	21	0	-4.965.812	-9.018.858	5.431.275	0	0	0	0
860	17	22	0	-4.946.493	-9.174.972	5.431.275	0	0	0	0
861	17	23	0	-4.893.088	-9.263.926	538.798	0	0	0	0
862	17	24	0	-4.870.443	-9.672.335	5.447.233	0	0	0	0
863	17	25	0	-4856.78	-9.988.038	548.141	0	0	0	0
864	17	26	0	-4.845.752	-1024.81	5.506.396	0	0	0	0
895	18	0	0	-4.822.853	-1.157.903	5.029.642	0	0	0	0
896	18	1	0	-4.823.427	-1.155.188	5.037.666	0	0	0	0
897	18	2	0	-4.825.738	-1.144.591	5.086.667	0	0	0	0
898	18	3	0	-4833.93	-1.111.705	5.242.986	0	0	0	0
899	18	4	0	-4839.69	-1.077.691	543.494	0	0	0	0
900	18	5	0	-4.867.227	-1.048.023	5.509.658	0	0	0	0
901	18	6	0	-4.889.342	-1.032.121	5.487.734	0	0	0	0
902	18	7	0	-4.921.577	-1.008.336	5.448.547	0	0	0	0
903	18	8	0	-4.947.055	-9.722.875	5.407.986	0	0	0	0
904	18	9	0	-4.957.831	-9.145.416	5.436.027	0	0	0	0
905	18	10	0	-4.965.453	-9.021.425	5.436.027	0	0	0	0
906	18	11	0	-4.986.985	-8.757.244	5.276.027	0	0	0	0
907	18	12	0	-5.021.375	-8.329.849	5.073.193	0	0	0	0
908	18	13	0	-5.059.023	-8.045.257	5.071.275	0	0	0	0
909	18	14	0	-5.123.122	-7.931.149	5.078.886	0	0	0	0
910	18	15	0	-5.193.459	-8.226.494	4.957.573	0	0	0	0
911	18	16	0	-5.233.354	-1.022.967	5.284.186	0	0	0	0
912	18	17	0	-5.253.596	-1.268.068	5.727.508	0	0	0	0
913	18	18	0	-5.233.309	-1.600.366	5.413.685	0	0	0	0
914	18	19	0	-5110.94	-1.708.508	5.325.591	0	0	0	0
1046	20	0	0	1.570.108	2.697.434	-419.638	0	0	0	0
1047	20	1	0	1.562.984	2.491.271	-3.878.811	0	0	0	0
1048	20	2	0	1.578.694	2.190.924	-3.156.586	0	0	0	0
1049	20	3	0	1.607.924	2.195.748	-2.873.255	0	0	0	0
1050	20	4	0	1.631.929	2.390.616	-2.973.257	0	0	0	0
1051	20	5	0	1.663.256	239.224	-3.376.034	0	0	0	0
1052	20	6	0	1.733.591	2.431.487	-4.009.366	0	0	0	0
1053	20	7	0	1.751.108	2.642.238	-4.212.143	0	0	0	0
1054	20	8	0	1.744.216	2.935.251	-4.437.144	0	0	0	0
1055	20	9	0	1.719.746	327.511	-4.212.142	0	0	0	0
1056	20	10	0	1.685.927	3.652.039	-2.617.698	0	0	0	0
1057	20	11	0	1.683.551	3.865.129	1.878.581	0	0	0	0
1058	20	12	0	1.702.814	4.205.737	5.878.581	0	0	0	0
1059	20	13	0	1726.56	474.243	1.878.581	0	0	0	0
1060	20	14	0	1.710.803	5.131.404	-2.121.426	0	0	0	0
1061	20	15	0	1.683.168	546.098	-2.121.426	0	0	0	0
1062	20	16	0	1.681.499	5.908.705	1.878.574	0	0	0	0
1063	20	17	0	1.687.643	6.239.324	1.787.858	0	0	0	0
1064	20	18	0	1.658.901	6.454.714	3.387.858	0	0	0	0
1065	20	19	0	1.616.774	645.347	4.987.858	0	0	0	0
1066	21	0	0	471.681	1533.88	133.936	0	0	0	0
1067	21	1	0	4.604.722	1527.91	1.402.259	0	0	0	0
1068	21	2	0	4.100.764	1.500.882	1.505.332	0	0	0	0
1069	21	3	0	3.567.344	1.473.733	139.276	0	0	0	0
1070	21	4	0	2.947.014	1.437.339	134.877	0	0	0	0
1071	21	5	0	259.204	1382.69	145.677	0	0	0	0
1072	21	6	0	268.378	1310.22	121.215	0	0	0	0
1073	21	7	0	398.804	1234.37	997.124	0	0	0	0
1074	21	8	0	553.413	1233.42	104.595	0	0	0	0
1075	21	9	0	639.105	1210.56	100.52	0	0	0	0
1076	21	10	0	737.172	1219.14	730.523	0	0	0	0
1077	21	11	0	883.106	1200.66	656.972	0	0	0	0
1078	21	12	0	991.466	1194.11	721.276	0	0	0	0
1079	21	13	0	1071.12	1163.48	564.511	0	0	0	0
1080	21	14	0	1130.93	1132.55	562.531	0	0	0	0
1086	22	0	0	-10515.58	-1.259.393	4.281.135	0	0	0	0
1087	22	1	0	-10516.59	-1.253.805	4.321.012	0	0	0	0
1088	22	2	0	-10519.29	-1.240.873	4.678.358	0	0	0	0
1089	22	3	0	-10516.99	-1.184.773	6.995.759	0	0	0	0
1090	22	4	0	-10450.9	-1.142.184	9.550.003	0	0	0	0
1091	22	5	0	-10255.72	-1.084.477	1.003.206	0	0	0	0
1092	22	6	0	-10046.13	-9.488.948	1.151.369	0	0	0	0
1093	22	7	0	-9922.95	-7.854.374	1.079.029	0	0	0	0
1094	22	8	0	-9.855.639	-6.312.239	1.033.513	0	0	0	0
1095	22	9	0	-9.602.626	-5.095.107	141.593	0	0	0	0
1096	22	10	0	-9.452.084	-3.601.253	1.493.198	0	0	0	0
1097	22	11	0	-9.458.114	-1.661.249	1.245.219	0	0	0	0
1098	22	12	0	-9.342.892	9.896.181	147.628	0	0	0	0
1099	22	13	0	-9.153.493	2.005.012	1.601.772	0	0	0	0
1100	22	14	0	-9.035.158	3.789.445	1.566.462	0	0	0	0
1101	22	15	0	-8.917.505	4.163.486	1.362.588	0	0	0	0
1103	23	0	0	-8852.65	496.46	111.04	0	0	0	0
1104	23	1	0	-8882.6	476.01	122.36	0	0	0	0
1105	23	2	0	-8935.92	454.68	131.81	0	0	0	0
1106	23	3	0	-9025.21	463.03	153.81	0	0	0	0
1108	23	4	0	-9109.64	472.955	151.305	0	0	0	0
1109	23	5	0	-9305.39	378.994	159.507	0	0	0	0
1110	23	6	0	-9594.64	278.39	132.007	0	0	0	0
1111	23	7	0	-9860.47	281.313	117.528	0	0	0	0
1112	23	8	0	-10052.3	292.438	100.469	0	0	0	0
1113	23	9	0	-10172.7	221.591	98.865	0	0	0	0
1114	23	10	0	-10354.1	202.457	994.329	0	0	0	0
1115	23	11	0	-10441.7	206.135	982.878	0	0	0	0
1116	23	12	0	-10612.8	98.941	103.93	0	0	0	0
1117	23	13	0	-10805.9	-181.738	106.596	0	0	0	0
1118	23	14	0	-10886.7	-507.966	120.525	0	0	0	0
1119	23	15	0	-10624.9	-740.537	148.884	0	0	0	0
1120	23	16	0	-10569.8	-1030.83	132.203	0	0	0	0
1121	23	17	0	-10523.4	-1186.39	681.483	0	0	0	0
1122	23	18	0	-10515.8	-1261.79	451.169	0	0	0	0
1124	24	0	0	-20.27	-871.13	60.06	0	0	0	0
1125	24	1	0	-27.16	-850.61	71.37	0	0	0	0
1126	24	2	0	-33.19	-818.4	73.99	0	0	0	0
1127	24	3	0	404.688	-795.194	754.738	0	0	0	0
1128	24	4	0	5.333.681	-7.885.504	767.588	0	0	0	0
1129	24	5	0	1.223.385	-7.546.077	8.450.838	0	0	0	0
1130	24	6	0	1.860.521	-7.250.504	1.023.409	0	0	0	0
1131	24	7	0	2.805.751	-6.515.126	1.358.157	0	0	0	0
1132	24	8	0	3.512.981	-6.087.466	1.580.677	0	0	0	0
1133	24	9	0	4.195.222	-6.210.369	173.266	0	0	0	0
1134	24	10	0	4.978.333	-6.023.432	1.819.215	0	0	0	0
1135	24	11	0	5.548.917	-5.841.567	1.918.822	0	0	0	0
1136	24	12	0	6.157.465	-531.774	1.882.262	0	0	0	0
1137	24	13	0	627.923	-457.014	1.754.315	0	0	0	0
1138	24	14	0	6.266.988	-375.223	1.624.754	0	0	0	0
1139	24	15	0	6.656.514	-3.432.746	1.561.961	0	0	0	0
1140	24	16	0	7.212.222	-3.409.256	1.468.407	0	0	0	0
1141	24	17	0	7.563.786	-3.184.771	1.436.708	0	0	0	0
1142	24	18	0	7.828.301	-2.981.873	1.596.271	0	0	0	0
1143	24	19	0	8.515.566	-2.548.243	1.674.571	0	0	0	0
1144	24	20	0	9.321.298	-254.009	1.491.089	0	0	0	0
1145	24	21	0	1.037.711	-2.690.992	6.049.487	0	0	0	0
1146	24	22	0	1.089.985	-243.185	4.180.908	0	0	0	0
1147	24	23	0	1.208.337	-2.502.325	4.236.195	0	0	0	0
1148	24	24	0	1.307.939	-1.092.327	747.888	0	0	0	0
1149	24	25	0	1.305.687	2.643.306	6.571.748	0	0	0	0
1150	24	26	0	1463.37	469.411	764.455	0	0	0	0
1151	24	31	0	1.919.076	6.091.424	88.01	0	0	0	0
1152	24	32	0	1920.27	667.726	90.5	0	0	0	0
1181	26	0	0	-7.135.223	-5.136.454	2.761.735	0	0	0	0
1182	26	1	0	-7.133.682	-5.174.526	2.789.797	0	0	0	0
1183	26	2	0	-7.253.024	-5.976.343	3.884.602	0	0	0	0
1184	26	3	0	-7.475.633	-6.502.481	5.122.471	0	0	0	0
1185	26	4	0	-8.854.173	-652.816	3.910.293	0	0	0	0
1186	26	5	0	-1.066.644	-6.742.723	2.762.461	0	0	0	0
1187	26	6	0	-1.231.025	-8.018.506	2.714.621	0	0	0	0
1188	26	7	0	-1.322.564	-885.853	238.735	0	0	0	0
1189	26	8	0	-1.423.822	-9.591.791	2.491.077	0	0	0	0
1190	26	9	0	-1.535.245	-1.002.605	1.394.669	0	0	0	0
1191	26	10	0	-1.640.839	-1.061.541	1.031.608	0	0	0	0
1192	26	11	0	-1.803.633	-1.141.395	61.745	0	0	0	0
1193	26	12	0	-2.619.378	-1.157.963	3.502.089	0	0	0	0
1194	26	13	0	-2.852.603	-1.019.384	1.876.927	0	0	0	0
1195	26	14	0	-2.955.481	-9.217.041	2.428.442	0	0	0	0
1196	26	15	0	-3.118.947	-9.182.324	3.252.438	0	0	0	0
1197	26	16	0	-3.341.406	-9.866.432	2.424.614	0	0	0	0
1198	26	17	0	-3801.79	-1.080.222	3.808.187	0	0	0	0
1199	26	18	0	-3.986.975	-1.074.929	1.420.087	0	0	0	0
1200	26	19	0	-4.088.174	-1.054.936	2.289.781	0	0	0	0
1201	26	20	0	-4.227.694	-1118.97	3.321.921	0	0	0	0
1202	26	21	0	-4.445.828	-1.059.005	6.372.929	0	0	0	0
1203	26	22	0	-4.534.981	-1.011.382	7.000.901	0	0	0	0
1204	26	23	0	-4638.67	-1.018.206	8.017.856	0	0	0	0
1205	26	24	0	-4.819.952	-1.021.079	9.023.256	0	0	0	0
1206	26	25	0	-4.912.197	-9.870.148	8.240.999	0	0	0	0
1207	26	26	0	-5.023.042	-966.892	7.240.892	0	0	0	0
1208	26	27	0	-5.077.306	-8.797.358	6.464.794	0	0	0	0
1209	26	28	0	-5.113.364	-8.530.546	604.926	0	0	0	0
1210	26	29	0	-5.188.929	-789.558	5.456.209	0	0	0	0
1211	26	30	0	-5.103.222	-7.249.593	5.094.788	0	0	0	0
1212	26	31	0	-5.056.557	-7.618.685	5.085.511	0	0	0	0
1213	26	32	0	-5.035.609	-809.825	5.042.745	0	0	0	0
1223	27	0	0	-4.823.718	-1.157.695	5.032.697	0	0	0	0
1224	27	1	0	-4.823.386	-1.154.479	5.042.665	0	0	0	0
1225	27	2	0	-4.822.454	-1.139.654	5.090.107	0	0	0	0
1226	27	3	0	-4.822.379	-1.113.855	5.224.982	0	0	0	0
1227	27	4	0	-4.839.626	-1.077.729	5.433.837	0	0	0	0
1228	27	5	0	-4.867.305	-1.047.943	5.509.934	0	0	0	0
1229	27	6	0	-4.889.459	-1.032.197	5.487.426	0	0	0	0
1230	27	7	0	-4.921.507	-1.008.369	5.448.258	0	0	0	0
1231	27	8	0	-4.947.078	-9.722.482	5.406.875	0	0	0	0
1232	27	9	0	-4.958.198	-9.149.299	5.436.027	0	0	0	0
1233	27	10	0	-4965.83	-9.019.471	5.436.027	0	0	0	0
1234	27	11	0	-4.986.748	-8.749.409	5.276.031	0	0	0	0
1235	27	12	0	-5.022.909	-8.319.476	5.073.193	0	0	0	0
1236	27	13	0	-5.074.447	-8.003.356	5.072.386	0	0	0	0
1237	27	14	0	-5.166.772	-8.178.958	5.003.005	0	0	0	0
1238	27	15	0	-5.233.417	-9.335.989	5.070.164	0	0	0	0
1239	27	16	0	-5.233.965	-1.258.195	5.643.002	0	0	0	0
1240	27	17	0	-5.240.396	-1599.77	545.912	0	0	0	0
1241	27	18	0	-5.066.914	-1705.63	5.375.247	0	0	0	0
1242	27	19	0	-4.900.303	-1.701.149	541.246	0	0	0	0
1243	27	20	0	-4.719.055	-1.666.211	542.83	0	0	0	0
1244	27	21	0	-4.500.163	-1.606.791	5.334.979	0	0	0	0
1245	27	22	0	-4.333.932	-1.532.812	4.798.048	0	0	0	0
1246	27	23	0	-4066.39	-1.366.614	3.034.734	0	0	0	0
1248	12	19	0	-5.625.248	-6.717.376	4.393.104	0	0	0	0
1249	12	20	0	-5.709.963	-5.849.799	433.945	0	0	0	0
1250	12	21	0	-5.868.214	-5.695.374	4.537.866	0	0	0	0
1251	12	22	0	-6.002.713	-6.645.992	4.683.816	0	0	0	0
1252	12	23	0	-6.055.952	-6.767.015	4.915.126	0	0	0	0
1253	12	24	0	-6.103.061	-7.028.411	5.009.235	0	0	0	0
1254	12	25	0	-6.182.807	-759.242	4.710.982	0	0	0	0
1255	12	26	0	-6.302.094	-8.079.865	4.258.247	0	0	0	0
1256	12	27	0	-6.427.895	-8.339.036	3.761.131	0	0	0	0
1257	12	28	0	-6.534.435	-8.796.412	3.423.034	0	0	0	0
1258	12	29	0	-6.643.684	-8.452.496	2.943.973	0	0	0	0
1259	12	30	0	-6.782.545	-8.620.672	2.842.731	0	0	0	0
1260	12	31	0	-6913.29	-9.112.166	2.817.382	0	0	0	0
1261	12	32	0	-6.945.106	-9.937.018	2.727.432	0	0	0	0
1262	12	33	0	-7.035.354	-1.010.516	2.738.061	0	0	0	0
1263	12	34	0	-7.107.932	-9.457.327	2.866.283	0	0	0	0
1264	12	35	0	-7.178.488	-8.580.679	3.309.342	0	0	0	0
1265	12	36	0	-7.220.716	-7.984.058	3.335.421	0	0	0	0
1266	12	37	0	-7.376.298	-7.537.755	3.490.393	0	0	0	0
1267	12	38	0	-7.513.951	-7.066.681	2.619.677	0	0	0	0
1268	12	39	0	-7.625.787	-7.095.251	2.312.098	0	0	0	0
1269	12	40	0	-7.817.066	-7.232.539	1.974.131	0	0	0	0
1270	12	41	0	-7.879.465	-7.903.379	1.669.896	0	0	0	0
1271	12	42	0	-7.972.425	-8.140.859	1.621.169	0	0	0	0
