field0	field1	field2	field3	field4	field5
18293	62314	0	1	1	0
18295	62313	0	1	1	0
18297	62312	0	1	1	0
18347	22445	0	1	1	0
18365	62272	0	90	90	0
18382	62263	0	88	88	0
18384	62262	0	90	90	0
18390	62258	0	1	1	0
18392	62257	0	1	1	0
18394	62256	0	1	1	0
18397	62255	0	1	1	0
18414	62246	0	5	5	0
18426	22484	0	1	1	0
18485	62201	0	5	5	0
18508	62190	0	1	1	0
18510	62189	0	1	1	0
18513	62188	0	5	5	0
18515	62187	0	1	1	0
18517	62186	0	1	1	0
18519	62185	0	1	1	0
18521	62184	0	1	1	0
18523	62182	0	1	1	0
18525	62181	0	1	1	0
18531	62178	0	1	1	0
18533	62177	0	1	1	0
18534	22817	0	1	1	0
18535	62176	0	1	1	0
18536	22818	0	1	1	0
18545	62170	0	90	90	0
18547	62169	0	90	90	0
18559	62163	0	3	3	0
18595	62130	0	1	1	0
18598	62129	0	1	1	0
18614	62121	0	1	1	0
18616	62120	0	1	1	0
18618	62119	0	1	1	0
18620	62118	0	1	1	0
18622	62117	0	1	1	0
18624	62116	0	1	1	0
18626	62115	0	1	1	0
18628	62114	0	1	1	0
18661	62091	0	90	90	0
18686	62053	0	85	85	0
18689	62052	0	90	90	0
18691	62051	0	1	1	0
18693	62050	0	1	1	0
18695	62035	0	1	1	0
18697	62034	0	1	1	0
18699	62032	0	90	90	0
18703	62026	0	85	85	0
18708	62022	0	1	1	0
18712	62020	0	1	1	0
18715	62019	0	1	1	0
18735	61997	0	88	88	0
18746	61988	0	90	90	0
18778	61942	0	90	90	0
18780	61941	0	90	90	0
18782	61938	0	90	90	0
18783	22943	0	1	1	0
18784	61937	0	90	90	0
18787	61936	0	90	90	0
18789	61935	0	90	90	0
18790	61934	0	90	90	0
18792	61933	0	90	90	0
18794	61932	0	90	90	0
18796	61931	0	90	90	0
18798	61930	0	90	90	0
18804	61927	0	90	90	0
18806	61926	0	90	90	0
18807	61925	0	90	90	0
18810	61923	0	90	90	0
18812	61922	0	90	90	0
18814	61920	0	90	90	0
18816	61918	0	90	90	0
18820	61916	0	90	90	0
18822	61913	0	90	90	0
18824	61912	0	90	90	0
18826	61911	0	90	90	0
18830	61909	0	90	90	0
18832	61908	0	90	90	0
18834	61907	0	90	90	0
18836	61906	0	90	90	0
18838	61905	0	1	1	0
18840	61904	0	90	90	0
18842	61902	0	90	90	0
18844	61901	0	90	90	0
18846	61900	0	90	90	0
18848	61899	0	90	90	0
18850	61898	0	90	90	0
18852	61897	0	90	90	0
18858	61892	0	1	1	0
18860	61890	0	1	1	0
18862	61889	0	1	1	0
18870	61883	0	1	1	0
18876	61877	0	1	1	0
18890	61869	0	88	88	0
18892	61868	0	88	88	0
18894	61867	0	88	88	0
18896	61866	0	88	88	0
18910	61846	0	88	88	0
18912	61845	0	88	88	0
18914	61844	0	88	88	0
18936	61833	0	88	88	0
18940	61830	0	1	1	0
18948	61826	0	1	1	0
19054	61758	0	1	1	0
19056	61757	0	1	1	0
19060	61755	0	5	5	0
19064	61753	0	1	1	0
19067	61752	0	1	1	0
19069	61751	0	1	1	0
19071	61750	0	5	5	0
19100	61718	0	5	5	0
19122	61708	0	1	1	0
19131	61704	0	1	1	0
19132	23114	0	1	1	0
19133	61703	0	5	5	0
19158	61691	0	1	1	0
19160	61690	0	1	1	0
19162	61689	0	5	5	0
19172	61684	0	85	85	0
19177	61682	0	88	88	0
19187	61677	0	1	1	0
19317	23198	0	1	1	0
19379	23231	0	1	1	0
19384	23234	0	1	1	0
19435	23258	0	1	1	0
19450	23266	0	1	1	0
19451	61544	0	1	1	0
19466	23274	0	1	1	0
19610	61459	0	5	5	0
19613	61456	0	5	5	0
19637	61443	0	1	1	0
19643	61441	0	1	1	0
19644	61440	0	1	1	0
19645	61439	0	1	1	0
19647	61438	0	1	1	0
19713	61425	0	1	1	0
19726	61420	0	1	1	0
19767	23439	0	69	70	0
19787	61386	0	1	1	0
19789	61385	0	1	1	0
19791	61384	0	1	1	0
19793	61383	0	1	1	0
19809	61375	0	1	1	0
19814	61372	0	1	1	0
19818	61370	0	1	1	0
19820	61369	0	1	1	0
19822	61368	0	1	1	0
19824	61367	0	1	1	0
19826	61366	0	1	1	0
19900	61329	0	1	1	0
19902	61328	0	1	1	0
19904	61327	0	1	1	0
19906	61326	0	1	1	0
19908	61325	0	1	1	0
19910	61324	0	1	1	0
19912	61323	0	1	1	0
19914	61322	0	1	1	0
19916	61321	0	1	1	0
19918	61320	0	1	1	0
19920	61319	0	1	1	0
19922	61318	0	1	1	0
19924	61317	0	1	1	0
19931	61314	0	1	1	0
19933	61313	0	1	1	0
19935	61312	0	1	1	0
19939	61310	0	80	80	0
19941	61309	0	80	80	0
19951	61304	0	93	93	0
19957	61301	0	90	90	0
19959	61300	0	90	90	0
19973	61292	0	90	90	0
19997	61259	0	1	1	0
19999	61258	0	1	1	0
20001	61257	0	1	1	0
20006	61255	0	1	1	0
20011	61253	0	1	1	0
20054	61213	0	92	92	1114112
20099	61171	0	1	1	0
20102	61170	0	3	3	0
20104	61169	0	1	1	0
20106	61168	0	1	1	0
20108	61167	0	1	1	0
20114	61165	0	5	5	0
20125	61160	0	1	1	0
20128	61158	0	1	1	0
20139	61149	0	88	88	0
20141	61148	0	88	88	0
20147	61143	0	1	1	0
20149	61142	0	1	1	0
20151	61141	0	1	1	0
20176	61129	0	87	87	0
20216	61089	0	1	1	0
20218	61088	0	1	1	0
20220	61087	0	1	1	0
20222	61086	0	1	1	0
20224	61085	0	1	1	0
20232	61081	0	1	1	0
20234	61080	0	1	1	0
20236	61079	0	88	88	0
20244	61075	0	87	87	0
20246	61074	0	88	88	0
20248	61073	0	88	88	0
20252	61071	0	1	1	0
20644	60861	0	87	87	0
20688	60830	0	87	87	0
20690	60829	0	87	87	0
20692	60828	0	88	88	0
20706	60821	0	87	87	0
20708	60820	0	87	87	0
20739	23909	0	1	1	0
20989	60649	0	1	1	0
21056	60592	0	87	87	0
21125	60574	0	87	87	0
21179	60548	0	1	1	0
21181	60547	0	1	1	0
21222	60527	0	87	87	0
21224	60526	0	87	87	0
21226	60525	0	87	87	0
21232	60522	0	87	87	0
21377	60430	0	1	1	0
21388	60424	0	1	1	0
21398	60418	0	1	1	0
21422	60406	0	87	87	0
21613	60291	0	85	85	0
21795	60205	0	85	85	0
21796	60205	2	90	90	0
21797	60205	4	90	90	0
21817	24388	0	1	1	0
21819	24389	0	1	1	0
21891	60157	0	87	87	0
21901	60152	0	0	0	0
21907	60149	0	88	88	0
22004	24480	0	5	5	0
22567	59795	0	1	1	0
22641	24753	0	1	1	0
22749	59710	0	1	1	0
22751	59709	0	1	1	0
22779	59702	0	1	1	0
23098	24968	0	1	1	0
23293	25062	0	1	1	0
23391	25109	0	1	1	0
23392	25110	0	1	1	0
23463	25146	0	1	1	0
23465	25147	0	1	1	0
23795	59216	0	1	1	0
24170	25499	0	-10	0	0
24189	59020	0	1	1	0
24458	25706	0	1	1	0
25125	26050	0	1	1	0
25127	26056	0	1	1	0
25199	26119	0	1	1	0
25384	26243	0	5	5	0
25719	58163	0	1	1	0
26107	26613	0	69	70	0
26111	26614	0	5	5	0
27030	56890	0	87	87	33554560
27031	56890	2	90	90	33554560
27032	56890	4	90	90	33554560
27139	27017	0	75	75	0
27498	27217	0	1	1	0
27782	27346	0	1	1	0
27990	27438	0	1	1	0
28264	56266	0	1	1	0
28681	56083	0	1	1	0
28685	56082	0	1	1	0
28776	56031	0	1	1	0
28795	27798	0	1	1	0
29029	27914	0	65	65	0
29158	55768	0	85	85	0
29522	55574	0	1	1	0
29529	55571	0	1	1	0
29808	28267	0	70	70	0
29881	55386	0	1	1	0
29920	55367	0	1	1	0
29924	55356	0	1	1	0
30125	55242	0	83	83	1048576
30180	55215	0	1	1	0
30191	28470	0	1	1	0
30236	55187	0	1	1	0
30271	28513	0	1	1	0
30821	54745	0	1	1	0
30833	54730	0	1	1	0
31090	28883	0	1	1	0
31142	54541	0	1	1	0
31146	54539	0	1	1	0
31242	54491	0	1	1	0
31250	54487	0	1	1	0
31297	54438	0	1	1	0
31345	54383	0	1	1	0
31351	54376	0	1	1	0
31353	54375	0	1	1	0
31355	54374	0	1	1	0
31371	54359	0	1	1	0
31497	54227	0	1	1	0
31500	54223	0	1	1	0
31577	54128	0	1	1	0
31630	54027	0	1	1	0
31782	29089	0	1	1	0
31804	53884	0	1	1	0
31904	53828	0	85	85	0
31923	29147	0	1	1	0
32108	29238	0	1	1	0
32203	53661	0	1	1	0
32209	53658	0	1	1	0
32275	53623	0	1	1	0
32586	53456	0	1	1	0
32588	53455	0	1	1	0
32590	53454	0	1	1	0
32592	53453	0	1	1	0
32912	53283	0	1	1	0
33014	53232	0	1	1	0
33034	53225	0	1	1	0
33046	29726	0	1	1	0
33445	53048	0	1	1	0
33726	52894	0	1	1	0
33817	52831	0	1	1	0
33983	52697	0	1	1	0
34362	30379	0	1	1	0
34669	52367	0	1	1	0
34723	52344	0	1	1	0
34725	52343	0	1	1	0
34991	52226	0	1	1	0
36032	51677	0	5	5	0
36065	51657	0	1	1	0
36081	51649	0	1	1	0
36094	51636	0	1	1	0
36096	51635	0	1	1	0
36098	51634	0	1	1	0
36102	51632	0	1	1	0
36155	51601	0	1	1	0
36157	51600	0	1	1	0
36181	31575	0	1	1	0
36783	51122	0	1	1	0
36804	51090	0	20	20	0
37460	32589	0	1	1	0
37462	32590	0	1	1	0
37464	32591	0	1	1	0
37466	32592	0	1	1	0
37472	32595	0	1	1	0
37543	50722	0	1	1	0
37552	32643	0	1	1	0
37804	32791	0	1	1	0
37826	50586	0	1	1	0
37846	32818	0	1	1	0
37892	32841	0	1	1	0
37911	50545	0	1	1	0
38075	50468	0	1	1	0
38163	32939	0	1	1	0
38241	50384	0	1	1	0
38626	33188	0	1	1	0
38634	33194	0	1	1	0
38643	33197	0	1	1	0
38645	33198	0	1	1	0
38647	33199	0	1	1	0
38649	33200	0	1	1	0
38665	33205	0	1	1	0
38696	33219	0	1	1	0
38709	33226	0	1	1	0
38711	33227	0	1	1	0
38739	33238	0	1	1	8
38741	33239	0	1	1	8
38815	33274	0	1	1	0
39345	33529	0	1	1	0
39347	33530	0	1	1	0
39351	33532	0	1	1	0
39353	33533	0	1	1	0
39439	33578	0	1	1	0
39485	49590	0	60	60	8
39490	49588	0	20	20	8
39492	49587	0	60	60	8
39494	49586	0	20	20	8
39870	33810	0	1	1	0
39890	49373	0	85	85	0
40271	34031	0	61	61	0
40419	48982	0	1	1	0
40767	34278	0	1	1	0
40848	34320	0	5	5	0
40875	48641	0	1	1	0
40929	34364	0	1	1	0
40936	48609	0	1	1	0
41426	48378	0	1	1	0
41428	48377	0	1	1	0
41430	48376	0	1	1	0
41559	34587	0	1	1	0
41725	48242	0	1	1	0
41805	34694	0	1	1	0
41876	34724	0	1	1	0
41966	34770	0	1	1	0
42032	48107	0	1	1	0
42363	47944	0	1	1	0
42379	34930	0	1	1	0
43300	35387	0	1	1	0
43314	35394	0	1	1	0
43316	35395	0	1	1	0
43318	35396	0	1	1	0
43320	35397	0	1	1	0
43322	35398	0	1	1	0
43324	35399	0	1	1	0
43326	35400	0	1	1	0
43384	35468	0	1	1	0
43982	47169	0	1	1	0
44576	36482	0	1	1	0
44637	46898	0	1	1	0
44641	46896	0	1	1	0
44646	36511	0	1	1	0
44824	36607	0	1	1	0
45500	36871	0	1	1	0
45615	36908	0	1	1	0
45617	36909	0	1	1	0
45618	36910	0	1	1	0
45620	36911	0	1	1	0
45826	36979	0	1	1	0
47289	37865	0	1	1	0
47739	45340	0	1	1	0
47945	45247	0	83	83	0
48183	45128	0	1	1	0
48208	38374	0	1	1	0
48613	44939	0	83	83	0
49068	38976	0	1	1	1073741840
49733	44413	0	81	81	128
50725	43916	0	1	1	0
50972	43800	0	1	1	0
51209	40198	0	1	1	0
51418	40295	0	1	1	0
51976	40624	0	1	1	0
52135	40703	0	1	1	0
52171	40721	0	1	1	0
53438	42183	0	80	80	0
53456	42177	0	80	80	0
53539	42078	0	1	1	0
55764	62620	0	1	1	0
55768	62621	0	1	1	0
55772	62625	0	1	1	0
55773	62626	0	1	1	0
55774	62627	0	1	1	0
55775	62628	0	1	1	0
55782	62634	0	88	88	0
55783	62635	0	88	88	0
55787	62639	0	90	90	0
55788	62640	0	1	1	0
55789	62641	0	1	1	0
55812	62664	0	1	1	0
55817	62669	0	1	1	0
55858	62693	0	1	1	0
55860	62695	0	1	1	0
55862	62697	0	5	5	0
55985	62815	0	1	1	0
55986	62816	0	1	1	0
55988	62818	0	1	1	0
55989	62819	0	1	1	0
55990	62820	0	1	1	0
56005	62835	0	1	1	0
56026	62852	0	1	1	0
56028	62854	0	5	5	0
56036	62862	0	1	1	0
56038	62864	0	1	1	0
56058	62884	0	1	1	0
56059	62885	0	1	1	0
56060	62886	0	1	1	0
56061	62887	0	1	1	0
56062	62888	0	1	1	0
56068	62892	0	1	1	0
56069	62893	0	1	1	0
56070	62894	0	1	1	0
56071	62895	0	1	1	0
56072	62896	0	1	1	0
56075	62899	0	1	1	0
56076	62900	0	1	1	0
56080	62904	0	1	1	0
56081	62905	0	1	1	0
56082	62906	0	5	5	0
56083	62907	0	1	1	0
56086	62910	0	90	90	0
56090	62914	0	1	1	0
56091	62915	0	1	1	0
56092	62916	0	1	1	0
56099	62921	0	1	1	0
56100	62922	0	1	1	0
56102	62924	0	1	1	0
56103	62925	0	1	1	0
56105	62927	0	1	1	0
56132	62953	0	1	1	0
56133	62954	0	1	1	0
56192	62991	0	1	1	0
56193	62992	0	1	1	0
56195	62994	0	1	1	0
56201	62997	0	1	1	0
56202	62998	0	1	1	0
56203	62999	0	1	1	0
56205	63001	0	1	1	0
56206	63002	0	1	1	0
56207	63003	0	1	1	0
56208	63004	0	1	1	0
56209	63005	0	1	1	0
56210	63006	0	1	1	0
56273	63057	0	1	1	0
56276	63060	0	1	1	0
56278	63062	0	1	1	0
56280	63064	0	1	1	0
56310	63094	0	1	1	0
56311	63095	0	1	1	0
56312	63096	0	1	1	0
56313	63097	0	1	1	0
56314	63098	0	1	1	0
56378	63143	0	86	86	0
56548	63288	0	1	1	0
56549	63289	0	1	1	0
56551	63291	0	1	1	0
56553	63293	0	1	1	0
56569	63304	0	1	1	0
56585	63320	0	85	85	0
56586	63321	0	90	90	0
56587	63322	0	90	90	0
56588	63323	0	90	90	0
56589	63324	0	90	90	0
56591	63326	0	90	90	0
56623	63358	0	1	1	0
56626	63361	0	1	1	0
56630	63365	0	1	1	0
56635	63370	0	1	1	0
56639	63374	0	86	86	0
56642	63377	0	86	86	0
56643	63378	0	86	86	0
56644	63379	0	86	86	0
56645	63380	0	86	86	0
56646	63381	0	86	86	0
56647	63382	0	86	86	0
56648	63383	0	86	86	0
56649	63384	0	86	86	0
56650	63385	0	86	86	0
56651	63386	0	86	86	0
56652	63387	0	86	86	0
56653	63388	0	86	86	0
56654	63389	0	86	86	0
56655	63390	0	86	86	0
56656	63391	0	86	86	0
56657	63392	0	86	86	0
56659	63394	0	86	86	0
56660	63395	0	86	86	0
56661	63396	0	86	86	0
56662	63397	0	86	86	0
56663	63398	0	86	86	0
56664	63399	0	86	86	0
56665	63400	0	86	86	0
56666	63401	0	86	86	0
56667	63402	0	86	86	0
56668	63403	0	86	86	0
56669	63404	0	86	86	0
56670	63405	0	86	86	0
56671	63406	0	86	86	0
56672	63407	0	86	86	0
56673	63408	0	86	86	0
56674	63409	0	86	86	0
56675	63410	0	86	86	0
56676	63411	0	86	86	0
56677	63412	0	86	86	0
56678	63413	0	90	90	0
56679	63414	0	90	90	0
56680	63415	0	90	90	0
56681	63416	0	90	90	0
56682	63417	0	90	90	0
56683	63418	0	90	90	0
56684	63419	0	90	90	0
56704	63426	0	90	90	0
56705	63427	0	90	90	0
56706	63428	0	90	90	0
56707	63429	0	90	90	0
56708	63430	0	90	90	0
56709	63431	0	90	90	0
56710	63432	0	90	90	0
56711	63433	0	90	90	0
56712	63434	0	90	90	0
56718	63436	0	90	90	0
56720	63437	0	90	90	0
56725	63438	0	90	90	0
56730	63439	0	90	90	0
56731	63440	0	90	90	0
56736	63441	0	90	90	0
56737	63442	0	90	90	0
56738	63443	0	90	90	0
56739	63444	0	85	85	0
56741	63446	0	90	90	0
56743	63448	0	90	90	0
56744	63449	0	90	90	0
56745	63450	0	90	90	0
56746	63451	0	86	86	0
56747	63452	0	90	90	0
56748	63453	0	90	90	0
56749	63454	0	90	90	0
56750	63455	0	90	90	0
56751	63456	0	90	90	0
56752	63457	0	90	90	0
56753	63458	0	90	90	0
56754	63459	0	90	90	0
56755	63460	0	90	90	0
56756	63461	0	90	90	0
56757	63462	0	90	90	0
56758	63463	0	90	90	0
56759	63464	0	90	90	0
56763	63468	0	90	90	0
56764	63469	0	90	90	0
56766	63471	0	90	90	0
56773	63478	0	90	90	0
56774	63479	0	90	90	0
56776	63481	0	90	90	0
56778	63483	0	90	90	0
56781	63486	0	90	90	0
56783	63488	0	90	90	0
56786	63491	0	90	90	0
56787	63492	0	90	90	0
56788	63493	0	90	90	0
56791	63496	0	90	90	0
56845	63547	0	1	1	0
56846	63548	0	1	1	0
56847	63549	0	1	1	0
56848	63550	0	1	1	0
56849	63551	0	1	1	0
56853	63555	0	1	1	0
56855	63557	0	1	1	0
56856	63558	0	1	1	0
56858	63560	0	87	87	33554560
56859	63560	2	90	90	33554560
56860	63560	4	90	90	33554560
56861	63561	0	92	92	1114112
56889	63585	0	1	1	0
56933	63621	0	1	1	0
57029	63715	0	1	1	0
57030	63716	0	1	1	0
57039	63724	0	1	1	0
