field0	field1	field2	field3	field4	field5	field6	field7
176	109	1	-252.271	-718.519	442.758	-255.166	38
179	189	4	1040.69	8.124.237	1743.99	1281.29	20
180	70	2	525.486	-577.735	545.119	270.607	17
181	409	1	-1395.56	459.861	-130.76	1303.06	29
182	469	1	-1344.05	-7727.07	-844.622	-7394.12	29
183	469	2	-1379.05	-7777.07	-729.623	-7344.12	29
184	469	3	-1369.05	-7757.07	-719.623	-7324.12	29
185	469	4	-1419.05	-7637.07	-769.623	-7204.12	29
191	531	1	138.076	-9.510.983	2915.62	-7.659.287	261
192	531	2	1538.07	-8.703.503	2515.63	-8.051.796	261
195	531	3	1738.07	-8720.17	2315.63	-8335.13	261
196	249	1	-371.735	-223.833	111.383	982.458	141
200	230	1	-884.724	2.486.397	522.337	1186.68	28
201	230	2	-934.724	4.953.028	572.337	1500.01	28
202	229	1	-876.252	-286.828	10.587	304.398	29
207	229	2	-876.252	-286.828	10.587	304.398	29
208	229	3	-876.252	-286.828	10.587	304.398	29
209	229	4	-876.252	-286.828	10.587	304.398	29
210	229	5	-876.252	-286.828	10.587	304.398	29
211	229	6	-876.252	-286.828	10.587	304.398	29
212	229	7	-876.252	-286.828	10.587	304.398	29
214	558	1	-4.149.832	-140.076	3.275.572	354.951	478
215	558	2	-6.024.832	-210.076	2.150.573	334.951	478
216	556	1	-1.876.982	-295.343	5.157.972	173.654	478
217	556	2	-1.876.982	-295.343	5.157.972	173.654	478
218	555	1	-6.564.432	-498.218	1.850.792	627.969	478
219	543	1	1294.72	-1492.48	1989.28	-1029.44	465
221	542	1	-504.53	-658.767	498.989	603.136	465
222	540	1	-4.326.393	-91.748	6.311.082	617.417	465
223	546	1	-653.943	-1.728.782	240.977	4.237.352	467
226	545	1	-716.742	-4.259.422	160.022	1.585.672	467
227	545	2	-716.742	-4.259.422	160.022	1.585.672	467
228	547	1	-836.124	-391.652	539.341	201.72	467
230	553	1	-1.076.492	-256.91	6.497.532	248.025	479
231	554	1	-341.78	-1.008.392	334.458	3.499.862	479
232	554	2	-341.78	-3.783.934	334.458	412.986	479
233	552	1	-405.105	-7.542.433	284.579	384.365	479
234	552	2	-245.287	44	300.761	408.032	479
235	552	3	-422.605	150.833	214.079	575.289	479
236	585	1	-304.226	-2.779.584	226.108	3.257.601	499
237	585	2	-304.226	-2.779.589	226.108	3.257.601	499
238	557	1	-5.463.511	-458.786	2.769.341	900.708	478
252	757	1	1032.5	125	1617.5	515	708
256	349	1	-827.5	550	147.5	1200	101
257	349	2	-1158.75	-208.333	478.75	883.333	101
262	429	1	-387.5	200	887.5	1050	121
263	429	2	125	-150	650	200	121
264	429	3	231.25	-150	718.75	175	121
265	429	4	325	-250	1075	250	121
266	429	5	-900	-281.667	-999.992	251.667	121
267	429	6	-862.5	-200	112.5	450	121
271	754	1	25	-550	1525	450	720
322	565	1	-50	-12.5	475	337.5	475
341	544	1	-170.5	-1.153.334	385.5	2.553.333	465
349	550	1	-787.5	-100	787.5	950	479
355	548	1	-1362.5	-400	2.125.025	650.002	467
383	532	1	-2.225.024	-11189.6	-1.674.976	-10822.9	32
385	532	2	-2081.42	-11189	-1823.56	-11017.1	32
386	532	3	-2.132.575	-11066.3	-1.787.425	-10836.2	32
387	532	4	-2.190.024	-11119.6	-1.669.976	-10772.9	32
388	532	5	-1932.58	-10969.3	-1698.43	-10813.2	32
389	532	6	-2.205.774	-11190.6	-1.624.226	-10802.9	32
390	532	7	-2.066.774	-11115.6	-1.875.226	-10987.9	32
391	532	8	-2037.68	-11105.2	-1898.33	-11012.3	32
393	532	9	-2.270.024	-11459.6	-1.509.976	-10952.9	32
398	532	10	-2040.13	-11386.33	-1589.88	-11086.17	32
399	532	11	-1825.53	-11285.1	-1554.48	-11104.4	32
401	532	12	-2.182.524	-11444.6	-1.587.476	-11047.9	32
402	532	13	-1.963.024	-11339.1	-1.433.976	-10986.4	32
403	532	14	-2032.63	-11143	-1787.38	-10979.5	32
404	532	15	-2025.08	-11113.63	-1813.93	-10972.87	32
405	532	16	-2020.13	-11097	-1918.88	-11029.5	32
406	532	17	-2155.13	-11102	-1813.88	-10874.5	32
433	564	1	2.387.054	-240	1276.12	594.833	473
434	564	2	-176	380	799	1030	473
435	564	3	-191	400	814	1070	473
436	564	4	1.349.995	343.333	5.750.005	636.667	473
437	564	5	-70	6.641.636	600	1110.83	473
438	564	6	-67.5	450	637.5	920	473
439	564	7	137.5	6.066.667	492.5	8.433.333	473
440	580	1	377.5	1580	842.5	1890	499
458	951	1	6.656.608	3626.82	7.757.892	4361.01	486
466	720	2	-770	265	670	1225	606
467	720	1	3.020.833	343.75	6.770.833	593.75	606
495	938	1	231.25	2918.75	793.75	3293.75	161
496	938	2	5.348.983	3500	1.400.519	4077.08	161
497	938	3	1181.25	4.229.165	1656.25	4.545.832	161
498	938	4	-2.901.094	2570.83	4.067.754	3035.42	161
499	938	5	-646.359	3970.83	-193.224	4272.92	161
502	940	1	75	3425	450	3675	161
503	967	1	-2113.75	-1890	-1716.25	-1625	161
504	967	2	-3262	-1910	-2834.5	-1625	161
505	967	3	13523.9	13528.27	13709.1	13651.73	161
512	967	4	-0.25	0	1.25	1	161
513	967	5	-0.25	0	1.25	1	161
514	967	6	11427.07	-12254.9	12535.43	-11516	161
558	1	2	660	10715	1140	11035	41
564	1	3	9.701.997	10025.3	1249.8	10211.7	41
565	1	4	1.454.995	9728.33	1.685.005	9881.67	41
566	1	5	1.354.995	9678.33	1.735.005	9931.67	41
567	0	1	41.75	-9860	281.75	-9700	30
570	1	6	229.995	-2496.67	580.005	-2263.33	9
575	1	7	-1559	-1930	-818	-1436	9
576	727	1	-200.253	4.255.829	715.253	1035.92	689
577	0	2	34.25	-9880	289.25	-9710	30
578	0	3	-306	-8686	-27	-8500	30
579	0	4	1833.75	-10605	2096.25	-10430	39
580	0	5	1293.5	-9.983.333	1570.5	-9.798.667	39
581	0	6	-85	-6240	245	-6020	27
582	0	7	-472.75	-5650	32.75	-5313	0
583	0	8	584	-5600	779	-5470	27
584	0	9	2.417.549	-6623.33	5.082.451	-6445.67	27
585	0	10	500	-5242.5	1070	-4862.5	27
587	0	11	-1.917.005	-5736.17	-1.542.995	-5486.83	27
588	0	12	1800	1.976.667	2020	2.123.333	20
592	0	13	-8.649.951	2812.17	-6.600.049	2948.83	20
593	530	1	-7480	7510	-7180	7710	463
594	530	2	-11744	-4890	-11369	-4640	464
598	1	8	-4432.5	-171.833	-4166.5	5.500.333	4
599	1	9	-5738.75	-824.667	-5366.25	-576.333	4
602	1	10	-5177.5	-286.667	-5052.5	-203.333	4
603	1	11	-5177.5	-286.667	-5052.5	-203.333	4
604	1	12	-4899	1400.5	-4629	1580.5	4
606	654	1	720	-1260	1140	-980	545
609	654	2	2.459.765	-1666.99	2.710.235	-1500.01	545
610	654	3	2.444.765	-1666.99	2.725.235	-1480.01	545
611	648	1	2815	5.141.667	3089	6.968.333	544
614	648	2	716.25	825	1728.75	1500	681
615	648	3	1622.5	1716.6	2150.5	2068.6	682
616	648	4	1752.51	1.748.437	2080	1.966.763	682
617	648	5	1057.5	-8.438.333	1232.5	-8.321.667	605
618	648	6	997.5	-8.568.333	1172.5	-8.451.667	605
619	648	7	1130	-8700	1460	-8480	605
620	1	13	-912.549	-6351.67	161.255	-6183.33	261
621	1	14	-1366.25	-8185	-983.75	-7930	201
622	1	15	-2940	-8140	-2190	-7640	161
623	1	16	-4497.5	-9490	-3612.5	-8900	161
625	0	14	-1473.75	-7800	-761.25	-7325	29
626	0	15	-1400	-7650	-1145	-7480	29
627	0	16	-1387.51	-7.593.341	-627.486	-7.086.659	28
631	1	17	-5.271.255	-8694.17	-4.163.745	-7955.83	161
632	1	18	-5013.5	-8.907.333	-3707.5	-8.036.667	161
633	960	1	-2865	7.516.636	-2315	1118.33	806
634	960	2	-2576.5	788.5	-2378.5	920.5	806
635	961	1	1212.5	-836.667	1472.5	-663.333	807
636	961	2	1212.5	-836.667	1472.5	-663.333	807
637	961	3	1047.5	-8.183.333	1387.5	-5.916.667	807
638	961	4	1045	-776.667	1275	-623.333	807
639	1001	1	302.5	790	767.5	1100	20
640	1001	2	265	1035.5	733	1347.5	20
641	1004	1	428.99	1000.66	772.01	1229.34	20
642	1007	1	-79.501	134.665	170.501	301.333	22
643	1007	2	-1.300.002	436.661	3.150.002	340.333	22
644	1007	3	-73.75	-87.5	188.75	87.5	22
645	1007	4	-73.75	-87.5	188.75	87.5	22
648	1004	2	300.5	660	900.5	1060	20
649	962	1	1605	6.166.636	2905	1483.33	811
650	962	2	2191.24	1.123.327	2413.76	1.271.673	811
651	959	1	2505	3.566.667	2815	3.773.333	809
652	959	2	2932.5	3610	3142.5	3750	809
653	959	3	2700	3895	3090	4155	809
654	994	1	-3052.5	-4360	-2317.5	-3870	811
655	994	2	-2905	-4485	-2365	-4125	811
656	994	3	-3.058.755	-4776.67	-2.311.245	-4278.33	811
657	1	19	-4880.5	799.25	-4622.5	971.25	4
660	1011	1	5.009.995	1438.33	5.300.005	1631.67	810
661	1011	2	5.009.995	1438.33	5.300.005	1631.67	810
