field0	field1	field2	field3	field4	field5	field6
182	7288	0	5	100	0	1
183	7291	0	0	101	0	1
184	7302	0	0	100	0	40
185	7331	0	0	100	0	1
186	7366	0	0	100	0	69972
187	7377	0	0	100	0	1712128
188	7383	0	0	101	2	40
189	7386	0	3	101	0	0
190	7434	0	0	100	0	68
191	7445	0	0	2	0	40
192	7446	0	0	5	0	40
194	7617	0	0	1	0	680
195	7619	0	0	1	0	680
196	7711	0	0	100	0	20
197	7721	0	0	100	0	20
198	7722	0	0	100	0	20
199	7723	0	0	100	0	20
200	7724	0	0	100	0	20
201	7725	0	0	100	0	20
202	7726	0	0	100	0	20
203	7806	0	0	100	0	20
204	7807	0	0	100	0	20
205	7808	0	0	100	0	20
206	7824	0	0	101	0	1
207	7847	0	10	101	0	0
208	7849	0	0	5	0	40
213	7999	0	0	15	0	40
214	8070	0	0	100	0	0
215	8122	0	0	100	0	664232
216	8178	0	0	100	1	131072
217	8224	0	0	5	0	40
218	8247	0	0	5	0	20
220	8260	0	0	100	1	20
224	8348	0	0	100	0	0
226	8397	0	0	2	0	40
228	8612	0	0	5	0	40
230	8679	0	0	30	0	20
231	8788	0	0	50	3	139944
232	8852	0	0	15	0	1048576
233	8876	0	0	15	0	20
234	8981	0	0	10	0	20
236	9084	0	0	101	0	1
237	9160	0	0	5	0	40
239	9233	0	0	5	0	20
240	9276	0	0	10	0	20
241	9452	0	0	50	0	69904
242	9459	0	5	101	0	0
243	9460	0	0	10	0	40
244	9463	0	0	10	0	40
246	9574	0	5	101	0	0
249	9658	0	5	101	0	0
250	9778	0	0	3	0	40
251	9782	0	0	100	0	40
252	9784	0	0	100	0	40
253	9799	0	0	20	0	131072
254	9915	0	0	100	0	664232
255	10017	0	0	100	0	664232
256	10018	0	0	100	0	664232
257	10021	0	0	100	0	0
258	10022	0	0	10	0	20
259	10072	0	4	101	0	0
260	10092	0	0	100	0	4
262	10253	0	0	100	0	664232
263	10270	0	4	101	0	0
264	10326	0	0	100	0	664232
265	10370	0	5	101	0	0
267	10400	0	0	100	0	20
269	10452	0	5	101	0	0
272	11095	0	0	33	0	65536
273	11103	0	0	5	0	65536
274	11119	0	0	100	0	65536
275	11120	0	0	100	0	65536
277	11175	0	0	100	0	65536
278	11180	0	0	33	0	65536
279	11213	0	0	13	0	87376
280	11255	0	0	100	0	87376
281	11264	0	0	100	0	664232
283	11371	0	0	30	0	40
284	11441	0	0	5	0	20
286	11639	0	0	100	0	0
291	11919	0	0	25	0	20
292	11959	0	0	15	0	20
293	11960	0	5	101	0	0
295	11964	0	0	10	0	20
297	11984	0	0	10	0	20
300	12043	0	0	100	1	87376
302	12099	0	0	100	0	40
303	12169	0	0	100	1	680
304	12246	0	0	10	0	40
306	12254	0	0	15	0	20
307	12280	0	100	101	0	0
308	12281	0	0	2	0	20
309	12289	0	0	100	0	87376
311	12298	0	0	100	0	680
312	12311	0	0	50	0	87376
313	12317	0	0	3	0	20
314	12319	0	0	100	0	20
315	12322	0	0	5	0	4112
316	12328	0	0	100	0	20
317	12357	0	0	10	0	65536
318	12358	0	0	10	0	65536
319	12494	0	0	100	0	664232
320	12529	0	0	25	0	40
321	12530	0	10	101	0	0
322	12533	0	10	101	0	0
323	12536	0	0	100	1	87376
324	12539	0	0	5	0	20
325	12544	0	0	100	0	40
327	12550	0	0	50	3	139944
328	12551	0	0	100	0	664232
330	12556	0	0	100	0	40
331	12569	0	0	100	0	65536
332	12571	0	0	100	0	65536
333	12574	0	0	27	0	87376
334	12575	0	0	40	0	87376
335	12576	0	0	8	0	87376
336	12577	0	0	10	0	87376
337	12579	0	5	101	0	0
338	12598	0	0	100	0	87376
339	12668	0	0	100	0	87376
340	12674	0	0	100	0	664232
341	12707	0	0	100	0	16
343	12724	0	0	100	0	680
344	12725	0	0	100	0	680
345	12726	0	0	80	0	680
346	12727	0	0	100	0	680
347	12748	0	0	100	0	664232
348	12782	0	0	100	0	40
349	12787	0	0	35	0	20
350	12797	0	0	25	0	87376
351	12799	0	0	50	0	87376
353	12812	0	0	4	0	20
354	12813	0	0	6	0	20
355	12814	0	0	8	0	20
356	12815	0	0	10	0	20
357	12834	0	0	100	0	69972
358	12846	0	0	100	0	65536
359	12847	0	0	100	0	327680
360	12848	0	0	100	0	327680
361	12849	0	0	100	0	69972
362	12867	0	0	100	0	69972
363	12872	0	0	66	0	65536
364	12873	0	0	100	0	65536
365	12884	0	10	101	0	0
366	12891	0	10	101	0	0
368	12958	0	0	100	0	87376
369	12966	0	0	100	3	4
370	12967	0	0	100	3	4
371	12968	0	0	100	3	4
372	12969	0	0	100	3	4
373	12970	0	0	100	3	4
374	12971	0	0	100	0	20
375	12972	0	0	9	0	20
376	12973	0	0	100	0	20
377	12974	0	0	100	0	20
378	12999	0	0	100	0	4
379	13000	0	0	100	0	4
380	13001	0	0	100	0	4
381	13002	0	0	100	0	4
382	13045	0	0	6	0	20
383	13046	0	0	100	0	16
384	13047	0	0	30	0	139944
385	13048	0	0	30	0	139944
386	13119	0	0	100	0	664232
387	13159	0	0	100	0	139944
392	13219	0	0	50	0	20
393	13234	0	0	5	0	139944
395	13299	0	0	15	0	20
398	13327	0	0	100	0	0
399	13358	0	0	100	0	40
405	13530	0	0	100	0	0
407	13616	0	0	5	0	20
408	13716	0	0	100	0	139944
410	13754	0	0	100	0	87376
412	13808	0	0	100	2	1048576
413	13867	0	0	100	0	87376
414	13877	0	0	100	0	20
415	13879	0	0	25	0	40
416	13880	0	50	101	0	0
417	13886	0	0	5	0	20
418	13959	0	0	5	0	680
419	13960	0	0	1	0	20
420	13961	0	0	2	0	20
421	13962	0	0	3	0	20
422	13963	0	0	4	0	20
423	13964	0	0	5	0	20
424	13983	0	0	33	0	131112
425	14032	0	0	100	0	0
426	14070	0	0	66	0	131112
427	14071	0	0	100	0	131112
429	14108	0	0	10	0	139944
430	14111	0	0	15	0	20
433	14133	0	0	5	0	20
434	14143	0	0	100	1	87376
435	14144	0	0	100	0	2
436	14148	0	0	100	0	2
437	14149	0	0	100	1	87376
438	14156	0	0	20	0	69968
441	14160	0	0	40	0	69968
442	14161	0	0	60	0	69968
443	14168	0	0	50	0	69648
444	14169	0	0	100	0	69648
445	14170	0	0	100	0	69648
446	14177	0	0	100	1	87376
447	14178	0	0	10	0	40
448	14186	0	0	50	0	87376
449	14189	0	3	101	0	0
450	14190	0	0	100	0	87376
451	14193	0	0	100	0	87376
452	14194	0	0	80	0	87376
453	14195	0	0	100	0	87376
455	14331	0	3	101	0	0
458	14531	0	0	50	0	680
459	14744	0	50	101	0	0
460	14751	0	0	100	1	87376
461	14774	0	0	100	0	680
462	14795	0	3	101	0	20
463	14796	0	0	15	0	139936
464	14869	0	0	5	0	20
465	14870	0	0	10	0	20
466	14892	0	0	100	0	87376
468	14901	0	0	100	0	349184
469	14907	0	0	100	0	664232
470	14910	0	0	100	0	65536
472	15007	0	0	0	0	0
473	15061	0	0	101	0	8
474	15063	0	0	100	0	664232
475	15088	0	0	100	0	4
476	15097	0	0	100	0	8
477	15128	0	0	100	2	139936
480	15258	0	5	101	0	0
481	15270	0	0	100	0	2
482	15277	0	0	100	0	20
483	15286	0	0	100	0	327680
486	15335	0	0	100	0	2
487	15336	0	0	100	0	2
488	15346	0	0	100	0	20
491	15362	0	0	100	0	87376
492	15363	0	0	100	0	87376
494	15475	0	3	101	0	0
497	15506	0	0	25	0	20
498	15507	0	0	50	3	139944
499	15531	0	0	100	0	664232
500	15532	0	0	100	0	664232
502	15573	0	0	25	0	20
503	15594	0	0	1	0	40
504	15599	0	0	5	0	20
505	15600	0	0	100	0	20
506	15603	0	0	2	0	680
507	15636	0	0	100	0	20
508	15641	0	0	10	0	20
510	15654	0	0	100	0	0
512	15664	0	3	101	0	0
513	15709	0	0	100	0	0
514	15730	0	0	33	0	20
515	15733	0	0	25	0	20
516	15784	0	0	100	0	40
517	15849	0	0	15	0	20
518	15852	0	0	5	0	20
519	15860	0	3	101	0	0
520	15876	0	0	10	0	40
521	15976	0	20	101	0	0
522	15978	0	0	100	0	20
523	16001	0	3	101	0	0
524	16049	0	50	101	0	0
525	16086	0	0	100	0	65536
526	16092	0	0	100	0	40
527	16095	0	3	101	0	0
529	16142	0	0	8	0	20
531	16146	0	0	100	0	139936
532	16164	0	0	100	0	87376
534	16168	0	5	101	0	0
535	16176	0	0	100	0	349520
536	16177	0	0	100	0	4
537	16180	0	0	100	0	16384
538	16188	0	0	100	1	87376
539	16191	0	0	100	0	0
540	16196	0	0	100	0	16384
541	16198	0	0	100	0	16384
542	16235	0	0	100	0	349520
543	16236	0	0	100	0	4
544	16237	0	0	100	0	4
545	16240	0	0	100	0	87376
546	16246	0	0	100	2	87376
548	16256	0	0	100	0	20
549	16257	0	0	100	3	4
550	16277	0	0	100	3	4
551	16278	0	0	100	3	20
552	16279	0	0	100	3	4
553	16280	0	0	100	3	4
554	16281	0	0	100	0	20
555	16282	0	0	100	0	20
556	16283	0	0	100	0	20
557	16284	0	0	100	0	20
559	16359	0	10	101	0	0
563	16402	0	0	100	0	0
571	16428	0	0	25	0	20
573	16487	0	0	10	0	664232
574	16489	0	0	10	0	664232
575	16492	0	0	10	0	664232
577	16536	0	5	101	0	0
578	16544	0	0	100	0	65536
579	16550	0	0	100	0	8
580	16552	0	3	101	0	0
582	16566	0	0	100	0	664232
583	16574	0	0	15	0	20
584	16575	0	0	5	0	20
585	16610	0	0	3	0	40
586	16611	0	0	3	0	40
587	16615	0	0	100	0	20
588	16620	0	0	5	0	40
589	16621	0	0	100	0	0
590	16624	0	0	100	0	40
591	16689	0	0	100	1	40
592	16791	0	25	101	0	0
593	16792	0	0	100	0	8
594	16793	0	0	100	0	4
595	16800	0	0	3	0	20
597	16850	0	0	5	0	87376
599	16864	0	0	100	0	4
601	16870	0	0	100	1	87376
602	16871	0	3	101	0	0
603	16878	0	0	101	0	1
604	16880	0	0	100	0	81920
605	16896	0	0	100	0	2
606	16897	0	0	100	0	2
607	16899	0	0	100	0	2
609	16923	0	0	10	0	87376
610	16924	0	0	15	0	87376
611	16928	0	3	101	0	0
612	16952	0	0	50	0	87376
613	16953	0	3	101	0	0
614	16954	0	0	100	0	87376
615	16958	0	0	50	0	87380
616	16961	0	0	100	0	87380
617	16982	0	0	1	0	20
618	17010	0	0	15	0	20
619	17014	0	0	100	0	680
620	17052	0	5	101	0	0
624	17077	0	0	80	0	16384
626	17104	0	0	6	0	65536
627	17106	0	0	100	0	17408
628	17107	0	0	100	0	17408
629	17108	0	0	100	0	17408
630	17116	0	0	100	1	87376
631	17146	0	0	100	0	0
634	17154	0	0	3	0	40
635	17158	0	3	101	0	0
638	17281	0	5	101	0	0
640	17315	0	3	101	0	0
641	17332	0	0	5	0	20
642	17350	0	0	1	0	40
643	17364	0	0	100	0	0
646	17484	0	0	100	0	0
647	17495	0	0	100	0	680
650	17506	0	0	100	0	0
651	17510	0	0	100	0	0
658	17670	0	0	101	0	1
659	17687	0	0	100	3	4
660	17688	0	0	50	0	4
661	17690	0	0	40	0	40
662	17745	0	100	101	0	0
663	17793	0	0	33	0	87376
664	17796	0	0	66	0	87376
665	17801	0	0	100	0	87376
666	17802	0	0	80	0	87376
667	17803	0	0	100	0	87376
668	17941	0	5	101	0	0
669	17963	0	5	101	0	0
671	18073	0	0	100	0	65536
676	18088	0	0	100	0	0
678	18094	0	0	2	0	327680
679	18095	0	0	4	0	327680
680	18096	0	0	100	0	65536
681	18097	0	0	1	0	40
683	18100	0	0	100	0	40
687	18119	0	0	50	0	0
688	18120	0	0	100	0	0
689	18146	0	0	5	0	40
690	18152	0	0	5	0	20
691	18167	0	0	10	0	20
693	18186	0	0	5	0	20
694	18189	0	0	100	0	87376
701	18209	0	500	101	0	0
702	18210	0	99	101	0	0
707	18499	0	0	100	0	139944
708	18542	0	0	10	0	20
710	18634	0	0	101	0	40
712	18656	0	0	100	0	0
713	18708	0	0	100	1	87376
714	18765	0	0	100	5	4
716	18799	0	0	1	0	40
717	18800	0	0	101	0	1
718	18802	0	0	100	0	664232
719	18815	0	0	3	0	40
720	18816	0	0	1	0	40
721	18820	0	0	100	0	344064
722	18847	0	0	5	0	20
723	18907	0	0	101	0	40
724	18943	0	0	50	0	20
725	18958	0	3	101	0	0
726	18979	0	0	5	0	20
727	18983	0	0	100	0	2
728	19134	0	0	100	0	664232
729	19184	0	0	100	0	2167056
730	19194	0	0	100	0	20
732	19287	0	0	100	0	17408
734	19362	0	0	100	0	20
735	19386	0	0	100	0	1048576
736	19387	0	0	100	0	2167056
737	19388	0	0	100	0	2097152
739	19397	0	100	101	0	0
740	19409	0	0	3	0	680
741	19448	0	10	101	0	0
742	19449	0	0	20	0	40
743	19450	0	3	101	0	0
744	19463	0	10	101	0	0
748	19516	0	10	101	0	0
749	19577	0	0	100	1	20
752	19615	0	5	0	0	0
753	19631	0	10	101	0	0
754	19635	0	5	101	0	0
767	19723	0	0	101	0	40
768	19725	0	0	100	0	664232
770	19771	0	10	101	0	0
771	19776	0	0	100	0	0
772	19817	0	0	10	0	20
773	19818	0	0	25	0	20
774	19821	0	0	100	0	0
775	19975	0	0	100	0	664232
777	20049	0	0	100	0	87380
778	20050	0	3	101	0	0
779	20052	0	3	101	0	0
780	20053	0	3	101	0	0
781	20056	0	0	100	0	87380
782	20057	0	0	100	0	87380
783	20066	0	0	101	1	699048
784	20127	0	0	10	0	680
785	20128	0	0	100	5	680
786	20130	0	0	10	0	680
787	20131	0	0	100	5	680
788	20132	0	0	100	5	680
789	20135	0	0	10	0	680
790	20154	0	0	100	0	20
791	20164	0	0	100	0	20
792	20165	0	0	100	0	20
793	20166	0	0	100	0	20
794	20167	0	0	0	0	0
795	20168	0	0	0	0	0
796	20177	0	0	10	0	139944
797	20178	0	0	100	4	4
798	20179	0	0	20	0	139944
799	20180	0	0	8	0	139944
800	20181	0	0	30	0	139944
801	20182	0	0	10	0	139944
802	20184	0	0	0	0	0
803	20185	0	0	100	0	139944
804	20186	0	0	100	0	139944
805	20187	0	0	0	0	0
806	20210	0	0	100	0	87312
807	20212	0	0	100	0	87312
808	20213	0	0	100	0	87312
809	20214	0	0	80	0	17408
810	20215	0	0	100	0	17408
811	20216	0	0	100	1	81920
812	20230	0	0	100	20	40
815	20240	0	0	0	0	0
816	20243	0	3	101	0	0
817	20252	0	0	0	0	0
819	20267	0	0	0	0	0
820	20268	0	0	0	0	0
822	20272	0	0	0	0	0
823	20279	0	0	0	0	0
824	20310	0	0	0	0	0
826	20335	0	0	0	0	0
827	20336	0	0	0	0	0
828	20337	0	0	0	0	0
829	20358	0	0	0	0	0
830	20375	0	0	100	0	20
831	20424	0	0	0	0	0
832	20425	0	0	100	0	0
833	20477	0	0	0	0	0
834	20481	0	8	0	0	0
835	20484	0	0	0	0	0
836	20500	0	0	100	0	87376
837	20501	0	0	101	0	87376
838	20511	0	0	0	0	0
839	20512	0	20	101	0	0
840	20542	0	50	101	0	0
841	20545	0	0	25	20	139944
844	20577	0	0	100	0	2
846	20608	0	0	0	0	0
848	20629	0	3	101	0	0
850	20705	0	0	5	0	8
851	20707	0	0	0	0	0
852	20725	0	0	100	0	4
853	20726	0	0	100	0	0
854	20784	0	0	0	0	349456
857	20810	0	0	100	0	20
858	20847	0	0	1	0	40
860	20884	0	0	1	0	20
861	20891	0	0	100	0	4
862	20893	0	0	100	0	0
863	20911	0	0	100	0	40
865	21047	0	10	101	0	0
866	21053	0	0	100	0	2
868	21061	0	0	5	0	20
869	21063	0	0	100	0	664232
871	21080	0	0	15	0	20
873	21086	0	10	101	0	0
875	21091	0	0	100	1	87376
877	21150	0	0	0	0	0
879	21153	0	3	101	0	0
882	21163	0	0	0	0	1
883	21169	0	0	0	0	0
885	21185	0	0	100	0	2
886	21187	0	0	101	0	1
887	21228	0	0	101	0	87376
888	21229	0	0	101	0	87376
889	21230	0	0	101	0	87376
890	21307	0	10	101	0	0
891	21334	0	0	1	0	1048576
893	21463	0	0	0	0	0
894	21543	0	0	0	0	0
895	21645	0	0	75	0	20
896	21687	0	20	101	0	0
898	21747	0	0	100	0	20
899	21788	0	0	15	0	20
901	21838	0	0	20	0	1048576
902	21841	0	0	25	0	20
903	21853	0	0	50	0	40
904	21879	0	0	101	0	87376
905	21882	0	0	20	0	4
906	21887	0	0	100	1	87376
907	21890	0	0	20	0	87376
908	21893	0	0	2	0	40
909	21897	0	0	2	0	40
910	21911	0	0	50	0	20
913	21959	0	0	0	0	1048576
915	21969	0	0	2	0	40
916	21971	0	3	101	0	0
917	21972	0	0	101	0	87376
918	21977	0	0	0	0	87376
919	21978	0	0	10	0	65536
920	22007	0	0	10	0	65536
921	22008	0	0	100	0	0
922	22168	0	0	100	0	0
923	22270	0	0	0	0	0
925	22284	0	5	0	0	0
930	22290	0	0	0	0	0
931	22291	0	0	0	0	0
932	22311	0	0	0	0	0
933	22312	0	0	0	0	0
935	22413	0	0	25	0	20
936	22420	0	20	101	0	0
937	22426	0	5	101	0	0
938	22433	0	5	101	0	0
939	22438	0	0	100	0	40
940	22442	0	100	101	0	0
941	22558	0	5	0	0	0
942	22559	0	0	0	0	0
943	22560	0	0	0	0	0
944	22568	0	0	0	0	0
945	22618	0	0	100	0	680
946	22620	0	0	50	0	680
947	22638	0	3	101	0	0
949	22641	0	0	100	0	0
950	22645	0	0	100	0	664232
951	22646	0	0	100	0	0
952	22648	0	0	1	0	4
954	22699	0	0	0	0	0
955	22703	0	0	0	0	0
956	22713	0	5	101	0	0
958	22735	0	500	101	0	0
960	22812	0	0	0	0	40
961	22817	0	0	101	0	1
962	22818	0	0	101	0	1
963	22820	0	0	101	0	1
964	22835	0	0	100	0	20
966	22935	0	0	0	0	0
967	22937	0	3	101	0	0
968	22951	0	0	0	0	0
969	22959	0	1	101	0	0
970	22995	0	0	0	0	0
971	23016	0	10	101	0	0
972	23155	0	50	101	0	0
974	23268	0	0	100	0	0
975	23300	0	0	0	0	0
976	23302	0	0	0	0	0
977	23315	0	10	101	0	0
978	23316	0	10	101	0	0
981	23340	0	0	100	0	40
982	23341	0	50	101	0	0
983	23378	0	0	25	0	40
984	23379	0	3	101	0	0
985	23394	0	0	100	0	40
986	23402	0	50	101	0	0
987	23461	0	5	101	0	0
988	23547	0	0	100	1	40
989	23548	0	0	4	0	680
990	23551	0	0	25	0	16384
991	23552	0	0	100	3	139944
992	23572	0	0	25	0	16384
993	23578	0	0	100	0	320
994	23581	0	0	101	0	20
995	23591	0	0	101	0	65808
996	23602	0	0	100	0	20
998	23619	0	50	101	0	0
1000	23683	0	0	0	0	0
1001	23684	0	0	100	0	0
1002	23686	0	0	100	0	20
1003	23688	0	0	2	0	81920
1004	23689	0	0	100	0	20
1005	23695	0	0	15	0	87376
1006	23701	0	0	0	0	0
1007	23721	0	0	100	1	87376
1008	23771	0	0	15	0	20
1009	23780	0	0	100	0	680
1010	23781	0	0	101	0	680
1011	23848	0	0	0	0	0
1012	23850	0	0	0	0	0
1013	23862	0	3	101	0	0
1014	23863	0	0	2	0	20
1015	23867	0	0	100	0	20
1016	23885	0	0	100	3	20
1017	23920	0	0	100	1	139936
1018	23952	0	0	100	0	0
1019	24011	0	3	101	0	0
1020	24049	0	3	101	0	0
1021	24051	0	0	100	0	20
1024	24097	0	10	101	0	0
1025	24099	0	3	101	0	0
1026	24187	0	0	40	0	20
1027	24212	0	0	100	0	0
1028	24256	0	0	1	0	340
1029	24312	0	99	101	0	0
1030	24317	0	20	101	0	0
1031	24322	0	20	101	0	0
1032	24323	0	20	101	0	0
1033	24339	0	5	101	0	0
1034	24353	0	0	101	1	20
1036	24389	0	0	101	1	87376
1037	24393	0	0	0	0	0
1040	24450	0	0	101	1	332116
1041	24574	0	0	100	0	680
1042	24575	0	10	101	0	0
1043	24590	0	20	101	0	0
1044	24596	0	0	5	0	1020
1045	24611	0	10	101	0	0
1046	24659	0	12	100	0	87376
1047	24661	0	0	100	0	340
1048	24662	0	20	101	0	0
1049	24688	0	3	101	0	0
1052	24701	0	50	101	0	0
1053	24752	0	0	101	0	1
1055	24776	0	0	0	0	0
1057	24816	0	0	0	0	0
1058	24818	0	6	101	0	0
1059	24839	0	99	101	0	0
1061	24853	0	0	0	0	0
1063	24893	0	0	100	0	0
1064	24905	0	0	100	0	70656
1067	24943	0	0	12	0	65536
1068	24944	0	0	15	0	16384
1069	24949	0	0	100	0	40
1070	25020	0	0	50	3	139944
1071	25023	0	0	5	0	40
1072	25050	0	0	100	2	139936
1073	25051	0	20	101	0	0
1074	25053	0	3	101	0	0
1075	25102	0	0	100	0	0
1076	25104	0	0	0	0	0
1077	25160	0	0	100	0	4
1080	25185	0	1	101	0	0
1081	25262	0	3	101	0	0
1082	25281	0	25	101	0	0
1083	25424	0	5	101	0	0
1084	25497	0	3	101	0	0
1086	25605	0	5	101	0	0
1087	25645	0	5	101	0	0
1088	25646	0	10	101	0	0
1089	25651	0	5	101	0	0
1090	25668	0	5	101	0	0
1091	25669	0	0	100	0	20
1092	25748	0	999	101	0	0
1097	25759	0	0	100	0	139808
1098	25760	0	0	100	0	139808
1099	25761	0	0	100	0	139808
1100	25762	0	0	100	0	139808
1101	25767	0	0	15	0	65536
1103	25811	0	3	101	0	0
1104	25812	0	20	101	0	0
1105	25820	0	0	10	0	1581224
1109	25906	0	0	5	0	65536
1111	25937	0	0	100	0	139944
1112	25938	0	20	101	0	0
1115	25988	0	0	40	0	131072
1116	25991	0	99	101	0	0
1117	26003	0	20	101	0	0
1120	26016	0	0	100	0	69968
1121	26025	0	3	101	0	0
1124	26050	0	99	101	0	0
1125	26052	0	5	101	0	0
1126	26053	0	5	101	0	0
1127	26077	0	1	101	0	0
1128	26090	0	0	0	0	0
1129	26107	0	0	100	0	16
1130	26119	0	0	20	0	65536
1131	26121	0	1	101	0	0
1132	26123	0	0	100	0	65536
1133	26128	0	0	100	0	65536
1134	26129	0	4	101	0	0
1135	26132	0	1	101	0	0
1136	26135	0	0	20	0	256
1137	26169	0	0	20	0	16384
1138	26173	0	0	20	0	16384
1139	26174	0	0	20	0	16384
1142	26376	0	0	101	0	1024
1143	26419	0	99	101	0	0
1144	26446	0	0	0	0	0
1145	26463	0	0	100	0	131072
1146	26464	0	10	101	0	0
1147	26465	0	20	101	0	0
1148	26467	0	0	100	0	16384
1149	26476	0	99	101	0	0
1150	26480	0	0	100	0	340
1151	26481	0	6	101	0	0
1153	26548	0	3	101	0	0
1154	26593	0	0	0	0	0
1155	26601	0	3	101	0	0
1156	26605	0	0	100	0	20
1157	26612	0	0	100	0	20
1158	26614	0	0	100	0	340
1160	26679	0	0	0	0	0
1162	26785	0	0	50	0	0
1163	26975	0	0	0	0	0
1164	26976	0	0	0	0	0
1165	26977	0	3	101	0	0
1177	27200	0	0	100	1	34816
1178	27204	0	0	100	1	0
1179	27243	0	0	100	0	664232
1180	27419	0	0	100	0	4
1181	27420	0	0	101	0	1
1182	27498	0	0	100	0	4
1183	27521	0	0	5	0	81920
1184	27522	0	0	100	0	340
1185	27539	0	0	30	0	131072
1186	27556	0	100	101	0	0
1187	27557	0	0	0	0	0
1188	27561	0	0	5	0	131072
1189	27577	0	0	0	0	0
1190	27580	0	0	0	0	0
1191	27605	0	0	100	0	0
1192	27610	0	0	100	0	664232
1193	27634	0	0	40	0	0
1194	27638	0	100	101	0	0
1196	27656	0	0	100	0	20
1197	27661	0	0	101	0	40
1198	27673	0	5	101	0	0
1199	27688	0	0	100	0	139944
1200	27740	0	0	0	0	0
1201	27774	0	0	4	0	81920
1202	27776	0	0	2	0	40
1203	27778	0	0	2	0	40
1204	27780	0	0	2	0	40
1205	27781	0	0	2	0	40
1206	27785	0	0	4	0	64
1207	27787	0	0	100	0	4
1208	27807	0	3	101	0	0
1209	27811	0	0	100	0	680
1210	27815	0	0	100	0	680
1211	27816	0	0	100	0	680
1212	27825	0	0	0	0	0
1213	27852	0	0	10	0	139400
1214	27860	0	0	10	0	65536
1215	27861	0	0	101	0	1
1216	27863	0	0	101	0	1
1217	27864	0	0	101	0	1
1218	27865	0	0	101	0	1
1219	27867	0	0	5	0	139944
1220	27891	0	5	101	0	0
1222	27997	0	0	15	0	81920
1223	28200	0	0	100	0	87376
1224	28204	0	5	101	0	0
1225	28271	0	0	100	0	699048
