field0	field1	field2	field3	field4	field5	field6	field7	field8	field9
107	439	0	4	1	0	0	0	0	0
108	440	0	4	1	0	0	0	0	0
109	441	0	4	1	0	0	0	0	0
110	442	0	0	1	0	0	1	0	0
111	443	0	0	1	0	0	1	0	0
112	444	0	0	1	0	0	1	0	0
113	445	0	0	1	0	0	1	0	0
114	446	0	0	1	0	0	1	0	0
115	447	0	0	1	0	0	1	0	0
116	448	0	0	1	0	0	1	0	0
117	453	0	0	1	0	0	1	133	0
118	454	0	0	1	0	0	1	0	0
120	458	0	0	0	0	21	0	330	0
121	459	0	0	0	0	21	0	133	0
122	461	0	0	1	0	0	1	0	0
123	463	0	0	1	0	0	1	0	0
124	464	0	0	1	0	0	1	0	0
125	465	0	0	1	0	0	1	133	0
126	467	0	0	1	1	0	1	133	0
127	468	0	0	0	0	21	0	0	0
128	469	0	1261	0	0	0	1	133	0
129	470	0	0	0	0	21	0	330	0
130	471	0	0	0	0	21	0	133	0
131	472	0	0	0	0	21	0	0	0
132	475	0	0	1	0	0	1	133	0
133	491	0	0	1	0	0	1	133	0
134	498	0	0	0	0	0	1	0	0
135	512	0	0	1	1	7	1	133	0
136	522	0	0	1	0	0	1	0	0
137	527	0	0	1	1	0	1	133	0
138	528	0	0	1	1	0	1	133	0
139	530	0	0	0	0	0	0	133	0
140	546	0	0	1	0	0	1	133	0
141	550	0	0	1	1	0	1	133	0
142	555	0	23	1	0	0	1	0	0
143	556	0	511	1	0	0	1	133	0
144	563	0	0	1	0	0	1	0	0
145	568	0	1152	0	0	0	0	0	0
146	578	0	0	0	0	21	0	133	0
147	579	0	0	0	0	21	0	133	0
148	580	0	0	0	0	21	0	330	0
149	581	0	0	0	0	21	0	133	0
150	585	0	0	1	0	0	1	133	0
151	586	0	82	1	0	0	1	133	0
152	587	0	0	1	0	0	1	133	0
153	588	0	0	1	0	0	1	133	0
154	589	0	0	1	1	0	1	133	0
155	596	0	0	1	0	0	1	133	0
156	597	0	0	1	0	0	1	133	0
157	601	0	0	1	0	0	1	0	0
158	603	0	0	1	2	0	1	133	0
159	605	0	0	1	1	1	1	133	0
160	606	0	0	1	1	0	1	133	0
161	633	0	56	1	0	0	1	0	0
162	635	0	0	1	0	0	1	133	0
163	642	0	0	1	1	29	1	133	0
164	668	0	0	1	0	0	1	0	0
165	669	0	0	1	0	0	1	0	0
166	670	0	0	1	0	0	1	0	0
167	671	0	0	1	0	0	1	0	0
168	672	0	0	1	0	0	1	0	0
169	673	0	0	1	0	0	0	0	0
170	674	0	0	1	0	0	1	0	0
171	676	0	109	2	0	3	2	133	0
172	686	0	0	1	0	0	1	133	0
173	687	0	0	1	0	0	1	133	0
174	688	0	1363	1	0	0	1	133	0
175	689	0	0	1	1	0	1	133	0
176	691	0	1363	1	0	0	1	133	0
177	692	0	32	1	0	0	1	0	0
178	693	0	0	1	0	0	1	133	0
179	697	0	1363	1	0	0	1	133	0
180	698	0	0	1	0	0	1	133	0
181	700	0	0	1	1	10	1	133	0
182	701	0	0	1	0	0	1	0	0
183	702	0	0	1	2	0	1	133	0
184	703	0	0	2	0	15	2	133	0
185	710	0	0	1	1	18	1	133	0
186	712	0	1363	1	0	0	1	133	0
187	724	0	1145	0	0	0	1	133	0
188	740	0	46	1	0	0	1	133	0
190	745	0	34	1	0	7	1	0	0
191	746	0	0	0	0	0	4	133	0
192	755	0	0	1	0	0	1	133	0
193	759	0	0	1	0	0	1	133	0
194	768	0	0	0	0	0	4	133	0
195	770	0	0	1	1	0	1	133	0
196	772	0	0	2	0	15	2	133	0
197	774	0	0	1	1	0	1	133	0
198	779	0	85	2	0	0	2	133	0
199	783	0	0	0	0	0	4	133	0
200	800	0	1152	0	0	0	0	0	0
201	813	0	0	1	0	0	1	0	0
202	814	0	0	1	0	0	1	0	0
203	815	0	0	1	0	0	1	0	0
204	816	0	0	1	0	0	1	0	0
205	817	0	0	1	0	0	1	0	0
206	818	0	97	0	0	0	0	0	0
211	834	0	0	1	0	0	0	0	0
212	835	0	0	1	1	12	0	0	0
213	845	0	1265	2	0	0	2	0	0
214	851	0	0	1	1	17	1	133	0
215	853	0	32	1	1	12	1	133	0
216	857	0	0	1	0	0	1	133	0
217	871	0	0	2	0	0	2	0	0
218	879	0	19	1	0	0	1	133	0
219	883	0	0	0	0	0	0	133	0
220	897	0	0	1	0	0	1	0	0
221	921	0	0	0	0	0	6	0	0
222	932	0	62	1	0	0	1	0	0
223	974	0	1195	1	0	0	1	133	0
224	980	0	0	1	2	0	1	133	0
225	982	0	0	1	0	0	1	133	0
226	990	0	0	1	0	0	1	133	0
227	1022	0	20	1	1	29	1	133	0
228	1035	0	0	1	0	0	1	0	0
229	1038	0	0	1	1	0	1	133	0
230	1044	0	0	1	1	0	1	133	0
231	1050	0	35	0	1	0	0	0	0
232	1064	0	0	1	0	0	1	133	0
233	1066	0	0	0	0	0	4	133	0
234	1079	0	0	2	0	15	2	133	0
235	1082	0	0	2	0	0	2	133	0
236	1090	0	0	1	1	10	1	133	0
237	1098	0	0	1	0	1	1	133	0
238	1120	0	0	1	0	0	1	133	0
239	1122	0	731	1	0	0	1	133	0
240	1126	0	0	1	1	0	1	133	0
243	1130	0	0	0	1	0	4	133	0
248	1138	0	0	0	1	0	0	0	0
249	1139	0	0	1	1	0	0	0	0
250	1159	0	0	0	0	0	4	133	0
251	1160	0	0	1	0	0	1	0	0
252	1161	0	0	2	0	0	1	133	0
253	1180	0	0	1	0	0	1	0	0
254	1329	0	0	2	0	0	2	133	0
255	1330	0	0	0	0	9	0	0	0
256	1449	0	0	1	0	0	1	133	0
257	1454	0	0	1	0	0	1	133	0
258	1459	0	0	1	1	0	1	133	0
259	1462	0	0	0	0	0	4	133	0
260	1463	0	0	1	0	0	1	133	0
261	1464	0	0	2	0	0	2	133	0
262	1490	0	0	1	2	0	1	133	0
263	1494	0	1239	0	0	0	0	133	0
264	1499	0	411	0	0	0	1	133	0
265	1510	0	49	3	0	0	2	133	0
266	1513	0	33	1	1	5	1	133	0
267	1515	0	0	0	0	0	4	133	0
268	1516	0	0	3	0	0	2	0	0
269	1528	0	0	0	0	0	0	133	0
270	1535	0	0	0	0	0	1	133	0
271	1536	0	0	3	0	0	2	0	0
273	1543	0	0	0	0	0	1	133	0
274	1604	0	0	0	0	27	0	0	0
275	1664	0	65	2	1	0	2	0	0
276	1665	0	65	0	1	0	0	0	0
277	1680	0	891	2	0	0	2	133	0
278	1706	0	0	1	1	0	1	133	0
279	1714	0	0	1	2	0	1	133	0
280	1715	0	0	2	0	0	2	133	0
281	1719	0	1330	2	0	0	2	0	0
282	1725	0	22	1	0	4	1	133	0
283	1742	0	1241	2	0	0	2	0	0
284	1752	0	0	2	0	0	2	133	0
285	1766	0	0	2	0	0	2	0	0
286	1776	0	33	2	0	0	2	133	0
287	1784	0	0	0	5	0	4	0	0
288	1795	0	74	0	0	0	0	0	0
289	1796	0	74	0	0	0	0	0	0
290	1797	0	74	0	0	0	0	0	0
291	1798	0	74	0	0	0	0	0	0
292	1822	0	0	2	0	15	2	133	0
293	1825	0	0	0	0	0	0	133	0
294	1833	0	0	2	0	12	2	133	0
295	1834	0	0	1	0	0	1	133	0
296	1843	0	0	0	0	0	2	0	0
297	1850	0	44	0	0	0	0	0	0
298	1856	0	39	0	0	0	4	0	0
299	1936	0	0	1	0	0	1	0	0
300	1940	0	24	1	0	0	0	0	0
301	1943	0	0	2	0	15	2	133	0
302	1949	0	0	1	0	0	1	133	0
303	1953	0	44	1	0	0	1	133	0
304	1966	0	82	2	0	0	2	133	0
305	1978	0	0	3	4	0	2	133	0
306	2006	0	0	1	0	0	1	133	0
307	2008	0	0	1	0	0	1	133	0
308	2023	0	4	1	0	0	0	0	0
309	2024	0	4	1	0	0	0	0	0
310	2050	0	0	1	0	0	1	133	0
311	2060	0	0	1	0	0	1	133	0
312	2061	0	0	1	0	0	1	133	0
313	2062	0	1356	1	0	0	4	133	0
314	2094	0	1187	3	0	2	2	133	0
315	2096	0	0	1	0	0	1	133	0
316	2098	0	0	2	0	0	2	133	0
317	2110	0	0	1	0	0	1	0	0
318	2120	0	0	1	0	0	1	133	0
319	2136	0	19	1	0	0	1	133	0
320	2139	0	88	1	0	26	1	0	0
321	2140	0	0	1	1	0	1	0	0
324	2362	0	0	1	0	0	1	133	0
326	2370	0	4	1	0	0	0	0	0
332	2381	0	0	0	1	0	0	0	0
333	2382	0	0	1	0	0	1	0	0
334	2383	0	1238	0	0	0	0	0	0
335	2457	0	0	2	0	0	4	133	0
336	2458	0	47	2	0	0	4	133	0
337	2481	0	1238	0	0	0	0	0	0
338	2484	0	0	1	0	0	4	133	0
339	2567	0	0	1	0	0	1	0	0
340	2580	0	1238	0	0	0	0	0	0
341	2583	0	0	1	0	0	1	133	0
342	2597	0	4	1	0	0	0	0	0
343	2598	0	4	1	0	0	0	0	0
344	2599	0	4	1	0	0	0	0	0
345	2600	0	4	1	0	0	0	0	0
348	2606	0	19	1	0	0	1	133	0
349	2607	0	19	1	0	0	1	133	0
350	2608	0	19	1	0	0	1	133	0
351	2609	0	19	1	0	0	1	133	0
352	2610	0	19	1	0	0	1	133	0
353	2626	0	0	1	0	0	1	0	0
354	2629	0	40	2	0	0	2	0	0
355	2630	0	40	2	0	0	2	0	0
356	2637	0	0	1	1	10	1	133	0
357	2639	0	0	1	0	0	0	0	0
358	2641	0	0	0	0	0	4	133	0
359	2643	0	85	3	0	0	2	133	0
360	2645	0	0	1	1	0	1	133	0
361	2647	0	32	1	1	0	1	0	0
362	2649	0	82	1	0	0	1	0	0
363	2653	0	0	1	0	0	1	0	0
364	2676	0	0	3	0	0	0	0	0
365	2687	0	0	0	9	31	2	133	0
366	2691	0	0	1	0	0	1	0	0
367	2764	0	76	3	0	0	2	0	0
368	2782	0	0	1	0	0	1	133	0
369	2812	0	35	1	1	0	1	133	0
370	2816	0	0	2	0	0	2	0	0
371	2818	0	0	2	4	0	0	0	0
372	2825	0	0	0	1	0	1	133	0
374	2855	0	0	1	1	0	1	133	0
375	2871	0	0	1	1	0	1	133	0
376	2880	0	32	1	0	12	1	0	0
377	2882	0	39	0	0	0	0	0	0
378	2894	0	1356	1	0	0	4	133	0
379	2895	0	0	1	0	0	1	0	0
380	2908	0	0	1	0	0	1	133	0
381	2912	0	0	1	0	0	1	133	0
382	2944	0	691	1	3	22	1	133	0
383	2948	0	0	1	0	0	1	133	0
384	2973	0	40	2	0	0	2	133	0
385	2974	0	0	2	0	0	2	133	0
386	2983	0	44	0	0	0	4	0	0
387	3007	0	0	3	0	0	2	0	0
388	3011	0	0	3	0	0	2	0	0
389	3018	0	76	3	0	0	2	0	0
390	3034	0	1175	3	4	0	2	133	0
391	3043	0	0	3	4	0	2	133	0
392	3044	0	1173	3	0	0	2	133	0
393	3045	0	55	0	0	0	4	133	0
394	3052	0	0	1	0	0	1	0	0
395	3053	0	0	1	0	0	1	0	0
396	3054	0	0	1	0	0	1	0	0
397	3055	0	0	1	0	0	1	0	0
398	3105	0	0	0	2	0	0	0	0
399	3106	0	35	1	0	0	1	0	0
400	3107	0	23	0	0	0	0	0	0
401	3108	0	0	1	0	0	1	0	0
402	3109	0	32	1	1	5	1	0	0
403	3110	0	0	1	0	0	1	133	0
404	3121	0	0	1	0	0	1	0	0
406	3127	0	0	1	0	0	1	0	0
407	3129	0	50	1	0	0	1	0	0
408	3130	0	65	2	1	0	2	0	0
409	3131	0	2	1	0	0	1	0	0
410	3132	0	0	1	1	0	1	0	0
412	3143	0	32	0	1	12	0	0	0
413	3145	0	42	0	1	0	0	0	0
414	3146	0	51	0	0	0	0	0	0
415	3147	0	40	2	0	15	2	0	0
417	3149	0	0	0	1	0	2	0	0
419	3151	0	55	0	0	0	0	0	0
432	3169	0	37	0	0	0	0	0	0
434	3204	0	35	1	1	0	1	0	0
435	3219	0	4	1	0	0	0	0	0
437	3221	0	4	1	0	0	0	0	0
439	3223	0	4	1	0	0	0	0	0
441	3232	0	41	0	0	0	0	0	0
442	3233	0	36	1	1	0	1	0	0
443	3234	0	2	1	0	0	1	0	0
444	3235	0	21	1	0	0	1	0	0
445	3237	0	0	1	2	0	1	0	0
446	3238	0	21	0	0	0	0	0	0
447	3242	0	65	2	0	12	2	0	0
449	3246	0	0	0	1	0	0	0	0
450	3247	0	65	2	0	0	2	0	0
452	3252	0	36	2	0	0	2	0	0
454	3258	0	0	0	1	0	0	0	0
455	3260	0	21	0	0	0	0	0	0
456	3261	0	18	2	1	0	2	0	0
457	3263	0	32	2	1	12	2	0	0
458	3264	0	36	1	1	0	1	0	0
459	3267	0	0	0	0	0	4	133	0
460	3268	0	0	0	0	0	4	133	0
461	3269	0	0	0	1	0	0	0	0
462	3284	0	21	0	0	0	0	0	0
463	3288	0	0	0	1	0	0	0	0
464	3322	0	21	1	0	0	1	0	0
465	3332	0	51	1	4	0	1	0	0
466	3335	0	36	0	3	0	0	0	0
467	3338	0	21	1	0	0	1	0	0
468	3339	0	21	1	0	0	1	0	0
469	3355	0	0	1	1	13	1	0	0
471	3358	0	18	0	4	0	0	0	0
472	3359	0	25	1	0	0	1	0	0
473	3360	0	36	0	2	0	0	0	0
474	3361	0	2	0	0	0	0	0	0
475	3363	0	0	0	0	21	0	133	0
476	3368	0	25	1	0	0	1	0	0
478	3385	0	65	0	0	0	0	0	0
480	3387	0	36	1	2	0	1	0	0
481	3388	0	18	0	4	0	0	0	0
482	3389	0	21	0	1	0	0	0	0
483	3391	0	65	2	0	0	2	0	0
484	3393	0	2	0	0	0	0	0	0
485	3394	0	2	0	0	0	0	0	0
486	3396	0	0	1	4	0	1	0	0
487	3407	0	0	1	0	0	0	0	0
488	3409	0	0	1	4	11	0	0	0
489	3411	0	0	0	0	0	2	0	0
490	3416	0	0	0	1	0	0	0	0
491	3417	0	65	2	0	0	2	0	0
492	3418	0	21	0	0	0	0	0	0
493	3419	0	21	0	0	0	0	0	0
494	3427	0	36	0	3	0	0	0	0
497	3439	0	0	1	3	0	1	0	0
498	3442	0	22	1	1	0	1	0	0
499	3443	0	55	1	1	0	1	0	0
500	3446	0	65	2	0	12	2	0	0
501	3477	0	38	0	1	0	0	0	0
502	3485	0	0	0	1	0	0	0	0
503	3490	0	21	0	0	0	0	0	0
504	3527	0	23	0	0	0	0	0	0
505	3537	0	23	0	0	0	0	0	0
506	3542	0	34	1	1	7	1	0	0
507	3551	0	65	2	0	12	2	0	0
508	3552	0	0	1	0	0	1	133	0
509	3561	0	0	1	0	0	1	133	0
510	3562	0	0	1	0	0	1	133	0
511	3563	0	0	1	0	0	1	133	0
512	3565	0	0	1	0	0	1	133	0
513	3566	0	0	1	0	0	1	133	0
514	3567	0	0	1	0	0	1	133	0
515	3574	0	0	0	1	0	0	0	0
517	3584	0	18	1	3	0	1	0	0
518	3585	0	0	1	3	0	1	0	0
519	3586	0	18	1	3	0	1	0	0
520	3587	0	0	1	3	0	1	0	0
522	3591	0	4	0	0	0	0	0	0
523	3592	0	4	0	0	0	0	0	0
525	3599	0	0	0	0	0	4	133	0
526	3600	0	0	1	1	11	1	0	0
527	3602	0	0	1	1	0	1	0	0
528	3603	0	36	2	0	0	2	0	0
530	3605	0	23	0	0	0	0	0	0
531	3606	0	0	1	0	0	1	0	0
533	3611	0	23	0	0	0	0	0	0
535	3631	0	55	1	0	0	1	0	0
536	3635	0	36	1	1	12	1	0	0
538	3637	0	21	0	0	0	0	0	0
539	3639	0	21	0	0	0	0	0	0
540	3648	0	37	0	0	0	0	0	0
541	3650	0	36	0	0	0	0	0	0
542	3651	0	54	0	1	0	0	0	0
543	3652	0	0	0	0	0	1	0	0
544	3655	0	0	0	0	0	1	0	0
545	3658	0	0	0	0	0	1	0	0
549	3674	0	1250	3	1	0	2	133	0
550	3680	0	37	1	6	0	0	0	0
551	3714	0	0	0	0	0	4	133	0
552	3716	0	36	1	0	0	1	133	0
553	3718	0	24	0	0	0	0	0	0
554	3721	0	0	1	0	0	1	0	0
555	3738	0	0	1	0	0	4	133	0
556	3742	0	21	1	0	0	0	0	0
558	3822	0	24	0	0	0	0	0	0
559	3823	0	23	0	0	0	0	0	0
560	3825	0	21	1	1	0	1	0	0
561	3826	0	21	1	2	0	1	0	0
562	4042	0	4	1	0	0	0	0	0
563	4050	0	0	1	0	0	0	0	0
564	4054	0	0	1	0	0	2	0	0
565	4055	0	0	0	0	0	0	133	0
566	4057	0	0	1	1	0	0	0	0
567	4060	0	0	1	2	17	0	0	0
568	4061	0	0	1	0	0	2	0	0
569	4062	0	0	1	0	0	2	0	0
570	4063	0	0	0	1	0	0	0	0
571	4064	0	0	1	0	0	2	0	0
572	4065	0	0	1	0	0	2	0	0
573	4066	0	0	1	0	0	2	0	0
574	4067	0	0	1	0	0	2	0	0
575	4068	0	0	1	0	0	0	0	0
576	4069	0	0	1	0	0	2	0	0
577	4077	0	0	1	1	0	0	0	0
578	4079	0	0	1	6	0	0	0	0
579	4083	0	96	0	0	0	0	0	0
580	4101	0	0	0	0	16	0	0	0
581	4102	0	65	0	0	15	0	0	0
582	4104	0	44	0	0	0	0	0	0
583	4105	0	44	0	0	0	0	0	0
584	4107	0	47	1	0	0	1	0	0
585	4108	0	47	1	0	0	1	0	0
586	4109	0	47	1	0	0	1	0	0
587	4111	0	47	1	0	0	1	0	0
588	4134	0	47	1	0	0	1	0	0
589	4135	0	47	1	0	0	1	0	0
590	4137	0	47	1	0	0	1	0	0
591	4139	0	47	1	0	0	1	0	0
592	4146	0	55	0	9	0	0	0	0
593	4147	0	55	0	0	0	0	0	0
594	4148	0	57	0	0	0	0	0	0
595	4159	0	65	2	0	0	2	0	0
596	4164	0	0	3	0	0	2	0	0
597	4165	0	0	3	0	0	2	0	0
598	4167	0	0	1	1	7	1	0	0
599	4168	0	34	1	0	0	1	0	0
600	4169	0	34	1	0	0	1	0	0
601	4209	0	25	1	0	0	1	0	0
602	4221	0	25	1	0	0	1	0	0
603	4238	0	21	0	0	0	0	0	0
604	4243	0	0	2	0	0	2	0	0
605	4244	0	36	0	0	15	0	0	0
606	4245	0	36	0	0	0	0	0	0
609	4280	0	2	0	0	0	0	0	0
610	4281	0	85	2	0	0	2	0	0
611	4286	0	18	0	4	0	0	0	0
612	4312	0	46	0	0	0	0	0	0
613	4316	0	0	0	3	0	0	0	0
614	4318	0	0	0	1	0	0	0	0
615	4320	0	18	1	1	0	1	0	0
617	4354	0	0	1	0	0	1	0	0
618	4421	0	0	1	0	0	1	0	0
619	4443	0	0	1	0	0	1	0	0
620	4464	0	0	1	0	0	1	0	0
621	4493	0	0	1	0	0	1	0	0
624	4511	0	0	0	0	0	0	133	0
625	4520	0	50	2	0	0	2	0	0
626	4538	0	0	1	0	0	1	0	0
627	4629	0	0	1	0	0	1	0	0
628	4805	0	36	0	0	0	0	0	0
629	4900	0	0	1	0	0	1	0	0
634	4938	0	49	0	0	0	0	0	0
635	4940	0	20	1	4	0	1	0	0
637	4948	0	39	0	0	0	0	0	0
639	4961	0	25	1	0	0	1	0	0
641	4971	0	0	1	0	0	1	0	0
643	4979	0	0	0	1	0	0	0	0
644	4980	0	0	0	1	0	0	0	0
645	4987	0	0	1	0	0	1	133	0
647	4997	0	0	1	0	0	1	0	0
648	4998	0	0	1	0	0	1	0	0
649	4999	0	0	1	0	0	1	0	0
650	5000	0	0	1	0	0	1	0	0
655	5009	0	0	1	0	0	1	0	0
656	5011	0	0	1	0	0	1	0	0
657	5019	0	0	1	0	0	2	133	0
661	5102	0	38	0	0	0	0	0	0
662	5105	0	18	1	4	0	1	0	0
663	5106	0	0	1	1	12	2	0	0
664	5113	0	0	1	0	0	1	0	0
665	5115	0	0	1	1	0	1	0	0
666	5116	0	1231	3	0	11	2	133	0
667	5118	0	47	1	0	0	1	0	0
668	5134	0	0	1	0	5	2	0	0
670	5138	0	0	1	1	0	1	133	0
671	5142	0	0	0	1	0	0	0	0
672	5143	0	0	0	0	0	1	133	0
673	5159	0	0	0	0	11	0	0	0
674	5164	0	0	0	0	12	0	0	0
675	5171	0	0	0	0	0	2	133	0
676	5174	0	25	1	0	0	1	0	0
677	5176	0	0	1	0	0	1	133	0
678	5185	0	0	1	0	0	1	133	0
679	5202	0	0	1	1	0	1	133	0
681	5209	0	0	2	0	0	1	133	0
682	5211	0	32	2	0	12	2	133	0
683	5215	0	0	0	5	0	0	0	0
685	5219	0	2	1	0	0	1	0	0
686	5221	0	0	2	0	0	2	133	0
687	5225	0	1238	0	0	0	0	0	0
688	5229	0	0	0	9	31	0	0	0
689	5246	0	0	1	0	5	1	133	0
690	5252	0	23	0	0	0	0	0	0
691	5256	0	66	0	0	0	0	0	0
693	5259	0	0	2	0	3	2	0	0
694	5260	0	0	1	0	0	1	0	0
695	5262	0	0	0	1	0	0	0	0
696	5271	0	65	2	2	0	2	0	0
697	5276	0	98	1	1	12	1	0	0
698	5277	0	66	0	0	0	4	0	0
701	5308	0	0	2	0	0	2	133	0
702	5320	0	99	1	1	0	1	0	0
703	5321	0	99	1	1	0	1	0	0
704	5322	0	99	1	1	0	1	0	0
705	5323	0	99	1	1	0	1	0	0
706	5324	0	99	1	1	0	1	0	0
707	5325	0	99	1	1	0	1	0	0
708	5337	0	65	2	1	0	2	0	0
709	5361	0	0	1	0	0	1	0	0
710	5363	0	47	1	0	0	1	0	0
711	5365	0	47	1	0	0	1	0	0
712	5366	0	47	1	0	0	1	0	0
713	5367	0	47	1	0	0	1	0	0
714	5374	0	0	2	0	0	0	0	0
715	5376	0	0	0	0	4	0	0	0
716	5394	0	0	1	0	0	4	133	0
717	5401	0	2	1	0	0	1	0	0
718	5403	0	0	1	1	7	1	0	0
719	5405	0	100	1	0	0	0	0	0
720	5406	0	30	1	0	0	0	0	0
724	5424	0	0	0	0	7	0	0	0
725	5427	0	0	1	0	0	1	0	0
726	5484	0	634	1	1	5	1	133	0
727	5487	0	0	0	0	0	4	133	0
728	5500	0	0	0	0	0	0	133	0
729	5502	0	0	0	0	0	0	133	0
730	5504	0	0	1	0	0	1	133	0
731	5505	0	0	1	0	0	1	133	0
732	5506	0	0	1	0	0	1	133	0
733	5514	0	22	1	1	0	1	0	0
734	5515	0	99	2	1	0	2	0	0
735	5547	0	0	2	0	0	2	0	0
737	5568	0	49	2	0	0	2	0	0
738	5570	0	0	1	1	0	1	133	0
739	5586	0	0	1	0	0	1	0	0
740	5597	0	0	0	0	15	0	0	0
741	5598	0	0	0	0	15	0	0	0
742	5605	0	23	1	0	0	1	0	0
743	5628	0	0	0	1	0	0	0	0
744	5648	0	0	0	0	12	0	0	0
745	5649	0	0	0	0	12	0	0	0
746	5665	0	102	0	1	0	0	0	0
747	5672	0	0	1	0	0	1	0	0
748	5675	0	0	1	0	0	4	133	0
749	5676	0	0	1	0	0	1	133	0
750	5677	0	0	1	0	0	1	0	0
751	5679	0	0	0	1	0	0	0	0
752	5696	0	0	0	0	0	2	0	0
753	5697	0	0	1	0	0	1	133	0
754	5703	0	65	2	0	12	2	0	0
755	5707	0	38	0	0	0	0	0	0
756	5708	0	85	2	0	12	2	0	0
757	5728	0	0	1	0	0	1	0	0
758	5729	0	0	1	0	0	1	0	0
759	5730	0	45	1	0	0	4	133	0
760	5740	0	0	1	0	0	1	133	0
761	5759	0	39	0	0	0	0	0	0
762	5760	0	0	2	4	0	0	0	0
763	5781	0	51	0	0	0	0	0	0
764	5782	0	1266	1	0	0	1	133	0
765	5784	0	0	0	0	21	0	0	0
766	5857	0	0	1	0	0	1	0	0
767	5858	0	37	0	0	0	0	0	0
768	5862	0	99	1	1	0	1	0	0
769	5884	0	0	1	2	0	1	0	0
771	5917	0	22	1	1	0	0	0	0
772	5918	0	32	0	0	12	0	0	0
773	5938	0	0	2	0	0	2	133	0
774	5940	0	0	2	0	0	0	0	0
775	5967	0	0	2	0	0	2	0	0
776	5990	0	21	0	0	0	0	0	0
778	6084	0	94	0	0	0	0	0	0
780	6117	0	0	1	0	0	1	133	0
781	6119	0	0	0	0	0	0	133	0
782	6121	0	0	1	0	0	1	0	0
