Id	Map	WMO-ID	DungeonMap	minZ	field5	
5225	0	1630	579	-10000	170486
5226	0	1631	579	-10000	170486
5227	0	1632	579	-10000	170486
5228	0	1633	579	-10000	170486
5230	0	1634	579	-10000	170486
5229	0	1635	579	-10000	170486
5306	0	1709	588	-10000	6027744
5302	0	1710	588	-10000	6027744
5307	0	1711	588	-10000	6027744
5309	0	1712	588	-10000	6027744
5303	0	1713	588	-10000	6027744
5304	0	1714	588	-10000	6027744
5312	0	1715	588	-10000	6027744
5311	0	1716	588	-10000	6027744
5308	0	1717	588	-10000	6027744
5305	0	1718	588	-10000	6027744
5310	0	1719	588	-10000	6027744
5320	0	2360	592	-10000	129262
5327	0	2361	592	-10000	129262
5328	0	2362	592	-10000	129262
5485	0	3474	626	-10000	373730
5472	0	3476	625	-10000	373730
5473	0	3480	625	-10000	373730
5469	0	3481	625	-10000	373730
5478	0	3482	625	-10000	373730
5483	0	3487	625	-10000	373730
5474	0	3491	625	-10000	373730
5481	0	3492	625	-10000	373730
5486	0	3493	626	-10000	373730
5487	0	3494	626	-10000	373730
5479	0	3494	625	265	373730
5468	0	3495	625	-10000	373730
5476	0	3496	625	-10000	373730
5482	0	3497	625	-10000	373730
5475	0	3498	625	-10000	373730
5471	0	3499	625	-10000	373730
5477	0	3500	625	-10000	373730
5480	0	3503	625	-10000	373730
5470	0	3504	625	-10000	373730
5484	0	3513	626	-10000	373730
5493	0	3514	627	-10000	373730
5494	0	3540	627	-10000	373730
5490	0	3541	627	-10000	373730
5491	0	3542	627	-10000	373730
5492	0	3546	627	-10000	373730
5488	0	7039	627	-10000	373730
5467	0	7039	625	200	373730
5257	0	7225	582	-10000	350747
5252	0	7227	582	-10000	350747
5254	0	7228	582	-10000	350747
5251	0	7229	582	-10000	350747
5256	0	7230	582	-10000	350747
5255	0	7231	582	-10000	350747
5253	0	7232	582	-10000	350747
5301	0	7240	587	-10000	350748
5299	0	7241	587	-10000	350748
5300	0	7243	587	-10000	350748
5330	0	7862	592	-10000	129262
5329	0	7863	592	-10000	129262
5319	0	7864	592	-10000	129262
5323	0	7866	592	-10000	129262
5324	0	7868	592	-10000	129262
5321	0	7869	592	-10000	129262
5322	0	7871	592	-10000	129262
5325	0	7873	592	-10000	129262
5326	0	7969	592	-10000	129262
5489	0	12814	627	-10000	373730
5279	0	29901	585	-10000	324550
5282	0	29902	585	-10000	324550
5284	0	29903	585	-10000	324550
5286	0	29904	585	-10000	324550
5280	0	29905	585	-10000	324550
5285	0	29906	585	-10000	324550
5281	0	29907	585	-10000	324550
5287	0	29908	585	-10000	324550
5278	0	29909	585	-10000	324550
5283	0	29910	585	-10000	324550
5289	0	29912	585	-10000	324550
5290	0	29913	585	-10000	324550
5291	0	29914	585	-10000	324550
5292	0	29915	585	-10000	324550
5277	0	29916	585	-10000	324550
5288	0	29917	585	-10000	324550
5293	0	29938	585	-10000	324550
5295	0	29939	585	-10000	324550
5294	0	29940	585	-10000	324550
5069	1	267	566	-10000	173805
5070	1	268	566	-10000	173805
5078	1	269	566	-10000	173805
5067	1	270	566	-10000	173805
5048	1	271	565	-10000	173805
5075	1	272	566	-10000	173805
5074	1	273	566	-10000	173805
5058	1	275	565	-10000	173805
5043	1	276	565	-10000	173805
5077	1	278	566	-10000	173805
5041	1	279	565	-10000	173805
5047	1	280	565	-10000	173805
5068	1	281	566	-10000	173805
5073	1	282	566	-10000	173805
5071	1	283	566	-10000	173805
5044	1	284	565	-10000	173805
5042	1	285	565	-10000	173805
5072	1	286	566	-10000	173805
5040	1	287	565	-10000	173805
5028	1	288	565	-10000	173805
5029	1	289	565	-10000	173805
5062	1	290	566	-10000	173805
5061	1	291	566	-10000	173805
5076	1	292	566	-10000	173805
5064	1	294	566	-10000	173805
5065	1	295	566	-10000	173805
5063	1	296	566	-10000	173805
5066	1	297	566	-10000	173805
5036	1	298	565	-10000	173805
5037	1	299	565	-10000	173805
5038	1	300	565	-10000	173805
5016	1	1606	564	-10000	138950
5018	1	1607	564	-10000	138950
5019	1	1608	564	-10000	138950
5021	1	1609	564	-10000	138950
5022	1	1610	564	-10000	138950
5023	1	1611	564	-10000	138950
5024	1	1612	564	-10000	138950
5025	1	1613	564	-10000	138950
5015	1	1614	564	-10000	138950
5027	1	1615	564	-10000	138950
5026	1	1616	564	-10000	138950
5020	1	1617	564	-10000	138950
5017	1	1618	564	-10000	138950
5341	1	1750	598	-10000	176000
5378	1	1750	604	-10000	250582
5343	1	1751	598	-10000	176000
5380	1	1751	604	-10000	250582
5344	1	1752	598	-10000	176000
5381	1	1752	604	-10000	250582
5346	1	1753	598	-10000	176000
5383	1	1753	604	-10000	250582
5347	1	1754	598	-10000	176000
5384	1	1754	604	-10000	250582
5348	1	1755	598	-10000	176000
5385	1	1755	604	-10000	250582
5349	1	1756	598	-10000	176000
5386	1	1756	604	-10000	250582
5350	1	1757	598	-10000	176000
5387	1	1757	604	-10000	250582
5352	1	1759	598	-10000	176000
5389	1	1759	604	-10000	250582
5351	1	1760	598	-10000	176000
5388	1	1760	604	-10000	250582
5345	1	1761	598	-10000	176000
5382	1	1761	604	-10000	250582
5342	1	1762	598	-10000	176000
5379	1	1762	604	-10000	250582
5453	1	1825	623	-10000	299116
5454	1	1826	623	-10000	299116
5452	1	1828	623	-10000	299116
5432	1	1829	621	-10000	310138
5435	1	1830	621	-10000	310138
5431	1	1832	621	-10000	310138
5433	1	1833	621	-10000	310138
5430	1	1834	621	-10000	310138
5436	1	1835	621	-10000	310138
5434	1	1836	621	-10000	310138
5438	1	1848	622	-10000	303286
5442	1	1849	622	-10000	303286
5439	1	1850	622	-10000	303286
5441	1	1851	622	-10000	303286
5440	1	1852	622	-10000	303286
5437	1	1853	622	-10000	303286
5449	1	1855	622	-10000	303232
5450	1	1856	622	-10000	303232
5451	1	1857	622	-10000	303232
5443	1	1858	622	-10000	303232
5446	1	1859	622	-10000	303232
5447	1	1860	622	-10000	303232
5444	1	1861	622	-10000	303232
5445	1	1862	622	-10000	303232
5448	1	1863	622	-10000	303232
5461	1	1864	623	-10000	298596
5462	1	1865	623	-10000	298596
5463	1	1866	623	-10000	298596
5464	1	1867	623	-10000	298596
5465	1	1868	623	-10000	298596
5466	1	1869	623	-10000	298596
5457	1	1871	623	-10000	298596
5460	1	1872	623	-10000	298596
5458	1	1873	623	-10000	298596
5456	1	1874	623	-10000	298596
5455	1	1875	623	-10000	298596
5459	1	1876	623	-10000	298596
5377	1	2339	603	-10000	183741
5376	1	2340	603	-10000	183741
5366	1	2341	602	-10000	183741
5365	1	2342	602	-10000	183741
5364	1	2343	602	-1000	183741
5375	1	2343	603	44	183741
5362	1	2344	602	-10000	183741
5369	1	2345	602	-10000	183741
5370	1	2346	602	-10000	183741
5371	1	2347	602	-10000	183741
5372	1	2348	602	-10000	183741
5373	1	2349	602	-10000	183741
5363	1	2350	602	-10000	183741
5374	1	2352	602	-10000	183741
5367	1	2353	602	-10000	183741
5368	1	2354	602	-10000	183741
5131	1	8304	570	-10000	398076
5129	1	8305	570	-10000	398076
5130	1	8307	570	-10000	398076
4977	1	12230	558	-10000	361332
4978	1	12231	558	-10000	361332
4982	1	12232	558	-10000	361332
4981	1	12233	558	-10000	361332
4980	1	12234	558	-10000	361332
4979	1	12235	558	-10000	361332
5079	1	12507	566	-10000	173805
5539	1	14087	632	-10000	398759
5552	1	14088	632	-10000	398759
5541	1	14089	632	-10000	398759
5542	1	14090	632	-10000	398759
5543	1	14091	632	-10000	398759
5538	1	14092	632	-10000	398759
5498	1	14093	631	-10000	398759
5499	1	14094	631	-10000	398759
5504	1	14095	631	-10000	398759
5502	1	14096	631	-10000	398759
5503	1	14097	631	-10000	398759
5501	1	14098	631	-10000	398759
5500	1	14099	631	-10000	398759
5513	1	14100	631	-10000	398759
5505	1	14132	631	-10000	398759
5506	1	14133	631	-10000	398759
5540	1	14136	632	-10000	398759
5507	1	14137	631	-10000	398759
5553	1	14307	632	-10000	398759
5556	1	14308	632	-10000	398759
5557	1	14309	632	-10000	398759
5549	1	14310	632	-10000	398759
5544	1	14311	632	-10000	398759
5545	1	14312	632	-10000	398759
5546	1	14313	632	-10000	398759
5548	1	14314	632	-10000	398759
5547	1	14315	632	-10000	398759
5550	1	14316	632	-10000	398759
5534	1	14317	632	-10000	398759
5536	1	14318	632	-10000	398759
5537	1	14319	632	-10000	398759
5558	1	14320	632	-10000	398759
5535	1	14321	632	-10000	398759
5551	1	14322	632	-10000	398759
5181	1	14732	575	-10000	170819
5187	1	14733	575	-10000	170819
5179	1	14734	575	-10000	170819
5180	1	14735	575	-10000	170819
5183	1	14736	575	-10000	170819
5186	1	14737	575	-10000	170819
5182	1	14738	575	-10000	170819
5185	1	14739	575	-10000	170819
5184	1	14740	575	-10000	170819
5178	1	14741	575	-10000	170819
5429	1	15847	620	-10000	604994
5428	1	15849	620	-10000	604994
5355	1	21043	599	-10000	5492850
5354	1	21044	599	-10000	5492850
5353	1	21045	599	-10000	5492850
5554	1	23710	632	-10000	398759
5555	1	23711	632	-10000	398759
4028	1	30609	118	-10000	165042
4030	1	30610	118	-10000	165042
4029	1	30611	118	-10000	165042
2130	33	1338	148	-10000	218202
2049	33	1339	142	-10000	218202
3881	33	1340	142	-10000	218202
2059	33	1341	142	-10000	218202
2057	33	1343	142	-10000	218202
2058	33	1344	142	-10000	218202
2056	33	1345	142	-10000	218202
2055	33	1346	142	-10000	218202
2129	33	1347	148	-10000	218202
2131	33	1348	148	-10000	218202
2132	33	1349	148	-10000	218202
2051	33	1350	142	-10000	218202
2048	33	1351	142	-10000	218202
2050	33	1352	142	-10000	218202
2052	33	1353	142	-10000	218202
2046	33	1354	142	-10000	218202
2047	33	1355	142	-10000	218202
2128	33	1357	148	-10000	218202
2096	33	1359	143	-10000	218202
2061	33	1360	142	-10000	218202
2065	33	1361	142	-10000	218202
2066	33	1362	142	-10000	218202
2070	33	1363	142	-10000	218202
2068	33	1364	142	-10000	218202
2069	33	1365	142	-10000	218202
2067	33	1366	142	-10000	218202
2062	33	1367	142	-10000	218202
2063	33	1368	142	-10000	218202
2064	33	1369	142	-10000	218202
2071	33	1370	142	-10000	218202
2072	33	1371	142	-10000	218202
4162	33	1372	142	-10000	218202
2076	33	1373	142	-10000	218202
2077	33	1374	142	-10000	218202
4163	33	1375	148	-10000	218202
2135	33	1376	148	-10000	218202
2045	33	1377	142	-10000	218202
2113	33	1379	146	-10000	218202
2098	33	1380	144	-10000	218202
2105	33	1380	145	127	218202
2099	33	1381	144	-10000	218202
2100	33	1382	144	-10000	218202
2102	33	1383	144	-10000	218202
2103	33	1384	144	-10000	218202
2101	33	1385	144	-10000	218202
2106	33	1386	145	-10000	218202
2107	33	1387	145	-10000	218202
2108	33	1388	145	-10000	218202
2109	33	1389	145	-10000	218202
2110	33	1390	145	-10000	218202
2112	33	1390	146	137	218202
2114	33	1391	146	-10000	218202
2115	33	1392	146	-10000	218202
2116	33	1393	146	-10000	218202
2117	33	1394	146	-10000	218202
2134	33	1394	147	-10000	218202
2104	33	1395	145	-10000	218202
2111	33	1395	146	136	218202
2120	33	1396	147	-10000	218202
2119	33	1397	147	150	218202
2094	33	1398	143	-10000	218202
2093	33	1399	143	-10000	218202
2054	33	1400	142	-10000	218202
2095	33	1401	143	-10000	218202
2060	33	1402	142	-10000	218202
2073	33	1403	142	-10000	218202
2074	33	1404	142	-10000	218202
2075	33	1405	142	-10000	218202
2124	33	1406	148	-10000	218202
2125	33	1407	148	-10000	218202
2126	33	1408	148	-10000	218202
2127	33	1409	148	-10000	218202
2133	33	1410	148	-10000	218202
2097	33	1410	144	100	218202
2053	33	1411	142	-10000	218202
2121	33	5542	148	-10000	218202
2122	33	5543	148	-10000	218202
2080	33	5544	142	-10000	218202
2123	33	5544	148	-10000	218202
4065	34	2810	165	-10000	0
4076	34	2811	165	-10000	0
4074	34	2812	165	-10000	0
4075	34	2813	165	-10000	0
4077	34	2814	165	-10000	0
4072	34	2815	165	-10000	0
4071	34	2817	165	-10000	0
4070	34	2818	165	-10000	0
4067	34	2819	165	-10000	0
4068	34	2820	165	-10000	0
4078	34	2821	165	-10000	0
4080	34	2822	165	-10000	0
4079	34	2823	165	-10000	0
4081	34	2824	165	-10000	0
4066	34	2825	165	-10000	0
4069	34	2826	165	-10000	0
4073	34	2827	165	-10000	0
2503	34	2828	165	-10000	0
2484	34	2829	165	-10000	0
2488	34	2830	165	-10000	0
2489	34	2831	165	-10000	0
2504	34	2832	165	-10000	0
2490	34	2833	165	-10000	0
2505	34	2834	165	-10000	0
2491	34	2835	165	-10000	0
2506	34	2836	165	-10000	0
2492	34	2837	165	-10000	0
2487	34	2838	165	-10000	0
2507	34	2839	165	-10000	0
2493	34	2840	165	-10000	0
2508	34	2841	165	-10000	0
2494	34	2842	165	-10000	0
2509	34	2843	165	-10000	0
2495	34	2844	165	-10000	0
2510	34	2845	165	-10000	0
2485	34	2846	165	-10000	0
2496	34	2847	165	-10000	0
2511	34	2848	165	-10000	0
2497	34	2849	165	-10000	0
2512	34	2850	165	-10000	0
2498	34	2851	165	-10000	0
2513	34	2852	165	-10000	0
2499	34	2853	165	-10000	0
2514	34	2854	165	-10000	0
2486	34	2855	165	-10000	0
2500	34	2856	165	-10000	0
2502	34	2857	165	-10000	0
2501	34	2858	165	-10000	0
4082	34	7262	165	-10000	0
4083	34	7263	165	-10000	0
4084	34	7264	165	-10000	0
4085	34	7265	165	-10000	0
4086	34	7266	165	-10000	0
4087	34	7267	165	-10000	0
4088	34	7268	165	-10000	0
4089	34	7269	165	-10000	0
4090	34	7270	165	-10000	0
2521	36	193	166	-10000	170633
2524	36	194	166	-10000	170633
2528	36	195	166	-10000	170633
2527	36	196	166	-10000	170633
2518	36	197	166	-10000	170633
2520	36	198	166	-10000	170633
2522	36	199	166	-10000	170633
2525	36	200	166	-10000	170633
2517	36	201	166	-10000	170633
2519	36	202	166	-10000	170633
2523	36	203	166	-10000	170633
2526	36	205	166	-10000	170633
2535	36	206	167	-10000	170633
2536	36	207	167	-10000	170633
2537	36	209	167	-10000	170633
2543	36	210	167	-10000	170633
2531	36	211	166	-10000	170633
2532	36	212	166	-10000	170633
2530	36	213	166	-10000	170633
2534	36	214	167	-10000	170633
2533	36	214	166	27	170633
2541	36	227	167	-10000	170633
2540	36	233	167	-10000	170633
2538	36	239	167	-10000	170633
2516	36	240	166	-10000	170633
2544	36	245	167	-10000	170633
2529	36	246	166	-10000	170633
2539	36	12510	167	-10000	170633
2542	36	12511	167	-10000	170633
1209	43	3314	28	-10000	0
1218	43	3315	28	-10000	0
1210	43	3316	28	-10000	0
1219	43	3317	28	-10000	0
1211	43	3318	28	-10000	0
1220	43	3319	28	-10000	0
1212	43	3320	28	-10000	0
1213	43	3321	28	-10000	0
1221	43	3322	28	-10000	0
1217	43	3323	28	-10000	0
1222	43	3324	28	-10000	0
1214	43	3325	28	-10000	0
1223	43	3326	28	-10000	0
1215	43	3327	28	-10000	0
1216	43	3328	28	-10000	0
1224	43	3330	28	-10000	0
1244	43	3332	28	-10000	0
1234	43	3333	28	-10000	0
1235	43	3334	28	-10000	0
1236	43	3335	28	-10000	0
1245	43	3336	28	-10000	0
1246	43	3337	28	-10000	0
1247	43	3342	28	-10000	0
1248	43	3343	28	-10000	0
1229	43	5692	28	-10000	0
1243	43	5693	28	-10000	0
1226	43	6384	28	-10000	0
1239	43	6416	28	-10000	0
1227	43	6417	28	-10000	0
1230	43	6418	28	-10000	0
1240	43	6419	28	-10000	0
1231	43	6420	28	-10000	0
1241	43	6421	28	-10000	0
1232	43	6422	28	-10000	0
1242	43	6423	28	-10000	0
1233	43	6424	28	-10000	0
1228	43	6680	28	-10000	0
4626	43	31294	28	-10000	0
2140	47	2235	149	-10000	0
2137	47	2236	149	-10000	0
2139	47	2237	149	-10000	0
2154	47	2238	149	-10000	0
2146	47	2239	149	-10000	0
2141	47	2240	149	-10000	0
2142	47	2241	149	-10000	0
2147	47	2242	149	-10000	0
2155	47	2243	149	-10000	0
2148	47	2244	149	-10000	0
2156	47	2245	149	-10000	0
2149	47	2246	149	-10000	0
2138	47	2247	149	-10000	0
2157	47	2248	149	-10000	0
2150	47	2249	149	-10000	0
2158	47	2250	149	-10000	0
2151	47	2251	149	-10000	0
2136	47	2252	149	-10000	0
2152	47	2253	149	-10000	0
2143	47	2255	149	-10000	0
2153	47	2256	149	-10000	0
2145	47	2257	149	-10000	0
2144	47	2258	149	-10000	0
2160	47	2259	149	-10000	0
2159	47	2260	149	-10000	0
2482	48	334	162	-10000	0
2454	48	335	162	-10000	0
2456	48	336	162	-10000	0
2455	48	337	162	-10000	0
2460	48	338	162	-10000	0
2459	48	339	162	-10000	0
2458	48	340	162	-10000	0
2457	48	341	162	-10000	0
2462	48	342	162	-10000	0
2463	48	343	162	-10000	0
2464	48	344	162	-10000	0
2465	48	345	162	-10000	0
2466	48	346	162	-10000	0
2467	48	347	162	-10000	0
2470	48	348	163	-10000	0
2471	48	349	163	-10000	0
2472	48	350	163	-10000	0
2473	48	351	163	-10000	0
2477	48	352	163	-10000	0
2478	48	353	163	-10000	0
2475	48	354	163	-10000	0
2476	48	355	163	-10000	0
2479	48	355	164	-10000	0
2474	48	356	163	-10000	0
2483	48	357	162	-10000	0
2461	48	358	162	-10000	0
2631	70	1259	171	-10000	0
2607	70	1260	171	-10000	0
2632	70	1261	171	-10000	0
2608	70	1262	171	-10000	0
2588	70	1263	171	-10000	0
2609	70	1264	171	-10000	0
2610	70	1265	171	-10000	0
2589	70	1266	171	-10000	0
2822	70	1267	180	-10000	0
2582	70	1268	171	-10000	0
2819	70	1269	180	-10000	0
2612	70	1270	171	-10000	0
2613	70	1271	171	-10000	0
2591	70	1272	171	-10000	0
2614	70	1273	171	-10000	0
2592	70	1274	171	-10000	0
2615	70	1275	171	-10000	0
2616	70	1276	171	-10000	0
2593	70	1277	171	-10000	0
2617	70	1278	171	-10000	0
2603	70	1279	171	-10000	0
2594	70	1280	171	-10000	0
2618	70	1281	171	-10000	0
2595	70	1282	171	-10000	0
2619	70	1283	171	-10000	0
2620	70	1284	171	-10000	0
2823	70	1284	180	-10000	0
2596	70	1285	171	-10000	0
2621	70	1286	171	-10000	0
2597	70	1287	171	-10000	0
2820	70	1288	180	-10000	0
2583	70	1289	171	-10000	0
2821	70	1290	180	-10000	0
2623	70	1291	171	-10000	0
2624	70	1292	171	-10000	0
2599	70	1293	171	-10000	0
2625	70	1294	171	-10000	0
2626	70	1295	171	-10000	0
2600	70	1296	171	-10000	0
2627	70	1297	171	-10000	0
2601	70	1298	171	-10000	0
2584	70	1299	171	-10000	0
2628	70	1300	171	-10000	0
2602	70	1301	171	-10000	0
2629	70	1302	171	-10000	0
2630	70	1303	171	-10000	0
2587	70	6174	171	-10000	0
2604	70	8105	171	-10000	0
2585	70	8106	171	-10000	0
2605	70	8107	171	-10000	0
2586	70	8108	171	-10000	0
2606	70	8109	171	-10000	0
2655	90	1104	172	-10000	0
2561	90	1105	169	-10000	0
2661	90	1106	169	-10000	0
2562	90	1107	169	-10000	0
2563	90	1108	169	-10000	0
2564	90	1109	169	-10000	0
2565	90	1110	169	-10000	0
2566	90	1111	169	-10000	0
2567	90	1112	169	-10000	0
2550	90	1113	168	-10000	0
2549	90	1114	168	-10000	0
2548	90	1115	168	-10000	0
2547	90	1116	168	-10000	0
2558	90	1117	169	-10000	0
2665	90	1117	168	-10000	0
4095	90	1118	169	-10000	0
2556	90	1119	168	-10000	0
4097	90	1119	169	-10000	0
2554	90	1120	168	-10000	0
2557	90	1121	169	-10000	0
2559	90	1122	169	-10000	0
2552	90	1122	168	-180	0
4099	90	1123	169	-10000	0
4096	90	1124	169	-10000	0
4101	90	1125	169	-10000	0
2553	90	1127	168	-10000	0
2551	90	1129	168	-10000	0
2560	90	1130	169	-10000	0
2555	90	1131	168	-10000	0
4103	90	1131	169	-10000	0
4098	90	1132	169	-10000	0
4100	90	1133	169	-10000	0
4102	90	1134	169	-10000	0
2641	90	1135	170	-10000	0
2643	90	1135	172	-10000	0
2570	90	1137	169	-10000	0
2572	90	1138	170	-10000	0
2569	90	1139	169	-10000	0
2571	90	1140	169	-10000	0
2660	90	1141	172	-10000	0
2656	90	1142	172	-10000	0
2654	90	1143	172	-10000	0
2652	90	1145	172	-10000	0
2650	90	1146	172	-10000	0
2648	90	1147	172	-10000	0
2646	90	1148	172	-10000	0
2642	90	1149	170	-10000	0
2644	90	1149	172	-10000	0
2647	90	1151	172	-10000	0
2653	90	1152	172	-10000	0
2657	90	1153	172	-10000	0
2659	90	1154	172	-10000	0
2575	90	1155	170	-10000	0
2580	90	1156	170	-10000	0
2581	90	1157	170	-10000	0
2573	90	1158	170	-10000	0
2574	90	1159	170	-10000	0
2578	90	1160	170	-10000	0
2576	90	1161	170	-10000	0
2633	90	1162	170	-10000	0
2568	90	1166	169	-10000	0
2651	90	1167	172	-10000	0
2649	90	1168	172	-10000	0
2645	90	1169	172	-10000	0
2658	90	1170	172	-10000	0
2545	90	1172	168	-10000	0
2546	90	6957	168	-10000	0
2640	90	7187	170	-10000	0
2634	90	7188	170	-10000	0
2579	90	7189	170	-10000	0
2635	90	7190	170	-10000	0
2639	90	7191	170	-10000	0
2636	90	7192	170	-10000	0
2637	90	7193	170	-10000	0
2638	90	7194	170	-10000	0
2662	90	18695	170	-10000	0
2664	90	18696	170	-10000	0
2663	90	18697	170	-10000	0
2577	90	18698	170	-10000	0
2749	109	5195	176	-10000	0
2747	109	5202	176	-10000	0
2752	109	5206	176	-10000	0
2750	109	5207	176	-10000	0
2740	109	5208	176	-10000	0
2745	109	5209	176	-10000	0
2743	109	5210	176	-10000	0
2739	109	5211	176	-10000	0
2746	109	5252	176	-10000	0
2751	109	5253	176	-10000	0
2744	109	5254	176	-10000	0
2753	109	5255	176	-10000	0
2754	109	5256	176	-10000	0
2741	109	5259	176	-10000	0
2742	109	5260	176	-10000	0
2748	109	5314	176	-10000	0
2161	129	5911	150	-10000	336884
2167	129	5912	150	-10000	336884
2162	129	5913	150	-10000	336884
2168	129	5914	150	-10000	336884
2163	129	5915	150	-10000	336884
2169	129	5916	150	-10000	336884
2164	129	5917	150	-10000	336884
2166	129	5918	150	-10000	336884
2170	129	5919	150	-10000	336884
2171	129	5923	150	-10000	336884
2165	129	5924	150	-10000	336884
1996	189	7874	137	-10000	353171
2007	189	7875	137	-10000	353171
1997	189	7876	137	-10000	353171
2008	189	7877	137	-10000	353171
1998	189	7878	137	-10000	353171
2009	189	7879	137	-10000	353171
2811	189	7883	137	-10000	353171
2018	189	7884	137	-10000	353171
2000	189	7885	137	-10000	353171
2011	189	7886	137	-10000	353171
2012	189	7887	137	-10000	353171
2001	189	7888	137	-10000	353171
1994	189	7889	137	-10000	353171
2815	189	7890	137	-10000	353171
2812	189	7891	137	-10000	353171
2816	189	7892	137	-10000	353171
2813	189	7893	137	-10000	353171
2817	189	7894	137	-10000	353171
2814	189	7895	137	-10000	353171
2818	189	7896	137	-10000	353171
4110	189	7897	137	-10000	353171
2005	189	7898	137	-10000	353171
2017	189	7899	137	-10000	353171
2006	189	7900	137	-10000	353171
2802	189	7901	179	-10000	353172
2803	189	7903	179	-10000	353172
2794	189	7904	179	-10000	353172
2804	189	7905	179	-10000	353172
2805	189	7906	179	-10000	353172
2790	189	7907	179	-10000	353172
2795	189	7908	179	-10000	353172
2796	189	7910	179	-10000	353172
2806	189	7911	179	-10000	353172
2797	189	7912	179	-10000	353172
2807	189	7913	179	-10000	353172
4109	189	7914	179	-10000	353172
2808	189	7915	179	-10000	353172
2798	189	7916	179	-10000	353172
2791	189	7917	179	-10000	353172
2809	189	7918	179	-10000	353172
2799	189	7919	179	-10000	353172
2810	189	7920	179	-10000	353172
2800	189	7921	179	-10000	353172
4063	189	7923	140	-10000	353169
2044	189	7924	140	-10000	353169
2038	189	7925	140	-10000	353169
2027	189	7926	140	-10000	353169
2030	189	7927	140	-10000	353169
2028	189	7928	140	-10000	353169
2031	189	7929	140	-10000	353169
4062	189	7930	140	-10000	353169
2032	189	7932	140	-10000	353169
2029	189	7933	140	-10000	353169
2039	189	7934	140	-10000	353169
2033	189	7935	140	-10000	353169
2040	189	7936	140	-10000	353169
4064	189	7937	140	-10000	353169
2034	189	7938	140	-10000	353169
2041	189	7939	140	-10000	353169
2035	189	7940	140	-10000	353169
2042	189	7941	140	-10000	353169
2043	189	7943	140	-10000	353169
2036	189	7944	140	-10000	353169
2037	189	7947	140	-10000	353169
2771	189	7949	141	-10000	353170
2772	189	7951	141	-10000	353170
2782	189	7952	141	-10000	353170
2773	189	7953	141	-10000	353170
2783	189	7954	141	-10000	353170
2774	189	7955	141	-10000	353170
2784	189	7956	141	-10000	353170
2775	189	7957	141	-10000	353170
2785	189	7958	141	-10000	353170
2776	189	7959	141	-10000	353170
2786	189	7960	141	-10000	353170
2777	189	7961	141	-10000	353170
2787	189	7962	141	-10000	353170
2778	189	7963	141	-10000	353170
2801	189	7968	179	-10000	353172
4108	189	8548	179	-10000	353172
2792	189	14690	179	-10000	353172
2789	189	14691	179	-10000	353172
2793	189	14692	179	-10000	353172
2788	189	14693	141	-10000	353170
2769	189	14694	141	-10000	353170
2779	189	14695	141	-10000	353170
2770	189	14696	141	-10000	353170
2780	189	14697	141	-10000	353170
2781	189	14698	141	-10000	353170
3105	229	13045	209	-10000	0
3104	229	13049	209	-10000	0
3089	229	13052	208	-10000	0
