field0	field1	field2	field3	field4
389	62	5.144.013	-4.432.898	5
390	62	5.139.955	-4.276.228	6
391	62	5021.81	-4.171.144	7
392	62	4.992.424	-3.826.736	8
393	62	4.937.726	-3.748.717	9
394	62	4.839.771	-3.736.313	10
395	62	4.522.069	-3.219.493	11
396	62	4.460.031	-3.191.555	12
397	62	4.444.361	-2.930.112	13
398	62	4.435.918	-2.718.302	14
399	62	4.468.474	-2.511.574	15
400	62	4.543.012	-2.484.445	16
401	62	4.575.063	-2.381.041	17
402	62	4664.93	-2.372.859	18
403	62	4.674.602	-1.843.214	19
404	62	4.551.375	-1.732.624	20
405	62	4.421.753	-1.567.047	21
406	62	4.345.167	-1.597.689	22
407	62	4.192.786	-1500.72	23
408	62	4.045.023	-1.505.337	24
409	62	3919.94	-1.600.298	25
410	62	3.367.548	-1.663.688	26
411	62	3229.54	-1623.25	27
412	62	1.697.351	-1.584.996	28
413	62	1701.72	-1585.5	29
414	62	2.599.713	-2.548.916	30
415	62	2.710.535	-2.950.648	31
416	62	2.899.857	-2.973.735	32
417	62	2.996.827	-3.010.677	33
418	62	3.003.753	-3.123.807	34
419	62	3202.31	-3.165.366	35
420	62	3.273.883	-3.272.726	36
421	62	3.428.573	-3.383.548	37
422	62	3.580.068	-3.449.095	38
423	62	3.684.053	-3.584.144	39
424	62	3.640.275	-3.711.113	40
425	62	3.660.077	-3.963.894	41
426	62	3.656.792	-4.157.802	42
427	62	3.605.021	-4.281.292	43
428	62	3.519.773	-4.377.075	44
429	62	3.500.326	-4.520.188	45
430	62	3.551.298	-4688.7	46
431	62	3.654.218	-4.804.108	47
432	62	3.704.125	-5.003.565	48
433	62	3.762.113	-5.121.061	49
434	62	3.677.191	-5.387.973	50
435	62	3.561.619	-5.672.426	51
436	62	3.085.284	-6.049.593	52
437	62	3.086.706	-7032.89	53
438	62	5914.53	-6.072.758	54
439	63	3.082.777	-6049.62	1
440	63	2.701.502	-6.230.079	2
441	63	2.427.287	-6.135.244	3
442	63	2.288.287	-5.775.748	4
443	63	2.169.554	-5.596.407	5
444	63	1.972.322	-5.325.869	6
445	63	1.990.963	-5.154.609	7
446	63	2.088.103	-4.989.122	8
447	63	2.382.374	-4.807.057	9
448	63	2.437.684	-4.664.243	10
449	63	2.411.031	-4.526.045	11
450	63	2.305.878	-4.376.304	12
451	63	2.175.025	-4.145.593	13
452	63	2.171.155	-3.895.257	14
453	63	2.243.475	-3607.98	15
454	63	2.337.664	-3418.18	16
455	63	2.553.537	-3.182.682	17
456	63	2.749.785	-3.121.499	18
457	63	2.996.827	-3.116.881	19
458	63	3.001.445	-3.006.059	20
459	63	2895.24	-2.973.735	21
460	63	2701.3	-2946.03	22
461	63	2.599.713	-2.539.681	23
462	63	1.694.454	-1.578.586	24
463	63	472.804	-9.918.852	25
464	63	-7.991.719	-1.303.953	26
465	63	-1.638.873	-2.005.206	27
466	63	-1.842.816	-4.472.938	28
467	63	-1.369.276	-7.126.069	29
468	63	4.313.187	-7.574.135	30
469	63	3.088.339	-7.031.817	31
470	64	3575.22	-3.446.292	1
471	64	3.429.949	-3.383.114	2
472	64	3.272.975	-3.269.563	3
473	64	3.203.267	-3.165.902	4
474	64	3.005.806	-3.123.852	5
475	64	2740.27	-3119.63	6
476	64	2.550.364	-3.183.229	7
477	64	2.337.137	-3.416.441	8
478	64	2.242.032	-3.604.947	9
479	64	2.171.416	-3.893.199	10
480	64	2.176.033	-4.145.419	11
481	64	2.305.863	-4.381.733	12
482	64	2.413.164	-4.526.487	13
483	64	2.437.744	-4.663.895	14
484	64	2.379.348	-4.809.581	15
485	64	2.083.846	-4.988.852	16
486	64	1.974.468	-5.327.105	17
487	64	2.173.913	-5.603.582	18
488	64	2.288.349	-5.776.901	19
489	64	2428.35	-6.137.959	20
490	64	2.703.609	-6.229.147	21
491	64	3.082.417	-6.050.905	22
492	64	3.566.845	-5670.16	23
493	64	3.677.646	-5.378.935	24
494	64	3.763.142	-5.119.545	25
495	64	3.704.885	-5.002.729	26
496	64	3.652.599	-4.803.355	27
497	64	3.549.635	-4.686.143	28
498	64	3.499.682	-4.517.904	29
499	64	3.522.366	-4.376.398	30
500	64	3.604.988	-4.278.455	31
501	64	3.655.047	-4.157.103	32
502	64	3.660.482	-3.968.689	33
503	64	3644.88	-3.708.751	34
504	64	3.688.829	-3.582.279	35
505	65	10800.86	-2.925.194	1
506	65	11083.92	1.602.539	2
507	65	9.829.383	4.468.981	3
508	65	8.192.457	6.228.354	4
509	65	6.829.733	5.321.941	5
510	65	6.951.432	5.251.268	6
511	65	6.941.829	5.172.328	7
512	65	6811.88	5.100.903	8
513	65	6.819.083	4.539.667	9
514	65	6.806.583	4.310.603	10
515	65	6.711.197	4.140.312	11
516	65	6363.06	3.670.997	12
517	65	6.199.135	3.580.954	13
518	65	5.984.417	3.373.162	14
519	65	5.538.818	3.359.309	15
520	65	5534.2	3068.4	16
521	65	5.598.847	3.063.782	17
522	65	5.603.464	2.735.932	18
523	65	5.478.789	2.636.654	19
524	65	5.453.392	2.440.406	20
525	65	5.374.893	2.234.922	21
526	65	5.231.747	2.135.643	22
527	65	5.065.513	2.087.159	23
528	65	5.026.932	1.999.566	24
529	65	4.900.191	1.903.811	25
530	65	4.902.424	1.788.464	26
531	65	4.832.824	1.787.398	27
532	65	4.833.424	1.657.359	28
533	65	4.926.649	1.634.569	29
534	65	5.047.363	1.498.698	30
535	65	5.137.058	1.478.739	31
536	65	5.243.079	1.240.016	32
537	65	5355.63	1164.55	33
538	65	5365.33	1.074.391	34
539	65	5.425.639	1.077.287	35
540	65	5.508.804	1.274.461	36
541	65	5.584.085	1.341.396	37
542	65	5.700.434	1418.76	38
543	65	5.903.608	1.423.378	39
544	65	6.002.887	1.343.724	40
545	65	6132.18	1.290.622	41
546	65	6.160.248	1.134.976	42
547	65	6.319.284	9.017.072	43
548	65	6.326.688	8.007.272	44
549	65	6.235.897	7.933.752	45
550	65	6.235.151	5.724.589	46
551	65	6.106.266	4.623.656	47
552	65	6.108.983	3.441.913	48
553	65	5.967.399	2.687.299	49
554	65	5.951.645	1.286.219	50
555	65	5.946.281	-1.961.904	51
556	65	6.090.989	-1.954.613	52
557	65	6.209.146	-1.104.614	53
558	65	6.293.825	-970.337	54
559	65	6.400.437	-3.952.706	55
560	65	6.572.851	232.274	56
561	65	6.798.349	2.374.099	57
562	65	7.115.906	4.186.506	58
563	65	7.461.346	4.379.132	59
564	65	7.481.143	5.404.852	60
565	65	9.069.089	5.356.438	61
566	66	5.987.909	3.373.601	1
567	66	6.192.289	3.570.726	2
568	66	6.366.434	3.676.235	3
569	66	6.601.523	3.983.157	4
570	66	6.715.803	4.139.884	5
571	66	6.807.227	4.316.202	6
572	66	6.817.022	4.557.822	7
573	66	6.810.492	5.103.101	8
574	66	6.944.363	5.161.874	9
575	66	6.950.893	5.250.032	10
576	66	6.826.818	5.324.734	11
577	66	8.191.646	6.226.308	12
578	66	6.087.534	9.000.339	13
579	66	4.688.712	6.499.228	14
580	66	4.675.091	6.004.279	15
581	66	4.727.333	5.955.302	16
582	66	4.724.069	5681.03	17
583	66	4.629.379	5.498.183	18
584	66	4.626.114	4.943.108	19
585	66	4.567.342	4.933.313	20
586	66	4.560.812	4.711.284	21
587	66	4.517.244	4.671.542	22
588	66	4.521.862	4.631.964	23
589	66	4.564.077	4613.33	24
590	66	4.583.832	4.264.752	25
591	66	4677.94	4.128.422	26
592	66	4.825.151	3978.24	27
593	66	4.954.376	3.884.343	28
594	66	5.179.563	3.690.579	29
595	66	5.346.194	3.481.843	30
596	66	5.543.674	3.357.808	31
597	67	9062.05	5.379.526	1
598	67	7.478.212	5.448.789	2
599	67	7.462.049	4.386.739	3
600	67	7.122.656	4.155.859	4
601	67	6.799.424	2.354.993	5
602	67	6.573.162	2.308.816	6
603	67	6.402.301	-2.562.706	7
604	67	6294.65	-9.613.303	8
605	67	6.206.267	-110.002	9
606	67	6.092.485	-194.289	10
607	67	5.939.454	-1.954.594	11
608	67	5.738.425	-1.878.394	12
609	67	5.676.277	-300.758	13
610	67	5.677.798	-9.018.149	14
611	67	5.719.357	-1.007.604	15
612	67	5.765.853	-1081.35	16
613	67	5.763.612	-1.199.223	17
614	67	5.929.005	-1.205.193	18
615	67	5.942.858	-1.533.043	19
616	67	6.058.298	-1.533.043	20
617	67	6.088.313	-1.646.174	21
618	67	6.106.783	-1886.29	22
619	67	6.303.031	-1.909.378	23
620	67	6.303.031	-2.124.096	24
621	67	6.469.265	-2.101.008	25
622	67	6.566.235	-2.276.477	26
623	67	6.501.588	-2.368.829	27
624	67	6.506.206	-2.641.268	28
625	67	6.635.499	-2.673.591	29
626	67	6.635.499	-4026.55	30
627	67	7.129.583	-4.038.093	31
628	67	7.136.509	-4.264.356	32
629	67	9.055.123	-4.278.208	33
630	67	10117.96	-2.667.061	34
631	67	10790.6	-3.112.976	35
632	68	5.477.205	2.632.636	1
633	68	5.605.501	2.736.776	2
634	68	5.603.464	3.063.782	3
635	68	5.538.818	3068.4	4
636	68	5.543.436	3.361.618	5
637	68	5.349.496	3.486.292	6
638	68	5.178.645	3.691.777	7
639	68	4.947.765	3.888.025	8
640	68	4.818.472	3.984.994	9
641	68	4.677.635	4.130.449	10
642	68	4586.14	4.263.399	11
643	68	4361.57	4260.57	12
644	68	4270.87	4.195.171	13
645	68	4.240.855	3.734.939	14
646	68	4.215.759	3267.04	15
647	68	4.092.264	3.188.912	16
648	68	4071.04	3.098.305	17
649	68	4.050.986	2.898.939	18
650	68	4.038.621	2.606.089	19
651	68	4.103.692	2.588.943	20
652	68	4.110.222	2.451.807	21
653	68	4.263.684	2.298.346	22
654	68	4.263.684	2.157.945	23
655	68	4.227.767	2046.93	24
656	68	4.182.055	2.033.869	25
657	68	4.208.176	1.798.779	26
658	68	4.276.744	1.730.212	27
659	68	4.544.486	1.733.477	28
660	68	4.613.054	1.798.779	29
661	68	4.833.798	1.789.544	30
662	68	4.903.623	1.787.903	31
663	68	4.904.143	1.899.451	32
664	68	5.032.508	2.002.854	33
665	68	5.057.961	2.086.243	34
666	68	5.218.785	2.133.688	35
667	68	5.374.227	2229.7	36
668	68	5.454.841	2.435.324	37
669	69	9.052.687	-4.283.141	1
670	69	7.133.605	-4.262.198	2
671	69	7.133.521	-4.035.556	3
672	69	6.634.175	-4.028.629	4
673	69	6.634.175	-2.667.931	5
674	69	6.500.304	-2.645.075	6
675	69	6.500.304	-2.364.273	7
676	69	6.560.989	-2.279.939	8
677	69	6.467.653	-2.103.062	9
678	69	6.299.806	-2.125.194	10
679	69	6.300.762	-1.906.526	11
680	69	6.102.914	-1.889.323	12
681	69	6.085.795	-1.640.504	13
682	69	6.062.775	-1.534.928	14
683	69	5938.7	-1.531.663	15
684	69	5.928.905	-1.201.883	16
685	69	5.760.306	-1.199.575	17
686	69	5710.14	-1231.27	18
687	69	5.524.027	-1231.27	19
688	69	5.497.906	-1.201.883	20
689	69	5.396.687	-1.201.883	21
690	69	5.285.672	-1.100.664	22
691	69	5.034.256	-1.097.399	23
692	69	5.034.256	-1.394.527	24
693	69	4.861.204	-1.440.239	25
694	69	4734.82	-1.338.623	26
695	69	4.660.346	-1.369.846	27
696	69	4.689.488	-1.472.088	28
697	69	4.773.968	-1.614.421	29
698	69	4.707.743	-1.645.942	30
699	69	4.679.907	-1.845.116	31
700	69	4.662.977	-2.375.025	32
701	69	4.574.954	-2378.32	33
702	69	4541.22	-2.481.818	34
703	69	4.459.592	-2.514.469	35
704	69	4.440.001	-2.716.908	36
705	69	4.443.267	-2.906.286	37
706	69	4.459.592	-3.190.354	38
707	69	4.524.895	-3.213.209	39
708	69	4.694.682	-3.484.216	40
709	69	4.844.878	-3.732.366	41
710	69	4.939.567	-3.751.958	42
711	69	4.988.544	-3.833.585	43
712	69	5.017.931	-4.163.365	44
713	69	5.138.741	-4.277.645	45
714	69	5.142.006	-4.431.106	46
715	69	5239.96	-4.571.507	47
716	69	5461.99	-4.581.303	48
717	69	5.530.558	-4.633.544	49
718	69	5.528.249	-4.828.927	50
719	69	5.914.027	-6.072.097	51
720	69	7.772.077	-5.445.669	52
721	70	5.738.217	-1.877.587	1
722	70	5.939.454	-1.954.594	2
723	70	5.951.502	132.375	3
724	70	5.965.064	2.696.843	4
725	70	6105.61	3.411.936	5
726	70	6.105.602	4.667.682	6
727	70	6236.04	5.761.809	7
728	70	6234.77	7.958.802	8
729	70	6.330.376	7.984.246	9
730	70	6.321.197	9.014.272	10
731	70	6161.88	1.132.667	11
732	70	6.131.026	1.289.468	12
733	70	5998.27	1352.96	13
734	70	5.902.454	1.424.532	14
735	70	5.702.743	1.417.606	15
736	70	5.583.806	1.342.749	16
737	70	5580.45	1.339.693	17
738	70	5.508.804	1.274.461	18
739	70	5.477.634	1.199.424	19
740	70	5.425.687	1.074.749	20
741	70	5.363.349	1.071.286	21
742	70	5.139.395	9.281.402	22
743	70	5.079.366	7.619.063	23
744	70	5.079.366	5.448.789	24
745	70	5.208.659	4.617.619	25
746	70	5.190.189	7.850.095	26
747	70	5.023.955	-2.170.257	27
748	70	5.023.955	-2.170.257	28
749	70	4.853.104	-434.053	29
750	70	4.839.251	-9.512.249	30
751	70	5.037.808	-1.098.988	31
752	70	5.282.541	-1.103.606	32
753	70	5.402.599	-1.200.575	33
754	70	5.494.951	-1.200.575	34
755	70	5.536.509	-1.232.899	35
756	70	5.711.978	-1.228.281	36
757	70	5.760.347	-1.197.591	37
758	70	5.762.483	-1.071.322	38
759	70	5.715.931	-9.991.926	39
760	70	5.674.645	-899.606	40
761	70	5.677.314	-3.010.127	41
1068	139	1750.57	-5941.63	1
1069	139	1504.41	-5707.79	2
1070	139	1030.57	-5633.94	3
1071	139	144.414	-5707.79	4
1072	139	-470.971	-6120.09	5
1073	139	-895.586	-6286.25	6
1074	139	-1375.59	-6255.48	7
1075	139	-1966.36	-5978.55	8
1076	139	-2169.43	-5486.25	9
1077	139	-1824.82	-4489.32	10
1078	139	-1252.51	-4107.79	11
1079	139	-729.432	-4003.17	12
1080	139	397.987	-3732.4	13
1081	139	938.26	-3769.32	14
1082	139	1418.26	-3849.32	15
1083	139	1855.18	-3781.63	16
1084	139	2316.72	-3849.32	17
1085	139	2482.88	-4169.32	18
1086	139	2575.18	-4581.63	19
1087	139	2550.57	-5012.4	20
1088	139	2384.41	-5412.4	21
1089	139	2107.49	-5787.79	22
1090	140	1756.58	-3881.71	1
1091	140	2302.22	-4060.17	2
1092	140	2347.35	-4484.79	3
1093	140	2539.15	-4761.71	4
1094	140	2519.66	-4923.76	5
1095	140	2415.04	-5034.53	6
1096	140	2304.27	-5385.3	7
1097	140	2304.27	-5385.3	8
1098	140	2220.17	-5467.35	9
1099	140	1897.09	-4974.02	10
1100	140	1732.99	-4615.04	11
1101	140	1435.56	-4508.38	12
1102	140	1400.68	-4120.68	13
1103	140	1658.12	-3943.25	14
1104	141	1752.04	-5942.97	1
1105	141	2106.22	-5784.33	2
1106	141	2385.2	-5413.05	3
1107	141	2531.18	-5005.87	4
1108	141	2555.45	-4580.23	5
1109	141	2483.66	-4169.29	6
1110	141	2313.4	-3848.61	7
1111	141	1669.98	-3808.95	8
1112	141	1847.08	-3657.15	9
1113	141	2281.27	-3579.21	10
1114	141	2852.21	-3741.26	11
1115	141	3073.06	-3936.13	12
1116	141	3281.08	-3997.41	13
1117	141	3846.46	-3894.97	14
1118	141	4312.04	-4674.59	15
1119	141	4758.57	-5184.52	16
1120	141	5120.48	-5435.33	17
1121	141	5333.82	-6067.13	18
1122	141	5407.66	-7306.1	19
1123	141	5136.89	-8266.1	20
1124	141	3865.1	-8766.62	21
1125	141	2593.3	-8594.31	22
1126	141	1584.07	-7823.03	23
1127	141	1329.71	-7232.26	24
1128	142	1737.44	-3743.59	1
1129	142	1474.87	-3329.23	2
1130	142	1259.49	-2471.79	3
1131	142	1195.9	-1940.51	4
1132	142	1366.16	-1273.85	5
1133	142	1567.18	-861.538	6
1134	142	1817.44	-410.256	7
1135	142	1682.05	356.923	8
1136	142	2225.64	806.154	9
1137	142	2859.49	1095.39	10
1138	142	2957.95	2221.54	11
1139	142	3610.26	2910.77	12
1140	142	4767.18	2289.23	13
1141	142	4391.8	1372.31	14
1142	142	4293.33	664.616	15
1143	142	4213.33	-147.692	16
1144	142	3850.26	-529.23	17
1145	142	3573.33	-713.846	18
1146	142	3345.64	-1070.77	19
1147	142	3616.41	-1304.61	20
1148	142	3626.67	-1776.41	21
1149	142	3407.18	-2853.33	22
1150	142	3513.85	-3417.44	23
1151	142	3874.87	-3891.28	24
1152	142	3238.98	-3993.85	25
1153	142	2845.13	-3751.79	26
1154	142	2285.13	-3583.59	27
1163	145	1.753.552	-2.619.193	1
1164	145	1.597.655	-2.393.552	2
1165	145	1.581.245	-2151.5	3
1166	145	1.306.373	-1.880.731	4
1167	145	9.904.755	-2.024.321	5
1168	145	8.345.782	-1.876.629	6
1169	145	9.535.526	-1.113.552	7
1170	145	1.466.374	-6.745.774	8
1171	145	1.958.681	-7.197.054	9
1172	145	2.159.707	-1.240.731	10
1173	145	2.807.911	-1.199.706	11
1174	145	3173.04	-1.367.911	12
1175	145	3.127.911	-1.810.988	13
1176	145	2.963.809	-2.204.834	14
1177	145	2.721.758	-2.385.347	15
1178	145	2.377.142	-2.446.885	16
1179	145	2.094.066	-2.664.321	17
1180	146	1.762.929	-2.610.623	1
1181	146	1.701.391	-2850.11	2
1182	146	1.541.904	-2.957.802	3
1183	146	1.471.647	-3.077.802	4
1184	146	1.273.698	-3.095.751	5
1185	146	1.042.929	-3120.88	6
1186	146	9.383.138	-2.928.059	7
1187	146	8.624.164	-2.454.213	8
1188	146	9.844.677	-2.010.623	9
1189	146	1.310.622	-1.861.905	10
1190	146	1.609.083	-2.135.751	11
1191	146	1.610.109	-2.391.136	12
1192	147	-9829.61	-2812.31	1
1193	147	-10617.3	-3335.39	2
1194	147	-11805	-3193.85	3
1195	147	-12641.9	-2246.16	4
1196	147	-12598.8	473.845	5
1197	147	-11909.6	1673.85	6
1198	147	-10925	2012.31	7
1199	147	-10241.9	1544.61	8
1200	147	-9804.99	935.384	9
1201	147	-9152.68	890.255	10
1202	147	-8670.63	830.768	11
1203	147	-8399.86	1122.05	12
1204	147	-8161.91	843.076	13
1205	147	-8297.3	233.845	14
1206	147	-8155.76	-203.078	15
1207	147	-8346.53	-843.078	16
1208	147	-8401.91	-1766.15	17
1209	147	-8814.22	-1901.54	18
1210	147	-9343.45	-1963.08	19
1211	147	-9608.07	-2332.31	20
1363	153	-727.913	-4010.84	1
1364	153	-1232.53	-4119.56	2
1365	153	-1798.68	-4509.31	3
1366	153	-2262.27	-4503.15	4
1367	153	-2535.09	-4156.48	5
1368	153	-2368.94	-3729.82	6
1369	153	-2377.14	-3391.36	7
1370	153	-2225.35	-3044.69	8
1371	153	-2701.25	-2605.72	9
1372	153	-3255.09	-2523.66	10
1373	153	-3689.96	-2492.9	11
1374	153	-4510.48	-2613.92	12
1375	153	-4789.45	-3032.38	13
1376	153	-5084.84	-3065.2	14
1377	153	-5125.86	-2792.38	15
1378	153	-4871.5	-2244.69	16
1379	153	-4604.84	-1854.95	17
1380	153	-4565.86	-1528.79	18
1381	153	-4457.14	-1237.51	19
1382	153	-4069.45	-1048.79	20
1383	153	-3903.3	-636.485	21
1384	153	-3640.73	-868.28	22
1385	153	-3353.55	-1120.59	23
1386	153	-3049.96	-1399.56	24
1387	153	-2442.79	-1555.46	25
1388	153	-2046.89	-1454.95	26
1389	153	-1546.37	-1186.23	27
1390	153	-1056.12	-1276.48	28
1391	153	-748.426	-1227.25	29
1392	153	-364.836	-747.254	30
1393	153	-202.209	-960.588	31
1394	153	199.266	-1202.64	32
1395	153	463.882	-864.177	33
1396	153	1030.04	-847.767	34
1397	153	1542.86	-864.177	35
1398	153	1224.91	-1932.9	36
1399	153	1275.16	-2470.33	37
1400	153	1504.91	-3318.54	38
1401	153	1772.6	-3790.33	39
1402	153	1463.88	-3865.2	40
1403	153	950.035	-3795.46	41
1404	153	597.791	-3746.23	42
1405	154	-1852.3	-2726.16	1
1406	154	-2023.59	-2738.46	2
1407	154	-2168.21	-2768.21	3
1408	154	-2309.74	-2596.92	4
1409	154	-2121.03	-2270.77	5
1410	154	-1860.51	-2006.15	6
1411	154	-1649.23	-1616.41	7
1412	154	-1380.51	-1571.28	8
1413	154	-980.513	-1634.87	9
1414	154	-869.744	-1776.41	10
1415	154	-1042.05	-1897.44	11
1416	154	-1175.38	-2024.62	12
1417	154	-1234.87	-2227.69	13
1418	154	-1304.62	-2416.41	14
1419	154	-1415.38	-2586.67	15
1420	154	-1585.64	-2687.18	16
1421	155	-5817.43	-7440	1
1422	155	-6106.66	-6412.31	2
1423	155	-6131.28	-5113.85	3
1424	155	-6042.05	-4378.46	4
1425	155	-5597.95	-4.469.741	5
1426	155	-5380.51	-4271.8	6
1427	155	-5074.87	-4214.36	7
1428	155	-4802.05	-4072.82	8
1429	155	-4758.46	-3770.97	9
1430	155	-4435.97	-3344.82	10
1431	155	-4195.12	-3523.41	11
1432	155	-4119.82	-3858.28	12
1433	155	-3928.98	-4088.65	13
1434	155	-3659.49	-4134.36	14
1435	155	-3507.69	-4086.15	15
1436	155	-3.332.947	-3.682.433	16
1437	155	-3.091.219	-3599.98	17
1438	155	-2927.16	-3.406.878	18
1439	155	-2.796.214	-3.322.434	19
1440	155	-2.563.221	-3.373.371	20
1441	155	-2.437.818	-3.700.167	21
1442	155	-2168.2	-4264.62	22
1443	155	-1657.43	-4904.62	23
1444	155	-1546.66	-5809.23	24
1445	155	-1860.51	-6775.38	25
1446	155	-2518.97	-7520	26
1447	155	-3355.9	-7969.23	27
1448	155	-4752.82	-8055.39	28
1449	156	4790.7	-5091.45	1
1450	156	4372.69	-4599.98	2
1451	156	3846.15	-3891.51	3
1452	156	3517.95	-3412.54	4
1453	156	3408.2	-2853.56	5
1454	156	3542.56	-2178.69	6
1455	156	4065.64	-2353.57	7
1456	156	4381.54	-1639.2	8
1457	156	4763.08	-1302.79	9
1458	156	5157.95	-1120.23	10
1459	156	5420.51	-1277.15	11
1460	156	5653.33	-1979.72	12
1461	156	5805.13	-2467.92	13
1462	156	5899.49	-2976.64	14
1463	156	5948.72	-3333.56	15
1464	156	5876.92	-3782.79	16
1465	156	5671.79	-4008.43	17
1466	156	5374.36	-4065.87	18
1467	156	5124.1	-4096.64	19
1468	156	5064.61	-4428.95	20
1469	156	4973.84	-5044.4	21
1470	157	-935.384	883.418	1
1471	157	-1107.69	683.076	2
1472	157	-1218.46	625.64	3
1473	157	-1366.84	740.512	4
1474	157	-1485.13	574.356	5
1475	157	-1718.97	373.331	6
1476	157	-2166.15	266.664	7
1477	157	-2543.59	459.485	8
1478	157	-2888.2	828.715	9
1479	157	-3138.46	1456.41	10
1480	157	-3130.26	2235.9	11
1481	157	-2884.1	2691.28	12
1482	157	-2543.59	3023.59	13
1483	157	-2043.08	3261.54	14
1484	157	-785.64	3222.56	15
1485	157	-239.999	2910.77	16
1486	157	-301.537	2547.69	17
1487	157	-539.486	2246.15	18
1488	157	-660.512	1903.59	19
1489	157	-766.495	1602.73	20
1490	157	-780.17	1480.34	21
1491	157	-886.837	1360	22
1492	157	-905.299	1237.61	23
1493	157	-845.811	1015.38	24
1494	158	1583.59	661.882	1
1495	158	1513.85	485.471	2
1496	158	1202.05	173.677	3
1497	158	8.061.551	382.919	4
1498	158	557.95	444.446	5
1499	158	418.463	540.856	6
1500	158	123.088	554.189	7
1501	158	-365.127	481.369	8
1502	158	-510.768	537.779	9
1503	158	-634.871	652.651	10
1504	158	-853.332	1015.73	11
1505	158	-9.117.941	1237.27	12
1506	158	-894.358	1363.42	13
1507	158	-785.64	1478.29	14
1508	158	-774.358	1605.47	15
1509	158	-660.512	1910.09	16
1510	158	-551.794	2255.73	17
1511	158	-313.845	2553.16	18
1512	158	-252.307	2905.98	19
1513	158	927.181	3558.29	20
1514	158	2139.49	3344.96	21
1515	158	2512.82	2499.83	22
1516	158	1835.9	2694.7	23
1517	158	1526.15	2407.52	24
1518	158	1456.41	1872.14	25
1519	158	1530.26	1342.91	26
1520	158	1612.31	1022.91	27
1521	159	-3628.72	-673.846	1
1522	159	-3574.36	-136.411	2
1523	159	-3427.69	366.153	3
1524	159	-2847.18	463.589	4
1525	159	-2322.05	455.384	5
1526	159	-2016.41	499.487	6
1527	159	-1790.77	460.512	7
1528	159	-1605.13	583.589	8
1529	159	-1234.87	650.256	9
1530	159	-758.975	627.692	10
