field0	field1	field2	field3	field4	field5	field6	field7	field8	field9
167	zzOLD__MoltenBlast_Impact	Particles\MoltenBlast_Impact.mdl	1	1	0.01	100	0	1	0
168	Brilliance Aura Base	Spells\BrillianceAura.mdl	1	1	0.01	100	0	1	0
169	SummonPet Cast Impact Base	Spells\SummonPet_Cast_Impact_Base.mdx	1	1	0.01	100	0	1	0
170	Summon Precast Hand	Spells\Summon_PreCast_Hand.mdx	1	1	0.01	100	0	1	0
171	Mining Pick	Spells\MiningPick_SpellObject.mdx	1	1	0.01	100	0	1	0
172	zzOLD__FrostNova_AE	Particles\FrostNova_AE_Impact.mdl	50	1	0.01	100	0	1	0
173	LightningShield Impact Base	Spells\LightningShield_Impact_Base.mdx	1	1	0.01	100	0	1	0
174	zzOLD__Fizzle Physical	Particles\Physical_Fizzle_Hand.mdl	1	1	0.01	100	0	1	0
175	zzOLD__Fizzle Holy	Particles\Holy_Fizzle_Hand.mdl	1	1	0.01	100	0	1	0
176	zzOLD__Fizzle Fire	Particles\Fire_Fizzle_Hand.mdl	1	1	0.01	100	0	1	0
177	zzOLD__Fizzle Nature	Particles\Nature_Fizzle_Hand.mdl	1	1	0.01	100	0	1	0
178	zzOLD__Fizzle Frost	Particles\Frost_Fizzle_Hand.mdl	1	1	0.01	100	0	1	0
179	zzOLD__Fizzle Shadow	Particles\Shadow_Fizzle_Hand.mdl	1	1	0.01	100	0	1	0
180	zzOLD__DivineSmite_Precast_Base	Particles\DivineSmite_Precast_Base.mdl	1	1	0.01	100	0	1	0
181	zzOLD__DivineSmite_Impact_Chest	Particles\DivineSmite_Impact_Chest.mdl	1	1	0.01	100	0	1	0
182	zzOLD__DivineSmite Impact Base	Particles\DivineSmite_Impact_Base.mdl	1	1	0.01	100	0	1	0
183	Combat Blood Spurt Front Small Green	Particles\BloodSpurts\BloodSpurtGreen.mdl	1	1	0.01	100	0	1	0
184	Combat Blood Spurt Front Large Green	Particles\BloodSpurts\BloodSpurtGreenLarge.mdl	1	1	0.01	100	0	1	0
187	FireShield Impact Head	Spells\FireShield_Impact_Head.mdx	1	1	0.01	100	0	1	0
188	FireBolt Missile Low	Spells\FireBolt_Missile_Low.mdx	1	1	0.01	100	0	1	0
189	Clayon Test Impact	Spells\Druid_Berserk.mdx	1	1	0.01	100	0	1	0
190	BlessingofStrength Base	Spells\BlessingofStrength_Base.mdx	1	1	0.01	100	0	1	0
191	BlessingofAgility Base	Spells\BlessingofAgility_Base.mdx	1	1	0.01	100	0	1	0
192	Invisible Cube	spells\invisible.mdx	1	1	0.01	100	0	1	0
193	BlessingofStamina Base	Spells\BlessingofStamina_Base.mdx	1	1	0.01	100	0	1	0
194	zzOLD__Blessing Stamina Impact Base 3	Spells\BlessingofStamina_Base.mdx	1	1	0.01	100	0	1	0
195	BlessingofProtection Base	Spells\BlessingofProtection_Base.mdx	1	1	0.01	100	0	1	0
196	Arcane Torrent Cast	Spells\ArcaneTorrent.mdx	1	1	0.01	100	0	1	0
197	zzOLD__Holy Light Impact Base	Particles\HolyLight_Impact_Base.mdl	1	1	0.01	100	0	1	0
198	zzOLD__InnerFire Impact Base	Particles\InnerFire_Impact_Base.mdl	1	1	0.01	100	0	1	0
200	HARDCODED Footstep Water Run Spray	Particles\FootstepSprayWater.mdl	1	1	0.01	100	0	1	0
201	HARDCODED Footstep Water Walk Spray	Particles\FootstepSprayWaterWalk.mdl	1	1	0.01	100	0	1	0
202	zzOLD__Character Morph Effect	Particles\MorphFX.mdl	1	1	0.01	100	0	1	0
205	zzOLD__Frost_Precast_High_Hand	Particles\Frost_Precast_High_Hand.mdl	1	1	0.01	100	0	1	0
206	zzOLD__Frost_Precast_Med_Hand	Particles\Frost_Precast_Med_Hand.mdl	1	1	0.01	100	0	1	0
207	zzOLD__Frost_Precast_Uber_Hand	Particles\Frost_Precast_Uber_Hand.mdl	1	1	0.01	100	0	1	0
208	zzOLD__Frost_Precast_High_Base	Particles\Frost_Precast_High_Base.mdl	1	1	0.01	100	0	1	0
210	zzOLD__Frost_Precast_Uber_Base	Particles\Frost_Precast_Uber_Base.mdl	1	1	0.01	100	0	1	0
211	Holy Precast Uber Base	Spells\Holy_Precast_Uber_Base.mdx	1	1	0.01	100	0	1	0
212	Fire ImpactDD High Chest	Spells\Fire_ImpactDD_High_Chest.mdx	0	1	0.01	100	0	1	0
213	Fire ImpactDD High Base	Spells\Fire_ImpactDD_High_Base.mdx	1	1	0.01	100	0	1	0
214	Ice ImpactDD Med Chest	Spells\Ice_ImpactDD_Med_Chest.mdx	1	1	0.01	100	0	1	0
215	Swipe Caster	Spells\SwipeCaster.mdx	1	1	0.01	100	0	1	0
216	Ice ImpactDD Uber Chest	Spells\Ice_ImpactDD_Uber_Chest.mdx	1	1	0.01	100	0	1	0
217	Fire ImpactDD Low Chest	Spells\Fire_ImpactDD_Low_Chest.mdx	1	1	0.01	100	0	1	0
218	Fire ImpactDD Med Chest	Spells\Fire_ImpactDD_Med_Chest.mdx	1	1	0.01	100	0	1	0
219	Fire ImpactDD Uber Base	Spells\Fire_ImpactDD_Uber_Base.mdx	1	1	0.01	100	0	1	0
220	Fire ImpactDD Uber Chest	Spells\Fire_ImpactDD_Uber_Chest.mdx	1	1	0.01	100	0	1	0
221	Ice Precast High Head	Spells\Ice_Precast_High_Head.mdx	1	1	0.01	100	0	1	0
222	Holy ImpactDD High Base	Spells\Holy_ImpactDD_High_Base.mdx	1	1	0.01	100	0	1	0
223	DeathCoil Impact Chest	spells\DeathCoil_Impact_Chest.mdx	1	1	0.01	100	0	1	0
224	Holy Missile Low	Spells\Holy_Missile_Low.mdx	1	1	0.01	100	0	1	0
225	Holy Missile Med	Spells\Holy_Missile_Med.mdx	1	1	0.01	100	0	1	0
226	Holy Missile High	Spells\Holy_Missile_High.mdx	1	1	0.01	100	0	1	0
227	Holy Missile Uber	Spells\Holy_Missile_Uber.mdx	1	1	0.01	100	0	1	0
228	BloodyExplosion	Spells\BloodyExplosion.mdx	1	1	0.01	100	0	1	0
229	Flamestrike ImpactDD Med Base	Spells\FlameStrike_ImpactDD_Med_Base.mdx	1	1	0.01	100	0	1	0
230	Poison ImpactDot Med Chest	Spells\Poison_ImpactDot_Med_Chest.mdx	1	1	0.01	100	0	1	0
231	Ice Missile Low	Spells\Ice_Missile_Low.mdx	1	1	0.01	100	0	1	0
232	Ice Missile Med	Spells\Ice_Missile_Med.mdx	1	1	0.01	100	0	1	0
233	Ice Missile High	Spells\Frostbolt.mdx	1	1	0.01	100	0	1	0
234	Ice Missile Uber	Spells\Ice_Missile_Uber.mdx	1	1	0.01	100	0	1	0
235	zzOLD__Ice ImpactDOT Low Base	Spells\Ice_ImpactDOT_Low.mdx	1	1	0.01	100	0	1	0
236	Poison StateDot Med Base	Spells\Poison_ImpactDot_Med_Base.mdx	1	1	0.01	100	0	1	0
237	FireStrike Missile Low	Spells\FireStrike_Missile_Low.mdx	0	1	0.01	100	0	1	0
238	FrostArmor Low Head	Spells\FrostArmor_Low_Head.mdx	1	1	0.01	100	0	1	0
239	Shadow ImpactBuff Base	Spells\Shadow_ImpactBuff_Base.mdx	1	1	0.01	100	0	1	0
240	Dispel Low Base	Spells\Dispel_Low_Base.mdx	1	1	0.01	100	0	1	0
241	DemonArmor Impact Head	Spells\DemonArmor_Impact_Head.mdx	1	1	0.01	100	0	1	0
242	Item - Potion Healing	Spells\PotionA_SpellObject.mdx	1	1	0.01	100	0	1	0
243	PotionB SpellObject	Spells\PotionB_SpellObject.mdx	1	1	0.01	100	0	1	0
244	HolyLight Low Head	Spells\HolyLight_Low_Head.mdx	1	1	0.01	100	0	1	0
245	LayonHands Low Chest	Spells\LayonHands_Low_Chest.mdx	1	1	0.01	100	0	1	0
246	LayonHands Low Head	Spells\LayonHands_Low_Head.mdx	1	1	0.01	100	0	1	0
247	HolyWordHeal Base	Spells\HolyWordHeal_Base.mdx	1	1	0.01	100	0	1	0
248	Greater Heal Low Base	Spells\GreaterHeal_Low_Base.mdx	1	1	0.01	100	0	1	0
249	Heal Low Base	Spells\Heal_Low_Base.mdx	1	1	0.01	100	0	1	0
251	Corruption State Base	Spells\Corruption_ImpactDot_Med_Base.mdx	1	1	0.01	100	0	1	0
252	Fire DOT State Chest	Spells\Fire_DOT_State_Chest.mdx	1	1	0.01	100	0	1	0
253	Nullify base	Spells\Nullify_base.mdx	1	1	0.01	100	0	1	0
254	ChainsofIce Low Base	Spells\ChainsofIce_Low_Base.mdx	1	1	0.01	100	0	1	0
255	Sleep State Head	Spells\Sleep_State_Head.mdx	1	1	0.01	100	0	1	0
256	Dynamite Lit	Spells\DynamiteA_SpellObject.mdx	1	1	0.01	100	0	1	0
257	Bomb Explosion	Spells\Bomb_ExplosionA.mdx	1	1	0.01	100	0	1	0
258	Dynamite Missile	Spells\DynamiteA_Missile.mdx	1	1	0.01	100	0	1	0
259	Frostbolt Missile	spells\frostbolt.mdx	1	1	0.01	100	0	1	0
260	SealofMight Low Base	Spells\SealofMight_Low_Base.mdx	1	1	0.01	100	0	1	0
261	BurningSpirit Impact Base	Spells\BurningSpirit_Impact_Base.mdx	1	1	0.01	100	0	1	0
262	DivineShield Low Chest	Spells\DivineShield_Low_Chest.mdx	1	1	0.01	100	0	1	0
263	DivineShield Low Base	Spells\DivineShield_Low_Base.mdx	1	1	0.01	100	0	1	0
264	BurningIntellect Impact Base	Spells\BurningIntellect_Impact_Base.mdx	1	1	0.01	100	0	1	0
265	ArcaneIntellect Impact Base	Spells\ArcaneIntellect_Impact_Base.mdx	1	1	0.01	100	0	1	0
266	Taunt Head	Spells\Taunt_Head.mdx	1	1	0.01	100	0	1	0
267	Conjure Item	Spells\ConjureItem.mdx	0	1	0.01	100	0	1	0
268	Devotion Aura Base	Spells\DevotionAura_Base.mdx	1	1	0.01	100	0	1	0
269	Conjure Item Cast	Spells\ConjureItemCast.mdx	1	1	0.01	100	0	1	0
270	Soul Funnel Impact Chest	Spells\SoulFunnel_Impact_Chest.mdx	1	1	0.01	100	0	1	0
271	Mana Funnel Impact Chest	Spells\ManaFunnel_Impact_Chest.mdx	1	1	0.01	100	0	1	0
272	Magic PreCast Hand	Spells\Magic_PreCast_Hand.mdx	1	1	0.01	100	0	1	0
273	Rake	Spells\Rake.mdx	1	1	0.01	100	0	1	0
274	Anti-Shadow Impact Base	Spells\AntiShadow_Impact_Base.mdx	1	1	0.01	100	0	1	0
276	Bestow Disease Impact Chest	Spells\BestowDisease_Impact_Chest.mdx	1	1	0.01	100	0	1	0
277	Create Soulstone Cast	Spells\CreateSoulstone_Cast.mdx	1	1	0.01	100	0	1	0
278	RetributionAura Base	Spells\RetributionAura_Base.mdx	1	1	0.01	100	0	1	0
279	Resurrection Low Base	Spells\Resurrection_Low_Base.mdx	0	1	0.01	100	0	1	0
280	Polymorph Impact	Spells\Polymorph_Impact.mdx	1	1	0.01	100	0	1	0
281	LightningBolt Impact Chest	Spells\LightningBolt_Impact_Chest.mdx	1	0.35	0.01	100	0	1	0
282	Frost Nova Area	Spells\Frost_Nova_area.mdx	1	1	0.01	100	0	1	0
284	Frost Nova state	Spells\Frost_Nova_state.mdx	1	1	0.01	100	0	1	0
285	Immolate State	Spells\Immolate_State.mdx	1	1	0.01	100	0	1	0
286	Maul Impact	Spells\MaulImpact.mdx	1	1	0.01	100	0	1	0
287	Fire Precast Hand	Spells\Fire_Precast_Hand.mdx	0	1	0.01	100	0	1	0
288	Fire Cast Hand	Spells\Fire_Cast_Hand.mdx	0	1	0.01	100	0	1	0
289	Harm Undead Aura Base	Spells\HarmUndeadAura_Base.mdx	1	1	0.01	100	0	1	0
290	Maul Cast Base	Spells\MaulCasterBase.mdx	1	1	0.01	100	0	1	0
291	Nature Precast Chest	Spells\Nature_Precast_Chest.mdx	0	1	0.01	100	0	1	0
292	Flamestrike Area	Spells\Flamestrike_Area.mdx	1	1	0.01	100	0	1	0
293	Lightning Cast Hand	Spells\Lightning_Cast_Hand.mdx	0	1	0.01	100	0	1	0
294	HolySmite Low Chest	Spells\HolySmite_Low_Chest.mdx	1	1	0.01	100	0	1	0
296	LightningShield State Base	Spells\LightningShield_State_Base.mdx	0	1	0.01	100	0	1	0
297	Immolate State Base	Spells\Immolate_State_Base.mdx	1	1	0.01	10	0	1	0
298	Life Tap State Chest	Spells\Lifetap_State_Chest.mdx	1	1	0.01	100	0	1	0
299	Smash Impact Chest	Spells\Smash_Impact_Chest.mdx	0	1	0.01	100	0	1	0
