field0	field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14
902	12929	5585	19	-0.5	0	0	0	0	0	0	-1	-1	-1	0
921	13215	4147	19	0	0	0	0	0	0	0	-1	-1	-1	0
945	13228	3693	-1	0	3	0	0	0	0	0	-1	-1	-1	0
946	13228	3693	-1	0	-3	0	0	0	0	0	-1	-1	-1	0
947	13228	3693	-1	3	0	0	0	0	0	0	-1	-1	-1	0
948	13228	3693	-1	-3	0	0	0	0	0	0	-1	-1	-1	0
981	13244	4127	19	0	0	0	0	0	0	0	-1	-1	-1	0
1001	13261	4666	2	0.05	0	0.2	0	0	0	0	-1	-1	-1	0
1003	13261	4666	1	0.05	0.15	0.15	0	0	0	0	-1	-1	-1	0
1004	13261	4666	17	0	0	0.1	0	0	0	0	-1	-1	-1	0
1022	13261	4572	9	0.25	0.3	0	0	0.436332	0	0	-1	-1	-1	0
1081	12598	5523	19	2	0	0	0	0	0	0	-1	-1	-1	0
1101	13286	6799	19	0	0	0	0	1.570.796	0	0	-1	-1	-1	0
1121	12946	5813	19	0	0	0.5	0	0	0	0	-1	-1	-1	0
1122	12944	5815	19	0	0	0	0	0	0	0	-1	-1	-1	0
1124	12944	5815	19	0	0	0	0	0	0	0	-1	-1	-1	0
1129	12944	5815	19	0	0	0	0	0	0	0	-1	-1	-1	0
1133	12946	5816	19	0	0	0	0	0	0	0	-1	-1	-1	0
1134	13299	3489	19	0	0	-2.4	0	0	0	0	-1	-1	-1	0
1141	13301	1345	21	0	0	-0.3	0	1.570.796	0	0	-1	-1	-1	0
1161	13317	5277	47	0	0	0	0	0	0	0	-1	-1	-1	0
1162	13317	5277	48	0	0	0	0	0	0	0	-1	-1	-1	0
1181	13318	4409	19	0	0	0	0	1.308.997	0	0	-1	-1	-1	0
1223	13322	5492	-1	0	0	0	0	0	0	0	-1	-1	-1	0
1224	13322	5492	-1	0	0	0	1.570.796	0	0	0	-1	-1	-1	0
1225	13322	5492	-1	0	0	0	3.141.593	0	0	0	-1	-1	-1	0
1226	13322	5492	-1	0	0	0	4.712.389	0	0	0	-1	-1	-1	0
1227	13322	5492	-1	0	0	0	0.785398	0	0	0	-1	-1	-1	0
1228	13322	5492	-1	0	0	0	2.356.194	0	0	0	-1	-1	-1	0
1229	13322	5492	-1	0	0	0	3.926.991	0	0	0	-1	-1	-1	0
1230	13322	5492	-1	0	0	0	5.497.787	0	0	0	-1	-1	-1	0
1241	13324	5043	34	0	0	0	0	-1.570.796	0	0	-1	-1	-1	0
1261	13334	3075	34	0	0	0	0	0	0	0	-1	-1	-1	0
1262	13335	5829	17	0	0	0	0	0	0	0	-1	-1	-1	0
1321	13353	6127	16	0.05	0	-0.6	0	-1.570.796	0	0	-1	-1	-1	0
1322	13354	5837	34	-0.5	0	-0.6	0	0	0	0	-1	-1	-1	0
1341	13360	5838	17	-0.35	0	0.4	0	-0.349066	0	0	-1	-1	-1	0
1361	13361	6440	16	-1	0	2.4	0	-1.570.796	0	0	-1	-1	-1	0
1362	13362	5845	39	0	0	-0.2	0	0	0	0	-1	-1	-1	0
1363	13363	5840	16	0	-1	2.5	0	0	0	0	-1	-1	-1	0
1364	4849	389	17	1	0	0	0	0	1.570.796	0	-1	-1	-1	0
1365	4849	389	17	1	0	0	0	0	4.712.389	0	-1	-1	-1	0
1366	4849	3902	23	0.75	0	0.5	0	0	0	0	-1	-1	-1	0
1367	13364	5842	23	0	0	0	0	0.610865	0	0	-1	-1	-1	0
1381	13364	5842	23	0	0	0	0	0.610865	0	0	-1	-1	-1	0
1382	13361	6441	16	2	0	0	-1.570.796	0	0	0	-1	-1	-1	0
1383	13361	6440	16	-2	-1	2.5	0	1.570.796	0	0	-1	-1	-1	0
1384	13361	6440	16	-3	-1	4	0	-1.396.263	0	0	-1	-1	-1	0
1386	13361	6440	16	-1	1	3.4	0	-1.570.796	0	0	-1	-1	-1	0
1401	13374	3891	23	0	0	0	0	0	0	0	-1	-1	-1	0
1402	13375	5842	23	0	0	0	0	0.349066	0	0	-1	-1	-1	0
1403	4909	1643	19	0	0	0	0	0.523599	0	0	-1	-1	-1	0
1404	13377	4251	34	10	0	0	0	1.570.796	0	0	-1	-1	-1	0
1444	13388	5852	19	1	0	-5	0	0	0	0	-1	-1	-1	0
1445	13388	5852	19	0	0	-5	0	0	0	0	-1	-1	-1	0
1446	13388	5852	19	3	0	-6	0	0	0	0	-1	-1	-1	0
1461	13391	5856	19	0	0	0	0	0	0	0	-1	-1	-1	0
1462	13392	5857	19	0	0	0	0	0	0	0	-1	-1	-1	0
1463	13393	5859	21	0	0	0	0.698132	0	0	0	-1	-1	-1	0
1464	13393	3902	21	0	0	0	0	0	0	0	-1	-1	-1	0
1465	13394	5858	22	1	0	0	0	0	0	0	-1	-1	-1	0
1486	13407	5867	19	0	0	0	3.141.593	0	0	0	-1	-1	-1	0
1487	13408	5866	19	0	0	0	0	0	0	0	-1	-1	-1	0
1493	13407	5867	19	0	0	0	0	0	0	0	-1	-1	-1	0
1494	13409	2663	34	0	0	0	0	0	0	0	-1	-1	-1	0
1495	13409	214	34	0	0	0	0	0	0	0	-1	-1	-1	0
1501	13411	5872	1	2	0.1	0	0	0	0	0	-1	-1	-1	0
1502	13414	3408	1	2	0.1	0	0	0	0	0	-1	-1	-1	0
1521	13402	5873	22	-0.3	0	0	0	1.570.796	0	0	-1	-1	-1	0
1522	13402	5532	22	0	0	0	0	0	0	0	-1	-1	-1	0
1523	13412	5137	17	0	0	0	0	0	0	0	-1	-1	-1	0
1524	13412	5875	17	-0.25	0	-0.1	0	0	0	0	-1	-1	-1	0
1525	13420	5876	34	0	0	0	0	0	0	0	-1	-1	-1	0
1541	13424	1054	34	0	0	0	0	0	0	0	-1	-1	-1	0
1563	13378	5882	17	0	0	0	0	-0.401426	0	0	-1	-1	-1	0
1564	13378	5882	17	0	0	0	0	-0.436332	0	0	-1	-1	-1	0
1565	13378	5882	17	0	0	0	0	-0.401426	0	0	-1	-1	-1	0
1566	13378	5882	17	0	0	0	0	-0.383972	0	0	-1	-1	-1	0
1581	13430	5895	34	0	0	0	0	1.570.796	0	0	-1	-1	-1	0
1582	13431	127	34	0	0	0	0	0	0	0	-1	-1	-1	0
1583	13432	5886	34	0	0	0	0	0	0	0	-1	-1	-1	0
1622	13434	3993	19	0	0	0	0	0	0	0	-1	-1	-1	0
1641	13437	5277	47	0	0	0	0	0	0	0	-1	-1	-1	0
1642	13437	5277	48	0	0	0	0	0	0	0	-1	-1	-1	0
1681	13447	5892	19	0	0	0	0	0	0	0	-1	-1	-1	0
1701	13451	3767	23	0	0	0	0	0.523599	0	0	-1	-1	-1	0
1702	13452	6085	19	0	0	0	0	0	0	0	-1	-1	-1	0
1703	13453	6086	19	0	0	0	0	0	0	0	-1	-1	-1	0
1704	13457	3731	19	0	0	0	0	0	0	0	-1	-1	-1	0
1705	13458	3394	19	0	0	0	0	0	0	0	-1	-1	-1	0
1709	13442	6124	19	0	0	0	0	0	0	0	-1	-1	-1	0
1743	13472	6177	17	0	0	0	0	-0.785398	0	0	-1	-1	-1	0
1747	13473	5900	19	0	0	0	0	0	0	0	-1	-1	-1	0
1752	13472	6238	34	-3	-3	3	-2.094.395	-1.047.198	0	0	-1	-1	-1	0
1753	13473	5901	19	0	0	0	0	0	0	0	-1	-1	-1	0
1754	13472	6238	34	-4	0	-6	0	0.785398	0	0	-1	-1	-1	0
1756	13481	6135	16	0.05	0	-0.6	0	-1.570.796	0	0	-1	-1	-1	0
1761	13482	5905	19	0	0	-2	0	0	0	0	-1	-1	-1	0
1801	13489	5433	-1	0	0	1	0	0	0	0	-1	-1	-1	0
1821	13498	5911	19	0	0	0	0	0	0	0	-1	-1	-1	0
1901	13417	5912	-1	0.25	0	2	0	0	0	0	-1	-1	-1	0
1921	13511	5915	21	0	0	0	0	0	0	0	-1	-1	-1	0
1922	13511	5915	22	0	0	0	0	0	0	0	-1	-1	-1	0
1923	13511	3902	21	0	0	0	0	0	0	0	-1	-1	-1	0
1924	13511	3902	22	0	0	0	0	0	0	0	-1	-1	-1	0
1925	13511	4010	19	0	0	0	0	0	0	0	-1	-1	-1	0
1926	13511	3920	19	0	0	0	0	0	0	0	-1	-1	-1	0
1927	13512	5916	-1	0	0	0	0	0	0	0	-1	-1	-1	0
1941	13515	5917	22	0	-0.05	-0.07	0	2.268.928	1.047.198	0	-1	-1	-1	0
1942	13516	5612	19	1	0.2	0.9	0	0	0	0	-1	-1	-1	0
1961	13520	389	-1	1	0	0	0	0	0	0	-1	-1	-1	0
1981	13525	4889	34	0	0	0	0	0	0	0	-1	-1	-1	0
2003	13529	5923	19	0	0	-4	0	0	0	0	-1	-1	-1	0
2041	13532	4828	1	1.2	0.1	0	0	0	0	0	-1	-1	-1	0
2042	13503	5925	34	0	0	0.5	0	0	0	0	-1	-1	-1	0
2081	13550	6064	38	0.7	0	0	0	0	0	0	-1	-1	-1	0
2121	13555	5896	16	0	0.4	0	1.570.796	3.141.593	-1.570.796	0	-1	-1	-1	0
2122	13556	5837	16	0.3	0.4	0	1.570.796	3.141.593	-1.570.796	0	-1	-1	-1	0
2141	13378	5882	17	0	0	0	0	-0.383972	0	0	-1	-1	-1	0
2142	13378	5882	17	0	0	0	0	-0.383972	0	0	-1	-1	-1	0
2143	13562	5950	16	0.2	0	-1.1	0	0	0	0	-1	-1	-1	0
2146	13278	5952	1	0	0	0	0	0	0	0	-1	-1	-1	0
2147	13278	5802	1	1	0	0	0	0	0	0	-1	-1	-1	0
2161	13576	621	34	0	0	0.25	0	0	0	0	-1	-1	-1	0
2162	13576	621	34	0	0	-0.25	0	0	0	0	-1	-1	-1	0
2163	13577	4410	19	0	0	-0.2	0	0	0	0	-1	-1	-1	0
2181	13580	5962	19	0	0	-6.5	0	0	0	0	-1	-1	-1	0
2182	11628	4924	19	0	0	5	0	-1.570.796	0	0	-1	-1	-1	0
2183	11630	5963	19	0	0	3	0	-1.570.971	0	0	-1	-1	-1	0
2184	13582	5968	-1	0	0	-12	0	0	0	0	-1	-1	-1	0
2185	13582	4018	-1	0.5	0	0	0	0	0	0	-1	-1	-1	0
2188	13585	4031	-1	0	0	0	0	0	0	0	-1	-1	-1	0
2189	13584	5971	19	0	0	0	0	0	0	0	-1	-1	-1	0
2204	13577	4410	19	0	0	0.2	0	0	0	0	-1	-1	-1	0
2205	13577	4410	19	0	0	0	0	0	0	0	-1	-1	-1	0
2207	13590	1303	-1	6	0	2	0	1.570.796	0	0	-1	-1	-1	0
2221	13591	3913	17	0	0	-1	0	0	0	0	-1	-1	-1	0
2241	13593	5980	28	-0.4	0	0	1.570.796	0	-148.353	0	-1	-1	-1	0
2293	13594	5983	19	0	0	0	0	0	0	0	-1	-1	-1	0
2301	13597	5986	19	0	0	-5	0	0	0	0	-1	-1	-1	0
2302	13599	5988	-1	0	0	0	0	0	0	0	-1	-1	-1	0
2303	13599	5988	-1	0	-15	0	0	0	0	0	-1	-1	-1	0
2304	13599	5988	-1	0	15	0	0	0	0	0	-1	-1	-1	0
2321	13602	5968	19	0	0	-10	0	0	0	0	-1	-1	-1	0
2322	13602	5235	34	0	0	0	0	0	0	0	-1	-1	-1	0
2323	13602	5994	19	0	0	1	0	0	0	0	-1	-1	-1	0
2324	13603	5993	19	0	0	0	0	0.785398	0	0	-1	-1	-1	0
2341	13605	5995	22	0	-0.1	0	3.141.593	3.926.991	0	0	-1	-1	-1	0
2342	13606	5995	22	0	-0.1	0	3.141.593	3.926.991	0	0	-1	-1	-1	0
2361	13610	5199	38	0	0	0	0	0	0	0	-1	-1	-1	0
2362	13611	5199	38	0	0	0	0	0	0	0	-1	-1	-1	0
2421	13499	6001	19	0	0	0	0	0	0	0	-1	-1	-1	0
2441	13499	6001	19	0	0	0	0	0	0	0	-1	-1	-1	0
2461	13637	4493	34	0	0	-1.3	0	0	0	0	-1	-1	-1	0
2462	13638	6004	19	-0.5	-0.2	0	0	0	0	0	-1	-1	-1	0
2463	13631	6003	19	0	0	-2	0	0	0	0	-1	-1	-1	0
2481	13653	5980	28	-0.4	0	0	1.570.796	0	-0.785398	0	-1	-1	-1	0
2482	13653	5980	28	-0.4	0	0	1.570.796	0	-2.094.395	0	-1	-1	-1	0
2502	13659	6031	-1	3	0	0	0	-0.523599	0	0	-1	-1	-1	0
2503	13659	6031	-1	3	0	0	0	0	0.523599	0	-1	-1	-1	0
2504	13659	6031	-1	3	0	0	0	0	0	0	-1	-1	-1	0
2505	13659	6031	-1	3	0	0	0	0.523599	0	0	-1	-1	-1	0
2506	13659	6031	-1	3	0	0	0	0	-0.523599	0	-1	-1	-1	0
2507	13659	4015	-1	3	0	0	0	0	0	0	-1	-1	-1	0
2541	13662	4172	34	0	0	-2	0	0	0	0	-1	-1	-1	0
2581	13672	6049	39	-0.3	0.2	0.8	0	-1.570.796	0	0	-1	-1	-1	0
2582	13672	3701	39	-0.3	0.2	0.8	0	0	0	0	-1	-1	-1	0
2583	13673	6052	39	-0.3	0.2	0.8	0	-1.570.796	0	0	-1	-1	-1	0
2584	13673	6053	39	-0.3	0.2	0.8	0	0	0	0	-1	-1	-1	0
2601	13674	2980	17	0	0.2	0	0.436332	0	0	0	-1	-1	-1	0
2602	13674	2980	17	0	-0.2	0	-0.436332	0	0	0	-1	-1	-1	0
2603	13674	2980	17	0	0	0	0	0	0	0	-1	-1	-1	0
2604	13674	2980	17	0	0	0	0.261799	0	0	0	-1	-1	-1	0
2605	13674	2980	17	0	0	0	-0.261799	0	0	0	-1	-1	-1	0
2622	13676	3284	-1	0	0	0	0	0	0	0	-1	-1	-1	0
2649	13683	2722	20	-0.25	0	-0.5	0	0	0	0	-1	-1	-1	0
2650	13684	6059	34	0.15	0	0.1	0	0	0	0	-1	-1	-1	0
2652	13685	4952	-1	0	0	0	0	0	0	0	-1	-1	-1	0
2655	13685	4952	-1	0	0	0	0	0	0	0	-1	-1	-1	0
2656	13685	4952	-1	0	0	0	0	0	0	0	-1	-1	-1	0
2657	13685	4952	-1	0	0	0	0	0	0	0	-1	-1	-1	0
2683	13696	4840	38	0.7	0	0	0	0	0	0	-1	-1	-1	0
2702	13686	6065	19	0	0	0.5	0	0	0	0	-1	-1	-1	0
2703	13686	6065	19	-1.5	0	0.5	0	0	0	0	-1	-1	-1	0
2705	13701	6066	22	0	0	0	0	1.570.796	0	0	-1	-1	-1	0
2721	13704	3021	19	-2	0	0.25	0	0	0	0	-1	-1	-1	0
2722	13704	5928	19	-2	0	0.25	0	0	0	0	-1	-1	-1	0
2743	13705	4545	19	0	0	0.75	0	0	0	0	-1	-1	-1	0
2745	13705	4545	19	0	0	0.5	0	0	0	0	-1	-1	-1	0
2761	13711	3867	19	0	0	0	0	0	0	0	-1	-1	-1	0
2762	13711	6499	34	0	0	0	0	0	0	0	-1	-1	-1	0
2763	13710	6070	34	0	0	0	0	0	0	0	-1	-1	-1	0
2764	13712	1625	34	0	0	0	0	0	0	0	-1	-1	-1	0
2781	13713	3021	19	-3	1.5	0	0	0	0	0	-1	-1	-1	0
2782	13713	5928	19	-3	1.5	0.25	0	0	0	0	-1	-1	-1	0
2783	13614	4585	22	1.65	0	0	0	0	0	0	-1	-1	-1	0
2784	13620	4585	22	1.65	0	0	0	0	0	0	-1	-1	-1	0
2801	13707	6006	19	0	0	0.35	0	0	0	0	-1	-1	-1	0
2802	13717	6072	17	-0.7	0.6	-1.1	1.919.862	-0.003491	0	0	-1	-1	-1	0
2821	13718	6074	17	-0.3	0	-0.2	0	0	0	0	-1	-1	-1	0
2822	13718	6075	34	-0.5	0.6	0	0	0	0.785398	0	-1	-1	-1	0
2823	13718	6075	34	-0.5	-0.6	0	0	0	-0.785398	0	-1	-1	-1	0
2824	13718	6075	34	-1.5	0.5	0	0	0	0.785398	0	-1	-1	-1	0
2825	13718	6075	34	-1.5	-0.5	0	0	0	-0.785398	0	-1	-1	-1	0
2826	13718	6075	17	-0.4	0.1	0.3	0	0	0.785398	0	-1	-1	-1	0
2827	13718	6075	17	-0.4	-0.1	0.3	0	0	-0.785398	0	-1	-1	-1	0
2842	13721	5974	17	0	0	0	0	0	0	0	-1	-1	-1	0
2843	13721	855	34	0	0	0	0	0	0	0	-1	-1	-1	0
2861	13725	6099	19	0	0	0	0	0	1.570.796	0	-1	-1	-1	0
2862	13725	6099	19	0	0	16	0	0	1.570.796	0	-1	-1	-1	0
2863	13725	6099	19	25	0	4	3.141.593	0	1.570.796	0	-1	-1	-1	0
2864	13725	6099	19	0	0	8	0	0	1.570.796	0	-1	-1	-1	0
2865	13725	6099	19	25	0	12	3.141.593	0	1.570.796	0	-1	-1	-1	0
2866	13724	6078	-1	0	0	-4	0	0	0	0	-1	-1	-1	0
2867	13727	5178	-1	0	0	-2	0	0	0	0	-1	-1	-1	0
2868	13728	5140	19	0	0	0	0	0	1.570.796	0	-1	-1	-1	0
2869	13728	5140	19	0	0	6	0	0	1.570.796	0	-1	-1	-1	0
2870	13728	5140	19	0	0	12	0	0	1.570.796	0	-1	-1	-1	0
2871	13728	5140	19	0	0	3	0	0	1.570.796	0	-1	-1	-1	0
2872	13728	5140	19	0	0	9	0	0	1.570.796	0	-1	-1	-1	0
2873	13729	6079	19	25	0	4	3.141.593	0	0	0	-1	-1	-1	0
2874	13729	6079	19	0	0	0	0	0	0	0	-1	-1	-1	0
2875	13729	6079	19	25	0	12	3.141.593	0	0	0	-1	-1	-1	0
2876	13729	6079	19	0	0	8	0	0	0	0	-1	-1	-1	0
2877	13729	6079	19	0	0	16	0	0	0	0	-1	-1	-1	0
2901	13737	6094	1	0	0	0	0.785398	0	-1.570.796	0	-1	-1	-1	0
2902	13739	1202	17	0	0	0	0	0	0	0	-1	-1	-1	0
2923	13749	5416	19	0	0	0	0	0	0	0	-1	-1	-1	0
2924	13751	6107	19	0	0	0	0	0	0	0	-1	-1	-1	0
2941	13755	3175	19	0	0	6	0	0	0	0	-1	-1	-1	0
2967	13757	6111	19	0	0	-2	1.570.796	0	0	0	-1	-1	-1	0
2968	13757	6111	19	0	0	-2	0.523599	0	0	0	-1	-1	-1	0
2969	13757	6111	19	0	0	-2	0.785398	0	0	0	-1	-1	-1	0
2970	13757	6111	19	0	0	-2	0	0	0	0	-1	-1	-1	0
2973	13760	6112	34	0	0	0	0	0	0	0	-1	-1	-1	0
2976	13760	6112	34	0	0	0	0	0	0	0	-1	-1	-1	0
2977	13760	6112	34	0	0	0	0	0	0	0	-1	-1	-1	0
2978	13760	6112	34	0	0	0	0	0	0	0	-1	-1	-1	0
2979	13760	6112	34	0	0	0	0	0	0	0	-1	-1	-1	0
2981	13760	4611	34	0	0	0	0	0	0	0	-1	-1	-1	0
2982	13761	5421	34	0	0	0	0	0	0	0	-1	-1	-1	0
2983	13761	5421	34	0	0	0	0	0	0	0	-1	-1	-1	0
2984	13761	5421	34	0	0	0	0	0	0	0	-1	-1	-1	0
2985	13761	5421	34	0	0	0	0	0	0	0	-1	-1	-1	0
2986	13762	6113	12	0.4	0	-1	0	2.617.994	-3.141.593	0	-1	-1	-1	0
3001	13766	3866	21	0	0	0	0	0	0	0	-1	-1	-1	0
3003	13766	3866	22	1	0	0	0	0	0	0	-1	-1	-1	0
3004	13766	3866	22	1	0	0	0	0	0	0	-1	-1	-1	0
3005	13767	6116	34	0	0	0	0	0	0	0	-1	-1	-1	0
3041	13769	2989	19	0	0	0	0	0	0	0	-1	-1	-1	0
3061	13774	6120	34	-4	-2	2	0	0	0	0	-1	-1	-1	0
3081	13780	9580	19	0	0	0	0	0	0	0	-1	-1	-1	0
3122	13788	54	19	0	0	0.5	0	3.141.593	0	0	-1	-1	-1	0
3124	13479	6130	16	-0.15	0.15	-0.4	0	-3.141.593	-0.087266	0	-1	-1	-1	0
3125	13479	5904	16	-0.15	-0.1	-0.4	0	-3.141.593	0.087266	0	-1	-1	-1	0
3143	13791	5910	34	0	0	-0.5	0	0	0	0	-1	-1	-1	0
3146	13791	5910	34	0	0.25	-0.75	0	0	0	0	-1	-1	-1	0
3147	13791	5910	34	0	-0.33	-0.65	0	0	0	0	-1	-1	-1	0
3148	13791	5910	34	0	0	-0.9	0	0	0	0	-1	-1	-1	0
3161	13798	3067	19	0	0	0	0	0	0	0	-1	-1	-1	0
3162	13798	3067	19	0	0	0	0	0	0	0	-1	-1	-1	0
3163	13798	3067	19	0	0	0	0	0	0	0	-1	-1	-1	0
3186	13809	5925	34	0	0	0	0	0	0	0	-1	-1	-1	0
3187	13809	5925	34	0	0	-0.5	0	0	0	0	-1	-1	-1	0
3189	13799	5493	38	0	0	0	0	6.283.185	0	0	-1	-1	-1	0
3193	13805	5897	19	0	0	0	0	1.570.796	0	0	-1	-1	-1	0
3194	13803	6137	34	0	0	-1	0	0	0	0	-1	-1	-1	0
3196	13812	6145	19	-0.25	0	0.5	0	-1.396.263	0	0	-1	-1	-1	0
3197	13812	6145	19	-0.35	0.15	0.4	0.785398	-2.007.129	0	0	-1	-1	-1	0
3198	13812	6145	19	-0.1	0	0.4	1.570.796	-2.007.129	0	0	-1	-1	-1	0
3199	13814	4858	38	0	0	0	0	6.283.185	0	0	-1	-1	-1	0
3200	13812	6145	19	0	0	0.2	1.745.329	-1.308.997	0	0	-1	-1	-1	0
3202	13820	6150	38	0	0	0	0	6.283.185	0	0	-1	-1	-1	0
3203	13821	6157	-1	0	0	0	0	0	0	0	-1	-1	-1	0
3204	13822	6151	12	0.15	-0.1	-0.5	-1.570.796	0	-0.610865	0	-1	-1	-1	0
3206	13824	6153	19	0	0	0	0	0	0	0	-1	-1	-1	0
3208	13824	6083	19	0	0	0	0	0	0	0	-1	-1	-1	0
3209	13824	6152	19	0	0	0	0	0	0	0	-1	-1	-1	0
3212	13825	6156	-1	0	0	-13	0	-1.570.796	0	0	-1	-1	-1	0
3222	13825	6156	-1	0	0	-13	0	-1.570.796	0	0	-1	-1	-1	0
3241	13833	3130	21	0	0	0.3	0	0	0	0	-1	-1	-1	0
3242	13834	6162	34	0	0	-5	0	0	0	0	-1	-1	-1	0
3243	13835	6163	19	-1	0	0	0	0	0	0	-1	-1	-1	0
3245	13835	4881	19	-1	0	0	0	0	0	0	-1	-1	-1	0
3246	13838	836	34	0	0	0	0	0	0	0	-1	-1	-1	0
3261	13841	3048	19	0	0	0	0	0	0	0	-1	-1	-1	0
