field0	field1	field2	field3	field4	field5	field6	field7	field8
143	3570	0	1114636288	0	0	0	0	16384
145	3594	0	1114636288	0	0	0	0	16
146	3595	0	1114636288	0	0	0	0	16
147	3670	0	1114636288	0	0	0	0	16384
148	3678	0	1114636288	0	0	0	0	16384
149	3715	0	1114636288	0	0	0	0	256
150	3720	0	1114636288	0	0	0	0	64
152	3823	0	1114636288	0	0	0	0	64
153	3911	0	1114636288	0	0	0	0	256
154	3912	0	1114636288	0	0	0	0	256
155	3913	0	1114636288	0	0	0	0	256
156	3974	0	1114636288	0	0	0	0	16
157	3975	0	1114636288	0	0	0	0	16
158	3976	0	1114636288	0	0	0	0	16
159	4039	0	1114636288	0	0	0	0	256
160	4040	0	1114636288	0	0	0	0	256
161	4041	0	1114636288	0	0	0	0	256
162	4054	0	1114636288	0	0	0	0	64
163	4061	0	1114636288	0	0	0	0	64
164	4062	0	1114636288	0	0	0	0	64
165	4064	0	1114636288	0	0	0	0	64
166	4065	0	1114636288	0	0	0	0	64
167	4066	0	1114636288	0	0	0	0	64
168	4067	0	1114636288	0	0	0	0	64
169	4068	0	1114636288	0	0	0	0	64
170	4069	0	1114636288	0	0	0	0	64
171	4071	0	1114636288	0	0	0	0	64
172	4072	0	1114636288	0	0	0	0	64
173	4089	0	1114636288	0	0	0	0	256
174	4090	0	1114636288	0	0	0	0	256
175	4091	0	1114636288	0	0	0	0	256
176	4100	0	1114636288	0	0	0	0	64
177	4239	0	1114636288	0	0	0	0	16384
178	4262	0	1114636288	0	0	0	0	256
179	4336	0	1114636288	0	0	0	0	64
180	4342	0	1114636288	0	0	0	0	64
181	4362	0	1114636288	0	0	0	0	256
182	4423	0	1114636288	0	0	0	0	256
183	4500	0	1114636288	0	0	0	0	256
184	4520	0	1112801280	0	0	0	0	0
185	4629	0	1114636288	0	0	0	0	64
186	4630	0	1114636288	0	0	0	0	256
187	4659	0	1114636288	0	0	0	0	256
188	4877	0	1114636288	0	0	0	0	256
189	4982	0	1114636288	0	0	0	0	16384
190	5010	0	1112801280	0	0	0	0	64
191	5099	0	1114636288	0	0	0	0	16384
192	5100	0	1114636288	0	0	0	0	64
193	5106	0	1112801280	0	0	0	0	0
194	5107	0	1114636288	0	0	0	0	16384
195	5134	0	1114636288	0	0	0	1	64
196	5140	0	1114636288	0	0	0	0	16384
197	5166	0	1114636288	0	0	0	0	16384
198	5206	0	1114636288	0	0	0	0	16384
199	5246	0	1114636288	0	5	0	0	0
201	5484	0	1114636288	0	5	0	0	0
202	5503	0	1114636288	0	0	0	0	256
203	5507	0	1114636288	0	0	0	0	256
204	5512	0	1114636288	0	0	0	0	16384
205	5555	0	1114636288	0	0	0	0	64
206	5565	0	1114636288	0	0	0	0	256
207	5566	0	1114636288	0	0	0	0	256
208	5595	0	1114636288	0	0	0	0	256
209	5708	0	1116602368	0	0	0	0	0
210	5740	0	1114636288	0	0	0	0	64
212	5809	0	1114636288	0	0	0	0	64
213	6000	0	1114636288	0	0	0	0	256
214	6027	0	1114636288	0	0	0	0	256
215	6028	0	1114636288	0	0	0	0	256
217	6121	0	1114636288	0	0	0	0	256
218	6128	0	1114636288	0	0	0	0	256
219	6130	0	1114636288	0	0	0	0	256
220	6132	0	1114636288	0	0	0	0	256
221	6139	0	1114636288	0	0	0	0	64
222	6142	0	1114636288	0	0	0	0	256
223	6144	0	1114636288	0	0	0	0	256
224	6196	0	1114636288	0	0	0	0	64
225	6197	0	1114636288	0	0	0	0	64
226	6233	0	1114636288	0	0	0	0	16384
227	6234	0	1114636288	0	0	0	0	16384
228	6246	0	1114636288	0	0	0	0	16384
229	6247	0	1114636288	0	0	0	0	16384
230	6249	0	1114636288	0	0	0	0	16384
231	6250	0	1114636288	0	0	0	0	16384
232	6295	0	1114636288	0	0	0	0	64
233	6296	0	1114636288	0	0	0	0	16
234	6297	0	1114636288	0	0	0	0	64
235	6305	0	1114636288	0	0	0	0	64
236	6327	0	1114636288	0	0	0	0	256
237	6357	0	1114636288	0	0	0	0	256
238	6358	0	1114636288	0	0	0	64	0
239	6360	0	1114636288	0	0	0	0	64
240	6460	0	1114636288	0	0	0	0	256
242	6477	0	1114636288	0	0	0	0	16384
243	6478	0	1114636288	0	0	0	0	16384
244	6527	0	1114636288	0	0	0	0	16384
245	6529	0	1114636288	0	0	0	0	16384
246	6535	0	1114636288	0	0	0	0	64
247	6620	0	1114636288	0	0	0	0	64
248	6658	0	1114636288	0	0	0	0	16384
249	6725	0	1114636288	0	0	0	0	64
250	6743	0	1114636288	0	0	0	0	256
251	6744	0	1114636288	0	0	0	0	256
252	6745	0	1114636288	0	0	0	0	256
253	6746	0	1114636288	0	0	0	0	256
256	6758	0	1114636288	0	0	0	0	64
257	6770	0	1114636288	0	0	0	71	0
258	6802	0	1114636288	0	0	0	0	16384
259	6805	0	1114636288	0	0	0	0	16384
260	6974	0	1114636288	0	0	0	0	16384
262	7023	0	1114636288	0	0	0	0	16384
263	7216	0	1114636288	0	0	0	0	16
264	7218	0	1114636288	0	0	0	0	16
265	7220	0	1114636288	0	0	0	0	16
266	7285	0	1114636288	0	0	0	0	16384
267	7328	0	1114636288	0	0	0	0	32768
269	7342	0	1112801280	0	0	0	0	0
275	7418	0	1114636288	0	0	0	0	16
276	7420	0	1114636288	0	0	0	0	16
277	7426	0	1114636288	0	0	0	0	16
278	7428	0	1114636288	0	0	0	0	16
279	7443	0	1114636288	0	0	0	0	16
280	7454	0	1114636288	0	0	0	0	16
281	7457	0	1114636288	0	0	0	0	16
282	7620	0	1112801280	0	0	0	0	0
283	7731	0	1112801280	0	0	0	0	0
284	7732	0	1112801280	0	0	0	0	0
286	7745	0	1114636288	0	0	0	0	16
287	7748	0	1114636288	0	0	0	0	16
288	7763	0	1114636288	0	0	0	0	256
289	7766	0	1114636288	0	0	0	0	16
290	7769	0	1119092736	0	1	0	0	0
291	7771	0	1114636288	0	0	0	0	16
292	7776	0	1114636288	0	0	0	0	16
293	7779	0	1114636288	0	0	0	0	16
294	7782	0	1114636288	0	0	0	0	16
295	7786	0	1114636288	0	0	0	0	16
296	7788	0	1114636288	0	0	0	0	16
297	7793	0	1114636288	0	0	0	0	16
298	7829	0	1114636288	0	0	0	0	256
299	7857	0	1114636288	0	0	0	0	16
300	7859	0	1114636288	0	0	0	0	16
301	7861	0	1114636288	0	0	0	0	16
302	7863	0	1114636288	0	0	0	0	16
303	7867	0	1114636288	0	0	0	0	16
304	7874	0	1114636288	0	0	0	0	256
305	7875	0	1114636288	0	0	0	0	256
306	7880	0	1114636288	0	0	0	0	256
309	8000	0	1114636288	0	0	0	0	64
310	8001	0	1114636288	0	0	0	0	16384
311	8017	0	1114636288	0	0	0	0	16
312	8024	0	1114636288	0	0	0	0	16
313	8033	0	1114636288	0	0	0	0	16
314	8087	0	1114636288	0	0	0	0	16
315	8088	0	1114636288	0	0	0	0	16
316	8089	0	1114636288	0	0	0	0	16
317	8090	0	1114636288	0	0	0	0	16
318	8121	0	1114636288	0	0	0	0	256
319	8122	0	1114636288	0	5	0	0	0
320	8232	0	1114636288	0	0	0	0	16
321	8293	0	1114636288	0	0	0	0	64
322	8331	0	1114636288	0	0	0	0	64
323	8333	0	1114636288	0	0	0	0	64
324	8342	0	1114636288	0	0	0	0	32768
325	8344	0	1114636288	0	0	0	256	0
326	8345	0	1114636288	0	0	0	256	0
327	8346	0	1114636288	0	0	0	256	0
328	8347	0	1114636288	0	0	0	256	0
331	8374	0	1116602368	0	0	0	0	0
333	8386	0	1114636288	0	0	0	0	16384
334	8414	0	1114636288	0	0	0	0	256
335	8415	0	1114636288	0	0	0	0	256
336	8425	0	1114636288	0	0	0	0	256
337	8426	0	1114636288	0	0	0	0	256
338	8428	0	1114636288	0	0	0	0	256
339	8435	0	1112801280	0	0	0	0	0
340	8440	0	1114636288	0	0	0	0	256
341	8441	0	1114636288	0	0	0	0	256
342	8442	0	1114636288	0	0	0	0	256
343	8447	0	1114636288	0	0	0	0	256
344	8448	0	1114636288	0	0	0	0	256
345	8449	0	1114636288	0	0	0	0	256
346	8452	0	1114636288	0	0	0	0	256
347	8453	0	1114636288	0	0	0	0	256
348	8456	0	1114636288	0	0	0	0	256
349	8459	0	1114636288	0	0	0	0	256
350	8460	0	1114636288	0	0	0	0	256
351	8463	0	1114636288	0	0	0	0	256
352	8464	0	1114636288	0	0	0	0	256
353	8493	0	1114636288	0	0	0	0	256
354	8496	0	1114636288	0	0	0	0	256
355	8497	0	1114636288	0	0	0	0	256
356	8517	0	1114636288	0	0	0	0	16384
357	8532	0	1114636288	0	0	0	0	16
358	8613	0	1114636288	0	0	0	0	1024
360	8616	0	1114636288	0	0	0	0	256
361	8617	0	1114636288	0	0	0	0	1024
362	8618	0	1114636288	0	0	0	0	1026
366	8800	0	1114636288	0	0	0	0	64
367	8814	0	1114636288	0	0	0	0	64
369	8873	0	1112801280	0	0	0	0	0
370	8901	0	1114636288	0	0	0	0	64
371	9092	0	1114636288	0	0	0	0	16
372	9143	0	1114636288	0	0	0	0	64
373	9172	0	1114636288	0	0	0	0	16384
376	9478	0	1114636288	0	0	0	0	64
377	9484	0	1114636288	0	0	0	32	0
378	9489	0	1114636288	0	0	0	0	64
379	9573	0	1112801280	0	0	0	0	0
380	9577	0	1114636288	0	0	0	0	16384
381	9712	0	1114636288	0	0	0	2	0
382	9736	0	1114636288	0	0	100	0	0
383	9773	0	1114636288	0	0	255	0	0
384	9779	0	1114636288	0	0	255	0	0
385	9781	0	1114636288	0	0	0	0	16
386	9783	0	1114636288	0	0	0	0	16
387	9786	0	1114636288	0	0	0	0	256
388	9900	0	1114636288	0	0	0	0	16
389	9903	0	1114636288	0	0	0	0	16
390	9976	0	1114636288	0	0	60	0	0
391	9991	0	1114636288	0	0	60	0	0
392	9999	0	1114636288	0	0	60	0	0
394	10055	0	1114636288	0	0	0	0	256
395	10056	0	1114636288	0	0	0	0	256
396	10094	0	1114636288	0	0	0	0	64
397	10141	0	1114636288	0	0	0	0	256
398	10142	0	1114636288	0	0	0	0	256
399	10146	0	1114636288	0	0	0	0	256
400	10147	0	1114636288	0	0	0	0	256
402	10162	0	1114636288	0	0	0	0	256
403	10163	0	1114636288	0	0	0	0	256
404	10164	0	1114636288	0	0	0	0	256
405	10171	0	1114636288	0	0	0	0	256
406	10172	0	1114636288	0	0	0	0	256
407	10175	0	1114636288	0	0	0	0	256
408	10176	0	1114636288	0	0	0	0	256
409	10178	0	1114636288	0	0	0	0	256
410	10188	0	1114636288	0	0	0	0	256
411	10189	0	1114636288	0	0	0	0	256
412	10190	0	1114636288	0	0	0	0	256
413	10194	0	1114636288	0	0	0	0	256
414	10195	0	1114636288	0	0	0	0	256
415	10196	0	1114636288	0	0	0	0	256
416	10198	0	1114636288	0	0	0	0	256
417	10200	0	1114636288	0	0	0	0	256
418	10203	0	1114636288	0	0	0	0	256
419	10204	0	1114636288	0	0	0	0	256
420	10208	0	1114636288	0	0	0	0	256
421	10209	0	1114636288	0	0	0	0	256
422	10210	0	1114636288	0	0	0	0	256
423	10217	0	1114636288	0	0	0	0	256
424	10218	0	1114636288	0	0	0	0	256
425	10221	0	1114636288	0	0	0	0	256
426	10222	0	1114636288	0	0	0	0	256
427	10224	0	1114636288	0	0	0	0	256
428	10226	0	1114636288	0	0	0	0	256
429	10227	0	1114636288	0	0	0	0	256
430	10231	0	1114636288	0	0	0	0	256
431	10239	0	1114636288	0	0	0	0	256
432	10244	0	1114636288	0	0	0	0	256
433	10245	0	1114636288	0	0	0	0	256
434	10246	0	1114636288	0	0	0	0	256
435	10248	0	1114636288	0	0	0	0	16384
436	10267	0	1114636288	0	0	50	0	0
437	10268	0	1114636288	0	0	80	0	0
438	10321	0	1114636288	0	0	0	0	256
439	10326	0	1114636288	0	0	0	36	0
440	10344	0	1114636288	0	0	0	0	16
442	10694	0	1114636288	0	0	0	0	16
443	10723	0	1114636288	0	0	60	0	0
444	10733	0	1112801280	0	0	0	0	0
445	10738	0	1114636288	0	0	0	0	16384
446	10768	0	1114636288	0	0	0	0	1026
449	10843	0	1114636288	0	0	0	0	256
450	10847	0	1114636288	0	0	0	0	256
451	10850	0	1114636288	0	0	0	0	32768
454	10863	0	1114636288	0	0	0	0	256
455	10908	0	1114636288	0	0	0	0	256
456	10921	0	1114636288	0	0	0	0	256
457	11019	0	1116602368	0	0	0	0	0
458	11082	0	1112801280	0	0	0	0	0
459	11132	0	1114636288	0	0	0	0	256
460	11203	0	1114636288	0	0	0	0	256
461	11204	0	1114636288	0	0	0	0	256
462	11205	0	1114636288	0	0	0	0	256
463	11433	0	1114636288	0	0	0	0	64
464	11434	0	1114636288	0	0	0	0	16384
465	11437	0	1114636288	0	0	0	0	16384
466	11444	0	1114636288	0	0	0	32	0
467	11512	0	1114636288	0	0	0	0	256
468	11519	0	1114636288	0	0	0	0	256
469	11520	0	1114636288	0	0	0	0	256
470	11522	0	1114636288	0	0	0	0	256
471	11525	0	1114636288	0	0	0	0	256
472	11528	0	1114636288	0	0	0	0	256
473	11535	0	1114636288	0	0	0	0	16384
474	11545	0	1114636288	0	0	0	0	256
475	11595	0	1114636288	0	0	0	0	256
477	11790	0	1114636288	0	3	0	0	0
478	11792	0	1114636288	0	0	0	0	16384
479	11828	0	1112801280	0	0	0	0	0
480	11829	0	1114636288	0	0	0	0	64
481	11837	0	1112801280	0	0	0	0	0
482	11990	0	1114636288	0	0	0	0	64
483	11993	0	1114636288	0	0	0	0	16384
485	12118	0	1114636288	0	0	0	0	256
486	12127	0	1114636288	0	0	0	0	256
487	12128	0	1114636288	0	0	0	0	256
488	12130	0	1114636288	0	0	0	0	256
489	12131	0	1114636288	0	0	0	0	256
490	12181	0	1114636288	0	0	0	0	256
492	12253	0	1114636288	0	0	0	0	16384
493	12278	0	1112801280	0	0	0	0	0
494	12304	0	1114636288	0	0	0	0	16384
495	12332	0	1114636288	0	0	60	0	0
496	12419	0	1114636288	0	0	0	0	64
497	12421	0	1114636288	0	0	0	0	64
498	12459	0	1114636288	0	0	0	0	16
499	12460	0	1114636288	0	0	0	0	16
500	12468	0	1114636288	0	0	0	0	64
501	12533	0	1112801280	0	0	0	0	0
502	12534	0	1114636288	0	0	0	0	16384
503	12543	0	1114636288	0	0	0	0	64
504	12549	0	1112801280	0	0	0	0	0
505	12557	0	1112801280	0	0	0	0	0
506	12562	0	1114636288	0	0	0	0	64
507	12578	0	1114636288	0	0	0	0	256
508	12611	0	1112801280	0	0	0	0	0
509	12657	0	1114636288	0	0	0	0	256
510	12684	0	1114636288	0	0	0	0	64
511	12821	0	1114636288	0	0	0	0	256
512	12882	0	1116602368	0	0	0	0	0
513	12884	0	1112801280	0	0	0	0	0
514	12887	0	1116602368	0	0	0	0	0
515	12891	0	1112801280	0	0	0	0	0
516	12998	0	1114636288	0	0	0	0	256
517	13029	0	1114636288	0	0	0	0	256
518	13143	0	1114636288	0	0	0	0	16384
519	13180	0	1114636288	0	0	0	64	0
520	13181	0	1114636288	0	0	0	64	0
521	13184	0	1112801280	0	0	0	0	0
523	13237	0	1114636288	0	0	0	0	64
524	13262	0	1114636288	0	0	0	0	16
526	13378	0	1114636288	0	0	0	0	16
527	13380	0	1114636288	0	0	0	0	16
528	13419	0	1114636288	0	0	0	0	16
529	13421	0	1114636288	0	0	0	0	16
530	13464	0	1114636288	0	0	0	0	16
531	13478	0	1114636288	0	0	0	0	16384
532	13481	0	1114636288	0	0	0	1	0
533	13484	0	1114636288	0	0	0	0	16384
534	13485	0	1114636288	0	0	0	0	16
535	13487	0	1114636288	0	0	0	0	64
536	13488	0	1114636288	0	0	0	0	32
537	13501	0	1114636288	0	0	0	0	16
538	13503	0	1114636288	0	0	0	0	16
539	13522	0	1114636288	0	0	0	0	16
540	13529	0	1114636288	0	0	0	0	16
541	13532	0	1114636288	0	4	0	0	0
542	13536	0	1114636288	0	0	0	0	16
543	13538	0	1114636288	0	0	0	0	16
544	13564	0	1114636288	0	0	0	0	16384
545	13565	0	1114636288	0	0	0	0	16384
546	13607	0	1114636288	0	0	0	0	16
547	13612	0	1114636288	0	0	0	0	16
548	13617	0	1114636288	0	0	0	0	16
549	13620	0	1114636288	0	0	0	0	16
550	13622	0	1114636288	0	0	0	0	16
551	13626	0	1114636288	0	0	0	0	16
552	13631	0	1114636288	0	0	0	0	16
553	13635	0	1114636288	0	0	0	0	16
554	13637	0	1114636288	0	0	0	0	16
555	13640	0	1114636288	0	0	0	0	16
556	13642	0	1114636288	0	0	0	0	16
557	13644	0	1114636288	0	0	0	0	16
558	13646	0	1114636288	0	0	0	0	16
559	13648	0	1114636288	0	0	0	0	16
560	13653	0	1114636288	0	0	0	0	16
561	13655	0	1114636288	0	0	0	0	16
562	13657	0	1114636288	0	0	0	0	16
563	13659	0	1114636288	0	0	0	0	16
564	13661	0	1114636288	0	0	0	0	16
565	13663	0	1114636288	0	0	0	0	16
566	13687	0	1114636288	0	0	0	0	16
567	13689	0	1114636288	0	0	0	0	16
568	13693	0	1114636288	0	0	0	0	16
569	13695	0	1114636288	0	0	0	0	16
570	13698	0	1114636288	0	0	0	0	16
571	13700	0	1114636288	0	0	0	0	16
573	13746	0	1114636288	0	0	0	0	16
574	13794	0	1114636288	0	0	0	0	16
575	13808	0	1114636288	0	0	0	0	64
576	13810	0	1114636288	0	0	0	0	64
577	13812	0	1114636288	0	0	0	0	64
578	13815	0	1114636288	0	0	0	0	16
579	13817	0	1114636288	0	0	0	0	16
580	13822	0	1114636288	0	0	0	0	16
581	13836	0	1114636288	0	0	0	0	16
582	13841	0	1114636288	0	0	0	0	16
583	13846	0	1114636288	0	0	0	0	16
584	13858	0	1114636288	0	0	0	0	16
585	13868	0	1114636288	0	0	0	0	16
586	13882	0	1114636288	0	0	0	0	16
587	13887	0	1114636288	0	0	0	0	16
588	13890	0	1114636288	0	0	0	0	16
589	13895	0	1114636288	0	0	0	0	64
590	13898	0	1114636288	0	0	0	0	16
591	13899	0	1114636288	0	0	0	0	64
592	13900	0	1114636288	0	0	0	0	64
593	13905	0	1114636288	0	0	0	0	16
594	13907	0	1114636288	0	0	0	4	0
595	13910	0	1114636288	0	10	0	0	0
596	13912	0	1114636288	0	0	0	0	32
597	13915	0	1114636288	0	0	0	0	16
598	13917	0	1114636288	0	0	0	0	16
600	13931	0	1114636288	0	0	0	0	16
601	13933	0	1114636288	0	0	0	0	16
602	13935	0	1114636288	0	0	0	0	16
603	13937	0	1114636288	0	0	0	0	16
604	13939	0	1114636288	0	0	0	0	16
605	13941	0	1114636288	0	0	0	0	16
606	13943	0	1114636288	0	0	0	0	16
607	13945	0	1114636288	0	0	0	0	16
608	13947	0	1114636288	0	0	0	0	16
609	13948	0	1114636288	0	0	0	0	16
610	14008	0	1114636288	0	0	0	0	64
611	14125	0	1114636288	0	0	0	0	16384
612	14814	0	1114636288	0	0	0	0	64
614	14894	0	1114636288	0	0	0	0	256
617	15057	0	1114636288	0	0	0	256	0
618	15065	0	1114636288	0	0	0	0	256
619	15066	0	1114636288	0	0	0	0	64
620	15120	0	1114636288	0	0	0	0	256
621	15167	0	1114636288	0	0	0	0	32
622	15187	0	1114636288	0	0	0	0	256
623	15211	0	1114636288	0	0	0	0	256
625	15244	0	1112801280	0	0	0	0	0
626	15252	0	1114636288	0	0	0	0	64
627	15276	0	1114636288	0	0	0	0	16384
628	15340	0	1114636288	0	0	0	0	16
629	15342	0	1114636288	0	0	0	0	256
630	15343	0	1114636288	0	0	0	0	256
631	15344	0	1114636288	0	0	0	0	256
632	15389	0	1114636288	0	0	0	0	16
633	15391	0	1114636288	0	0	0	0	16
634	15394	0	1114636288	0	0	0	0	16
635	15397	0	1114636288	0	0	0	0	16
636	15398	0	1114636288	0	1	0	0	0
637	15400	0	1114636288	0	0	0	0	16
638	15402	0	1114636288	0	0	0	0	16
639	15404	0	1114636288	0	0	0	0	16
640	15406	0	1114636288	0	0	0	0	16
641	15427	0	1114636288	0	0	0	0	16
642	15429	0	1114636288	0	0	0	0	16
643	15439	0	1114636288	0	0	0	0	16
644	15441	0	1114636288	0	0	0	0	16
645	15444	0	1114636288	0	0	0	0	16
646	15446	0	1114636288	0	0	0	0	16
647	15449	0	1114636288	0	0	0	0	16
648	15458	0	1114636288	0	0	0	0	16
649	15463	0	1114636288	0	0	0	0	16
650	15490	0	1114636288	0	0	0	0	16
651	15534	0	1114636288	0	0	0	211	0
652	15668	0	1114636288	0	0	0	0	64
653	15748	0	1114636288	0	0	0	0	16384
654	15783	0	1114636288	0	0	0	0	64
655	15847	0	-1029439488	0	0	0	0	0
656	15851	0	1112801280	0	0	0	0	0
657	16005	0	1114636288	0	0	0	0	64
658	16007	0	1114636288	0	0	0	0	128
659	16028	0	1114636288	0	0	0	0	16384
660	16029	0	1114636288	0	0	0	0	256
661	16037	0	1114636288	0	0	0	0	32
662	16053	0	1114636288	0	0	0	2	0
663	16054	0	1112801280	0	0	0	0	0
664	16094	0	1116602368	0	0	0	0	0
665	16099	0	1116602368	0	0	0	0	0
666	16102	0	1114636288	0	0	0	0	64
667	16104	0	1112801280	0	0	0	0	0
668	16138	0	1114636288	0	0	0	0	16
669	16169	0	1116602368	0	0	0	0	0
670	16340	0	1116602368	0	0	0	0	0
671	16350	0	1116602368	0	0	0	0	0
672	16351	0	1114636288	0	0	0	0	256
673	16359	0	1116602368	0	0	0	0	0
674	16390	0	1116602368	0	0	0	0	0
675	16396	0	1118044160	0	0	0	0	0
676	16419	0	1114636288	0	0	0	0	64
678	16456	0	1114636288	0	0	0	0	2
679	16497	0	1114636288	0	0	0	0	64
680	16622	0	1114636288	0	0	0	0	16
681	16623	0	1114636288	0	0	0	0	16
683	16914	0	1114636288	0	0	0	0	64
684	16996	0	1114636288	0	0	0	0	16384
685	17015	0	1114636288	0	0	0	0	16384
687	17147	0	1114636288	0	0	0	32	0
688	17149	0	1114636288	0	0	0	32	0
689	17155	0	1114636288	0	0	0	0	16384
690	17176	0	1114636288	0	0	0	0	16384
691	17199	0	1114636288	0	0	0	0	16384
692	17283	0	1112801280	0	0	0	0	0
693	17291	0	1114636288	0	0	0	32	64
694	17294	0	1112801280	0	0	0	0	0
695	17432	0	1114636288	0	0	0	0	16384
696	17441	0	1114636288	0	0	0	0	64
697	17446	0	1112801280	0	0	0	0	0
698	17451	0	1114636288	0	0	0	0	256
699	17452	0	1114636288	0	0	0	0	256
700	17474	0	1114636288	0	0	0	0	16384
701	17501	0	1114636288	0	0	0	0	64
703	17667	0	1114636288	0	0	0	0	16384
704	17672	0	1114636288	0	0	0	0	256
705	17678	0	1114636288	0	0	0	0	64
707	17961	0	1114636288	0	0	0	0	256
708	18144	0	1116602368	0	0	0	0	0
709	18220	0	1114636288	0	0	0	4	0
710	18248	0	1112801280	0	0	0	0	0
711	18399	0	1114636288	0	0	0	0	64
712	18500	0	1118044160	0	0	0	0	0
713	18559	0	1114636288	0	0	0	0	16384
714	18631	0	1114636288	0	0	0	0	256
715	18632	0	1114636288	0	0	0	0	256
