id	importance	normalIcon	normalIcon50%	normalIcon0%	hordeIcon	hordeIcon50%	hordeIcon0%	AllianceIcon	AllianceIcon50%	AllianceIcon0%	factionID	X	Y	Z	continentID	area	name	description	flags	worldstate	worldMapLink	
2478	0	46	7	0	0	0	0	0	0	0	0	-4983.07	-1220.4	0	934	1537	"The Military Ward"	""	5462	15178	0
2432	0	46	7	0	0	0	0	0	0	0	0	-8756.01	1106.16	0	935	1519	"The Park"	""	5403	15175	0
17	2	5	0	0	0	0	0	0	0	0	0	508.073	1619.02	0	525	130	"The Sepulcher"	""	0	0	0
1014	0	7	0	0	0	0	0	0	0	0	0	-1778.21	-1513.16	0	516	324	"The Tower of Arathor"	""	0	0	0
1551	0	7	0	0	0	0	0	0	0	0	0	2249.61	-2389.63	0	0	198	"The Weeping Cave"	""	0	0	0
19	3	5	0	0	0	0	0	0	0	0	0	-5349.27	-2959.91	0	525	38	"Thelsamar"	""	0	0	0
1508	0	7	0	0	0	0	0	0	0	0	0	-6513.68	-1142.76	0	516	1442	"Thorium Point"	""	0	0	0
2583	2	7	0	0	0	0	0	0	0	0	0	-3201.318	-5029.646	0	517	4922	"Thundermar"	""	0	0	0
955	0	7	0	0	0	0	0	0	0	0	0	-9281.33	-3318.81	0	516	1000	"Tower of Ilgalar"	""	0	0	0
2428	0	46	7	0	0	0	0	0	0	0	0	-8839.79	614.043	0	935	1519	"Trade District"	""	5398	15086	0
2588	3	7	0	0	0	0	0	0	0	0	0	-6608.521	4285.433	0	517	5146	"Tranquil Wash"	""	0	0	0
1027	0	7	0	0	0	0	0	0	0	0	0	-6092.01	-3179.35	0	516	1897	"Uldaman"	""	0	0	0
1698	3	41	0	0	0	0	0	0	0	0	0	-11456.9	-2981.41	0	152	4	"Under Attack"	"Blasted Lands"	2261	14865	0
1699	3	41	0	0	0	0	0	0	0	0	0	-7741.19	-2722.21	0	152	46	"Under Attack"	"Burning Steppes"	2262	14869	0
1701	3	41	0	0	0	0	0	0	0	0	0	2414.5	-3919.26	0	152	139	"Under Attack"	"Eastern Plaguelands"	2264	14871	0
18	4	6	0	0	0	0	0	0	0	0	0	1594.339	240.2882	0	541	85	"Undercity"	""	0	0	0
709	0	7	0	0	0	0	0	0	0	0	0	969.176	-1825.52	0	516	197	"Uther\'s Tomb"	""	0	0	0
1703	0	7	0	0	0	0	0	0	0	0	0	908.754	1255.63	0	516	227	"Valgan\'s Field"	""	0	0	0
2584	1	7	0	0	0	0	0	0	0	0	0	-4194.932	-4724.745	0	517	4922	"Victor\'s Point"	""	0	0	0
1029	0	7	0	0	0	0	0	0	0	0	0	-9615.71	667.327	0	516	60	"Westbrook Garrison"	""	0	0	0
1015	0	7	0	0	0	0	0	0	0	0	0	316.946	-2119.3	0	516	348	"Wildhammer Keep"	""	0	0	0
1588	0	7	0	0	0	0	0	0	0	0	0	-11874.6	1250.73	0	516	33	"Yojamba Isle"	""	0	0	0
1770	0	0	0	0	0	0	0	0	0	0	0	1853.48	-3723.24	0	0	139	"[DEPRECATED] Crown Guard Tower"	""	2355	0	0
1771	0	0	0	0	0	0	0	0	0	0	0	1853.35	-3723.33	0	0	139	"[DEPRECATED] Crown Guard Tower"	"Alliance, Contested"	2374	0	0
1772	0	0	0	0	0	0	0	0	0	0	0	1853.41	-3723.26	0	0	139	"[DEPRECATED] Crown Guard Tower"	"Horde, Contested"	2375	0	0
1773	0	0	0	0	0	0	0	0	0	0	0	1853.13	-3723.44	0	0	139	"[DEPRECATED] Crown Guard Tower"	"Alliance, Progressing"	2376	0	0
1774	0	0	0	0	0	0	0	0	0	0	0	1853.54	-3723.49	0	0	139	"[DEPRECATED] Crown Guard Tower"	"Horde, Progressing"	2377	0	0
1775	0	0	0	0	0	0	0	0	0	0	0	1853.47	-3723.38	0	0	139	"[DEPRECATED] Crown Guard Tower"	"Alliance"	2378	0	0
1776	0	0	0	0	0	0	0	0	0	0	0	1853.51	-3723.47	0	0	139	"[DEPRECATED] Crown Guard Tower"	"Horde"	2379	0	0
1749	0	0	0	0	0	0	0	0	0	0	0	2562.3	-4796.96	0	0	139	"[DEPRECATED] Eastwall Tower"	""	2361	0	0
1750	0	0	0	0	0	0	0	0	0	0	0	2562.07	-4797.24	0	0	139	"[DEPRECATED] Eastwall Tower"	"Alliance, Contested"	2359	0	0
1751	0	0	0	0	0	0	0	0	0	0	0	2562.15	-4797.25	0	0	139	"[DEPRECATED] Eastwall Tower"	"Alliance, Progressing"	2357	0	0
1752	0	0	0	0	0	0	0	0	0	0	0	2561.74	-4797.14	0	0	139	"[DEPRECATED] Eastwall Tower"	"Horde, Contested"	2360	0	0
1753	0	0	0	0	0	0	0	0	0	0	0	2561.91	-4797.32	0	0	139	"[DEPRECATED] Eastwall Tower"	"Horde, Progressing"	2358	0	0
1754	0	0	0	0	0	0	0	0	0	0	0	2561.96	-4796.84	0	0	139	"[DEPRECATED] Eastwall Tower"	"Horde"	2356	0	0
1755	0	0	0	0	0	0	0	0	0	0	0	2562.03	-4797.02	0	0	139	"[DEPRECATED] Eastwall Tower"	"Alliance"	2354	0	0
1763	0	0	0	0	0	0	0	0	0	0	0	3170.26	-4376.45	0	0	139	"[DEPRECATED] Northpass Tower"	""	2352	0	0
1764	0	0	0	0	0	0	0	0	0	0	0	3169.99	-4376.53	0	0	139	"[DEPRECATED] Northpass Tower"	"Alliance, Contested"	2362	0	0
1765	0	0	0	0	0	0	0	0	0	0	0	3169.65	-4376.62	0	0	139	"[DEPRECATED] Northpass Tower"	"Horde, Contested"	2363	0	0
1766	0	0	0	0	0	0	0	0	0	0	0	3169.88	-4376.38	0	0	139	"[DEPRECATED] Northpass Tower"	"Alliance, Progressing"	2364	0	0
1767	0	0	0	0	0	0	0	0	0	0	0	3169.82	-4376.17	0	0	139	"[DEPRECATED] Northpass Tower"	"Horde, Progressing"	2365	0	0
1768	0	0	0	0	0	0	0	0	0	0	0	3169.14	-4376.62	0	0	139	"[DEPRECATED] Northpass Tower"	"Alliance"	2372	0	0
1769	0	0	0	0	0	0	0	0	0	0	0	3168.74	-4376.37	0	0	139	"[DEPRECATED] Northpass Tower"	"Horde"	2373	0	0
1756	0	0	0	0	0	0	0	0	0	0	0	2967.53	-3034.37	0	0	139	"[DEPRECATED] Plaguewood Tower"	""	2353	0	0
1757	0	0	0	0	0	0	0	0	0	0	0	2967.53	-3034.29	0	0	139	"[DEPRECATED] Plaguewood Tower"	"Alliance, Contested"	2366	0	0
1760	0	0	0	0	0	0	0	0	0	0	0	2972.89	-3034.52	0	0	139	"[DEPRECATED] Plaguewood Tower"	"Horde, Progressing"	2369	0	0
1761	0	0	0	0	0	0	0	0	0	0	0	2966.69	-3033.86	0	0	139	"[DEPRECATED] Plaguewood Tower"	"Alliance"	2370	0	0
1762	0	0	0	0	0	0	0	0	0	0	0	2966.72	-3034.01	0	0	139	"[DEPRECATED] Plaguewood Tower"	"Horde"	2371	0	0
1777	0	0	0	0	0	0	0	0	0	0	0	2967.45	-3034.87	0	0	139	"[DEPRECATED] Plaguewood Tower"	"Alliance, Progressing"	2368	0	0
36	3	5	0	0	0	0	0	0	0	0	84	10462.7	805.993	1.401298E-45	517	188	"Aldrassil"	""	0	0	0
907	0	7	0	0	0	0	0	0	0	0	0	10479.6	812.281	1.401298E-45	516	188	"Aldrassil"	""	0	0	0
42	3	5	0	0	0	0	0	0	0	0	84	2720.43	-382.391	1.401298E-45	525	331	"Astranaar"	""	0	0	0
798	3	5	0	0	0	0	0	0	0	0	0	6439.33	411.951	1.401298E-45	0	148	"Auberdine"	""	0	0	0
911	0	7	0	0	0	0	0	0	0	0	0	9864.17	1557.41	1.401298E-45	516	736	"Ban\'ethil Barrow Den"	""	0	0	0
1233	0	7	0	0	0	0	0	0	0	0	0	3827.37	-161.305	1.401298E-45	516	413	"Bathran\'s Haunt"	""	0	0	0
2598	3	5	0	0	0	0	0	0	0	0	0	3511.2	-6549.838	1.401298E-45	525	16	"Bilgewater Harbor"	""	0	0	0
1048	0	7	0	0	0	0	0	0	0	0	0	4619.42	25.6126	1.401298E-45	516	449	"Blackwood Den"	""	0	0	0
1096	0	7	0	0	0	0	0	0	0	0	0	-4335.04	-2639.53	1.401298E-45	516	509	"Bloodfen Burrow"	""	0	0	0
28	3	7	0	0	0	0	0	0	0	0	83	-2323.92	-394.981	1.401298E-45	517	222	"Bloodhoof Village"	""	0	0	0
1244	0	7	0	0	0	0	0	0	0	0	0	1612.52	-1465.1	1.401298E-45	516	421	"Bloodtooth Camp"	""	0	0	0
1220	0	7	0	0	0	0	0	0	0	0	0	5111.98	-353.403	1.401298E-45	516	1765	"Bloodvenom Post"	""	0	0	0
1090	0	7	0	0	0	0	0	0	0	0	0	-2685.32	-3087.58	1.401298E-45	516	496	"Bluefen"	""	0	0	0
1147	0	7	0	0	0	0	0	0	0	0	0	-2281.95	2499.6	1.401298E-45	516	606	"Bolgan\'s Hole"	""	0	0	0
1473	0	7	0	0	0	0	0	0	0	0	0	-7234.61	874.224	1.401298E-45	516	3425	"Bones of Grakkarond"	""	0	0	0
2620	1	7	0	0	0	0	0	0	0	0	0	-8670.891	-4065.628	1.401298E-45	517	440	"Bootlegger Outpost"	""	0	0	0
1684	1	7	0	0	0	0	0	0	0	0	0	-3132.98	-2880.71	1.401298E-45	517	496	"Brackenwall Village"	""	0	0	0
1694	0	7	0	0	0	0	0	0	0	0	0	-8021.76	1105.84	1.401298E-45	516	3427	"Bronzebeard Encampment"	""	0	0	0
2603	1	7	0	0	0	0	0	0	0	0	0	-3077.53	2573.988	1.401298E-45	517	357	"Camp Ataya"	""	0	0	0
790	3	5	0	0	0	0	0	0	0	0	0	-4394.98	215.611	1.401298E-45	525	215	"Camp Mojache"	""	0	0	0
30	3	7	0	0	0	0	0	0	0	0	83	-2906.49	-253.607	1.401298E-45	517	221	"Camp Narache"	""	0	0	0
1469	3	5	0	0	0	0	0	0	0	0	0	-2352.66	-1921.67	1.401298E-45	0	17	"Camp Taurajo"	""	0	0	0
1685	3	5	0	0	0	0	0	0	0	0	0	-6886.15	718.398	1.401298E-45	525	3425	"Cenarion Hold"	""	0	0	0
1050	0	7	0	0	0	0	0	0	0	0	0	6870.57	-662.396	1.401298E-45	516	456	"Cliffspring Falls"	""	0	0	0
1228	0	7	0	0	0	0	0	0	0	0	0	1543.57	70.1338	1.401298E-45	516	461	"Cragpool Lake"	""	0	0	0
1108	0	7	0	0	0	0	0	0	0	0	0	-5086.21	-1919.44	1.401298E-45	516	2097	"Darkcloud Pinnacle"	""	0	0	0
1088	0	7	0	0	0	0	0	0	0	0	0	-2829.79	-2722.81	1.401298E-45	516	496	"Darkmist Cavern"	""	0	0	0
2705	0	181	0	0	0	0	0	0	0	0	0	-1524.851	176.7622	1.401298E-45	29	215	"Darkmoon Faire"	""	6078	15184	0
38	3	6	0	0	0	0	0	0	0	0	84	9951.75	2254.5	1.401298E-45	541	141	"Darnassus"	""	0	0	0
1239	0	7	0	0	0	0	0	0	0	0	0	1702.45	-3150.99	1.401298E-45	516	434	"Demon Fall Canyon"	""	0	0	0
2614	3	5	0	0	0	0	0	0	0	0	0	-3253.825	-1725.438	1.401298E-45	525	4709	"Desolation Hold"	""	0	0	0
37	3	7	0	0	0	0	0	0	0	0	84	9787.99	949.897	1.401298E-45	517	5481	"Dolanaar"	""	0	0	0
2605	1	7	0	0	0	0	0	0	0	0	0	-3168.969	1909.273	1.401298E-45	517	357	"Dreamer\'s Rest"	""	0	0	0
1214	0	7	0	0	0	0	0	0	0	0	0	5718.83	-4507.31	1.401298E-45	516	2245	"Dun Mandarr"	""	0	0	0
2435	0	48	7	0	0	0	0	0	0	0	0	-1072.98	-281.852	1.401298E-45	934	1638	"Elder Rise"	""	5414	15092	0
1095	0	7	0	0	0	0	0	0	0	0	0	-4987.73	-3832.99	1.401298E-45	516	511	"Emberstrife\'s Den"	""	0	0	0
794	3	5	0	0	0	0	0	0	0	0	0	6723.46	-4662.5	1.401298E-45	525	618	"Everlook"	""	0	0	0
1235	0	7	0	0	0	0	0	0	0	0	0	2231.21	-2222.91	1.401298E-45	516	428	"Falfarren River"	""	0	0	0
2618	1	7	0	0	0	0	0	0	0	0	0	1025.519	2003.116	1.401298E-45	517	406	"Farwatcher\'s Glen"	""	0	0	0
796	3	5	0	0	0	0	0	0	0	0	0	-4517.382	2240.932	1.401298E-45	525	357	"Feathermoon Stronghold"	""	0	0	0
909	0	7	0	0	0	0	0	0	0	0	0	10050.6	1031.2	1.401298E-45	516	186	"Fel Rock"	""	0	0	0
2621	3	5	0	0	0	0	0	0	0	0	0	-6126.91	-3852.34	1.401298E-45	525	400	"Fizzle and Pozzik\'s Speedbarge"	""	0	0	0
1238	0	7	0	0	0	0	0	0	0	0	0	2880.33	-3287.54	1.401298E-45	516	430	"Forest Song"	""	0	0	0
2615	3	5	0	0	0	0	0	0	0	0	0	-3146.649	-2280.623	1.401298E-45	525	4709	"Fort Triumph"	""	0	0	0
1067	0	7	0	0	0	0	0	0	0	0	0	-1668.51	-4329.2	1.401298E-45	516	720	"Fray Island"	""	0	0	0
46	3	5	0	0	0	0	0	0	0	0	83	-5454.07	-2445.5	1.401298E-45	0	484	"Freewind Post"	""	0	0	0
1105	0	7	0	0	0	0	0	0	0	0	0	-6370.15	-1836.52	1.401298E-45	516	538	"Fungal Rock"	""	0	0	0
789	3	5	0	0	0	0	0	0	0	0	0	-7139.15	-3752.11	1.401298E-45	525	440	"Gadgetzan"	""	0	0	0
1149	0	7	0	0	0	0	0	0	0	0	0	-1224.06	1736.67	1.401298E-45	516	596	"Ghost Walker Post"	""	0	0	0
1243	0	7	0	0	0	0	0	0	0	0	0	2291.29	-1444.96	1.401298E-45	516	421	"Greenpaw Village"	""	0	0	0
2607	1	7	0	0	0	0	0	0	0	0	0	5136.833	-1755.382	1.401298E-45	517	616	"Grove of Aessina"	""	0	0	0
2597	1	7	0	0	0	0	0	0	0	0	0	3015.771	-514.8507	1.401298E-45	517	331	"Hellscream\'s Watch"	""	0	0	0
