field0	field1	field2	field3	field4	field5
2465	0	1	1	0	150
2467	1	1	0	0	100
2509	0	0	0	0	100
2510	0	0	0	1	100
2511	1	1	0	0	100
2513	0	0	1	0	100
2521	1	0	0	0	100
2522	0	0	0	0	100
2523	0	0	0	0	100
2524	0	0	1	0	100
2525	0	0	0	0	100
2526	0	1	0	0	0
2527	0	1	0	0	100
2540	0	1	0	0	100
2541	0	1	0	0	100
2588	0	0	1	0	0
2589	0	0	1	0	0
2590	0	0	1	0	0
2636	0	0	0	0	100
2638	1	0	0	0	100
2640	1	0	1	0	200
2642	0	0	0	0	100
2644	0	0	0	0	100
2645	0	1	0	0	100
2646	0	1	0	0	100
2647	0	1	0	0	100
2649	1	0	0	0	150
2650	0	0	0	0	100
2651	0	0	1	0	0
2652	0	0	1	0	0
2661	1	0	0	0	100
2662	0	0	1	0	0
2663	1	0	0	0	0
2664	1	0	0	0	0
2666	0	0	1	0	100
2667	1	0	0	0	10
2668	0	0	1	0	0
2669	0	0	1	0	0
2671	0	0	1	0	100
2672	0	0	1	0	0
2673	0	0	1	0	0
2674	0	0	1	0	0
2675	0	1	0	0	100
2715	0	0	0	1	100
2719	1	0	0	0	0
2748	0	0	0	1	100
2749	0	0	0	0	100
2764	0	1	1	0	100
2765	0	1	1	0	100
2775	0	1	1	0	100
2776	0	0	0	0	100
2796	0	1	1	0	100
2823	0	0	1	0	0
2825	0	1	1	0	100
2826	0	1	1	0	100
2827	0	1	1	0	100
2828	0	1	1	0	100
2829	0	1	1	0	100
2830	0	1	1	0	100
