field0	field1	field2	field3	field4	field5
295	2123	0	0	0	1
296	2136	0	5	0	5
297	2139	0	8	0	8
298	2140	0	0	0	15
299	2362	0	36	0	36
301	2370	0	15	0	15
305	2379	0	0	0	15
306	2380	0	0	0	20
307	2381	0	0	0	20
308	2383	0	0	0	3
309	2425	0	39	0	39
310	2457	0	1	0	1
311	2458	0	34	0	34
313	2481	0	1	0	1
314	2484	0	26	0	26
315	2565	0	18	0	18
316	2580	0	0	0	1
317	2585	0	1	0	1
318	2596	0	0	1	1
319	2597	0	0	0	5
320	2599	0	0	0	25
321	2600	0	0	0	35
324	2606	0	12	17	12
325	2607	0	4	9	4
326	2608	0	20	25	20
327	2609	0	28	33	28
328	2610	0	36	41	36
330	2629	0	20	0	20
331	2630	0	28	0	28
332	2637	0	66	0	66
333	2639	0	15	0	15
334	2641	0	11	0	11
335	2643	0	24	0	24
336	2645	0	15	0	15
338	2649	0	1	0	1
340	2676	0	20	0	20
341	2687	0	16	0	16
342	2691	0	6	70	6
343	2764	0	1	0	1
344	2782	0	22	0	22
345	2812	0	20	0	20
346	2818	0	30	0	30
347	2823	0	10	0	10
348	2825	0	70	0	70
349	2828	0	0	200	0
350	2829	0	0	200	0
351	2830	0	0	200	0
352	2831	0	0	0	5
353	2832	0	0	0	15
354	2833	0	15	0	0
355	2836	0	42	0	42
356	2842	0	10	0	10
357	2855	0	16	0	16
358	2871	0	28	0	28
360	2894	0	66	0	66
361	2895	0	44	0	44
362	2908	0	68	0	68
363	2912	0	10	0	10
364	2944	0	10	0	10
365	2948	0	1	0	1
366	2973	0	6	0	6
367	2974	0	12	0	12
368	2975	0	32	0	32
369	2976	0	40	0	40
370	2977	0	48	0	48
371	2980	0	1	0	1
372	2981	0	8	0	8
373	2982	0	16	0	16
374	2983	0	26	0	26
375	3007	0	0	0	40
376	3011	0	12	0	12
377	3018	0	1	0	1
378	3019	0	1	70	1
379	3025	0	0	0	1
380	3026	0	0	0	1
381	3034	0	68	0	68
382	3043	0	44	0	44
383	3044	0	1	0	1
384	3045	0	54	0	54
385	3052	0	9	22	9
386	3053	0	24	37	24
387	3054	0	37	45	37
388	3055	0	24	37	24
390	3106	0	20	0	20
392	3108	0	20	0	20
394	3110	0	1	0	1
395	3112	0	0	200	0
396	3113	0	0	200	0
397	3114	0	0	200	0
398	3120	0	50	50	50
399	3121	0	1	7	1
401	3127	0	1	0	1
402	3129	0	9	0	9
403	3130	0	5	12	5
404	3131	0	6	0	6
405	3132	0	0	0	9
407	3143	0	12	0	12
408	3145	0	15	0	15
409	3146	0	15	0	15
410	3147	0	20	0	20
414	3151	0	0	0	8
415	3157	0	0	0	11
416	3158	0	0	0	16
417	3159	0	0	0	21
419	3161	0	0	0	11
420	3162	0	0	0	16
421	3163	0	0	0	21
427	3169	0	50	0	0
428	3204	0	17	0	17
429	3205	0	50	50	50
430	3206	0	50	50	50
431	3207	0	50	50	50
432	3219	0	1	9	1
434	3221	0	10	21	10
435	3222	0	0	0	60
436	3223	0	0	0	60
439	3233	0	1	0	1
440	3234	0	5	0	5
441	3235	0	9	0	9
442	3237	0	6	20	6
443	3238	0	6	0	6
445	3243	0	11	0	11
446	3247	0	1	60	1
448	3252	0	12	0	12
450	3258	0	18	0	18
451	3260	0	0	0	30
452	3261	0	18	0	18
453	3263	0	0	0	15
454	3264	0	10	0	10
455	3267	0	25	25	0
456	3268	0	35	35	0
457	3269	0	13	0	13
458	3271	0	13	0	13
459	3284	0	0	0	30
460	3287	0	0	0	1
462	3322	0	20	0	20
464	3332	0	0	0	40
465	3335	0	20	0	20
467	3339	0	23	0	23
468	3355	0	28	0	28
470	3358	0	20	0	20
471	3359	0	17	0	17
473	3361	0	0	0	1
474	3363	0	0	0	1
475	3368	0	9	15	9
477	3385	0	1	60	1
478	3387	0	23	0	23
479	3388	0	21	0	21
482	3393	0	18	0	18
483	3394	0	18	0	18
484	3396	0	17	0	17
485	3405	0	24	0	24
486	3408	0	20	0	20
487	3409	0	20	0	20
488	3411	0	72	0	72
489	3416	0	0	0	24
490	3417	0	14	0	14
491	3418	0	20	0	20
492	3419	0	20	0	20
498	3439	0	22	0	22
499	3442	0	30	0	30
500	3443	0	26	0	26
501	3446	0	16	0	16
502	3477	0	14	0	14
503	3485	0	20	0	20
504	3490	0	0	0	26
505	3499	0	0	0	31
506	3509	0	0	0	30
507	3510	0	0	0	30
508	3512	0	0	0	30
509	3514	0	0	0	30
510	3527	0	0	0	31
511	3537	0	0	0	31
512	3542	0	27	0	27
514	3551	0	20	0	20
515	3552	0	38	0	38
516	3561	0	17	0	17
517	3562	0	17	0	17
518	3563	0	17	0	17
519	3565	0	17	0	17
520	3566	0	17	0	17
521	3567	0	17	0	17
522	3574	0	26	0	26
523	3582	0	15	0	15
525	3584	0	15	0	15
526	3585	0	15	0	15
527	3586	0	25	0	25
528	3587	0	25	0	25
530	3591	0	0	0	45
531	3592	0	35	35	35
533	3594	0	0	165	34
534	3595	0	0	165	40
535	3599	0	16	0	16
536	3600	0	6	0	6
537	3602	0	15	21	15
538	3603	0	20	0	20
540	3605	0	18	0	18
541	3606	0	10	0	10
542	3607	0	0	0	45
544	3611	0	0	0	27
545	3612	0	0	0	36
546	3616	0	1	0	1
548	3618	0	0	0	45
549	3621	0	0	0	36
550	3631	0	20	0	20
553	3637	0	0	0	34
554	3639	0	34	0	34
555	3644	0	0	0	45
556	3648	0	0	0	1
557	3650	0	24	0	24
558	3651	0	33	0	33
559	3652	0	0	0	32
560	3655	0	0	0	32
561	3657	0	0	0	32
562	3658	0	0	0	32
563	3659	0	0	0	1
564	3660	0	0	0	45
565	3666	0	56	0	56
566	3667	0	24	0	24
567	3671	0	33	0	33
568	3672	0	0	0	33
569	3673	0	33	0	33
570	3674	0	50	0	50
571	3680	0	33	0	33
572	3714	0	66	0	66
573	3716	0	10	0	10
574	3718	0	0	0	37
575	3720	0	0	0	37
576	3721	0	0	1	1
577	3722	0	35	0	35
578	3738	0	44	0	44
579	3742	0	45	0	45
581	3823	0	0	0	37
582	3827	0	36	0	36
583	3974	0	0	0	12
584	3975	0	0	0	22
585	3976	0	0	0	36
586	4042	0	45	0	45
587	4043	0	0	0	40
588	4044	0	17	0	17
589	4045	0	17	0	17
590	4048	0	37	0	37
591	4049	0	37	0	37
593	4052	0	30	0	30
594	4055	0	0	0	1
595	4056	0	0	0	20
596	4057	0	0	0	25
597	4058	0	0	0	28
598	4060	0	32	32	32
599	4063	0	35	0	35
600	4064	0	0	24	0
601	4065	0	0	36	0
602	4066	0	0	39	0
603	4067	0	0	44	0
604	4068	0	0	50	0
605	4069	0	0	53	0
606	4070	0	35	0	35
607	4073	0	30	40	30
608	4074	0	0	0	40
609	4075	0	0	0	40
610	4077	0	0	0	25
611	4078	0	0	0	35
612	4079	0	40	0	0
613	4080	0	1	0	1
614	4081	0	1	0	1
615	4083	0	0	0	1
616	4092	0	37	0	37
617	4093	0	0	0	1
618	4100	0	0	0	40
619	4101	0	0	0	15
620	4102	0	13	48	13
621	4104	0	0	0	15
622	4105	0	0	0	15
623	4107	0	0	0	13
624	4108	0	0	0	24
625	4109	0	0	0	32
626	4111	0	0	0	40
627	4112	0	0	0	13
628	4113	0	0	0	21
629	4114	0	0	0	36
630	4115	0	0	0	28
631	4130	0	0	0	40
632	4131	0	0	0	40
633	4132	0	0	0	40
634	4133	0	0	0	15
635	4134	0	15	0	15
636	4135	0	24	0	24
637	4136	0	0	0	24
638	4137	0	32	0	32
639	4138	0	0	0	32
640	4139	0	40	0	40
641	4140	0	0	0	40
642	4141	0	0	0	45
643	4142	0	0	0	13
644	4143	0	13	70	13
645	4144	0	0	0	13
646	4146	0	15	48	15
647	4147	0	13	48	13
648	4148	0	22	70	22
649	4149	0	22	70	22
650	4150	0	22	65	22
651	4152	0	0	0	35
652	4153	0	0	0	1
653	4154	0	13	40	13
654	4159	0	0	0	22
655	4164	0	0	0	22
656	4165	0	0	0	33
657	4166	0	25	70	25
658	4167	0	20	0	20
659	4168	0	0	0	33
660	4169	0	0	0	35
661	4195	0	0	0	10
662	4196	0	0	0	12
663	4197	0	0	0	18
664	4198	0	0	0	24
665	4199	0	0	0	30
666	4200	0	0	0	36
667	4201	0	0	0	42
668	4202	0	0	0	48
669	4209	0	22	0	22
670	4221	0	30	0	30
671	4238	0	36	70	36
672	4240	0	0	0	40
673	4241	0	0	0	40
674	4242	0	0	0	36
675	4243	0	0	0	36
676	4244	0	0	0	36
677	4245	0	0	0	36
678	4279	0	0	0	36
679	4280	0	0	0	36
680	4281	0	0	0	36
681	4282	0	0	0	40
682	4283	0	0	0	40
683	4284	0	0	0	40
684	4285	0	0	0	40
685	4286	0	36	70	36
686	4307	0	0	0	80
687	4312	0	36	60	36
688	4315	0	0	0	40
689	4316	0	36	70	36
690	4317	0	0	0	25
691	4318	0	0	0	37
692	4320	0	0	0	36
693	4342	0	0	0	80
694	4436	0	50	0	50
695	4506	0	0	0	45
696	4507	0	17	0	17
697	4511	0	42	0	42
698	4514	0	20	70	20
699	4520	0	0	0	38
700	4524	0	0	0	40
701	4525	0	0	0	40
702	4526	0	45	0	45
703	4548	0	0	0	5
704	4651	0	0	0	1
705	4805	0	13	0	13
706	4870	0	0	0	1
707	4932	0	0	0	50
709	4940	0	13	42	13
710	4947	0	0	0	45
711	4948	0	0	0	20
712	4950	0	44	0	44
713	4951	0	0	0	44
714	4954	0	0	0	10
715	4955	0	0	0	32
716	4960	0	0	0	10
717	4961	0	26	32	26
719	4970	0	30	0	30
720	4971	0	34	0	34
721	4972	0	0	70	34
723	4979	0	1	0	1
724	4980	0	0	0	1
725	4981	0	0	0	45
726	4983	0	0	0	45
727	4987	0	34	0	34
729	4997	0	0	1	1
730	4998	0	0	1	1
731	4999	0	0	1	1
732	5000	0	0	1	1
733	5004	0	5	0	5
734	5005	0	15	0	15
735	5006	0	25	0	25
736	5007	0	35	0	35
737	5010	0	0	0	26
738	5016	0	34	70	34
739	5017	0	0	0	1
740	5019	0	1	0	1
741	5020	0	0	0	15
742	5021	0	0	0	15
743	5024	0	0	0	40
744	5025	0	0	0	45
745	5026	0	0	0	45
746	5048	0	0	0	54
747	5049	0	0	0	60
748	5100	0	0	0	15
749	5101	0	0	0	12
750	5102	0	0	0	35
751	5104	0	0	0	13
752	5105	0	13	42	13
754	5108	0	3	0	3
755	5110	0	0	0	16
757	5116	0	8	0	8
758	5118	0	24	0	24
759	5134	0	35	0	35
761	5138	0	24	0	24
762	5141	0	0	0	20
763	5142	0	0	0	1
764	5143	0	24	0	24
765	5149	0	10	0	10
766	5159	0	18	0	18
767	5161	0	0	0	1
768	5162	0	0	0	45
769	5164	0	1	0	1
770	5171	0	14	0	14
771	5174	0	26	0	26
772	5176	0	1	0	1
773	5185	0	26	0	26
776	5209	0	28	0	28
777	5211	0	1	0	1
778	5213	0	20	0	20
779	5215	0	6	0	6
780	5217	0	12	0	12
781	5219	0	20	0	20
782	5220	0	20	0	20
783	5221	0	16	0	16
784	5225	0	36	0	36
785	5229	0	76	0	76
787	5252	0	20	0	20
788	5257	0	0	0	15
789	5262	0	9	0	9
790	5263	0	0	0	9
791	5271	0	11	0	11
792	5276	0	30	36	30
793	5277	0	8	0	8
796	5308	0	7	80	7
797	5320	0	0	0	10
798	5321	0	0	0	10
799	5322	0	0	0	10
800	5323	0	0	0	10
801	5324	0	0	0	10
802	5325	0	0	0	10
803	5337	0	1	0	1
804	5363	0	0	0	13
805	5364	0	0	0	15
806	5365	0	0	0	24
807	5366	0	0	0	32
808	5367	0	0	0	40
809	5368	0	0	0	24
810	5369	0	0	0	32
811	5370	0	0	0	40
812	5374	0	1	80	1
813	5384	0	32	0	32
814	5394	0	30	0	30
815	5401	0	5	0	5
816	5403	0	0	0	40
817	5405	0	28	0	28
818	5406	0	0	0	37
819	5412	0	0	0	1
821	5414	0	0	0	1
823	5419	0	16	200	16
824	5421	0	18	0	18
826	5424	0	6	10	6
828	5433	0	0	0	80
829	5484	0	30	0	30
830	5487	0	8	0	8
831	5500	0	24	0	24
832	5502	0	20	0	20
833	5504	0	4	13	4
834	5505	0	10	19	10
835	5506	0	20	29	20
836	5514	0	5	0	5
837	5515	0	6	0	6
839	5568	0	8	0	8
840	5570	0	18	0	18
842	5605	0	10	0	10
843	5607	0	10	15	10
844	5608	0	10	15	10
845	5665	0	0	0	10
846	5666	0	0	0	13
847	5672	0	20	0	20
848	5675	0	42	0	42
849	5676	0	18	0	18
850	5677	0	42	0	42
851	5679	0	7	0	7
852	5680	0	0	0	7
854	5697	0	24	0	24
855	5703	0	0	0	5
856	5707	0	51	0	60
857	5708	0	10	0	10
858	5728	0	58	0	58
859	5729	0	58	0	58
860	5730	0	58	0	58
861	5740	0	21	0	21
862	5759	0	0	0	5
863	5760	0	28	0	28
864	5761	0	28	0	28
866	5782	0	14	0	14
867	5784	0	20	0	20
868	5809	0	0	0	1
869	5811	0	0	0	18
870	5857	0	20	0	20
871	5858	0	0	0	1
872	5862	0	0	0	22
873	5884	0	1	0	1
874	5888	0	12	19	12
875	5909	0	0	0	9
877	5917	0	0	0	10
878	5918	0	0	0	13
879	5938	0	74	0	74
880	5940	0	70	0	70
881	5968	0	0	0	20
882	5990	0	0	0	16
884	6084	0	0	0	20
885	6114	0	0	0	1
886	6117	0	68	0	68
887	6127	0	30	39	30
888	6129	0	32	41	32
889	6136	0	1	0	1
891	6196	0	36	0	36
892	6197	0	16	0	16
893	6199	0	0	0	45
894	6201	0	9	0	9
895	6229	0	34	0	34
896	6245	0	0	0	45
897	6252	0	13	0	13
898	6253	0	0	0	10
900	6255	0	5	0	5
902	6262	0	0	0	10
903	6264	0	26	0	26
906	6270	0	0	0	45
907	6273	0	0	0	45
909	6275	0	24	70	24
910	6276	0	0	70	24
911	6278	0	20	0	20
912	6281	0	1	48	0
913	6282	0	1	48	0
914	6283	0	1	48	0
915	6286	0	1	48	0
916	6295	0	20	26	20
917	6296	0	0	0	45
918	6297	0	0	0	45
919	6304	0	0	0	20
920	6305	0	18	26	18
921	6306	0	20	0	20
922	6307	0	4	0	4
923	6343	0	20	0	20
924	6345	0	1	0	1
925	6346	0	54	0	54
926	6348	0	0	1	1
927	6349	0	0	1	1
928	6353	0	13	0	13
929	6354	0	0	0	1
930	6355	0	0	0	1
931	6358	0	20	0	20
932	6360	0	56	0	56
933	6366	0	74	0	74
934	6409	0	20	0	20
935	6411	0	1	1	1
937	6431	0	1	1	1
938	6433	0	26	0	26
939	6434	0	6	0	6
940	6435	0	0	0	20
941	6436	0	20	0	20
943	6469	0	0	0	17
944	6474	0	6	0	6
945	6479	0	11	11	11
946	6483	0	0	1	1
947	6484	0	0	1	1
948	6487	0	20	0	20
950	6512	0	0	0	26
951	6523	0	0	0	1
952	6524	0	1	0	1
953	6528	0	1	1	1
954	6530	0	15	0	15
955	6531	0	17	0	17
957	6535	0	13	0	13
958	6536	0	0	0	20
959	6538	0	22	60	22
960	6544	0	85	0	85
961	6552	0	24	0	24
962	6558	0	1	0	1
964	6572	0	30	0	30
965	6576	0	22	70	22
966	6580	0	13	60	13
968	6606	0	1	1	1
969	6620	0	0	0	1
970	6626	0	0	0	1
971	6629	0	0	0	20
972	6630	0	0	0	1
973	6634	0	28	28	28
974	6645	0	1	1	1
975	6648	0	0	0	1
976	6653	0	0	0	1
977	6654	0	0	0	1
978	6655	0	0	0	45
979	6657	0	0	0	1
980	6660	0	20	0	20
981	6664	0	22	22	22
982	6671	0	0	0	1
983	6672	0	20	20	20
984	6673	0	42	0	42
985	6685	0	20	0	20
986	6700	0	0	1	1
987	6711	0	25	0	25
988	6713	0	8	0	8
989	6717	0	0	0	1
990	6718	0	28	28	28
991	6719	0	0	1	1
992	6724	0	20	34	20
993	6725	0	15	0	15
994	6726	0	30	0	30
995	6727	0	1	1	1
998	6742	0	1	0	1
1000	6750	0	0	0	10
1001	6751	0	20	0	20
1002	6753	0	0	0	45
1003	6755	0	0	0	1
1005	6758	0	0	0	1
1006	6759	0	0	0	1
1007	6770	0	12	0	12
1008	6777	0	0	0	1
1009	6785	0	54	0	54
1010	6789	0	30	0	30
1011	6795	0	8	0	8
1012	6807	0	8	0	8
1014	6814	0	21	0	21
1015	6844	0	1	1	1
1018	6894	0	28	0	28
1019	6896	0	0	0	1
1020	6897	0	0	0	1
1021	6898	0	0	0	1
1022	6899	0	0	0	1
1023	6900	0	0	0	1
1026	6910	0	20	0	20
1028	6917	0	20	0	20
1029	6918	0	0	0	20
1031	6921	0	10	60	10
1032	6922	0	20	0	20
1033	6923	0	22	70	22
1035	6940	0	80	0	80
1038	6947	0	26	0	26
1039	6949	0	1	8	1
1041	6951	0	8	60	8
1042	6957	0	1	0	1
1043	6958	0	8	0	8
1044	6960	0	1	0	1
1045	6961	0	1	0	1
1046	6965	0	1	0	1
1047	6979	0	24	0	24
1048	6980	0	36	0	36
1050	6984	0	28	0	28
1051	6991	0	11	0	11
1052	7001	0	10	0	10
1059	7043	0	20	0	20
1060	7044	0	20	0	20
1061	7045	0	20	0	20
1062	7046	0	20	0	20
1063	7047	0	20	0	20
1064	7048	0	20	0	20
1065	7049	0	20	0	20
1066	7050	0	20	0	20
1067	7051	0	20	0	20
1068	7053	0	20	0	20
1071	7067	0	20	0	20
1073	7069	0	20	0	20
1075	7084	0	1	0	1
1077	7092	0	12	0	12
1078	7093	0	9	0	9
1079	7095	0	1	0	1
1081	7099	0	20	0	20
1082	7101	0	17	0	17
1085	7104	0	1	0	1
1086	7105	0	1	0	1
1087	7106	0	20	0	20
1088	7108	0	20	200	20
1089	7120	0	35	0	35
1091	7122	0	21	0	21
1094	7136	0	20	0	20
1095	7137	0	10	60	10
1096	7139	0	14	0	14
1097	7140	0	1	0	1
1098	7144	0	21	0	21
1099	7145	0	22	0	22
1101	7159	0	4	0	4
1103	7162	0	40	45	40
1104	7164	0	10	0	10
1105	7165	0	4	0	4
1106	7178	0	18	0	18
1107	7211	0	1	0	1
1108	7216	0	0	0	12
1109	7218	0	0	0	12
1110	7220	0	0	0	12
1111	7230	0	20	0	0
1112	7231	0	25	0	0
1113	7232	0	30	0	0
1114	7233	0	35	0	0
1115	7234	0	35	0	0
1116	7235	0	20	0	0
1117	7236	0	25	0	0
1118	7237	0	35	0	0
1119	7238	0	30	0	0
1120	7239	0	40	0	0
1121	7240	0	20	0	0
1122	7241	0	25	0	0
1123	7242	0	30	0	0
1124	7243	0	35	0	0
1125	7244	0	40	0	0
1126	7245	0	20	0	0
1127	7246	0	25	0	0
1128	7247	0	30	0	0
1129	7248	0	35	0	0
1130	7249	0	40	0	0
1131	7250	0	20	0	0
1132	7251	0	25	0	0
1133	7252	0	30	0	0
1134	7253	0	35	0	0
1135	7254	0	40	0	0
1136	7268	0	24	0	24
1138	7273	0	1	0	1
1139	7276	0	1	0	1
1140	7277	0	24	0	24
1141	7278	0	24	0	24
1142	7279	0	19	0	19
1145	7290	0	1	0	1
1147	7293	0	0	0	1
1148	7294	0	26	0	26
1150	7302	0	54	0	54
1151	7321	0	30	0	30
1152	7328	0	13	0	13
1153	7331	0	4	8	4
1154	7340	0	0	0	1
1155	7341	0	0	0	2
1156	7342	0	10	0	10
1157	7344	0	1	0	1
1159	7363	0	1	10	1
1160	7365	0	20	0	20
1161	7366	0	30	0	30
1163	7370	0	0	0	1
1164	7376	0	1	0	1
1165	7381	0	30	0	30
1166	7383	0	1	0	1
1167	7384	0	30	0	30
1168	7386	0	16	0	16
1169	7389	0	20	0	20
1170	7394	0	10	0	10
1172	7396	0	0	0	21
1175	7428	0	0	0	5
1176	7434	0	77	0	80
1177	7450	0	70	0	70
1178	7451	0	70	0	70
1182	7487	0	20	0	20
1183	7488	0	20	0	20
1184	7489	0	20	0	20
1185	7586	0	20	0	20
1186	7587	0	20	0	20
1188	7620	0	0	0	1
1189	7621	0	27	0	27
1190	7638	0	15	0	15
1191	7645	0	10	0	10
1193	7656	0	24	0	24
1194	7667	0	13	0	13
1195	7668	0	13	0	13
1196	7673	0	0	0	1
1197	7712	0	1	0	1
1198	7713	0	1	0	1
1199	7714	0	1	0	1
1200	7715	0	1	0	1
1201	7716	0	1	0	1
1202	7717	0	1	0	1
1203	7718	0	1	0	1
1204	7719	0	1	0	1
1205	7728	0	1	0	1
1206	7729	0	1	0	1
1207	7731	0	0	0	1
1208	7732	0	0	0	1
1209	7737	0	5	0	0
1210	7739	0	30	0	30
1211	7750	0	10	70	10
1212	7764	0	1	0	1
1214	7806	0	15	0	15
1215	7807	0	25	0	25
1216	7808	0	35	0	35
1217	7812	0	28	0	28
1218	7814	0	20	0	20
1219	7840	0	0	0	15
1221	7855	0	1	0	1
1222	7865	0	77	0	80
1223	7870	0	32	0	32
1224	7891	0	27	0	27
1226	7897	0	1	0	1
1227	7901	0	8	60	8
1228	7902	0	1	0	1
1229	7914	0	33	0	33
