field0	field1	field2	field3	field4
800	130	73123	33728	11
801	130	73124	38556	12
802	130	73125	6517	2
803	130	73320	101800	16
804	130	73357	101827	25
805	131	34722	56050	0
806	131	6948	6418	0
807	131	43233	13707	0
808	131	43231	13710	0
809	131	72664	101718	5
810	131	72665	101720	8
811	131	72666	101722	10
812	131	72667	52518	1
813	131	72668	101725	7
814	131	72669	101727	3
815	131	72670	101729	6
816	131	72671	101731	9
817	131	72995	50128	21
818	131	72996	50119	22
819	131	73121	101797	12
820	131	73122	35423	11
821	131	73123	33728	11
822	131	73124	38556	12
823	131	73125	6517	2
824	131	73320	101800	16
825	131	73357	101827	25
826	133	34722	56050	0
827	133	6948	6418	0
828	133	72945	101749	5
829	133	72946	101754	8
830	133	72947	51954	10
831	133	72948	51891	1
832	133	72949	56574	7
833	133	72950	51892	3
834	133	72951	101760	6
835	133	72952	101762	9
836	133	73161	6517	2
837	133	73162	35423	11
838	133	73163	33728	11
839	133	73164	101796	12
840	133	73165	38556	12
841	133	73310	101803	16
842	133	73358	101827	25
843	133	72992	50327	17
1091	148	34722	56050	0
1092	148	6948	6418	0
1093	148	72945	101749	5
1094	148	72946	101754	8
1095	148	72947	51954	10
1096	148	72948	51891	1
1097	148	72949	56574	7
1098	148	72950	51892	3
1099	148	72951	101760	6
1100	148	72952	101762	9
1101	148	73161	6517	2
1102	148	73162	35423	11
1103	148	73163	33728	11
1104	148	73164	101796	12
1105	148	73165	38556	12
1106	148	73310	101803	16
1107	148	73358	101827	25
1108	148	72992	50327	17
1109	148	72999	101829	17
1110	149	34722	56050	0
1111	149	6948	6418	0
1112	149	72937	101749	5
1113	149	72938	101754	8
1114	149	72939	51954	10
1115	149	72940	51891	1
1116	149	72941	56574	7
1117	149	72942	51892	3
1118	149	72943	101760	6
1119	149	72944	101762	9
1120	149	73166	6517	2
1121	149	73167	38556	12
1122	149	73168	35423	11
1123	149	73169	33728	11
1124	149	73170	101795	12
1125	149	73309	101804	16
1126	149	73359	101827	25
1127	149	72980	50262	13
1128	149	72982	52694	14
1129	152	34722	56050	0
1130	152	6948	6418	0
1131	152	72929	101747	5
1132	152	72930	101752	8
1133	152	72931	101755	10
1134	152	72932	51904	1
1135	152	72933	101756	7
1136	152	72934	51297	3
1137	152	72935	101759	6
1138	152	72936	101761	9
1139	152	73156	6517	2
1140	152	73157	38556	12
1141	152	73158	33728	11
1142	152	73159	35423	11
1143	152	73160	101795	12
1144	152	73316	101804	16
1145	152	73346	101817	28
1146	152	72991	101829	17
1147	153	34722	56050	0
1148	153	6948	6418	0
1149	153	72918	101747	5
1150	153	72919	101752	8
1151	153	72920	101755	10
1152	153	72921	51904	1
1153	153	72922	101756	7
1154	153	72923	51297	3
1155	153	72924	101759	6
1156	153	72925	101761	9
1157	153	73151	6517	2
1158	153	73152	35423	11
1159	153	73153	33728	11
1160	153	73154	101796	12
1161	153	73155	38556	12
1162	153	73315	101803	16
1163	153	73343	101816	28
1164	153	72994	101839	13
1165	153	72994	101839	13
1166	154	34722	56050	0
1167	154	6948	6418	0
1168	154	72918	101747	5
1169	154	72919	101752	8
1170	154	72920	101755	10
1171	154	72921	51904	1
1172	154	72922	101756	7
1173	154	72923	51297	3
1174	154	72924	101759	6
1175	154	72925	101761	9
1176	154	73151	6517	2
1177	154	73152	35423	11
1178	154	73153	33728	11
1179	154	73154	101796	12
1180	154	73155	38556	12
1181	154	73315	101803	16
1182	154	73343	101816	28
1183	154	72990	101829	17
1184	155	34722	56050	0
1185	155	6948	6418	0
1186	155	73116	101799	12
1187	155	73117	33728	11
1188	155	73118	35423	11
1189	155	73119	38556	12
1190	155	73120	6517	2
1191	155	72646	101700	8
1192	155	72647	101702	10
1193	155	72648	105552	1
1194	155	72649	52328	7
1195	155	72650	103675	20
1196	155	72651	101711	3
1197	155	72652	101714	6
1198	155	72653	52311	9
1199	155	73322	101802	16
1200	155	73336	101808	26
1201	155	73009	50141	17
1202	156	34722	56050	0
1203	156	6948	6418	0
1204	156	73336	101808	26
1205	156	72655	101700	8
1206	156	72656	101702	10
1207	156	72657	101706	1
1208	156	72658	52328	7
1209	156	72659	103675	20
1210	156	72660	101711	3
1211	156	72661	101714	6
1212	156	72662	52311	9
1213	156	73111	101798	12
1214	156	73112	35423	11
1215	156	73113	33728	11
1216	156	73114	38556	12
1217	156	73115	6517	2
1218	156	73321	101801	16
1219	156	73008	50141	17
1220	157	34722	56050	0
1221	157	6948	6418	0
1222	157	73336	101808	26
1223	157	72655	101700	8
1224	157	72656	101702	10
1225	157	72657	101706	1
1226	157	72658	52328	7
1227	157	72659	103675	20
1228	157	72660	101711	3
1229	157	72661	101714	6
1230	157	72662	52311	9
1231	157	73111	101798	12
1232	157	73112	35423	11
1233	157	73113	33728	11
1234	157	73114	38556	12
1235	157	73115	6517	2
1236	157	73321	101801	16
1237	157	73008	50141	17
1238	158	34722	56050	0
1239	158	6948	6418	0
1240	158	72910	101733	5
1241	158	72911	101735	8
1242	158	72912	101737	10
1243	158	72913	105695	1
1244	158	72914	101741	7
1245	158	72915	51299	3
1246	158	72916	101744	6
1247	158	72917	101746	9
1248	158	73000	103710	26
1249	158	73001	50348	17
1250	158	73146	6517	2
1251	158	73147	38556	12
1252	158	73148	35423	11
1253	158	73149	33728	11
1254	158	73150	101797	12
1255	158	73314	101800	16
1256	159	34722	56050	0
1257	159	6948	6418	0
1258	159	72910	101733	5
1259	159	72911	101735	8
1260	159	72912	101737	10
1261	159	72913	105695	1
1262	159	72914	101741	7
1263	159	72915	51299	3
1264	159	72916	101744	6
1265	159	72917	101746	9
1266	159	73000	103710	26
1267	159	73001	50348	17
1268	159	73146	6517	2
1269	159	73147	38556	12
1270	159	73148	35423	11
1271	159	73149	33728	11
1272	159	73150	101797	12
1273	159	73314	101800	16
1274	160	34722	56050	0
1275	160	6948	6418	0
1276	160	72910	101733	5
1277	160	72911	101735	8
1278	160	72912	101737	10
1279	160	72913	105695	1
1280	160	72914	101741	7
1281	160	72915	51299	3
1282	160	72916	101744	6
1283	160	72917	101746	9
1284	160	73000	103710	26
1285	160	73001	50348	17
1286	160	73146	6517	2
1287	160	73147	38556	12
1288	160	73148	35423	11
1289	160	73149	33728	11
1290	160	73150	101797	12
1291	160	73314	101800	16
1292	161	34722	56050	0
1293	161	6948	6418	0
1294	161	73313	101802	16
1295	161	73340	101813	28
1296	161	72889	101732	5
1297	161	72890	101734	8
1298	161	72891	101736	10
1299	161	72892	105694	1
1300	161	72893	101740	7
1301	161	72894	49362	3
1302	161	72895	101743	6
1303	161	72896	101745	9
1304	161	73003	50199	21
1305	161	73005	52694	14
1306	161	73136	6517	2
1307	161	73137	38556	12
1308	161	73138	33728	11
1309	161	73139	35423	11
1310	161	73140	101799	12
1311	162	34722	56050	0
1312	162	6948	6418	0
1313	162	72698	101732	5
1314	162	72699	101734	8
1315	162	72700	101736	10
1316	162	72701	105694	1
1317	162	72702	101740	7
1318	162	72703	49362	3
1319	162	72704	101743	6
1320	162	72705	101745	9
1321	162	73131	6517	2
1322	162	73132	38556	12
1323	162	73133	35423	11
1324	162	73134	33728	11
1325	162	73135	101797	12
1326	162	73311	101800	16
1327	162	73342	101815	28
1328	162	72998	50206	13
1329	162	72998	50206	13
1330	163	34722	56050	0
1331	163	6948	6418	0
1332	163	72902	101732	5
1333	163	72903	101734	8
1334	163	72904	101736	10
1335	163	72905	105694	1
1336	163	72906	101740	7
1337	163	72907	49362	3
1338	163	72908	101743	6
1339	163	72909	101745	9
1340	163	73002	50199	21
1341	163	73004	101842	14
1342	163	73141	6517	2
1343	163	73142	38556	12
1344	163	73143	33728	11
1345	163	73144	35423	11
1346	163	73145	101798	12
1347	163	73312	101801	16
1348	163	73341	101814	28
1349	164	34722	56050	0
1350	164	6948	6418	0
1351	164	72971	101748	5
1352	164	72972	101753	8
1353	164	72973	101689	10
1354	164	72974	51641	1
1355	164	72975	101758	7
1356	164	72976	49512	3
1357	164	72977	101691	6
1358	164	72978	101692	9
1359	164	73014	6517	2
1360	164	73022	35423	11
1361	164	73023	33728	11
1362	164	73063	38556	12
1363	164	73064	101798	12
1364	164	73319	101801	16
1365	164	73356	101809	28
1366	164	72984	101842	14
1367	164	72989	50199	21
1368	166	34722	56050	0
1369	166	6948	6418	0
1370	166	72963	101748	5
1371	166	72964	101753	8
1372	166	72965	101689	10
1373	166	72966	51641	1
1374	166	72967	101758	7
1375	166	72968	49512	3
1376	166	72969	101691	6
1377	166	72970	101692	9
1378	166	73013	6517	2
1379	166	73020	35423	11
1380	166	73021	33728	11
1381	166	73042	101795	12
1382	166	73060	38556	12
1383	166	73318	101804	16
1384	166	73355	101819	28
1385	166	72981	50262	13
1386	166	72983	52694	14
1387	168	34722	56050	0
1388	168	6948	6418	0
1389	168	72993	50327	17
1390	168	72955	101748	5
1391	168	72956	101753	8
1392	168	72957	101689	10
1393	168	72958	51641	1
1394	168	72959	101758	7
1395	168	72960	49512	3
1396	168	72961	101691	6
1397	168	72962	101692	9
1398	168	73015	6517	2
1399	168	73018	35423	11
1400	168	73019	33728	11
1401	168	73061	101796	12
1402	168	73062	38556	12
1403	168	73317	101803	16
1404	168	73354	101818	28
1416	109	42942	54527	0
1417	110	42942	54527	0
1418	111	42942	54527	0
1419	117	42942	54527	0
1420	123	42942	54527	0
1421	124	42942	54527	0
1422	125	42942	54527	0
1423	126	42942	54527	0
1424	127	42942	54527	0
1425	128	42942	54527	0
1426	129	42942	54527	0
1427	130	42942	54527	0
1428	131	42942	54527	0
1429	133	42942	54527	0
1431	149	42942	54527	0
1432	152	42942	54527	0
1433	153	42942	54527	0
1434	154	42942	54527	0
1435	155	42942	54527	0
1436	156	42942	54527	0
1437	157	42942	54527	0
1438	158	42942	54527	0
1439	159	42942	54527	0
1440	160	42942	54527	0
1441	161	42942	54527	0
1442	162	42942	54527	0
1443	163	42942	54527	0
1444	164	42942	54527	0
1445	166	42942	54527	0
1446	168	42942	54527	0
1735	305	50718	54674	16
1753	306	73494	100455	16
1770	307	66898	83349	16
1801	308	46188	61891	10
1802	308	46195	59450	7
1803	308	46193	59451	20
1804	308	46190	97893	3
1806	308	76151	104488	16
1812	310	38668	51915	6
1813	310	38670	51990	8
1814	310	38666	51632	9
1815	310	38665	51798	5
1816	310	39320	51734	16
1817	310	39322	51736	16
1818	310	38664	51733	16
1819	310	38671	31664	11
1820	310	38667	51787	10
1821	310	38661	51738	1
1822	310	38669	51637	7
1823	310	38662	31899	2
1824	310	39208	51913	28
1825	310	38672	39122	11
1826	310	38663	51956	3
1827	310	38632	52261	17
1828	310	38674	51914	12
1829	310	38675	51912	12
1847	312	49905	64846	8
1861	312	40388	56236	17
1942	332	30214	42313	20
1943	332	30211	97154	10
1944	332	30212	97155	1
1945	332	30213	97156	7
1946	332	30215	97157	3
1947	332	85281	110547	8
1954	312	46183	97895	10
1955	312	46185	59439	7
1956	312	46186	59438	20
1957	312	46187	97891	3
1958	307	61201	74056	6
1959	307	61202	74057	8
1960	307	61203	74058	5
1961	307	61204	74059	10
1962	307	61206	74061	7
1963	307	61207	74062	3
1964	307	61208	74063	9
1965	307	48424	60847	26
1966	314	40415	97628	10
1967	314	40417	54276	7
1968	314	40418	54268	20
1969	314	40419	56599	3
1970	314	31038	43353	17
1971	314	85587	110888	8
1972	306	51359	65239	6
1973	306	51360	65241	8
1974	306	51361	65244	9
1975	306	51468	65271	5
1976	306	51469	65272	10
1977	306	51471	65273	7
1978	306	51473	65268	3
1979	306	28800	43531	17
1980	308	37169	50987	21
1981	308	45271	61877	23
1982	308	45567	61873	8
1983	315	51250	64435	5
1984	315	51251	64944	10
1985	315	51253	64432	7
1986	315	51254	64431	3
1987	315	50607	64437	8
1988	315	50707	64430	6
1989	315	59122	71105	13
1990	315	57927	83348	22
1991	311	28392	110838	13
1993	311	46334	59537	8
1994	311	46199	97896	10
1995	311	46208	59491	7
1996	311	46205	59486	20
1997	311	46203	59489	3
1998	332	30910	45360	21
1999	332	36461	50245	23
2000	311	85588	110838	22
2001	305	30976	45658	5
2002	305	30970	97207	10
2003	305	30978	97209	7
2004	305	30980	97210	3
2005	305	34568	97281	8
2006	305	34546	109309	6
2007	305	28773	40922	17
