field0	field1	field2	field3	field4	field5	field6	field7	
278	229	0	11000	11	"Warchief Rend Blackhand"	9778	0
279	229	0	12000	12	"The Beast"	10193	0
280	229	0	13000	13	"General Drakkisath"	10115	0
227	230	0	0	0	"High Interrogator Gerstahn"	0	0
228	230	0	1000	1	"Lord Roccor"	0	0
229	230	0	2000	2	"Houndmaster Grebmar"	0	0
230	230	0	3000	3	"Ring of Law"	0	0
231	230	0	4000	4	"Pyromancer Loregrain"	0	0
232	230	0	5000	5	"Lord Incendius"	0	0
233	230	0	6000	6	"Warder Stilgiss"	0	0
234	230	0	7000	7	"Fineous Darkvire"	0	0
235	230	0	8000	8	"Bael\'Gar"	0	0
236	230	0	9000	9	"General Angerforge"	0	0
237	230	0	10000	10	"Golem Lord Argelmach"	0	0
238	230	0	11000	11	"Hurley Blackbreath"	0	0
239	230	0	12000	12	"Phalanx"	0	0
240	230	0	13000	13	"Ribbly Screwspigot"	0	0
241	230	0	14000	14	"Plugger Spazzring"	0	0
242	230	0	15000	15	"Ambassador Flamelash"	0	0
243	230	0	16000	16	"The Seven"	0	0
244	230	0	17000	17	"Magmus"	0	0
245	230	0	18000	18	"Emperor Dagran Thaurissan"	0	0
1084	249	-1	0	0	"Onyxia"	8570	0
287	269	0	0	0	"Chrono Lord Deja"	0	0
288	269	1	0	0	"Chrono Lord Deja"	0	0
289	269	0	1000	1	"Temporus"	0	0
290	269	1	2000	1	"Temporus"	0	0
291	269	0	2000	2	"Aeonus"	0	0
292	269	1	3000	2	"Aeonus"	0	0
451	289	0	0	0	"Kirtonos the Herald"	0	0
452	289	0	1000	1	"Jandice Barov"	0	0
453	289	0	2000	2	"Rattlegore"	0	0
454	289	0	3000	3	"Marduk Blackpool"	0	0
455	289	0	4000	4	"Vectus"	0	0
456	289	0	5000	5	"Ras Frostwhisper"	0	0
457	289	0	6000	6	"Instructor Malicia"	0	0
458	289	0	7000	7	"Doctor Theolen Krastinov"	0	0
459	289	0	8000	8	"Lorekeeper Polkelt"	0	0
460	289	0	9000	9	"The Ravenian"	0	0
461	289	0	10000	10	"Lord Alexei Barov"	0	0
462	289	0	11000	11	"Lady Illucia Barov"	0	0
463	289	0	12000	12	"Darkmaster Gandling"	0	0
785	309	0	-1000	1	"High Priestess Jeklik"	0	0
784	309	0	0	0	"High Priest Venoxis"	0	0
786	309	0	2000	2	"High Priestess Mar\'li"	0	0
787	309	0	3000	3	"Bloodlord Mandokir"	0	0
788	309	0	4000	4	"Edge of Madness"	0	0
789	309	0	5000	5	"High Priest Thekal"	0	0
790	309	0	6000	6	"Gahz\'ranka"	0	0
791	309	0	7000	7	"High Priestess Arlokk"	0	0
792	309	0	8000	8	"Jin\'do the Hexxer"	0	0
793	309	0	9000	9	"Hakkar"	0	0
473	329	0	1000	1	"Hearthsinger Forresten"	0	0
474	329	0	2000	2	"Timmy the Cruel"	0	0
476	329	0	2500	4	"Commander Malor"	0	0
475	329	0	3000	3	"Willey Hopebreaker"	0	0
477	329	0	5000	5	"Instructor Galford"	0	0
478	329	0	6000	6	"Balnazzar"	0	0
472	329	0	6500	0	"The Unforgiven"	0	0
479	329	0	7000	7	"Baroness Anastari"	0	0
480	329	0	8000	8	"Nerub\'enkan"	0	0
481	329	0	9000	9	"Maleki the Pallid"	0	0
482	329	0	10000	10	"Magistrate Barthilas"	0	0
483	329	0	11000	11	"Ramstein the Gorger"	0	0
484	329	0	12000	12	"Lord Aurius Rivendare"	0	0
422	349	0	0	0	"Noxxion"	0	0
423	349	0	1000	1	"Razorlash"	0	0
427	349	0	1500	5	"Tinkerer Gizlock"	0	0
424	349	0	2000	2	"Lord Vyletongue"	0	0
425	349	0	3000	3	"Celebras the Cursed"	0	0
426	349	0	4000	4	"Landslide"	0	0
428	349	0	6000	6	"Rotgrip"	0	0
429	349	0	7000	7	"Princess Theradras"	0	0
1443	389	-1	0	0	"Adjules"	38759	0
1444	389	-1	1000	1	"Dark Shaman Koranthal"	42101	0
1445	389	-1	2000	2	"Magnaw"	38773	0
1446	389	-1	3000	3	"Lieutenant Gordoth"	42100	0
663	409	0	0	0	"Lucifron"	13031	0
664	409	0	1000	1	"Magmadar"	10193	0
665	409	0	2000	2	"Gehennas"	13030	0
666	409	0	3000	3	"Garr"	12110	0
667	409	0	4000	4	"Shazzrah"	13032	0
668	409	0	5000	5	"Baron Geddon"	12129	0
669	409	0	6000	6	"Sulfuron Harbinger"	13030	0
670	409	0	7000	7	"Golemagg the Incinerator"	11986	0
671	409	0	8000	8	"Majordomo Executus"	12029	0
672	409	0	9000	9	"Ragnaros"	11121	0
343	429	0	0	0	"Zevrim Thornhoof"	0	0
344	429	0	1000	1	"Hydrospawn"	0	0
345	429	0	2000	2	"Lethtendris"	0	0
346	429	0	3000	3	"Alzzin the Wildshaper"	0	0
350	429	0	3500	7	"Tendris Warpwood"	0	0
347	429	0	4000	4	"Illyanna Ravenoak"	0	0
348	429	0	5000	5	"Magister Kalendris"	0	0
349	429	0	6000	6	"Immol\'thar"	0	0
361	429	0	7000	8	"Prince Tortheldrin"	0	0
362	429	0	8000	9	"Guard Mol\'dar"	0	0
363	429	0	9000	10	"Stomper Kreeg"	0	0
364	429	0	10000	11	"Guard Fengus"	0	0
365	429	0	11000	12	"Guard Slip\'kik"	0	0
366	429	0	12000	13	"Captain Kromcrush"	0	0
367	429	0	13000	14	"Cho\'Rush the Observer"	0	0
368	429	0	14000	15	"King Gordok"	0	0
610	469	0	0	0	"Razorgore the Untamed"	10115	0
611	469	0	1000	1	"Vaelastrasz the Corrupt"	13992	0
612	469	0	2000	2	"Broodlord Lashlayer"	14308	0
613	469	0	3000	3	"Firemaw"	6377	0
614	469	0	4000	4	"Ebonroc"	6377	0
615	469	0	5000	5	"Flamegor"	6377	0
616	469	0	6000	6	"Chromaggus"	14367	0
617	469	0	7000	7	"Nefarian"	11380	0
718	509	0	0	0	"Kurinnaxx"	15742	0
719	509	0	1000	1	"General Rajaxx"	15376	0
720	509	0	2000	2	"Moam"	15392	0
721	509	0	3000	3	"Buru the Gorger"	15654	0
722	509	0	4000	4	"Ayamiss the Hunter"	15431	0
723	509	0	5000	5	"Ossirian the Unscarred"	15432	0
709	531	0	0	0	"The Prophet Skeram"	15345	0
710	531	0	1000	1	"Silithid Royalty"	15656	0
711	531	0	2000	2	"Battleguard Sartura"	15583	0
712	531	0	3000	3	"Fankriss the Unyielding"	15743	0
713	531	0	4000	4	"Viscidus"	15686	0
714	531	0	5000	5	"Princess Huhuran"	15739	0
715	531	0	6000	6	"Twin Emperors"	15761	0
716	531	0	7000	7	"Ouro"	15509	0
717	531	0	8000	8	"C\'thun"	15787	0
652	532	0	0	0	"Attumen the Huntsman"	16416	0
653	532	0	1000	1	"Moroes"	16540	0
654	532	0	2000	2	"Maiden of the Virtue"	16198	0
655	532	0	3000	3	"Opera Event"	17053	0
656	532	0	4000	4	"The Curator"	16958	0
657	532	0	5000	5	"Terestian Illhoof"	11343	0
658	532	0	6000	6	"Shade of Aran"	16621	0
659	532	0	7000	7	"Netherspite"	15363	0
660	532	0	8000	8	"Chess Event"	16293	0
661	532	0	9000	9	"Prince Malchezaar"	19274	0
662	532	0	10000	10	"Nightbane"	18062	0
1107	533	-1	0	0	"Anub\'Rekhan"	15931	0
1110	533	-1	250	3	"Grand Widow Faerlina"	15940	0
1116	533	-1	312	9	"Maexxna"	15928	0
1117	533	-1	343	10	"Noth the Plaguebringer"	16590	0
1112	533	-1	375	5	"Heigan the Unclean"	16309	0
1115	533	-1	406	8	"Loatheb"	16110	0
1113	533	-1	437	6	"Instructor Razuvious"	16582	0
1109	533	-1	500	2	"Gothik the Harvester"	16279	0
1121	533	-1	562	14	"The Four Horsemen"	10729	0
1118	533	-1	625	11	"Patchwerk"	16174	0
1111	533	-1	750	4	"Grobbulus"	16035	0
1108	533	-1	1000	1	"Gluth"	16064	0
1120	533	-1	1250	13	"Thaddius"	16137	0
1119	533	-1	1500	12	"Sapphiron"	16033	0
1114	533	-1	2000	7	"Kel\'Thuzad"	15945	0
618	534	0	0	0	"Rage Winterchill"	17444	0
619	534	0	1000	1	"Anetheron"	21069	0
620	534	0	2000	2	"Kaz\'rogal"	17886	0
621	534	0	3000	3	"Azgalor"	18526	0
622	534	0	4000	4	"Archimonde"	20939	0
407	540	0	0	0	"Grand Warlock Nethekurse"	0	0
408	540	1	0	0	"Grand Warlock Nethekurse"	0	0
409	540	1	500	3	"Blood Guard Porung"	0	0
410	540	0	1000	1	"Warbringer O\'mrogg"	0	0
411	540	1	1000	1	"Warbringer O\'mrogg"	0	0
412	540	0	2000	2	"Warchief Kargath Bladefist"	0	0
413	540	1	2000	2	"Warchief Kargath Bladefist"	0	0
401	542	0	0	0	"The Maker"	0	0
402	542	1	1000	0	"The Maker"	0	0
403	542	0	1000	1	"Broggok"	0	0
404	542	1	2000	1	"Broggok"	0	0
405	542	0	2000	2	"Keli\'dan the Breaker"	0	0
406	542	1	3000	2	"Keli\'dan the Breaker"	0	0
392	543	0	0	0	"Watchkeeper Gargolmar"	0	0
393	543	1	1000	0	"Watchkeeper Gargolmar"	0	0
394	543	0	1000	1	"Omor the Unscarred"	0	0
395	543	1	2000	1	"Omor the Unscarred"	0	0
396	543	0	2000	2	"Vazruden the Herald"	0	0
397	543	1	3000	2	"Vazruden the Herald"	0	0
651	544	0	0	0	"Magtheridon"	18527	0
314	545	0	0	0	"Hydromancer Thespia"	0	0
315	545	1	1000	0	"Hydromancer Thespia"	0	0
316	545	0	1000	1	"Mekgineer Steamrigger"	0	0
317	545	1	2000	1	"Mekgineer Steamrigger"	0	0
318	545	0	2000	2	"Warlord Kalithresh"	0	0
319	545	1	3000	2	"Warlord Kalithresh"	0	0
320	546	0	0	0	"Hungarfen"	0	0
321	546	1	1000	0	"Hungarfen"	0	0
322	546	0	1000	1	"Ghaz\'an"	0	0
323	546	1	2000	1	"Ghaz\'an"	0	0
329	546	0	2000	2	"Swamplord Musel\'ek"	0	0
330	546	1	3000	2	"Swamplord Musel\'ek"	0	0
331	546	0	3000	3	"The Black Stalker"	0	0
332	546	1	4000	3	"The Black Stalker"	0	0
301	547	0	0	0	"Mennu the Betrayer"	0	0
304	547	1	0	0	"Mennu the Betrayer"	0	0
302	547	0	1000	1	"Rokmar the Crackler"	0	0
305	547	1	1000	1	"Rokmar the Crackler"	0	0
303	547	0	2000	2	"Quagmirran"	0	0
306	547	1	2000	2	"Quagmirran"	0	0
623	548	0	0	0	"Hydross the Unstable"	20162	0
624	548	0	1000	1	"The Lurker Below"	20216	0
625	548	0	2000	2	"Leotheras the Blind"	20514	0
626	548	0	3000	3	"Fathom-Lord Karathress"	20662	0
627	548	0	4000	4	"Morogrim Tidewalker"	20739	0
628	548	0	5000	5	"Lady Vashj"	20748	0
730	550	0	0	0	"Al\'ar"	18945	0
731	550	0	1000	1	"Void Reaver"	18951	0
732	550	0	2000	2	"High Astromancer Solarian"	18239	0
733	550	0	3000	3	"Kael\'thas Sunstrider"	20023	0
494	552	0	0	0	"Zereketh the Unbound"	0	0
495	552	1	1000	0	"Zereketh the Unbound"	0	0
496	552	0	1000	1	"Dalliah the Doomsayer"	0	0
497	552	1	2000	1	"Dalliah the Doomsayer"	0	0
498	552	0	2000	2	"Wrath-Scryer Soccothrates"	0	0
499	552	1	3000	2	"Wrath-Scryer Soccothrates"	0	0
500	552	0	3000	3	"Harbinger Skyriss"	0	0
501	552	1	4000	3	"Harbinger Skyriss"	0	0
502	553	0	0	0	"Commander Sarannis"	0	0
504	553	1	1000	0	"Commander Sarannis"	0	0
505	553	0	1000	1	"High Botanist Freywinn"	0	0
506	553	1	2000	1	"High Botanist Freywinn"	0	0
507	553	0	2000	2	"Thorngrin the Tender"	0	0
508	553	1	3000	2	"Thorngrin the Tender"	0	0
509	553	0	3000	3	"Laj"	0	0
510	553	1	4000	3	"Laj"	0	0
511	553	0	4000	4	"Warp Splinter"	0	0
512	553	1	5000	4	"Warp Splinter"	0	0
513	554	0	0	0	"Mechano-Lord Capacitus"	0	0
514	554	1	1000	0	"Mechano-Lord Capacitus"	0	0
515	554	0	1000	1	"Nethermancer Sepethrea"	0	0
516	554	1	2000	1	"Nethermancer Sepethrea"	0	0
517	554	0	2000	2	"Pathaleon the Calculator"	0	0
518	554	1	3000	2	"Pathaleon the Calculator"	0	0
208	555	0	0	0	"Ambassador Hellmaw"	0	0
255	555	1	0	0	"Ambassador Hellmaw"	0	0
209	555	0	1000	1	"Blackheart the Inciter"	0	0
256	555	1	1000	1	"Blackheart the Inciter"	0	0
210	555	0	2000	2	"Grandmaster Vorpil"	0	0
257	555	1	2000	2	"Grandmaster Vorpil"	0	0
211	555	0	3000	3	"Murmur"	0	0
258	555	1	3000	3	"Murmur"	0	0
206	556	0	0	0	"Darkweaver Syth"	0	0
252	556	1	0	0	"Darkweaver Syth"	0	0
207	556	0	1000	1	"Talon King Ikiss"	0	0
254	556	1	1000	1	"Talon King Ikiss"	0	0
253	556	1	2000	2	"Anzu"	0	0
203	557	0	0	0	"Pandemonius"	0	0
248	557	1	0	0	"Pandemonius"	0	0
204	557	0	1000	1	"Tavarok"	0	0
249	557	1	1000	1	"Tavarok"	0	0
250	557	1	1500	3	"Yor"	0	0
205	557	0	2000	2	"Nexus-Prince Shaffar"	0	0
251	557	1	2000	2	"Nexus-Prince Shaffar"	0	0
201	558	0	0	0	"Shirrak the Dead Watcher"	0	0
246	558	1	0	0	"Shirrak the Dead Watcher"	0	0
202	558	0	1000	1	"Exarch Maladaar"	0	0
247	558	1	1000	1	"Exarch Maladaar"	0	0
286	560	1	-1000	2	"Lieutenant Drake"	0	0
285	560	0	1000	2	"Lieutenant Drake"	0	0
283	560	0	2000	1	"Captain Skarloc"	0	0
284	560	1	2000	1	"Captain Skarloc"	0	0
281	560	0	3000	0	"Epoch Hunter"	0	0
282	560	1	3000	0	"Epoch Hunter"	0	0
601	564	0	0	0	"High Warlord Naj\'entus"	21174	0
602	564	0	1000	1	"Supremus"	21145	0
603	564	0	2000	2	"Shade of Akama"	21357	0
604	564	0	3000	3	"Teron Gorefiend"	21254	0
605	564	0	4000	4	"Gurtogg Bloodboil"	21443	0
606	564	0	5000	5	"Reliquary of Souls"	21483	0
607	564	0	6000	6	"Mother Shahraz"	21252	0
608	564	0	7000	7	"The Illidari Council"	21416	0
609	564	0	8000	8	"Illidan Stormrage"	21135	0
649	565	0	0	0	"High King Maulgar"	18649	0
650	565	0	1000	1	"Gruul the Dragonkiller"	18698	0
1189	568	-1	0	0	"Akil\'zon"	21630	0
1190	568	-1	1000	1	"Nalorakk"	21631	0
1191	568	-1	2000	2	"Jan\'alai"	21633	0
1192	568	-1	3000	3	"Halazzi"	21632	0
1193	568	-1	4000	4	"Hex Lord Malacrass"	22332	0
1194	568	-1	5000	5	"Daakara"	38118	0
571	574	0	0	0	"Prince Keleseth"	0	0
572	574	1	1000	0	"Prince Keleseth"	0	0
573	574	0	1000	1	"Skarvold & Dalronn"	0	0
574	574	1	2000	1	"Skarvold & Dalronn"	0	0
575	574	0	2000	2	"Ingvar the Plunderer"	0	0
576	574	1	3000	2	"Ingvar the Plunderer"	0	0
577	575	0	0	0	"Svala Sorrowgrave"	0	0
578	575	1	1000	0	"Svala Sorrowgrave"	0	0
579	575	0	1000	1	"Gortok Palehoof"	0	0
580	575	1	2000	1	"Gortok Palehoof"	0	0
581	575	0	2000	2	"Skadi the Ruthless"	0	0
582	575	1	3000	2	"Skadi the Ruthless"	0	0
583	575	0	3000	3	"King Ymiron"	0	0
584	575	1	4000	3	"King Ymiron"	0	0
519	576	1	0	0	"Frozen Commander"	0	0
520	576	0	0	1	"Grand Magus Telestra"	0	0
521	576	1	1000	1	"Grand Magus Telestra"	0	0
522	576	0	1000	2	"Anomalus"	0	0
523	576	1	2000	2	"Anomalus"	0	0
524	576	0	2000	3	"Ormorok the Tree-Shaper"	0	0
525	576	1	3000	3	"Ormrok the Tree-Shaper"	0	0
526	576	0	3000	4	"Keristrasza"	0	0
527	576	1	4000	4	"Keristrasza"	0	0
528	578	0	0	0	"Drakos the Interrogator"	0	0
529	578	1	1000	0	"Drakos the Interrogator"	0	0
530	578	0	1000	1	"Varos Cloudstrider"	0	0
531	578	1	2000	1	"Varos Cloudstrider"	0	0
532	578	0	2000	2	"Mage-Lord Urom"	0	0
533	578	1	3000	2	"Mage-Lord Urom"	0	0
534	578	0	3000	3	"Ley-Guardian Eregos"	0	0
535	578	1	4000	3	"Ley-Guardian Eregos"	0	0
724	580	0	0	0	"Kalecgos"	23345	0
725	580	0	1000	1	"Brutallus"	22711	0
726	580	0	2000	2	"Felmyst"	22838	0
727	580	0	3000	3	"Eredar Twins"	23334	0
728	580	0	4000	4	"M\'uru"	23404	0
729	580	0	5000	5	"Kil\'jaeden"	23200	0
414	585	0	0	0	"Selin Fireheart"	0	0
415	585	1	1000	0	"Selin Fireheart"	0	0
416	585	0	1000	1	"Vexallus"	0	0
417	585	1	2000	1	"Vexallus"	0	0
418	585	0	2000	2	"Priestess Delrissa"	0	0
419	585	1	3000	2	"Priestess Delrissa"	0	0
420	585	0	3000	3	"Kael\'thas Sunstrider"	0	0
421	585	1	4000	3	"Kael\'thas Sunstrider"	0	0
293	595	0	0	0	"Meathook"	0	0
297	595	1	0	0	"Meathook"	0	0
294	595	0	1000	1	"Salram the Fleshcrafter"	0	0
298	595	1	1000	1	"Salram the Fleshcrafter"	0	0
295	595	0	2000	2	"Chrono-Lord Epoch"	0	0
299	595	1	2000	2	"Chrono-Lord Epoch"	0	0
296	595	0	3000	3	"Mal\'ganis"	0	0
300	595	1	3000	3	"Mal\'ganis"	0	0
1348	598	0	0	0	"Omar the Test Dragon"	30356	0
563	599	0	0	0	"Krystallus"	0	0
564	599	1	1000	0	"Krystallus"	0	0
565	599	0	1000	1	"Maiden of Grief"	0	0
566	599	1	2000	1	"Maiden of Grief"	0	0
567	599	0	2000	2	"Tribunal of Ages"	0	0
568	599	1	3000	2	"Tribunal of Ages"	0	0
569	599	0	3000	3	"Sjonnir the Ironshaper"	0	0
570	599	1	4000	3	"Sjonnir the Ironshaper"	0	0
369	600	0	0	0	"Trollgore"	0	0
370	600	1	1000	0	"Trollgore"	0	0
371	600	0	1000	1	"Novos the Summoner"	0	0
372	600	1	2000	1	"Novos the Summoner"	0	0
373	600	0	2000	2	"King Dred"	0	0
374	600	1	3000	2	"King Dred"	0	0
375	600	0	3000	3	"The Prophet Tharon\'ja"	0	0
376	600	1	4000	3	"The Prophet Tharon\'ja"	0	0
216	601	0	0	0	"Krik\'thir the Gatewatcher"	0	0
264	601	1	0	0	"Krik\'thir the Gatewatcher"	0	0
217	601	0	1000	1	"Hadronox"	0	0
265	601	1	1000	1	"Hadronox"	0	0
218	601	0	2000	2	"Anub\'arak"	0	0
266	601	1	2000	2	"Anub\'arak"	0	0
555	602	0	0	0	"General Bjarngrim"	0	0
556	602	1	1000	0	"General Bjarngrim"	0	0
557	602	0	1000	1	"Volkhan"	0	0
558	602	1	2000	1	"Volkhan"	0	0
559	602	0	2000	2	"Ionar"	0	0
560	602	1	3000	2	"Ionar"	0	0
561	602	0	3000	3	"Loken"	0	0
562	602	1	4000	3	"Loken"	0	0
1132	603	-1	-2000	2	"Flame Leviathan"	28875	0
1136	603	-1	-1500	6	"Ignis the Furnace Master"	29185	0
1139	603	-1	-1375	9	"Razorscale"	28787	0
1142	603	-1	-1343	12	"XT-002 Deconstructor"	28611	0
1140	603	-1	-1312	10	"The Assembly of Iron"	28324	0
1137	603	-1	-1250	7	"Kologarn"	28638	0
1131	603	-1	-1000	1	"Auriaya"	28651	0
1135	603	-1	-750	5	"Hodir"	28743	0
1141	603	-1	-625	11	"Thorim"	28977	0
1164	603	-1	-562	14	"Elder Brightleaf"	29174	0
1165	603	-1	-531	15	"Elder Ironbranch"	29175	0
1166	603	-1	-515	16	"Elder Stonebark"	29176	0
1133	603	-1	-500	3	"Freya"	28777	0
1138	603	-1	-375	8	"Mimiron"	28578	0
1134	603	-1	-250	4	"General Vezax"	28548	0
1143	603	-1	-125	13	"Yogg-Saron"	28817	0
1130	603	-1	0	0	"Algalon the Observer"	28641	0
383	604	0	0	0	"Slad\'ran"	0	0
384	604	1	1000	0	"Slad\'ran"	0	0
385	604	0	1000	1	"Drakkari Colossus"	0	0
386	604	1	2000	1	"Drakkari Colossus"	0	0
387	604	0	2000	2	"Moorabi"	0	0
388	604	1	3000	2	"Moorabi"	0	0
390	604	0	3000	3	"Gal\'darah"	0	0
389	604	1	4000	4	"Eck the Ferocious"	0	0
391	604	1	5000	3	"Gal\'darah"	0	0
541	608	0	0	0	"First Prisoner"	0	0
542	608	1	1000	0	"First Prisoner"	0	0
543	608	0	1000	1	"Second Prisoner"	0	0
544	608	1	2000	1	"Second Prisoner"	0	0
545	608	0	2000	2	"Cyanigosa"	0	0
546	608	1	3000	2	"Cyanigosa"	0	0
1093	615	-1	0	3	"Vesperon"	0	0
1092	615	-1	2000	2	"Tenebron"	0	0
1091	615	-1	3000	1	"Shadron"	0	0
1090	615	-1	4000	0	"Sartharion"	27035	0
1094	616	-1	0	0	"Malygos"	26752	0
212	619	0	0	0	"Elder Nadox"	0	0
259	619	1	0	0	"Elder Nadox"	0	0
213	619	0	1000	1	"Prince Taldaram"	0	0
260	619	1	1000	1	"Prince Taldaram"	0	0
214	619	0	2000	2	"Jedoga Shadowseeker"	0	0
261	619	1	2000	2	"Jedoga Shadowseeker"	0	0
215	619	0	3000	3	"Herald Volazj"	0	0
262	619	1	3000	4	"Amanitar"	0	0
263	619	1	4000	3	"Herald Volazj"	0	0
1126	624	-1	0	0	"Archavon the Stone Watcher"	26967	0
1127	624	-1	1000	1	"Emalon the Storm Watcher"	27108	0
1128	624	-1	2000	2	"Koralon the Flame Watcher"	29524	0
1129	624	-1	3000	3	"Toravon the Ice Watcher"	31089	0
1101	631	-1	0	6	"Lord Marrowgar"	31119	0
1100	631	-1	1000	5	"Lady Deathwhisper"	30893	0
1099	631	-1	2000	4	"Icecrown Gunship Battle"	29489	0
1096	631	-1	3000	1	"Deathbringer Saurfang"	30790	0
1104	631	-1	4000	9	"Rotface"	31005	0
1097	631	-1	5000	2	"Festergut"	31006	0
1102	631	-1	6000	7	"Professor Putricide"	30881	0
1095	631	-1	7000	0	"Blood Council"	25338	0
1103	631	-1	9000	8	"Queen Lana\'thel"	31093	0
1098	631	-1	10000	3	"Valithria Dreamwalker"	30318	0
1105	631	-1	12000	10	"Sindragosa"	30362	0
1106	631	-1	14000	11	"The Lich King"	30721	0
829	632	0	0	0	"Bronjahm"	0	0
830	632	1	1000	0	"Bronjahm "	0	0
831	632	0	1000	1	"Devourer of Souls"	0	0
832	632	1	2000	1	"Devourer of Souls"	0	0
1045	643	-1	-1000	1	"Lady Naz\'jar"	34342	0
1044	643	-1	0	0	"Commander Ulthok"	33792	0
1046	643	-1	1000	2	"Mindbender Ghur\'sha"	32259	0
1047	643	-1	2000	3	"Ozumat"	34135	0
1080	644	-1	-3000	6	"Temple Guardian Anhuur"	35067	0
1076	644	-1	-2000	2	"Earthrager Ptah"	31450	0
1075	644	-1	-1000	1	"Anraphet"	34580	0
1077	644	-1	-500	3	"Isiset"	33465	0
1074	644	-1	0	0	"Ammunae"	32943	0
