field0	field1	field2	field3	field4	field5	field6	field7	field8	field9	field10
804	1155077980	-979458437	1123048620	-1098872550	1064742509	-1111733897	14924	571	Waterfall_TurbulenceLrgDir	0
805	1155448914	-980165284	1124983767	-1086706082	-1088628332	-1096917065	14924	571	Waterfall_TurbulenceLrgDir	0
806	1155066266	-980337869	1124836770	-1088958339	-1085431232	-1117518010	14924	571	Waterfall_TurbulenceLrgDir	0
807	1154751201	-980408791	1124804657	-1087586517	-1086665632	1038247141	14924	571	Waterfall_TurbulenceLrgDir	0
808	1154875468	-980427015	1127241871	0	0	0	14895	571	Waterfall_RegularLarge	0
809	1155132765	-980356031	1127194810	0	0	0	14895	571	Waterfall_RegularLarge	0
810	1155676105	-980187573	1127875244	0	0	0	14895	571	Waterfall_RegularLarge	0
811	1155602265	-979547771	1126811955	0	0	0	14895	571	Waterfall_RegularLarge	0
812	1155097958	-979436740	1126790859	0	0	0	14895	571	Waterfall_RegularLarge	0
813	1155720069	-981065032	1127765311	-1101175995	-1122595466	-1082538840	14924	571	Waterfall_TurbulenceLrgNarrowDir	0
814	1155884646	-981069824	1128544928	0	0	0	14899	571	Waterfall_RegularMed	0
815	1157040210	-981063680	1129395519	0	0	0	14899	571	Waterfall_RegularMed	0
816	1157126914	-980963738	1129243407	0	0	0	14899	571	Waterfall_RegularMed	0
817	1156917330	-981060014	1128685568	-1082719027	1040336642	-1100271904	14915	571	Waterfall_TurbulenceMedDir	0
818	1157090509	-980929167	1129139405	-1098727662	-1082871398	1041562520	14915	571	Waterfall_TurbulenceMedDir	0
819	1156360438	-980633477	1128095678	998391992	-1082515385	1046089415	14915	571	Waterfall_TurbulenceMedDir	0
820	1156170793	-980691210	1128207352	-1083242225	-1095289675	1009308188	14915	571	Waterfall_TurbulenceMedDir	0
821	1156358554	-980686213	1128374993	0	0	0	14899	571	Waterfall_RegularMed	0
822	1156638065	-979195372	1127655080	-1083194376	1051880038	-1122487555	14915	571	Waterfall_TurbulenceMedDir	0
823	1157608325	-979119698	1129036906	-1083636590	1054081846	999418489	14924	571	Waterfall_TurbulenceLrgNarrowDir	0
824	1158147236	-979025388	1131102798	-1082190645	-1120251756	-1114492608	14924	571	Waterfall_TurbulenceLrgNarrowDir	0
825	1156765861	-979187911	1128072793	0	0	0	14899	571	Waterfall_RegularMed	0
826	1157666942	-979109675	1130495341	0	0	0	14899	571	Waterfall_RegularMed	0
827	1158206963	-979030642	1131843077	0	0	0	14899	571	Waterfall_RegularMed	0
828	1159030743	-979310981	1132494553	-1083288832	-1095227129	-1115636546	14924	571	Waterfall_TurbulenceLrgDir	0
829	1159088128	-979611914	1132521619	-1082997495	1050182284	-1109392603	14924	571	Waterfall_TurbulenceLrgDir	0
830	1159472906	-979377725	1133665288	-1083069268	-1096234232	1009147126	14915	571	Waterfall_TurbulenceMedDir	0
831	1159619854	-979479867	1133735599	-1083194376	1051880038	-1122487555	14915	571	Waterfall_TurbulenceMedDir	0
832	1159087596	-979316060	1133036700	0	0	0	14899	571	Waterfall_RegularMed	0
833	1159131996	-979608617	1132940329	0	0	0	14899	571	Waterfall_RegularMed	0
834	1160076943	-988526469	1100337696	0	0	0	14899	571	Waterfall_RegularMed	0
835	1160043848	-988514632	1086744796	-1085179121	-1106926889	-1089515712	14915	571	Waterfall_TurbulenceMedDir	0
836	1160593900	-989086843	1091021235	-1094043665	1063922304	-1112598259	14915	571	Waterfall_TurbulenceMedDir	0
837	1160630518	-989042606	1096602878	0	0	0	14899	571	Waterfall_RegularMed	0
838	1161369231	-988300411	1104660503	-1082195561	-1118636312	1032989161	14924	571	Waterfall_TurbulenceLrgDir	0
839	1161430913	-988306868	1112712777	0	0	0	14899	571	Waterfall_RegularMed	0
840	1162838917	-987376476	1111854128	0	0	0	14968	571	Waterfall_TurbulenceSmall	0
841	1162667235	-987456815	1111856331	0	0	0	14968	571	Waterfall_TurbulenceSmall	0
842	1163340759	-987436728	1114154048	-1083074738	1051145598	1029092418	14915	571	Waterfall_TurbulenceMedDir	0
843	1163360870	-987564524	1114902338	-1082293523	-1113597510	1038861589	14915	571	Waterfall_TurbulenceMedDir	0
844	1163283128	-987343462	1113693749	-1083773341	1054668243	995228211	14915	571	Waterfall_TurbulenceMedDir	0
845	1163394744	-987356201	1117306565	0	0	0	14895	571	Waterfall_RegularLarge	0
846	1163424991	-987576060	1117502357	0	0	0	14895	571	Waterfall_RegularLarge	0
847	1164219554	-987476830	1124777137	-1083773341	1054668243	995228211	14915	571	Waterfall_TurbulenceMedDir	0
848	1164162662	-987338711	1125029970	-1082801152	1049578204	1001097821	14915	571	Waterfall_TurbulenceMedDir	0
849	1164155658	-987174216	1124835983	-1082416316	-1109115980	-1105875226	14915	571	Waterfall_TurbulenceMedDir	0
850	1164290048	-987447542	1125591089	0	0	0	14899	571	Waterfall_RegularMed	0
851	1164245811	-987315692	1125578047	0	0	0	14899	571	Waterfall_RegularMed	0
852	1164223365	-987170857	1125586567	0	0	0	14899	571	Waterfall_RegularMed	0
853	1167437414	1166427259	-1035764079	-1122381792	1065327329	-1121488707	14915	571	Waterfall_TurbulenceMedDir	0
854	1162443377	-993605022	1107397140	0	0	0	14899	571	Waterfall_RegularMed	0
855	1162760520	-993484390	1113213423	-1082416316	-1109115980	-1105875226	14924	571	Waterfall_TurbulenceLrgDir	0
856	1162879256	-993492535	1117584388	0	0	0	14895	571	Waterfall_RegularLarge	0
857	1164132785	-993375485	1119915301	-1082416316	-1109115980	-1105875226	14924	571	Waterfall_TurbulenceLrgDir	0
858	1164195275	-993386498	1121940946	0	0	0	14895	571	Waterfall_RegularLarge	0
859	1164337271	1161199498	1119026174	0	0	0	14895	571	Waterfall_RegularLarge	0
860	1164266537	1161181757	1109801121	-1082416316	-1109115980	-1105875226	14924	571	Waterfall_TurbulenceLrgDir	0
865	1167437455	1166219059	-1051780658	-1123248033	1064354384	1051533689	14924	571	Waterfall_TurbulenceLrgDir	0
866	1167451158	1166377985	-1037094461	0	0	0	14895	571	Waterfall_RegularLarge	0
867	1167450967	1166263765	-1046350783	0	0	0	14895	571	Waterfall_RegularLarge	0
868	1164606669	1161791160	1110378231	-1084201026	1056194601	-1115564068	14924	571	Waterfall_TurbulenceLrgDir	0
869	1164679700	1161756836	1119028183	0	0	0	14895	571	Waterfall_RegularLarge	0
872	1165291725	1161463153	1121177698	-1084136635	-1091417829	-1124554508	14950	571	Waterfall_TurbulenceHugeDir	0
873	1165810606	1161430548	1130575954	-1082539259	-1101216730	1025951723	14924	571	Waterfall_TurbulenceLrgDir	0
874	1165484892	1161134776	1121760575	-1082826703	-1097981311	1032121443	14915	571	Waterfall_TurbulenceMedDir	0
875	1165438853	1161554412	1129770451	0	0	0	14895	571	Waterfall_RegularLarge	0
876	1165564814	1161200242	1129786958	0	0	0	14895	571	Waterfall_RegularLarge	0
877	1165927904	1161431073	1135713983	0	0	0	14895	571	Waterfall_RegularLarge	0
878	1164959007	1158416916	1120916996	-1082372259	-1107611936	1039047078	14924	571	Waterfall_TurbulenceLrgDir	0
879	1165166756	1158825083	1120854737	-1082209956	-1112134402	1025567323	14924	571	Waterfall_TurbulenceLrgDir	0
881	1165067892	1157885010	1120966775	-1082372259	-1107611936	1039047078	14924	571	Waterfall_TurbulenceLrgDir	0
882	1165244676	1158831014	1123454357	0	0	0	14899	571	Waterfall_RegularMed	0
883	1165033412	1158414298	1123411625	0	0	0	14899	571	Waterfall_RegularMed	0
884	1165137232	1157876693	1123429986	0	0	0	14899	571	Waterfall_RegularMed	0
885	1166307779	1158404137	1132955533	-1082200376	-1113525435	1027439124	14950	571	Waterfall_TurbulenceHugeDir	0
886	1165559562	1159060767	1129543696	1057338421	-1085062754	-1101255519	14950	571	Waterfall_TurbulenceHugeDir	0
887	1165685350	1157642363	1130209149	1058179111	1061836544	1046447642	14950	571	Waterfall_TurbulenceHugeDir	0
888	1165965230	1159169229	1129650323	-1094833469	-1083363641	-1116240525	14915	571	Waterfall_TurbulenceMedDir	0
889	1166084096	1159079772	1129401156	-1087952864	-1086402230	-1106667849	14915	571	Waterfall_TurbulenceMedDir	0
890	1166181601	1158890332	1129858400	-1088367899	-1085925556	1034301274	14915	571	Waterfall_TurbulenceMedDir	0
891	1166270157	1158679388	1130085286	-1086642429	-1088878933	-1096257485	14915	571	Waterfall_TurbulenceMedDir	0
892	1166296719	1158173614	1130155672	-1082186803	1012997565	-1113237001	14915	571	Waterfall_TurbulenceMedDir	0
893	1166259896	1157859533	1129794372	-1082318756	1041818607	-1145874726	14915	571	Waterfall_TurbulenceMedDir	0
894	1166196511	1157656453	1129333391	-1085622844	1058797871	-1121128198	14915	571	Waterfall_TurbulenceMedDir	0
895	1166078956	1157344625	1129050866	-1111555253	1064842971	1046983909	14915	571	Waterfall_TurbulenceMedDir	0
896	1166141501	1158377718	1128136704	0	0	0	14915	571	Waterfall_TurbulenceMed	0
897	1165461463	-993675592	1125316887	-1081183274	1067525782	-1093205005	14915	571	Waterfall_TurbulenceMedDir	0
898	1158223340	-983525171	1125723144	1026142581	1064799249	1048624788	14915	571	Waterfall_TurbulenceMedDir	0
899	1158221453	-983469080	1126035844	0	0	0	14899	571	Waterfall_RegularMed	0
900	1158068183	-983023575	1127292469	1036493183	1065273239	991092158	14924	571	Waterfall_TurbulenceLrgDir	0
901	1158062490	-982964429	1128472445	0	0	0	14895	571	Waterfall_RegularLarge	0
902	1166585454	1169809421	1110881770	1036493183	1065273239	991092158	14924	571	Waterfall_TurbulenceLrgDir	0
903	1166572298	1169777193	1113452262	0	0	0	14895	571	Waterfall_RegularLarge	0
904	1166618132	1169831977	1109267500	-1082621400	1047428036	1030738464	14915	571	Waterfall_TurbulenceMedDir	0
906	1166541353	1169807933	1111509094	-1094165937	1063972954	-1114929755	14915	571	Waterfall_TurbulenceMedDir	0
907	1166594519	1169891226	1095372898	1020153517	1065343552	-1128692709	14915	571	Waterfall_TurbulenceMedDir	0
908	1166550815	1169889137	1094423937	1020153517	1065343552	-1128692709	14915	571	Waterfall_TurbulenceMedDir	0
909	1166581146	1169924444	1076099023	-1087395089	1060676634	1036082074	14915	571	Waterfall_TurbulenceMedDir	0
910	1161553879	1167822336	1081134075	1040238663	-1083413570	1052345572	14924	571	Waterfall_TurbulenceLrgDir	0
911	1161543680	1167859200	1099086273	-1113417390	1059587776	-1086320340	14924	571	Waterfall_TurbulenceLrgDir	0
912	1161574829	1167892951	1104695671	0	0	0	14895	571	Waterfall_RegularLarge	0
915	1162361364	-993589658	1102084676	-1083254724	-1115213223	1052058916	14924	571	Waterfall_TurbulenceLrgDir	0
916	1161467535	-993446625	1087928869	-1164629774	-1082390278	1043563102	14924	571	Waterfall_TurbulenceLrgDir	0
917	1161470978	-993574199	1093447522	0	0	0	14899	571	Waterfall_RegularMed	0
918	1161021932	-993866547	1086084088	-1082391234	1043439957	-1126129688	14915	571	Waterfall_TurbulenceMedDir	0
919	1161072384	-993864578	1093962859	0	0	0	14899	571	Waterfall_RegularMed	0
920	1165502751	-993586872	1126159155	0	0	0	14899	571	Waterfall_RegularMed	0
921	1166178263	-994122301	1125511791	1046940154	1071309631	1042359974	14915	571	Waterfall_TurbulenceMedDir	0
922	1166174061	-994052695	1126089143	0	0	0	14899	571	Waterfall_RegularMed	0
923	1165825516	-994105344	1125321081	-1093881697	1071094128	-1117638269	14915	571	Waterfall_TurbulenceMedDir	0
924	1165842135	-994010323	1125913325	0	0	0	14899	571	Waterfall_RegularMed	0
925	1165923942	-987469455	1129921184	0	0	0	14899	571	Waterfall_RegularMed	0
926	1165925499	-987527045	1129916137	1039759909	1071215175	1050756300	14915	571	Waterfall_TurbulenceMedDir	0
927	1166111560	-986791404	1132112773	-1109953499	1064527190	1049968643	14924	571	Waterfall_TurbulenceLrgDir	0
928	1166120653	-986693304	1132950815	0	0	0	14895	571	Waterfall_RegularLarge	0
930	1166296310	-986315203	1133149159	0	0	0	14915	571	Waterfall_TurbulenceMed	0
931	1166383002	-986097869	1133587497	-1088343891	1061587318	-1120197801	14915	571	Waterfall_TurbulenceMedDir	0
932	1166420649	-986059850	1134043858	0	0	0	14899	571	Waterfall_RegularMed	0
933	1166228774	-985567733	1132958845	0	0	0	14915	571	Waterfall_TurbulenceMed	0
935	1166184261	-985709796	1133019161	0	0	0	14915	571	Waterfall_TurbulenceMed	0
936	1166149061	-985616663	1132739085	0	0	0	14915	571	Waterfall_TurbulenceMed	0
937	1165496852	-986768138	1131754750	1026912722	1065314712	-1118717648	14924	571	Waterfall_TurbulenceLrgDir	0
938	1165503552	-986724688	1132986039	0	0	0	14895	571	Waterfall_RegularLarge	0
939	1165538877	-979394458	1108679931	1060126878	-1086789868	1032215262	14924	571	Waterfall_TurbulenceLrgDir	0
940	1165504868	-979434125	1113428869	0	0	0	14895	571	Waterfall_RegularLarge	0
941	1165822603	-979243975	1097072821	0	0	0	14899	571	Waterfall_RegularMed	0
942	1166044805	-979353314	1097182215	0	0	0	14899	571	Waterfall_RegularMed	0
943	1165911163	-979234632	1087008974	1065050823	-1103330860	-1120969553	14915	571	Waterfall_TurbulenceMedDir	0
944	1166054769	-979305718	1088014558	1049199341	-1082806185	-1113005610	14915	571	Waterfall_TurbulenceMedDir	0
953	1170818540	1168835338	-1051169128	-1086635450	-1087663793	1040231415	14915	571	Waterfall_TurbulenceMedDir	0
954	1170848308	1168861369	-1071898549	0	0	0	14895	571	Waterfall_RegularLarge	0
955	1170669117	1168722145	-1035676444	-1086168439	-1088168955	1039142910	14915	571	Waterfall_TurbulenceMedDir	0
956	1170682798	1168730317	-1037771892	0	0	0	14899	571	Waterfall_RegularMed	0
957	1170476749	1168674857	-1029639111	-1086511265	-1088173552	1045988416	14924	571	Waterfall_TurbulenceLrgDir	0
958	1170494245	1168689941	-1031917982	0	0	0	14895	571	Waterfall_RegularLarge	0
959	1169831295	1167791137	-1026958836	0	0	0	14895	571	Waterfall_RegularLarge	0
960	1169822573	1167708892	-1026814375	0	0	0	14895	571	Waterfall_RegularLarge	0
961	1169778074	1167794831	-1025099170	-1082934514	1048041612	1044349752	14915	571	Waterfall_TurbulenceMedDir	0
962	1169706414	1167799869	-1023260426	-1083097655	1044646105	-1098086739	14924	571	Waterfall_TurbulenceLrgDir	0
963	1169699226	1167752192	-1023215665	-1086413655	1059686560	-1112959305	14915	571	Waterfall_TurbulenceMedDir	0
964	1169067110	1167402025	-1022196908	-1080577785	1047050548	1011151802	14915	571	Waterfall_TurbulenceMedDir	0
965	1168985928	1167429325	-1020057420	-1082269079	1025007099	1039888086	14915	571	Waterfall_TurbulenceMedDir	0
966	1169103749	1167382016	-1022525243	0	0	0	14895	571	Waterfall_RegularLarge	0
967	1168787333	1167283937	-1019274985	1044103060	1064315646	1050041389	14915	571	Waterfall_TurbulenceMedDir	0
968	1168781913	1167144428	-1022254619	0	0	0	14895	571	Waterfall_RegularLarge	0
969	1168783852	1167204311	-1021570449	1031178161	1064578763	-1097423871	14915	571	Waterfall_TurbulenceMedDir	0
970	1169476751	1166577582	-1025324483	0	0	0	14895	571	Waterfall_RegularLarge	0
971	1169446932	1166593085	-1023230804	-1087220220	1059881528	1048321725	14924	571	Waterfall_TurbulenceLrgDir	0
972	1168934052	1170023301	-1052952966	-1102278862	-1082928122	1047237581	14924	571	Waterfall_TurbulenceLrgDir	0
973	1168936346	1170051768	1064763564	0	0	0	14895	571	Waterfall_RegularLarge	0
974	1168909496	1169940439	-1038304281	-1129617738	-1082193061	-1112833006	14915	571	Waterfall_TurbulenceMedDir	0
975	1168842834	1169342423	-1027568907	-1118987157	-1083696015	1054240357	14915	571	Waterfall_TurbulenceMedDir	0
976	1168857088	1169378898	-1029179743	0	0	0	14899	571	Waterfall_RegularMed	0
977	1168771318	1168775905	-1026851209	-1137947827	-1083541497	1053652282	14924	571	Waterfall_TurbulenceLrgDir	0
978	1168770068	1168815008	-1026936051	0	0	0	14895	571	Waterfall_RegularLarge	0
979	1168738714	1168634266	-1023266980	-1137947827	-1083541497	1053652282	14915	571	Waterfall_TurbulenceMedDir	0
981	1168866877	1167811757	-1023265347	0	0	0	14895	571	Waterfall_RegularLarge	0
982	1168895386	1167764480	-1019532149	0	0	0	14915	571	Waterfall_TurbulenceMed	0
983	1168842260	1167746212	-1019581825	1051268743	-1083309837	1042740683	14915	571	Waterfall_TurbulenceMedDir	0
984	1167203258	1165999497	1135130869	0	0	0	14895	571	Waterfall_RegularLarge	0
985	1167262106	1166034780	1132478235	1064241038	1051771925	-1111349095	14924	571	Waterfall_TurbulenceLrgDir	0
986	1167373517	1166042030	1124244259	1064637366	1044752942	-1101252566	14924	571	Waterfall_TurbulenceLrgDir	0
987	1167395820	1166128046	1116083795	1042588145	1065133871	-1137210166	14924	571	Waterfall_TurbulenceLrgDir	0
988	1167676833	1167559911	-1027781797	0	0	0	14899	571	Waterfall_RegularMed	0
989	1167680164	1167591690	-1027021865	1012024755	1065177676	-1106041857	14915	571	Waterfall_TurbulenceMedDir	0
990	1167916909	1167860431	-1025432529	0	0	0	14899	571	Waterfall_RegularMed	0
991	1167942410	1167857725	-1023988335	1065065957	-1107056744	-1106828440	14915	571	Waterfall_TurbulenceMedDir	0
993	1168492428	1167455336	-1022726419	0	0	0	14895	571	Waterfall_RegularLarge	0
994	1168562934	1167456276	-1020765405	1065065957	-1107056744	-1106828440	14915	571	Waterfall_TurbulenceMedDir	0
996	1168397271	1164071936	1132109824	1060746176	1059080047	1049784362	14924	571	Waterfall_TurbulenceLrgDir	0
997	1168456192	1164240814	1116590637	1055106095	1063086144	1047438438	14924	571	Waterfall_TurbulenceLrgDir	0
998	1168544584	1164453478	-1033796374	1055066602	1063607832	1019827636	14924	571	Waterfall_TurbulenceLrgDir	0
999	1168336243	1164009235	1135681098	0	0	0	14895	571	Waterfall_RegularLarge	0
1000	1168512941	1166301936	-1026407313	0	0	0	14895	571	Waterfall_RegularLarge	0
1001	1168529039	1166350131	-1024367657	1061321366	1058786010	1047180203	14924	571	Waterfall_TurbulenceMedDir	0
1002	1169574236	1166298071	-1026351825	-1086006657	1059236327	1032860849	14915	571	Waterfall_TurbulenceMedDir	0
1003	1169455432	1166283878	-1025915224	0	0	0	14915	571	Waterfall_RegularMed	0
1004	1169595146	1166268129	-1026952528	0	0	0	14899	571	Waterfall_RegularMed	0
1005	1169596129	1166120366	-1027414373	0	0	0	14899	571	Waterfall_RegularMed	0
1006	1169448632	1166129172	-1027836124	0	0	0	14899	571	Waterfall_RegularMed	0
1007	1169621299	1166035784	-1028917087	0	0	0	14899	571	Waterfall_RegularMed	0
1008	1169531412	1165971456	-1028739065	0	0	0	14899	571	Waterfall_RegularMed	0
1009	1169597420	1166145331	-1027008889	970045207	1065350599	1016036791	14915	571	Waterfall_TurbulenceMedDir	0
1010	1169421148	1166140559	-1026214461	-1083745138	1053874144	1040507703	14915	571	Waterfall_TurbulenceMedDir	0
1011	1169611715	1166058680	-1027903547	-1095792656	1064284457	1033639446	14915	571	Waterfall_TurbulenceMedDir	0
1012	1169525002	1166026076	-1027545917	-1090021981	1062440440	1044633556	14915	571	Waterfall_TurbulenceMedDir	0
1013	1170127852	1165381263	-1040683211	-1082574105	1037453914	-1102056799	14924	571	Waterfall_TurbulenceLrgDir	0
1014	1169914925	1165499856	-1036716558	0	0	0	14899	571	Waterfall_RegularMed	0
1015	1169902408	1165529661	-1033275153	-1088343891	1061587318	-1120197801	14915	571	Waterfall_TurbulenceMedDir	0
1017	1169811674	1165821911	-1030819558	0	0	0	14899	571	Waterfall_RegularMed	0
1018	1169739121	1165741179	-1030799334	0	0	0	14899	571	Waterfall_RegularMed	0
1019	1169793331	1165882040	-1029465217	-1089637532	1061589550	1050422131	14915	571	Waterfall_TurbulenceMedDir	0
1020	1169719521	1165791724	-1029668038	-1087112745	1060135368	1043621621	14915	571	Waterfall_TurbulenceMedDir	0
1021	1169707641	1166085669	-1028720343	0	0	0	14899	571	Waterfall_RegularMed	0
1022	1169697695	1166105756	-1027797273	-1090021981	1062440440	1044633556	14915	571	Waterfall_TurbulenceMedDir	0
1025	1168179855	-987423518	1133542951	0	0	0	14899	571	Waterfall_RegularMed	0
1026	1168455025	-984062935	1135357428	0	0	0	14915	571	Waterfall_TurbulenceMed	0
1027	1168492633	-983999093	1137854625	0	0	0	14895	571	Waterfall_RegularLarge	0
1029	1167526871	1157853594	1136699310	1027388926	1065019148	-1102723861	14924	571	Waterfall_TurbulenceLrgDir	0
1030	1167530283	1157811542	1137954205	0	0	0	14895	571	Waterfall_RegularLarge	0
1031	1167700586	1158587192	1135539872	0	0	0	14915	571	Waterfall_RegularMed	0
1032	1167703081	1158697902	1134995046	-1121217856	1065094763	-1104293671	14915	571	Waterfall_TurbulenceMedDir	0
1033	1129573581	-1014070968	1121853243	0	0	0	14915	574	Waterfall_TurbulenceMed	0
1034	1139596952	1136286466	1133013074	1007803875	-1082209201	-1111139581	14924	601	Waterfall_TurbulenceLrgDir	0
1035	1138550800	1144037163	1134307770	1058955829	-1085739060	1024096565	14915	601	Waterfall_TurbulenceMedDir	0
1036	1142821519	1137341399	1133303792	1039419264	-1082367612	-1108281280	14924	601	Waterfall_TurbulenceLrgDir	0
1037	1143386456	1139494650	1144053793	-1088547583	1061766381	-1128166576	14915	601	Waterfall_TurbulenceMedDir	0
1038	1155806659	1145644384	1123730326	-1090417118	-1084816884	1044965879	14915	604	Waterfall_TurbulenceMedDir	0
1039	1156064133	1145295274	1123513926	-1085847055	-1088428414	-1115828745	14915	604	Waterfall_TurbulenceMedDir	0
1040	1156058644	1143981965	1123802153	-1086906285	1060290121	-1125815618	14915	604	Waterfall_TurbulenceMedDir	0
1041	1155802972	1143639425	1123935584	-1091226804	1062650172	1048867286	14915	604	Waterfall_TurbulenceMedDir	0
1042	1154922496	1143784210	1123181527	1061800372	1058887646	-1124524980	14915	604	Waterfall_TurbulenceMedDir	0
1043	1154919711	1145496175	1123127788	1061170572	-1087824720	-1140317575	14915	604	Waterfall_TurbulenceMedDir	0
1072	1165017989	-987163075	1128356839	-1084980378	1057782481	-1110816384	14924	571	Waterfall_TurbulenceLrgDir	0
1073	1165079101	-987132764	1129115222	0	0	0	14895	571	Waterfall_RegularLarge	0
1074	1152223969	-1033052016	1100557477	0	0	0	14899	607	Waterfall_RegularMed	0
1075	1152316948	-1033007373	1097748447	1065265740	-1122940406	-1111239170	14924	607	Waterfall_TurbulenceLrgDir	0
1122	-1047965891	1089769142	1101417733	0	0	0	15008	623	AGS_PropellerLarge	0
1215	1170139648	-981729321	1137929060	0	0	0	14895	571	Waterfall_RegularLarge	0
1216	1159730005	-979481840	1134238443	0	0	0	14895	571	Waterfall_RegularLarge	0
1217	1159539938	-979381896	1134312857	0	0	0	14895	571	Waterfall_RegularLarge	0
1218	1167105843	-989885071	1127809024	0	0	0	14900	571	Waterfall_RegularSmall	0
1219	1167274592	-989961179	1129335755	0	0	0	14899	571	Waterfall_RegularMed	0
1220	1167273302	-989824248	1129335842	0	0	0	14899	571	Waterfall_RegularMed	0
1221	1167332954	-989829409	1130336259	0	0	0	14899	571	Waterfall_RegularMed	0
1222	1167334419	-989947717	1130310035	0	0	0	14899	571	Waterfall_RegularMed	0
1223	1169541919	1144094720	1142685925	0	0	0	15072	571	Waterfall_SewerSmall	0
1224	1169362760	1143860167	1142617850	1057337733	-1084899411	-1104039060	14901	571	Waterfall_SewerMediumDir	0
1225	1169335562	1143677485	1142612083	1060486179	-1087111067	1025914142	14901	571	Waterfall_SewerMediumDir	0
1226	1169319793	1143433576	1142612083	1063730792	-1093467803	-1108071095	14901	571	Waterfall_SewerMediumDir	0
1227	1169303450	1143184638	1142606152	1060486179	-1087111067	1025914142	14901	571	Waterfall_SewerMediumDir	0
1228	1169400911	1143266291	1142559255	-1084764321	1057600381	-1154664913	14901	571	Waterfall_SewerMediumDir	0
1229	1169430303	1143411622	1142587081	-1095893453	1064353294	-1135495401	14901	571	Waterfall_SewerMediumDir	0
1230	1169456865	1143618421	1142584328	-1086792183	1060135284	1031599873	14901	571	Waterfall_SewerMediumDir	0
1231	1169459487	1143611884	1142612115	0	0	0	15072	571	Waterfall_SewerSmall	0
1232	1169477734	1143816077	1142612607	0	0	0	15072	571	Waterfall_SewerSmall	0
1233	1169499259	1144023728	1142612263	0	0	0	15072	571	Waterfall_SewerSmall	0
1234	1169430241	1143415292	1142612558	0	0	0	15072	571	Waterfall_SewerSmall	0
1235	1169406382	1143243276	1142612361	0	0	0	15072	571	Waterfall_SewerSmall	0
1237	1169496310	1144065212	1142553969	-1086792183	1060135284	1031599873	14901	571	Waterfall_SewerMediumDir	0
1238	1169463678	1143110404	1142542241	0	0	0	15072	571	Waterfall_SewerSmall	0
1239	1169605754	1143141987	1142468891	0	0	0	15072	571	Waterfall_SewerSmall	0
1240	1169664082	1143396909	1142607167	0	0	0	15072	571	Waterfall_SewerSmall	0
1241	1169669411	1143343988	1142647019	0	0	0	15072	571	Waterfall_SewerSmall	0
1242	1169494831	1141733037	1142863749	0	0	0	15072	571	Waterfall_SewerSmall	0
1253	1136252781	-1003482595	-1048481785	0	0	0	15102	619	Waterfall_QuietLarge	0
1254	1137652662	-1002884235	-1041410713	0	0	0	14899	619	Waterfall_RegularMed	0
1306	1167513006	-986143048	1135098233	0	0	0	14895	571	Waterfall_RegularLarge	0
