field0	field1	field2
2396	81020	70
2397	81020	71
2398	81020	72
2399	81020	251
2400	81020	252
2401	81021	66
2402	81021	73
2403	81021	250
2404	81022	103
2405	81022	104
2406	81022	259
2407	81022	260
2408	81022	261
2409	81022	268
2410	81022	269
2411	81023	253
2412	81023	254
2413	81023	255
2414	81023	263
2415	81024	62
2416	81024	63
2417	81024	64
2418	81024	265
2419	81024	266
2420	81024	267
2421	81025	256
2422	81025	257
2423	81025	258
2424	81026	102
2425	81026	105
2426	81026	270
2427	81027	262
2428	81027	264
2429	81028	65
2430	81029	70
2431	81029	71
2432	81029	72
2433	81029	251
2434	81029	252
2435	81030	66
2436	81030	73
2437	81030	250
2438	81031	103
2439	81031	104
2440	81031	259
2441	81031	260
2442	81031	261
2443	81031	268
2444	81031	269
2445	81032	253
2446	81032	254
2447	81032	255
2448	81032	263
2449	81033	62
2450	81033	63
2451	81033	64
2452	81033	265
2453	81033	266
2454	81033	267
2455	81034	256
2456	81034	257
2457	81034	258
2458	81035	102
2459	81035	105
2460	81035	270
2461	81036	262
2462	81036	264
2463	81037	65
2464	81038	70
2465	81038	71
2466	81038	72
2467	81038	251
2468	81038	252
2469	81039	66
2470	81039	73
2471	81039	250
2472	81040	103
2473	81040	104
2474	81040	259
2475	81040	260
2476	81040	261
2477	81040	268
2478	81040	269
2479	81041	253
2480	81041	254
2481	81041	255
2482	81041	263
2483	81042	62
2484	81042	63
2485	81042	64
2486	81042	265
2487	81042	266
2488	81042	267
2489	81043	256
2490	81043	257
2491	81043	258
2492	81044	102
2493	81044	105
2494	81044	270
2495	81045	262
2496	81045	264
2497	81046	65
2498	81047	70
2499	81047	71
2500	81047	72
2501	81047	251
2502	81047	252
2503	81048	66
2504	81048	73
2505	81048	250
2506	81049	103
2507	81049	104
2508	81049	253
2509	81049	254
2510	81049	255
2511	81049	259
2512	81049	260
2513	81049	261
2514	81049	263
2515	81049	268
2516	81049	269
2517	81050	62
2518	81050	63
2519	81050	64
2522	81050	265
2523	81050	266
2524	81050	267
2525	81051	65
2526	81051	102
2527	81051	105
2528	81051	256
2529	81051	257
2530	81051	258
2531	81051	262
2532	81051	264
2533	81051	270
2534	81052	70
2535	81052	71
2536	81052	72
2537	81052	251
2538	81052	252
2539	81053	66
2540	81053	73
2541	81053	250
2542	80960	103
2543	80960	104
2544	80960	253
2545	80960	254
2546	80960	255
2547	80960	259
2548	80960	260
2549	80960	261
2550	80960	263
2551	80960	268
2552	80960	269
2553	80961	62
2554	80961	63
2555	80961	64
2558	80961	265
2559	80961	266
2560	80961	267
2561	80962	65
2562	80962	102
2563	80962	105
2564	80962	256
2565	80962	257
2566	80962	258
2567	80962	262
2568	80962	264
2569	80962	270
2570	80963	70
2571	80963	71
2572	80963	72
2573	80963	251
2574	80963	252
2575	80964	66
2576	80964	73
2577	80964	250
2578	80970	253
2579	80970	254
2580	80970	255
2581	80971	259
2582	80971	260
2583	80971	261
2584	80972	259
2585	80972	260
2586	80972	261
2587	80972	263
2588	80973	103
2589	80973	104
2590	80973	268
2591	80973	269
2592	80974	62
2593	80974	63
2594	80974	64
2596	80974	265
2597	80974	266
2598	80974	267
2599	80975	65
2600	80975	262
2601	80975	264
2602	80976	102
2603	80976	105
2604	80976	256
2605	80976	257
2606	80976	258
2607	80976	270
2609	80977	72
2611	80977	251
2612	80978	70
2613	80978	71
2614	80978	72
2615	80978	250
2616	80978	251
2617	80978	252
2618	80979	66
2619	80979	73
2620	80980	263
2621	80981	259
2622	80981	260
2623	80981	261
2624	80982	65
2625	80982	262
2626	80982	264
2628	80983	72
2630	80983	251
2631	80984	70
2632	80984	71
2633	80984	72
2634	80984	250
2635	80984	251
2636	80984	252
2637	80985	66
2638	80985	73
2642	73237	65
2643	73237	66
2644	73237	70
2645	73237	71
2646	73237	72
2647	73237	73
2651	73237	262
2652	73237	263
2653	73237	264
2654	73238	259
2655	73238	260
2656	73238	261
2657	73239	62
2658	73239	63
2659	73239	64
2660	73239	102
2661	73239	103
2662	73239	104
2663	73239	105
2667	73239	256
2668	73239	257
2669	73239	258
2670	73239	265
2671	73239	266
2672	73239	267
2673	73239	268
2674	73239	269
2675	73239	270
2676	74568	62
2677	74568	63
2678	74568	64
2679	74568	256
2680	74568	257
2681	74568	258
2682	74568	265
2683	74568	266
2684	74568	267
2685	74569	102
2686	74569	103
2687	74569	104
2688	74569	105
2689	74569	253
2690	74569	254
2691	74569	255
2692	74569	259
2693	74569	260
2694	74569	261
2695	74569	262
2696	74569	263
2697	74569	264
2698	74569	268
2699	74569	269
2700	74569	270
2701	74570	65
2702	74570	66
2703	74570	70
2704	74570	71
2705	74570	72
2706	74570	73
2707	74570	250
2708	74570	251
2709	74570	252
2710	74571	62
2711	74571	63
2712	74571	64
2713	74571	256
2714	74571	257
2715	74571	258
2716	74571	265
2717	74571	266
2718	74571	267
2719	74572	102
2720	74572	103
2721	74572	104
2722	74572	105
2723	74572	253
2724	74572	254
2725	74572	255
2726	74572	259
2727	74572	260
2728	74572	261
2729	74572	262
2730	74572	263
2731	74572	264
2732	74572	268
2733	74572	269
2734	74572	270
2735	74573	65
2736	74573	66
2737	74573	70
2738	74573	71
2739	74573	72
2740	74573	73
2741	74573	250
2742	74573	251
2743	74573	252
2744	74574	62
2745	74574	63
2746	74574	64
2747	74574	256
2748	74574	257
2749	74574	258
2750	74574	265
2751	74574	266
2752	74574	267
2753	74575	102
2754	74575	103
2755	74575	104
2756	74575	105
2757	74575	253
2758	74575	254
2759	74575	255
2760	74575	259
2761	74575	260
2762	74575	261
2763	74575	262
2764	74575	263
2765	74575	264
2766	74575	268
2767	74575	269
2768	74575	270
2769	74576	65
2770	74576	66
2771	74576	70
2772	74576	71
2773	74576	72
2774	74576	73
2775	74576	250
2776	74576	251
2777	74576	252
2778	74577	62
2779	74577	63
2780	74577	64
2781	74577	256
2782	74577	257
2783	74577	258
2784	74577	265
2785	74577	266
2786	74577	267
2787	74578	102
2788	74578	103
2789	74578	104
2790	74578	105
2791	74578	253
2792	74578	254
2793	74578	255
2794	74578	259
2795	74578	260
2796	74578	261
2797	74578	262
2798	74578	263
2799	74578	264
2800	74578	268
2801	74578	269
2802	74578	270
2803	74579	65
2804	74579	66
2805	74579	70
2806	74579	71
2807	74579	72
2808	74579	73
2809	74579	250
2810	74579	251
2811	74579	252
2812	74580	62
2813	74580	63
2814	74580	64
2815	74580	256
2816	74580	257
2817	74580	258
2818	74580	265
2819	74580	266
2820	74580	267
2821	74581	102
2822	74581	103
2823	74581	104
2824	74581	105
2825	74581	253
2826	74581	254
2827	74581	255
2828	74581	259
2829	74581	260
2830	74581	261
2831	74581	262
2832	74581	263
2833	74581	264
2834	74581	268
2835	74581	269
2836	74581	270
2837	74582	65
2838	74582	66
2839	74582	70
2840	74582	71
2841	74582	72
2842	74582	73
2843	74582	250
2844	74582	251
2845	74582	252
2846	74583	62
2847	74583	63
2848	74583	64
2849	74583	256
2850	74583	257
2851	74583	258
2852	74583	265
2853	74583	266
2854	74583	267
2855	74584	102
2856	74584	103
2857	74584	104
2858	74584	105
2859	74584	253
2860	74584	254
2861	74584	255
2862	74584	259
2863	74584	260
2864	74584	261
2865	74584	262
2866	74584	263
2867	74584	264
2868	74584	268
2869	74584	269
2870	74584	270
2871	74585	65
2872	74585	66
2873	74585	70
2874	74585	71
2875	74585	72
2876	74585	73
2877	74585	250
2878	74585	251
2879	74585	252
2880	74586	62
2881	74586	63
2882	74586	64
2883	74586	65
2884	74586	66
2885	74586	70
2886	74586	71
2887	74586	72
2888	74586	73
2889	74586	102
2890	74586	103
2891	74586	104
2892	74586	105
2893	74586	250
2894	74586	251
2895	74586	252
2896	74586	253
2897	74586	254
2898	74586	255
2899	74586	256
2900	74586	257
2901	74586	258
2902	74586	259
2903	74586	260
2904	74586	261
2905	74586	262
2906	74586	263
2907	74586	264
2908	74586	265
2909	74586	266
2910	74586	267
2911	74586	268
2912	74586	269
2913	74586	270
2914	74590	62
2915	74590	63
2916	74590	64
2917	74590	102
2918	74590	103
2919	74590	104
2920	74590	105
2921	74590	256
2922	74590	257
2923	74590	258
2924	74590	259
2925	74590	260
2926	74590	261
2927	74590	265
2928	74590	266
2929	74590	267
2930	74588	253
2931	74588	254
2932	74588	255
2933	74587	65
2934	74587	66
2935	74587	70
2936	74587	71
2937	74587	72
2938	74587	73
2939	74587	262
2940	74587	263
2941	74587	264
2942	74589	65
2943	74589	66
2944	74589	70
2945	74589	71
2946	74589	72
2947	74589	73
2948	74589	250
2949	74589	251
2950	74589	252
2954	74592	259
2955	74592	260
2956	74592	261
2960	74593	62
2961	74593	63
2962	74593	64
2963	74593	102
2964	74593	103
2965	74593	104
2966	74593	105
2967	74593	253
2968	74593	254
2969	74593	255
2970	74593	256
2971	74593	257
2972	74593	258
2973	74593	265
2974	74593	266
2975	74593	267
2976	74593	268
2977	74593	269
2978	74593	270
2979	74591	65
2980	74591	66
2981	74591	70
2982	74591	71
2983	74591	72
2984	74591	73
2985	74591	259
2986	74591	260
2987	74591	261
2988	74591	262
2989	74591	263
2990	74591	264
2994	73214	62
2995	73214	63
2996	73214	64
2997	73214	256
2998	73214	257
2999	73214	258
3000	73214	265
3001	73214	266
3002	73214	267
3003	73215	102
3004	73215	103
3005	73215	104
3006	73215	105
3007	73215	253
3008	73215	254
3009	73215	255
3010	73215	259
3011	73215	260
3012	73215	261
3013	73215	262
3014	73215	263
3015	73215	264
3016	73215	268
3017	73215	269
3018	73215	270
3019	73216	65
3020	73216	66
3021	73216	70
3022	73216	71
3023	73216	72
3024	73216	73
3025	73216	250
3026	73216	251
3027	73216	252
3028	74594	62
3029	74594	63
3030	74594	64
3031	74594	256
3032	74594	257
3033	74594	258
3034	74594	265
3035	74594	266
3036	74594	267
3037	74595	102
3038	74595	103
3039	74595	104
3040	74595	105
3041	74595	253
3042	74595	254
3043	74595	255
3044	74595	259
3045	74595	260
3046	74595	261
3047	74595	262
3048	74595	263
3049	74595	264
3050	74595	268
3051	74595	269
3052	74595	270
3053	74596	65
3054	74596	66
3055	74596	70
3056	74596	71
3057	74596	72
3058	74596	73
3059	74596	250
3060	74596	251
3061	74596	252
3062	74597	62
3063	74597	63
3064	74597	64
3065	74597	256
3066	74597	257
3067	74597	258
3068	74597	265
3069	74597	266
3070	74597	267
3071	74598	102
3072	74598	103
3073	74598	104
3074	74598	105
3075	74598	253
3076	74598	254
3077	74598	255
3078	74598	259
3079	74598	260
3080	74598	261
3081	74598	262
3082	74598	263
3083	74598	264
3084	74598	268
3085	74598	269
3086	74598	270
3087	74599	65
3088	74599	66
3089	74599	70
3090	74599	71
3091	74599	72
3092	74599	73
3093	74599	250
3094	74599	251
3095	74599	252
3096	74600	62
3097	74600	63
3098	74600	64
3099	74600	256
3100	74600	257
3101	74600	258
3102	74600	265
3103	74600	266
3104	74600	267
3105	74601	102
3106	74601	103
3107	74601	104
3108	74601	105
3109	74601	253
3110	74601	254
3111	74601	255
3112	74601	259
3113	74601	260
3114	74601	261
3115	74601	262
3116	74601	263
3117	74601	264
3118	74601	268
3119	74601	269
3120	74601	270
3121	74602	65
3122	74602	66
3123	74602	70
3124	74602	71
3125	74602	72
3126	74602	73
3127	74602	250
3128	74602	251
3129	74602	252
3130	74603	62
3131	74603	63
3132	74603	64
3133	74603	256
3134	74603	257
3135	74603	258
3136	74603	265
3137	74603	266
3138	74603	267
3139	74604	102
3140	74604	103
3141	74604	104
3142	74604	105
3143	74604	253
3144	74604	254
3145	74604	255
3146	74604	259
3147	74604	260
3148	74604	261
3149	74604	262
3150	74604	263
3151	74604	264
3152	74604	268
3153	74604	269
3154	74604	270
3155	74605	65
3156	74605	66
3157	74605	70
3158	74605	71
3159	74605	72
3160	74605	73
3161	74605	250
3162	74605	251
3163	74605	252
3164	74606	62
3165	74606	63
3166	74606	64
3167	74606	256
3168	74606	257
3169	74606	258
3170	74606	265
3171	74606	266
3172	74606	267
3173	74607	102
3174	74607	103
3175	74607	104
3176	74607	105
3177	74607	253
3178	74607	254
3179	74607	255
3180	74607	259
3181	74607	260
3182	74607	261
3183	74607	262
3184	74607	263
3185	74607	264
3186	74607	268
3187	74607	269
3188	74607	270
3189	74608	65
3190	74608	66
3191	74608	70
3192	74608	71
3193	74608	72
3194	74608	73
3195	74608	250
3196	74608	251
3197	74608	252
3198	73217	62
3199	73217	63
3200	73217	64
3201	73217	256
3202	73217	257
3203	73217	258
3204	73217	265
3205	73217	266
3206	73217	267
3207	73218	102
3208	73218	103
3209	73218	104
3210	73218	105
3211	73218	253
3212	73218	254
3213	73218	255
3214	73218	259
3215	73218	260
3216	73218	261
3217	73218	262
3218	73218	263
3219	73218	264
3220	73218	268
3221	73218	269
3222	73218	270
3223	73219	65
3224	73219	66
3225	73219	70
3226	73219	71
3227	73219	72
3228	73219	73
3229	73219	250
3230	73219	251
3231	73219	252
3232	73220	62
3233	73220	63
3234	73220	64
3235	73220	256
3236	73220	257
3237	73220	258
3238	73220	265
3239	73220	266
3240	73220	267
3241	73221	102
3242	73221	103
3243	73221	104
3244	73221	105
3245	73221	253
3246	73221	254
3247	73221	255
3248	73221	259
3249	73221	260
3250	73221	261
3251	73221	262
3252	73221	263
3253	73221	264
3254	73221	268
3255	73221	269
3256	73221	270
3257	73222	65
3258	73222	66
3259	73222	70
3260	73222	71
3261	73222	72
3262	73222	73
3263	73222	250
3264	73222	251
3265	73222	252
3266	73223	62
3267	73223	63
3268	73223	64
3269	73223	65
3270	73223	66
3271	73223	70
3272	73223	71
3273	73223	72
3274	73223	73
3275	73223	102
3276	73223	103
3277	73223	104
3278	73223	105
3279	73223	250
3280	73223	251
3281	73223	252
3282	73223	253
3283	73223	254
3284	73223	255
3285	73223	256
3286	73223	257
3287	73223	258
3288	73223	259
3289	73223	260
3290	73223	261
3291	73223	262
3292	73223	263
3293	73223	264
3294	73223	265
3295	73223	266
3296	73223	267
3297	73223	268
3298	73223	269
3299	73223	270
3300	73224	62
3301	73224	63
3302	73224	64
3303	73224	256
3304	73224	257
3305	73224	258
3306	73224	265
3307	73224	266
3308	73224	267
3309	73225	102
3310	73225	103
3311	73225	104
3312	73225	105
3313	73225	253
3314	73225	254
3315	73225	255
3316	73225	259
3317	73225	260
3318	73225	261
3319	73225	262
3320	73225	263
3321	73225	264
3322	73225	268
3323	73225	269
3324	73225	270
3325	73226	65
3326	73226	66
3327	73226	70
3328	73226	71
3329	73226	72
3330	73226	73
3331	73226	250
3332	73226	251
3333	73226	252
3334	73227	62
3335	73227	63
3336	73227	64
3337	73227	256
3338	73227	257
3339	73227	258
3340	73227	265
3341	73227	266
3342	73227	267
3343	73228	102
3344	73228	103
3345	73228	104
3346	73228	105
3347	73228	253
3348	73228	254
3349	73228	255
3350	73228	259
3351	73228	260
3352	73228	261
3353	73228	262
3354	73228	263
3355	73228	264
3356	73228	268
3357	73228	269
3358	73228	270
3359	73229	65
3360	73229	66
3361	73229	70
3362	73229	71
3363	73229	72
3364	73229	73
3365	73229	250
3366	73229	251
3367	73229	252
3368	73230	62
3369	73230	63
3370	73230	64
3371	73230	256
3372	73230	257
3373	73230	258
3374	73230	265
3375	73230	266
3376	73230	267
3377	73231	102
3378	73231	103
3379	73231	104
3380	73231	105
3381	73231	253
3382	73231	254
3383	73231	255
3384	73231	259
3385	73231	260
3386	73231	261
3387	73231	262
3388	73231	263
3389	73231	264
3390	73231	268
3391	73231	269
3392	73231	270
3393	73232	65
3394	73232	66
3395	73232	70
3396	73232	71
3397	73232	72
3398	73232	73
3399	73232	250
