field0	field1	field2	field3	field4	field5	field6	field7	field8	field9
147	1	0	2	Character\Human\FacialLowerHair01_06.blp	Character\Human\FacialUpperHair01_06.blp		17	1	6
148	1	0	2	Character\Human\FacialLowerHair01_07.blp	Character\Human\FacialUpperHair01_07.blp		17	1	7
149	1	0	2	Character\Human\FacialLowerHair01_08.blp	Character\Human\FacialUpperHair01_08.blp		17	1	8
150	1	0	2	Character\Human\FacialLowerHair01_09.blp	Character\Human\FacialUpperHair01_09.blp		17	1	9
151	1	0	2	Character\Human\FacialLowerHair02_00.blp	Character\Human\FacialUpperHair02_00.blp		17	2	0
152	1	0	2	Character\Human\FacialLowerHair02_01.blp	Character\Human\FacialUpperHair02_01.blp		17	2	1
153	1	0	2	Character\Human\FacialLowerHair02_02.blp	Character\Human\FacialUpperHair02_02.blp		17	2	2
154	1	0	2	Character\Human\FacialLowerHair02_03.blp	Character\Human\FacialUpperHair02_03.blp		17	2	3
155	1	0	2	Character\Human\FacialLowerHair02_04.blp	Character\Human\FacialUpperHair02_04.blp		17	2	4
156	1	0	2	Character\Human\FacialLowerHair02_05.blp	Character\Human\FacialUpperHair02_05.blp		17	2	5
157	1	0	2	Character\Human\FacialLowerHair02_06.blp	Character\Human\FacialUpperHair02_06.blp		17	2	6
158	1	0	2	Character\Human\FacialLowerHair02_07.blp	Character\Human\FacialUpperHair02_07.blp		17	2	7
159	1	0	2	Character\Human\FacialLowerHair02_08.blp	Character\Human\FacialUpperHair02_08.blp		17	2	8
160	1	0	2	Character\Human\FacialLowerHair02_09.blp	Character\Human\FacialUpperHair02_09.blp		17	2	9
161	1	0	2	Character\Human\FacialLowerHair03_00.blp	Character\Human\FacialUpperHair03_00.blp		17	3	0
162	1	0	2	Character\Human\FacialLowerHair03_01.blp	Character\Human\FacialUpperHair03_01.blp		17	3	1
163	1	0	2	Character\Human\FacialLowerHair03_02.blp	Character\Human\FacialUpperHair03_02.blp		17	3	2
164	1	0	2	Character\Human\FacialLowerHair03_03.blp	Character\Human\FacialUpperHair03_03.blp		17	3	3
165	1	0	2	Character\Human\FacialLowerHair03_04.blp	Character\Human\FacialUpperHair03_04.blp		17	3	4
166	1	0	2	Character\Human\FacialLowerHair03_05.blp	Character\Human\FacialUpperHair03_05.blp		17	3	5
167	1	0	2	Character\Human\FacialLowerHair03_06.blp	Character\Human\FacialUpperHair03_06.blp		17	3	6
168	1	0	2	Character\Human\FacialLowerHair03_07.blp	Character\Human\FacialUpperHair03_07.blp		17	3	7
169	1	0	2	Character\Human\FacialLowerHair03_08.blp	Character\Human\FacialUpperHair03_08.blp		17	3	8
170	1	0	2	Character\Human\FacialLowerHair03_09.blp	Character\Human\FacialUpperHair03_09.blp		17	3	9
171	1	0	2	Character\Human\FacialLowerHair04_00.blp	Character\Human\FacialUpperHair04_00.blp		17	4	0
172	1	0	2	Character\Human\FacialLowerHair04_01.blp	Character\Human\FacialUpperHair04_01.blp		17	4	1
173	1	0	2	Character\Human\FacialLowerHair04_02.blp	Character\Human\FacialUpperHair04_02.blp		17	4	2
174	1	0	2	Character\Human\FacialLowerHair04_03.blp	Character\Human\FacialUpperHair04_03.blp		17	4	3
175	1	0	2	Character\Human\FacialLowerHair04_04.blp	Character\Human\FacialUpperHair04_04.blp		17	4	4
176	1	0	2	Character\Human\FacialLowerHair04_05.blp	Character\Human\FacialUpperHair04_05.blp		17	4	5
177	1	0	2	Character\Human\FacialLowerHair04_06.blp	Character\Human\FacialUpperHair04_06.blp		17	4	6
178	1	0	2	Character\Human\FacialLowerHair04_07.blp	Character\Human\FacialUpperHair04_07.blp		17	4	7
179	1	0	2	Character\Human\FacialLowerHair04_08.blp	Character\Human\FacialUpperHair04_08.blp		17	4	8
180	1	0	2	Character\Human\FacialLowerHair04_09.blp	Character\Human\FacialUpperHair04_09.blp		17	4	9
181	1	0	2	Character\Human\FacialLowerHair05_00.blp	Character\Human\FacialUpperHair05_00.blp		17	5	0
182	1	0	2	Character\Human\FacialLowerHair05_01.blp	Character\Human\FacialUpperHair05_01.blp		17	5	1
183	1	0	2	Character\Human\FacialLowerHair05_02.blp	Character\Human\FacialUpperHair05_02.blp		17	5	2
184	1	0	2	Character\Human\FacialLowerHair05_03.blp	Character\Human\FacialUpperHair05_03.blp		17	5	3
185	1	0	2	Character\Human\FacialLowerHair05_04.blp	Character\Human\FacialUpperHair05_04.blp		17	5	4
186	1	0	2	Character\Human\FacialLowerHair05_05.blp	Character\Human\FacialUpperHair05_05.blp		17	5	5
187	1	0	2	Character\Human\FacialLowerHair05_06.blp	Character\Human\FacialUpperHair05_06.blp		17	5	6
188	1	0	2	Character\Human\FacialLowerHair05_07.blp	Character\Human\FacialUpperHair05_07.blp		17	5	7
189	1	0	2	Character\Human\FacialLowerHair05_08.blp	Character\Human\FacialUpperHair05_08.blp		17	5	8
190	1	0	2	Character\Human\FacialLowerHair05_09.blp	Character\Human\FacialUpperHair05_09.blp		17	5	9
191	1	0	2	Character\Human\FacialLowerHair06_00.blp	Character\Human\FacialUpperHair06_00.blp		17	6	0
192	1	0	2	Character\Human\FacialLowerHair06_01.blp	Character\Human\FacialUpperHair06_01.blp		17	6	1
193	1	0	2	Character\Human\FacialLowerHair06_02.blp	Character\Human\FacialUpperHair06_02.blp		17	6	2
194	1	0	2	Character\Human\FacialLowerHair06_03.blp	Character\Human\FacialUpperHair06_03.blp		17	6	3
195	1	0	2	Character\Human\FacialLowerHair06_04.blp	Character\Human\FacialUpperHair06_04.blp		17	6	4
196	1	0	2	Character\Human\FacialLowerHair06_05.blp	Character\Human\FacialUpperHair06_05.blp		17	6	5
197	1	0	2	Character\Human\FacialLowerHair06_06.blp	Character\Human\FacialUpperHair06_06.blp		17	6	6
198	1	0	2	Character\Human\FacialLowerHair06_07.blp	Character\Human\FacialUpperHair06_07.blp		17	6	7
199	1	0	2	Character\Human\FacialLowerHair06_08.blp	Character\Human\FacialUpperHair06_08.blp		17	6	8
200	1	0	2	Character\Human\FacialLowerHair06_09.blp	Character\Human\FacialUpperHair06_09.blp		17	6	9
201	1	0	2	Character\Human\FacialLowerHair07_00.blp	Character\Human\FacialUpperHair07_00.blp		17	7	0
202	1	0	2	Character\Human\FacialLowerHair07_01.blp	Character\Human\FacialUpperHair07_01.blp		17	7	1
203	1	0	2	Character\Human\FacialLowerHair07_02.blp	Character\Human\FacialUpperHair07_02.blp		17	7	2
204	1	0	2	Character\Human\FacialLowerHair07_03.blp	Character\Human\FacialUpperHair07_03.blp		17	7	3
205	1	0	2	Character\Human\FacialLowerHair07_04.blp	Character\Human\FacialUpperHair07_04.blp		17	7	4
206	1	0	2	Character\Human\FacialLowerHair07_05.blp	Character\Human\FacialUpperHair07_05.blp		17	7	5
207	1	0	2	Character\Human\FacialLowerHair07_06.blp	Character\Human\FacialUpperHair07_06.blp		17	7	6
208	1	0	2	Character\Human\FacialLowerHair07_07.blp	Character\Human\FacialUpperHair07_07.blp		17	7	7
209	1	0	2	Character\Human\FacialLowerHair07_08.blp	Character\Human\FacialUpperHair07_08.blp		17	7	8
210	1	0	2	Character\Human\FacialLowerHair07_09.blp	Character\Human\FacialUpperHair07_09.blp		17	7	9
211	1	0	2	Character\Human\FacialLowerHair08_00.blp	Character\Human\FacialUpperHair08_00.blp		17	8	0
212	1	0	2	Character\Human\FacialLowerHair08_01.blp	Character\Human\FacialUpperHair08_01.blp		17	8	1
213	1	0	2	Character\Human\FacialLowerHair08_02.blp	Character\Human\FacialUpperHair08_02.blp		17	8	2
214	1	0	2	Character\Human\FacialLowerHair08_03.blp	Character\Human\FacialUpperHair08_03.blp		17	8	3
215	1	0	2	Character\Human\FacialLowerHair08_04.blp	Character\Human\FacialUpperHair08_04.blp		17	8	4
216	1	0	2	Character\Human\FacialLowerHair08_05.blp	Character\Human\FacialUpperHair08_05.blp		17	8	5
217	1	0	2	Character\Human\FacialLowerHair08_06.blp	Character\Human\FacialUpperHair08_06.blp		17	8	6
218	1	0	2	Character\Human\FacialLowerHair08_07.blp	Character\Human\FacialUpperHair08_07.blp		17	8	7
219	1	0	2	Character\Human\FacialLowerHair08_08.blp	Character\Human\FacialUpperHair08_08.blp		17	8	8
220	1	0	2	Character\Human\FacialLowerHair08_09.blp	Character\Human\FacialUpperHair08_09.blp		17	8	9
231	1	0	3	Character\Human\Hair02_00.blp	Character\Human\ScalpLowerHair02_00.blp	Character\Human\ScalpUpperHair02_00.blp	17	2	0
232	1	0	3	Character\Human\Hair02_01.blp	Character\Human\ScalpLowerHair02_01.blp	Character\Human\ScalpUpperHair02_01.blp	17	2	1
233	1	0	3	Character\Human\Hair02_02.blp	Character\Human\ScalpLowerHair02_02.blp	Character\Human\ScalpUpperHair02_02.blp	17	2	2
234	1	0	3	Character\Human\Hair02_03.blp	Character\Human\ScalpLowerHair02_03.blp	Character\Human\ScalpUpperHair02_03.blp	17	2	3
235	1	0	3	Character\Human\Hair02_04.blp	Character\Human\ScalpLowerHair02_04.blp	Character\Human\ScalpUpperHair02_04.blp	17	2	4
236	1	0	3	Character\Human\Hair02_05.blp	Character\Human\ScalpLowerHair02_05.blp	Character\Human\ScalpUpperHair02_05.blp	17	2	5
237	1	0	3	Character\Human\Hair02_06.blp	Character\Human\ScalpLowerHair02_06.blp	Character\Human\ScalpUpperHair02_06.blp	17	2	6
238	1	0	3	Character\Human\Hair02_07.blp	Character\Human\ScalpLowerHair02_07.blp	Character\Human\ScalpUpperHair02_07.blp	17	2	7
239	1	0	3	Character\Human\Hair02_08.blp	Character\Human\ScalpLowerHair02_08.blp	Character\Human\ScalpUpperHair02_08.blp	17	2	8
240	1	0	3	Character\Human\Hair02_09.blp	Character\Human\ScalpLowerHair02_09.blp	Character\Human\ScalpUpperHair02_09.blp	17	2	9
241	1	0	3	Character\Human\Hair02_00.blp	Character\Human\ScalpLowerHair01_00.blp	Character\Human\ScalpUpperHair01_00.blp	17	3	0
242	1	0	3	Character\Human\Hair02_01.blp	Character\Human\ScalpLowerHair01_01.blp	Character\Human\ScalpUpperHair01_01.blp	17	3	1
243	1	0	3	Character\Human\Hair02_02.blp	Character\Human\ScalpLowerHair01_02.blp	Character\Human\ScalpUpperHair01_02.blp	17	3	2
244	1	0	3	Character\Human\Hair02_03.blp	Character\Human\ScalpLowerHair01_03.blp	Character\Human\ScalpUpperHair01_03.blp	17	3	3
245	1	0	3	Character\Human\Hair02_04.blp	Character\Human\ScalpLowerHair01_04.blp	Character\Human\ScalpUpperHair01_04.blp	17	3	4
246	1	0	3	Character\Human\Hair02_05.blp	Character\Human\ScalpLowerHair01_05.blp	Character\Human\ScalpUpperHair01_05.blp	17	3	5
247	1	0	3	Character\Human\Hair02_06.blp	Character\Human\ScalpLowerHair01_06.blp	Character\Human\ScalpUpperHair01_06.blp	17	3	6
248	1	0	3	Character\Human\Hair02_07.blp	Character\Human\ScalpLowerHair01_07.blp	Character\Human\ScalpUpperHair01_07.blp	17	3	7
249	1	0	3	Character\Human\Hair02_08.blp	Character\Human\ScalpLowerHair01_08.blp	Character\Human\ScalpUpperHair01_08.blp	17	3	8
250	1	0	3	Character\Human\Hair02_09.blp	Character\Human\ScalpLowerHair01_09.blp	Character\Human\ScalpUpperHair01_09.blp	17	3	9
251	1	0	3	Character\Human\Hair03_00.blp	Character\Human\ScalpLowerHair02_00.blp	Character\Human\ScalpUpperHair02_00.blp	17	4	0
252	1	0	3	Character\Human\Hair03_01.blp	Character\Human\ScalpLowerHair02_01.blp	Character\Human\ScalpUpperHair02_01.blp	17	4	1
253	1	0	3	Character\Human\Hair03_02.blp	Character\Human\ScalpLowerHair02_02.blp	Character\Human\ScalpUpperHair02_02.blp	17	4	2
254	1	0	3	Character\Human\Hair03_03.blp	Character\Human\ScalpLowerHair02_03.blp	Character\Human\ScalpUpperHair02_03.blp	17	4	3
255	1	0	3	Character\Human\Hair03_04.blp	Character\Human\ScalpLowerHair02_04.blp	Character\Human\ScalpUpperHair02_04.blp	17	4	4
256	1	0	3	Character\Human\Hair03_05.blp	Character\Human\ScalpLowerHair02_05.blp	Character\Human\ScalpUpperHair02_05.blp	17	4	5
257	1	0	3	Character\Human\Hair03_06.blp	Character\Human\ScalpLowerHair02_06.blp	Character\Human\ScalpUpperHair02_06.blp	17	4	6
258	1	0	3	Character\Human\Hair03_07.blp	Character\Human\ScalpLowerHair02_07.blp	Character\Human\ScalpUpperHair02_07.blp	17	4	7
259	1	0	3	Character\Human\Hair03_08.blp	Character\Human\ScalpLowerHair02_08.blp	Character\Human\ScalpUpperHair02_08.blp	17	4	8
260	1	0	3	Character\Human\Hair03_09.blp	Character\Human\ScalpLowerHair02_09.blp	Character\Human\ScalpUpperHair02_09.blp	17	4	9
261	1	0	3	Character\Human\Hair03_00.blp	Character\Human\ScalpLowerHair02_00.blp	Character\Human\ScalpUpperHair02_00.blp	17	5	0
262	1	0	3	Character\Human\Hair03_01.blp	Character\Human\ScalpLowerHair02_01.blp	Character\Human\ScalpUpperHair02_01.blp	17	5	1
263	1	0	3	Character\Human\Hair03_02.blp	Character\Human\ScalpLowerHair02_02.blp	Character\Human\ScalpUpperHair02_02.blp	17	5	2
264	1	0	3	Character\Human\Hair03_03.blp	Character\Human\ScalpLowerHair02_03.blp	Character\Human\ScalpUpperHair02_03.blp	17	5	3
265	1	0	3	Character\Human\Hair03_04.blp	Character\Human\ScalpLowerHair02_04.blp	Character\Human\ScalpUpperHair02_04.blp	17	5	4
266	1	0	3	Character\Human\Hair03_05.blp	Character\Human\ScalpLowerHair02_05.blp	Character\Human\ScalpUpperHair02_05.blp	17	5	5
267	1	0	3	Character\Human\Hair03_06.blp	Character\Human\ScalpLowerHair02_06.blp	Character\Human\ScalpUpperHair02_06.blp	17	5	6
268	1	0	3	Character\Human\Hair03_07.blp	Character\Human\ScalpLowerHair02_07.blp	Character\Human\ScalpUpperHair02_07.blp	17	5	7
269	1	0	3	Character\Human\Hair03_08.blp	Character\Human\ScalpLowerHair02_08.blp	Character\Human\ScalpUpperHair02_08.blp	17	5	8
270	1	0	3	Character\Human\Hair03_09.blp	Character\Human\ScalpLowerHair02_09.blp	Character\Human\ScalpUpperHair02_09.blp	17	5	9
271	1	0	3	Character\Human\Hair02_00.blp	Character\Human\ScalpLowerHair02_00.blp	Character\Human\ScalpUpperHair02_00.blp	17	6	0
272	1	0	3	Character\Human\Hair02_01.blp	Character\Human\ScalpLowerHair02_01.blp	Character\Human\ScalpUpperHair02_01.blp	17	6	1
273	1	0	3	Character\Human\Hair02_02.blp	Character\Human\ScalpLowerHair02_02.blp	Character\Human\ScalpUpperHair02_02.blp	17	6	2
274	1	0	3	Character\Human\Hair02_03.blp	Character\Human\ScalpLowerHair02_03.blp	Character\Human\ScalpUpperHair02_03.blp	17	6	3
275	1	0	3	Character\Human\Hair02_04.blp	Character\Human\ScalpLowerHair02_04.blp	Character\Human\ScalpUpperHair02_04.blp	17	6	4
276	1	0	3	Character\Human\Hair02_05.blp	Character\Human\ScalpLowerHair02_05.blp	Character\Human\ScalpUpperHair02_05.blp	17	6	5
277	1	0	3	Character\Human\Hair02_06.blp	Character\Human\ScalpLowerHair02_06.blp	Character\Human\ScalpUpperHair02_06.blp	17	6	6
278	1	0	3	Character\Human\Hair02_07.blp	Character\Human\ScalpLowerHair02_07.blp	Character\Human\ScalpUpperHair02_07.blp	17	6	7
279	1	0	3	Character\Human\Hair02_08.blp	Character\Human\ScalpLowerHair02_08.blp	Character\Human\ScalpUpperHair02_08.blp	17	6	8
280	1	0	3	Character\Human\Hair02_09.blp	Character\Human\ScalpLowerHair02_09.blp	Character\Human\ScalpUpperHair02_09.blp	17	6	9
281	1	0	3	Character\Human\Hair02_00.blp	Character\Human\ScalpLowerHair02_00.blp	Character\Human\ScalpUpperHair02_00.blp	17	7	0
282	1	0	3	Character\Human\Hair02_01.blp	Character\Human\ScalpLowerHair02_01.blp	Character\Human\ScalpUpperHair02_01.blp	17	7	1
283	1	0	3	Character\Human\Hair02_02.blp	Character\Human\ScalpLowerHair02_02.blp	Character\Human\ScalpUpperHair02_02.blp	17	7	2
284	1	0	3	Character\Human\Hair02_03.blp	Character\Human\ScalpLowerHair02_03.blp	Character\Human\ScalpUpperHair02_03.blp	17	7	3
285	1	0	3	Character\Human\Hair02_04.blp	Character\Human\ScalpLowerHair02_04.blp	Character\Human\ScalpUpperHair02_04.blp	17	7	4
286	1	0	3	Character\Human\Hair02_05.blp	Character\Human\ScalpLowerHair02_05.blp	Character\Human\ScalpUpperHair02_05.blp	17	7	5
287	1	0	3	Character\Human\Hair02_06.blp	Character\Human\ScalpLowerHair02_06.blp	Character\Human\ScalpUpperHair02_06.blp	17	7	6
288	1	0	3	Character\Human\Hair02_07.blp	Character\Human\ScalpLowerHair02_07.blp	Character\Human\ScalpUpperHair02_07.blp	17	7	7
289	1	0	3	Character\Human\Hair02_08.blp	Character\Human\ScalpLowerHair02_08.blp	Character\Human\ScalpUpperHair02_08.blp	17	7	8
290	1	0	3	Character\Human\Hair02_09.blp	Character\Human\ScalpLowerHair02_09.blp	Character\Human\ScalpUpperHair02_09.blp	17	7	9
291	1	0	3	Character\Human\Hair03_00.blp	Character\Human\ScalpLowerHair01_00.blp	Character\Human\ScalpUpperHair01_00.blp	17	8	0
292	1	0	3	Character\Human\Hair03_01.blp	Character\Human\ScalpLowerHair01_01.blp	Character\Human\ScalpUpperHair01_01.blp	17	8	1
293	1	0	3	Character\Human\Hair03_02.blp	Character\Human\ScalpLowerHair01_02.blp	Character\Human\ScalpUpperHair01_02.blp	17	8	2
294	1	0	3	Character\Human\Hair03_03.blp	Character\Human\ScalpLowerHair01_03.blp	Character\Human\ScalpUpperHair01_03.blp	17	8	3
295	1	0	3	Character\Human\Hair03_04.blp	Character\Human\ScalpLowerHair01_04.blp	Character\Human\ScalpUpperHair01_04.blp	17	8	4
296	1	0	3	Character\Human\Hair03_05.blp	Character\Human\ScalpLowerHair01_05.blp	Character\Human\ScalpUpperHair01_05.blp	17	8	5
297	1	0	3	Character\Human\Hair03_06.blp	Character\Human\ScalpLowerHair01_06.blp	Character\Human\ScalpUpperHair01_06.blp	17	8	6
298	1	0	3	Character\Human\Hair03_07.blp	Character\Human\ScalpLowerHair01_07.blp	Character\Human\ScalpUpperHair01_07.blp	17	8	7
299	1	0	3	Character\Human\Hair03_08.blp	Character\Human\ScalpLowerHair01_08.blp	Character\Human\ScalpUpperHair01_08.blp	17	8	8
300	1	0	3	Character\Human\Hair03_09.blp	Character\Human\ScalpLowerHair01_09.blp	Character\Human\ScalpUpperHair01_09.blp	17	8	9
301	1	0	3	Character\Human\Hair02_00.blp	Character\Human\ScalpLowerHair02_00.blp	Character\Human\ScalpUpperHair02_00.blp	17	9	0
302	1	0	3	Character\Human\Hair02_01.blp	Character\Human\ScalpLowerHair02_01.blp	Character\Human\ScalpUpperHair02_01.blp	17	9	1
303	1	0	3	Character\Human\Hair02_02.blp	Character\Human\ScalpLowerHair02_02.blp	Character\Human\ScalpUpperHair02_02.blp	17	9	2
304	1	0	3	Character\Human\Hair02_03.blp	Character\Human\ScalpLowerHair02_03.blp	Character\Human\ScalpUpperHair02_03.blp	17	9	3
305	1	0	3	Character\Human\Hair02_04.blp	Character\Human\ScalpLowerHair02_04.blp	Character\Human\ScalpUpperHair02_04.blp	17	9	4
306	1	0	3	Character\Human\Hair02_05.blp	Character\Human\ScalpLowerHair02_05.blp	Character\Human\ScalpUpperHair02_05.blp	17	9	5
307	1	0	3	Character\Human\Hair02_06.blp	Character\Human\ScalpLowerHair02_06.blp	Character\Human\ScalpUpperHair02_06.blp	17	9	6
308	1	0	3	Character\Human\Hair02_07.blp	Character\Human\ScalpLowerHair02_07.blp	Character\Human\ScalpUpperHair02_07.blp	17	9	7
309	1	0	3	Character\Human\Hair02_08.blp	Character\Human\ScalpLowerHair02_08.blp	Character\Human\ScalpUpperHair02_08.blp	17	9	8
310	1	0	3	Character\Human\Hair02_09.blp	Character\Human\ScalpLowerHair02_09.blp	Character\Human\ScalpUpperHair02_09.blp	17	9	9
311	1	0	3	Character\Human\Hair03_00.blp	Character\Human\ScalpLowerHair02_00.blp	Character\Human\ScalpUpperHair02_00.blp	17	10	0
312	1	0	3	Character\Human\Hair03_01.blp	Character\Human\ScalpLowerHair02_01.blp	Character\Human\ScalpUpperHair02_01.blp	17	10	1
313	1	0	3	Character\Human\Hair03_02.blp	Character\Human\ScalpLowerHair02_02.blp	Character\Human\ScalpUpperHair02_02.blp	17	10	2
314	1	0	3	Character\Human\Hair03_03.blp	Character\Human\ScalpLowerHair02_03.blp	Character\Human\ScalpUpperHair02_03.blp	17	10	3
315	1	0	3	Character\Human\Hair03_04.blp	Character\Human\ScalpLowerHair02_04.blp	Character\Human\ScalpUpperHair02_04.blp	17	10	4
316	1	0	3	Character\Human\Hair03_05.blp	Character\Human\ScalpLowerHair02_05.blp	Character\Human\ScalpUpperHair02_05.blp	17	10	5
317	1	0	3	Character\Human\Hair03_06.blp	Character\Human\ScalpLowerHair02_06.blp	Character\Human\ScalpUpperHair02_06.blp	17	10	6
318	1	0	3	Character\Human\Hair03_07.blp	Character\Human\ScalpLowerHair02_07.blp	Character\Human\ScalpUpperHair02_07.blp	17	10	7
319	1	0	3	Character\Human\Hair03_08.blp	Character\Human\ScalpLowerHair02_08.blp	Character\Human\ScalpUpperHair02_08.blp	17	10	8
320	1	0	3	Character\Human\Hair03_09.blp	Character\Human\ScalpLowerHair02_09.blp	Character\Human\ScalpUpperHair02_09.blp	17	10	9
321	1	0	3	Character\Human\Hair02_00.blp	Character\Human\ScalpLowerHair02_00.blp	Character\Human\ScalpUpperHair02_00.blp	17	11	0
322	1	0	3	Character\Human\Hair02_01.blp	Character\Human\ScalpLowerHair02_01.blp	Character\Human\ScalpUpperHair02_01.blp	17	11	1
323	1	0	3	Character\Human\Hair02_02.blp	Character\Human\ScalpLowerHair02_02.blp	Character\Human\ScalpUpperHair02_02.blp	17	11	2
324	1	0	3	Character\Human\Hair02_03.blp	Character\Human\ScalpLowerHair02_03.blp	Character\Human\ScalpUpperHair02_03.blp	17	11	3
325	1	0	3	Character\Human\Hair02_04.blp	Character\Human\ScalpLowerHair02_04.blp	Character\Human\ScalpUpperHair02_04.blp	17	11	4
326	1	0	3	Character\Human\Hair02_05.blp	Character\Human\ScalpLowerHair02_05.blp	Character\Human\ScalpUpperHair02_05.blp	17	11	5
327	1	0	3	Character\Human\Hair02_06.blp	Character\Human\ScalpLowerHair02_06.blp	Character\Human\ScalpUpperHair02_06.blp	17	11	6
328	1	0	3	Character\Human\Hair02_07.blp	Character\Human\ScalpLowerHair02_07.blp	Character\Human\ScalpUpperHair02_07.blp	17	11	7
329	1	0	3	Character\Human\Hair02_08.blp	Character\Human\ScalpLowerHair02_08.blp	Character\Human\ScalpUpperHair02_08.blp	17	11	8
330	1	0	3	Character\Human\Hair02_09.blp	Character\Human\ScalpLowerHair02_09.blp	Character\Human\ScalpUpperHair02_09.blp	17	11	9
341	1	1	0	Character\Human\Female\HumanFemaleSkin00_00.blp			17	0	0
342	1	1	0	Character\Human\Female\HumanFemaleSkin00_01.blp			17	0	1
343	1	1	0	Character\Human\Female\HumanFemaleSkin00_02.blp			17	0	2
344	1	1	0	Character\Human\Female\HumanFemaleSkin00_03.blp			17	0	3
345	1	1	0	Character\Human\Female\HumanFemaleSkin00_04.blp			17	0	4
346	1	1	0	Character\Human\Female\HumanFemaleSkin00_05.blp			17	0	5
347	1	1	0	Character\Human\Female\HumanFemaleSkin00_06.blp			17	0	6
348	1	1	0	Character\Human\Female\HumanFemaleSkin00_07.blp			17	0	7
349	1	1	0	Character\Human\Female\HumanFemaleSkin00_08.blp			17	0	8
350	1	1	0	Character\Human\Female\HumanFemaleSkin00_09.blp			17	0	9
351	1	1	1	Character\Human\Female\HumanFemaleFaceLower00_00.blp	Character\Human\Female\HumanFemaleFaceUpper00_00.blp		1	0	0
352	1	1	1	Character\Human\Female\HumanFemaleFaceLower00_01.blp	Character\Human\Female\HumanFemaleFaceUpper00_01.blp		1	0	1
353	1	1	1	Character\Human\Female\HumanFemaleFaceLower00_02.blp	Character\Human\Female\HumanFemaleFaceUpper00_02.blp		1	0	2
354	1	1	1	Character\Human\Female\HumanFemaleFaceLower00_03.blp	Character\Human\Female\HumanFemaleFaceUpper00_03.blp		1	0	3
355	1	1	1	Character\Human\Female\HumanFemaleFaceLower00_04.blp	Character\Human\Female\HumanFemaleFaceUpper00_04.blp		1	0	4
356	1	1	1	Character\Human\Female\HumanFemaleFaceLower00_05.blp	Character\Human\Female\HumanFemaleFaceUpper00_05.blp		1	0	5
357	1	1	1	Character\Human\Female\HumanFemaleFaceLower00_06.blp	Character\Human\Female\HumanFemaleFaceUpper00_06.blp		1	0	6
358	1	1	1	Character\Human\Female\HumanFemaleFaceLower00_07.blp	Character\Human\Female\HumanFemaleFaceUpper00_07.blp		1	0	7
359	1	1	1	Character\Human\Female\HumanFemaleFaceLower00_08.blp	Character\Human\Female\HumanFemaleFaceUpper00_08.blp		1	0	8
360	1	1	1	Character\Human\Female\HumanFemaleFaceLower00_09.blp	Character\Human\Female\HumanFemaleFaceUpper00_09.blp		1	0	9
