field0	field1	field2	field3	field4	field5	field6
21664	1158472093	1147933810	1139854864	0	0	1121041383
21665	1158481593	1147853796	1139867405	0	0	1123813556
21666	1158654771	1148030288	1139839894	0	0	1123901899
21667	1158681641	1147791704	1139841991	0	0	1075803031
21668	1158526689	1147382120	1139843170	0	0	1128750514
21669	1158577398	1147287388	1139888914	0	0	1115014038
21670	1158680044	1148062532	1139839894	0	0	1108702659
21671	1158562243	1147239793	1140216168	0	0	1131227775
21672	1158526613	1148427293	1139945684	0	0	1132815974
21673	1158394980	1148058965	1139919632	0	0	1132986368
21674	1158526080	1147847225	1139863629	0	0	1132670714
21675	1158586581	1147818325	1139884002	0	0	1133024608
21677	1158609508	1148556288	1139928341	0	0	1116471296
21678	1158594930	1148141739	1139864653	0	0	1131950440
21679	1158543154	1147875328	1139860311	0	0	1133903872
21681	1158594645	1147498126	1139878283	0	0	1135378432
21687	1158380715	1147723748	1139871204	0	0	1132828541
21688	1164001810	1153645113	1144880546	0	0	1118793739
21689	1164003268	1153718315	1144880546	0	0	1118742738
21690	1164018037	1153859997	1144732278	0	0	1118641624
21691	1164009867	1153937764	1144644597	0	0	1118417134
21692	1164016423	1154068665	1144629915	0	0	1117932988
21693	1164031040	1154210660	1144626889	0	0	1113149519
21694	1164101806	1154306560	1144629915	0	0	1107769638
21695	1164164917	1154389945	1144629915	0	0	0
21696	1164001810	1153645113	1144880546	0	0	1118793739
21697	1163990965	1153726564	1144880545	0	0	1118742736
21698	1163990681	1153863837	1144733922	0	0	1118641624
21699	1163995054	1153967133	1144634950	0	0	1118417136
21700	1164003150	1154103453	1144629915	0	0	1117932988
21701	1164022116	1154244807	1144629915	0	0	1113149520
21702	1164078404	1154375140	1144626889	0	0	1107769640
21703	1164164740	1154438912	1144629915	0	0	0
21705	1158623979	1147530525	1139884155	0	0	1120403456
21706	1158472797	1147532459	1139867415	0	0	1132749628
21707	1163994354	1153647872	1144880546	0	0	1118793740
21708	1163998311	1153726180	1144880545	0	0	1118742736
21709	1164002357	1153853426	1144743315	0	0	1118641624
21710	1164000242	1153971897	1144634950	0	0	1118417136
21711	1164008036	1154101205	1144629915	0	0	1117932988
21712	1164034333	1154235065	1144626889	0	0	1113149520
21713	1164106208	1154312249	1144629915	0	0	1107769640
21714	1164167577	1154342599	1144629915	0	0	0
21715	1163982379	1153654471	1144880546	0	0	1118793740
21716	1163984562	1153744256	1144872894	0	0	1118742736
21717	1163988103	1153854777	1144744919	0	0	1118641624
21718	1163993415	1153992733	1144634950	0	0	1118417136
21719	1164003061	1154134002	1144629915	0	0	1117932988
21720	1164028349	1154253440	1144626889	0	0	1113149520
21721	1164086372	1154366336	1144629915	0	0	1107769640
21722	1164138951	1154432285	1144629915	0	0	0
21749	1163987776	1153666645	1144880546	0	0	1118793740
21750	1163992793	1153753970	1144859891	0	0	1118742736
21751	1163998087	1153844978	1144753983	0	0	1118641624
21752	1163998660	1153985138	1144634950	0	0	1118417136
21753	1164012519	1154190436	1144629915	0	0	1117932988
21754	1164038873	1154366763	1144629915	0	0	1113149520
21755	1164070589	1154514503	1144634950	0	0	1107769640
21756	1164109394	1154656228	1144634950	0	0	0
21757	1163977689	1153669305	1144880546	0	0	1118793740
21758	1163981540	1153755947	1144860110	0	0	1118742736
21759	1163983193	1153880690	1144716186	0	0	1118641624
21760	1163992793	1154021362	1144634950	0	0	1118417136
21761	1164000413	1154232519	1144629915	0	0	1117932988
21762	1163984782	1154401351	1144629915	0	0	1113149520
21763	1163987609	1154559972	1144652369	0	0	1107769640
21764	1163969461	1154713828	1144634950	0	0	0
21765	1163967481	1153672363	1144880546	0	0	1118793740
21766	1163967495	1153758763	1144859981	0	0	1118742736
21767	1163974649	1153891541	1144705592	0	0	1118641624
21768	1163990887	1154002418	1144634950	0	0	1118417136
21769	1163989533	1154205213	1144629915	0	0	1117932988
21770	1163962994	1154392690	1144626889	0	0	1113149520
21771	1163927641	1154522951	1144629915	0	0	1107769640
21772	1163877621	1154637639	1144629915	0	0	0
21773	1163956395	1153688974	1144880545	0	0	1118793740
21774	1163980868	1153782699	1144829472	0	0	1118742736
21775	1163980075	1153891954	1144703915	0	0	1118641624
21776	1163982421	1153993813	1144634950	0	0	1118417136
21777	1163993252	1154200932	1144629915	0	0	1117932988
21778	1163936082	1154357703	1144626889	0	0	1113149520
21779	1163879492	1154474553	1144629915	0	0	1107769640
21780	1163877621	1154637639	1144629915	0	0	0
21781	1163974176	1153687481	1144880545	0	0	1118793740
21782	1163990969	1153793636	1144814647	0	0	1118742736
21783	1163993355	1153904967	1144685996	0	0	1118641624
21784	1163994290	1154098205	1144629915	0	0	1118417136
21785	1163989454	1154280249	1144629915	0	0	1117932988
21786	1163935111	1154415517	1144629915	0	0	1113149520
21787	1163880235	1154545863	1144629915	0	0	1107769640
21788	1163877621	1154637639	1144629915	0	0	0
21972	1163346862	-1014288782	1133404226	0	0	1100699264
21973	1163371719	-1018492700	1133156598	0	0	1133911755
21974	1163168320	-1017581113	1132901630	0	0	1133164436
21975	1163041184	-1010118201	1131020245	0	0	0
21976	1163298411	-1011400875	1132679621	0	0	0
21977	1163393547	-1011901497	1133055605	0	0	0
21978	1163453401	-1012256085	1133343357	0	0	0
21979	1163375698	-1015800604	1133600469	0	0	0
21980	1163332512	-1015333091	1133362772	0	0	1135809332
21981	1163298624	-1014854599	1133101680	0	0	0
21982	1163272907	-1014605312	1132813686	0	0	1135764624
21983	1163073159	-1014586994	1133139755	0	0	1093140672
21984	1165174311	-1002495232	1130911863	0	0	1125664108
21985	1164555083	-1002095502	1131158821	0	0	1124537024
21986	1164191424	-1002352839	1130586016	0	0	1135232888
21987	1163768921	-1003586816	1131722343	0	0	1092835008
21988	1163597497	-1004206421	1130929344	0	0	1124834586
21989	1163875133	-1003846172	1120267218	0	0	1125296168
22046	1163551869	-1016084139	1133139755	0	0	1106254176
22081	1163080583	-1012734464	1132521717	0	0	1129245304
22082	1162797056	-1011712000	1131675648	0	0	1129246460
22085	1162924786	-1012905927	1132753920	0	0	1130176552
22086	1162637967	-1011905888	1132462080	0	0	0
22097	1162578698	-1012458717	1132525519	0	0	1110216147
22098	1162702301	-1013226098	1133619457	0	0	0
22099	1162749542	-1011605504	1131768447	0	0	1108609015
22100	1162801920	-1011864462	1133533185	0	0	0
22101	1162570290	-1011782201	1132219648	0	0	1129693692
22102	1162415008	-1011008171	1132332477	0	0	1129957104
22103	1162269714	-1009950720	1132048603	0	0	0
22106	1162570290	-1011782201	1132933571	0	0	1129693692
22107	1162415008	-1011008171	1132989987	0	0	1129957104
22108	1162269714	-1009950720	1132848043	0	0	0
22236	1155137678	-980919001	1127148565	0	0	0
22250	1155982720	-980819385	1124627702	0	0	1134171017
22251	1156053803	-980783253	1125038575	0	0	1133714692
22252	1156078848	-980761170	1125107616	0	0	1131682416
22253	1156026638	-980741483	1125096686	0	0	1127207988
22254	1155919431	-980732736	1125180181	0	0	1122133087
22255	1155683641	-980755840	1125404047	0	0	1125692768
22261	1155431012	-980767406	1126287957	0	0	1125799344
22263	1158620708	1167799367	1116978084	0	0	1134546281
22264	1158683399	1167802420	1117366349	0	0	1135004794
22265	1158734734	1167807625	1117390180	0	0	1135749236
22266	1158779819	1167814921	1117411569	1090950188	1067796825	1096233216
22267	1158826539	1167834638	1117393411	0	0	1107865024
22268	1158869540	1167875474	1117103690	0	0	0
22272	1155557575	-980794649	1126541181	0	0	1134761094
22273	1155637077	-980898819	1127254662	0	0	1134736665
22274	1155955001	-980929312	1127662977	0	0	1134213064
22275	1156259982	-980896885	1128003021	0	0	1134145814
22276	1156405376	-980872430	1127905047	0	0	1134075452
22278	1155957973	-980767442	1125071764	0	0	1134136492
22279	1156151879	-980702649	1125743951	0	0	1134024765
22280	1156352669	-980619427	1126459775	0	0	1133795818
22281	1156445824	-980566229	1126529707	0	0	1133655584
22410	1158629141	1167775205	1116625493	0	0	1134546281
22411	1158681621	1167800018	1116923346	0	0	1135004794
22412	1158731925	1167824910	1117543631	0	0	1135749236
22413	1158768818	1167845717	1117959832	1090950188	1067796825	1129360320
22414	1158808782	1167862843	1117773711	0	0	1107865024
22415	1158851719	1167885335	1116905462	0	0	0
22416	1158610631	1167770674	1116768807	0	0	1134546281
22417	1158636402	1167810638	1116782623	0	0	1135004794
22418	1158660011	1167848688	1116717481	0	0	1135749236
22419	1158687936	1167876162	1116634574	1090950188	1067796825	1129360320
22420	1158766308	1167893726	1116356951	0	0	1107865024
22421	1158841010	1167896672	1116474467	0	0	0
22864	-1039209344	-1068257280	-1148612608	0	0	1131544056
22865	-1039197056	-1045365248	-1180434432	0	0	1133263618
22866	1055309824	-1046548480	-1192493056	0	0	1101330768
22867	1114685440	-1068236800	1073561104	0	0	1124328596
22868	1095589376	1104313344	-1139320832	0	0	1123794380
22870	-1039170944	-1061181440	964886528	0	0	1114514800
22871	-1048001536	1104120320	965148672	0	0	1111041315
22872	1084076032	1108525824	-1181351936	0	0	1075082485
22873	1108702592	1105276928	-1122915328	0	0	1134584722
22874	1111015296	1077993472	965148672	0	0	1132814429
22875	1108002944	-1047058432	964886528	0	0	1129546273
22876	1088465920	-1045957120	960888832	0	0	1127994301
22877	-1048860160	-1043424256	-1171947520	0	0	1128024352
22878	-1043685376	-1043487232	964165632	0	0	1127434360
22900	1164126037	-1004303644	1102928413	0	0	1134492673
22901	1164194027	-1004060928	1105488665	0	0	1134455324
22902	1164258638	-1003806066	1100145319	0	0	1134502968
22903	1164314702	-1003607694	-1096298546	0	0	0
22904	1164223904	-1004478379	1100002347	0	0	1134964289
22905	1164310667	-1004404907	1102485069	0	0	1134785486
22906	1164381533	-1004356124	1097625049	0	0	1134648052
22907	1164444238	-1004312974	-1072538283	0	0	0
22908	1164204622	-1004358485	1100002347	0	0	1134964288
22909	1164283097	-1004159858	1104481373	0	0	1134785486
22910	1164343726	-1004001109	1102087423	0	0	1134648052
22911	1164405892	-1003857237	1093467488	0	0	0
22912	1164215616	-1004424363	1100002347	0	0	1134964288
22913	1164297522	-1004297500	1105304974	0	0	1134785486
22914	1164369106	-1004198002	1101843064	0	0	1134648052
22915	1164428171	-1004103509	-1072538286	0	0	0
23007	1162585924	-1011600611	1132933571	0	0	1129693692
23008	1162430638	-1010826581	1132989987	0	0	1129957104
23009	1162285344	-1009769131	1132848043	0	0	0
23010	1162206304	-1009473251	1131722759	0	0	1129883728
23011	1162134187	-1009079410	1131802827	0	0	1129700856
23012	1162038105	-1008595570	1131323794	0	0	0
23941	-1010631851	1156542834	1124503553	0	0	1118128676
23942	-1011201138	1156538283	1124457586	0	0	1119460268
23943	-1010813269	1156769124	1124110521	0	0	1114462368
23944	-1010473586	1156779093	1124172468	0	0	1116603532
23945	-1011005383	1156719602	1124151910	0	0	1110527656
23946	-1011693568	1156105216	1125193614	0	0	0
23947	-1009005113	1155885454	1125130764	0	0	1082681472
23948	-1009140395	1155873906	1125130290	0	0	1082681472
23949	-1007819435	1155690752	1125532103	0	0	1113985576
23950	-1008804352	1155843058	1125156321	0	0	0
23951	-1007386681	1156521728	1124208640	0	0	0
23952	-1007475598	1156551381	1124164893	0	0	0
23953	-1007526969	1156518002	1124227845	0	0	0
23954	-1007612643	1156544171	1124195335	0	0	0
23955	-1007352491	1156555008	1124147495	0	0	0
23956	-1008110251	1155775033	1125459448	0	0	1111684648
23957	-1008184832	1155749419	1125458143	0	0	0
23958	-1008586411	1155827783	1125208051	0	0	1109966560
23959	-1007986802	1155732765	1125519365	0	0	1113709616
23960	-1009473707	1156037874	1124987885	0	0	1115818376
23961	-1012145436	1159161380	1126611141	0	0	1128749557
23966	-1009815609	1156449934	1124255122	0	0	1134194547
23967	-1010317824	1156362240	1124397567	0	0	1100502352
23968	-1009910443	1156428146	1124255521	0	0	1129102120
23969	-1009617635	1156610304	1124313478	0	0	1130130112
23970	-1009838307	1156408206	1124257197	0	0	1115379088
23971	-1009569394	1156591346	1124369575	0	0	1123521696
23972	-1009513074	1156609892	1124369531	0	0	1134662372
23973	-1010444060	1156367758	1124472447	0	0	1128332026
23974	-1008546247	1155801230	1125250958	0	0	1110698176
23975	-1008468651	1155827470	1125251677	0	0	1108848672
23976	-1008433038	1155787236	1125309608	0	0	1110184752
23977	-1008061042	1155707236	1125516445	0	0	1113060432
23978	-1007986574	1155711189	1125526625	0	0	1113830816
23979	-1007912334	1155727218	1125533310	0	0	1108687720
23980	-1009471772	1155982990	1125068580	0	0	1117177836
23981	-1009389909	1155994411	1125068356	0	0	1115796132
23982	-1008368071	1155808341	1125307983	0	0	1108830096
23983	-1007892537	1155751723	1125531474	0	0	1108445192
23984	-1009364878	1155947605	1125108061	0	0	1117012204
23985	-1009294620	1156005348	1125067718	0	0	1112953384
23986	-1009274823	1155956068	1125109636	0	0	1115346568
23987	-1009190514	1155966549	1125118362	0	0	1112987088
23988	-1007823189	1155666475	1125527115	0	0	1114357808
23989	-1007733191	1155681934	1125530703	0	0	1114313888
23990	-1007770908	1155649124	1125520965	0	0	1113616512
23991	-1007688249	1155663872	1125519760	0	0	1113690872
23992	-1007717888	1155627563	1125511234	0	0	1114307744
23993	-1007637845	1155642809	1125513261	0	0	1115361232
23994	-1007673799	1155604224	1125499901	0	0	1113679360
23995	-1007570147	1155615005	1125500018	0	0	1113720736
23996	-1017271068	1158336548	1128191641	0	0	1128749556
23997	-1011753984	1159142542	1127606773	0	0	1128749556
23998	-1015255609	1158547051	1128197333	0	0	1128749556
23999	-1013898126	1158771605	1128197333	0	0	1128749556
24003	-1010641863	1156551197	1124502984	0	0	1119289664
24004	-1010644195	1156565575	1124479552	0	0	1118788392
24006	-1010997077	1156498859	1124440095	0	0	1127285327
24007	-1010778283	1156501717	1124442567	0	0	1125661092
24008	-1010845525	1156568078	1124702350	0	0	1128749556
24009	-1010722588	1156558066	1124631029	0	0	1128749556
24010	-1010723043	1156534941	1124498494	0	0	1121886087
24011	-1010706432	1156504434	1124636658	0	0	1128749556
24012	-1012141113	1159059214	1127632909	0	0	1128749556
24013	-1009939399	1156484693	1124246678	0	0	1115875942
24014	-1010111545	1156578944	1124215685	0	0	1113869446
24015	-1010387911	1156657849	1124132771	0	0	1107956981
24016	-1010543957	1156653298	1124115243	0	0	1135342669
24017	-1010555733	1156645746	1124124605	0	0	1133618704
24018	-1010432114	1156436039	1124334088	0	0	1124842481
24019	-1010176626	1156490141	1124247488	0	0	1119969704
24020	-1010336882	1156638990	1124164641	0	0	1116140239
24021	-1010442979	1156650695	1124132271	0	0	1135810159
24022	-1010493952	1156637739	1124133273	0	0	1135543654
24023	-1010070243	1156492686	1124242052	0	0	1115392364
24024	-1010126905	1156520349	1124226615	0	0	1116167884
24025	-1010143630	1156537387	1124223362	0	0	1112626989
24026	-1010199097	1156543730	1124235461	0	0	1108924440
24027	-1009779996	1156607232	1124243622	0	0	1135744423
24028	-1010042539	1156602837	1124214212	0	0	1135691185
24029	-1010216619	1156596807	1124205477	0	0	1135611461
24030	-1009908281	1156457344	1124253124	0	0	1114882746
24031	-1010087993	1156538197	1124223605	0	0	1114882746
24032	-1009796494	1156588217	1124261306	0	0	1086457124
24033	-1009929842	1156591758	1124214297	0	0	1135638141
24034	-1010115072	1156578333	1124215793	0	0	1135340179
24035	-1009735964	1156600576	1124271519	0	0	1135704429
24036	-1010082873	1156592910	1124214278	0	0	1135704429
24037	-1010389049	1156445085	1124303625	0	0	1124842471
24038	-1010124231	1156501163	1124238297	0	0	1122406112
24039	-1010180437	1156555520	1124220169	0	0	1116543892
24040	-1010202965	1156556914	1124221917	0	0	1096707859
24041	-1010769920	1156720612	1124110521	0	0	1132744241
24042	-1010749269	1156665885	1124110521	0	0	1132744241
24043	-1010944000	1156692096	1124144205	0	0	1131455846
24044	-1010900935	1156672953	1124151626	0	0	1131455846
24045	-1010473870	1156735488	1124115902	0	0	1133601767
24046	-1010542649	1156690176	1124110576	0	0	1133601767
24047	-1010758827	1156446535	1125077495	1135578811	1071965639	1127751082
24048	-1010557269	1156442909	1125024324	0	0	1127142410
24049	-1010234595	1156458397	1124972195	0	0	1126255167
24050	-1009914766	1156497309	1124912131	0	0	1124290440
24051	-1009869369	1156562290	1124888863	0	0	1116558706
24052	-1010089927	1156622123	1124794655	0	0	1104754039
24053	-1010844387	1156741006	1124110521	0	0	1116353166
24054	-1011055730	1156879360	1124110521	0	0	1116404128
24055	-1011344156	1157074958	1124012018	0	0	1116440333
24056	-1011063979	1156756395	1124140462	0	0	1116758000
24057	-1011233735	1156888477	1124110521	0	0	1116930219
24058	-1011439730	1157073550	1124003940	0	0	1117054586
24059	-1010709561	1156756110	1124110521	0	0	1115983072
24060	-1010951623	1156913949	1124110521	0	0	1116283364
24061	-1011216839	1157079154	1124052829	0	0	1116226486
24062	-1011132814	1156552747	1124449884	0	0	1135773080
24063	-1011536043	1156547541	1124459890	0	0	1135825534
24064	-1011995932	1156547641	1124530636	0	0	1135773900
24065	-1012354787	1156537060	1124480939	0	0	1090334716
24066	-1012544455	1156566699	1124733602	0	0	1099743980
24067	-1012888291	1156579357	1124911411	0	0	1090914309
24068	-1009971769	1156711822	1124273731	0	0	1125064897
24069	-1009501070	1156800085	1124286389	0	0	1125072958
24070	-1009056313	1156882717	1124236932	0	0	1125345853
24071	-1008807708	1156910877	1124040565	0	0	1126017604
24072	-1008553813	1156934329	1123647550	0	0	1126152403
24073	-1010111431	1156722873	1124251330	0	0	0
24074	-1009620707	1156796288	1124286053	0	0	1125456463
24075	-1009178169	1156868793	1124279513	0	0	1125302988
24076	-1008814535	1156927858	1124046621	0	0	1125317833
24077	-1008549831	1156965333	1123543115	0	0	1125546553
24078	-1008479801	1156986197	1123496525	0	0	1124204600
24082	-1010493440	1156642304	1124646510	0	0	1135674212
24083	-1010274247	1156532992	1124325862	0	0	1116406832
24084	-1010325731	1156566542	1124325862	0	0	1116368812
24085	-1010361059	1156590180	1124325862	0	0	1115818244
24086	-1010086514	1156551908	1124325862	0	0	1116406868
24087	-1010137941	1156585444	1124325862	0	0	1116371431
24088	-1010173212	1156609081	1124325862	0	0	1115818244
24089	-1013212843	1156645120	1124845249	0	0	1131800774
24090	-1013265635	1156621966	1124911136	0	0	1129393993
24091	-1013258297	1156588402	1124953202	0	0	1126861504
24092	-1013185707	1156571833	1124963952	0	0	1122441320
24093	-1008268629	1157137977	1123543263	0	0	0
24094	-1008268629	1157137977	1123543263	0	0	1130719750
24095	-1008000284	1157047609	1123182517	0	0	1130719750
24096	-1007852316	1156937799	1123460295	0	0	0
24097	-1011954688	1156150642	1125011600	0	0	1115298312
24098	-1012048611	1156195797	1125062396	0	0	1115384791
24099	-1012207161	1156273749	1124987380	0	0	1114412031
24100	-1012348245	1156321181	1124925755	0	0	1113819773
24101	-1012535182	1156399474	1125033792	0	0	1114959574
24102	-1012736739	1156498091	1124932146	0	0	1115405636
24103	-1012040135	1156576171	1125184207	0	0	1111870046
24105	-1012689635	1156568548	1125014509	0	0	1135781876
24106	-1012185827	1156618738	1125094531	0	0	1110411456
24107	-1012479147	1156681728	1125036237	0	0	1107313815
24108	-1012689977	1156697700	1125074573	0	0	1099357712
24459	-1009565355	1156089714	1124878523	0	0	1116851434
24460	-1009876594	1156342642	1124267918	0	0	1116989504
24461	-1010146190	1156594574	1124213041	0	0	1115586200
24462	-1010693518	1156754489	1124110564	0	0	1110871002
24463	-1011591907	1156964125	1124243115	0	0	1108756813
24464	-1011861447	1156979115	1124643613	0	0	1106458679
24465	-1012055154	1157032078	1124697569	0	0	1114090448
24468	-1009670371	1156085675	1124874084	0	0	1116900205
24469	-1009974158	1156338375	1124270990	0	0	1117108396
24470	-1010216960	1156590734	1124212964	0	0	1115648124
24471	-1010778283	1156748004	1124110564	0	0	1110761127
24472	-1011620864	1156944384	1124273493	0	0	1108520215
24473	-1011897970	1156956416	1124659769	0	0	1106660847
24474	-1012246243	1157037540	1124671055	0	0	1110585328
24475	-1009579292	1156091947	1124872059	0	0	1116901089
24476	-1009881941	1156343808	1124266428	0	0	1116999440
24477	-1010152562	1156592725	1124213191	0	0	1115606714
24478	-1010699776	1156757533	1124110564	0	0	1110930878
24479	-1011594467	1156964253	1124244594	0	0	1108701825
24480	-1011864519	1156979854	1124646229	0	0	1104981165
24481	-1012180082	1157040740	1124676590	0	0	1104363392
24482	-1009670770	1156083541	1124877809	0	0	1116886709
24483	-1009978880	1156338176	1124270990	0	0	1117110912
24484	-1010217187	1156589113	1124214832	0	0	1115687346
24485	-1010788067	1156753294	1124110564	0	0	1110734430
24486	-1011624505	1156942365	1124274631	0	0	1108401607
24487	-1011903886	1156957582	1124665458	0	0	1109146442
24488	-1012129906	1157044893	1124665725	0	0	1113902952
24489	-1009484629	1156101063	1124864261	0	0	1116796262
24490	-1009799964	1156350777	1124258589	0	0	1116963752
24491	-1010060971	1156595627	1124214241	0	0	1115621377
24492	-1010614443	1156763819	1124110564	0	0	1110840423
24493	-1011570574	1156979940	1124214472	0	0	1108679462
24494	-1011823900	1156993963	1124597201	0	0	1107183463
24495	-1012007936	1157047694	1124633021	0	0	1110612464
24496	-1009578268	1156094123	1124867931	0	0	1116865115
24497	-1009887004	1156346653	1124262495	0	0	1117057544
24498	-1010136974	1156596850	1124213002	0	0	1115596619
24499	-1010702279	1156758386	1124110564	0	0	1110648374
24500	-1011606016	1156961394	1124254037	0	0	1108677961
24501	-1011864291	1156979456	1124646229	0	0	1110642177
24502	-1011952071	1157047197	1124613207	0	0	1111659920
24503	-1009484857	1156102173	1124861882	0	0	1116771847
24504	-1009806962	1156354389	1124258361	0	0	1116957680
24505	-1010066091	1156599438	1124214183	0	0	1115720092
24506	-1010599424	1156765469	1124113522	0	0	1110744268
24507	-1011584569	1156981092	1124222242	0	0	1108583063
24508	-1011829817	1156996494	1124601870	0	0	1109215781
24509	-1011899449	1157045575	1124597890	0	0	1112379616
24510	-1009396793	1155953408	1125106475	0	0	1115751060
24511	-1009686471	1156105273	1124834186	0	0	1115848457
24512	-1009880235	1156215552	1124535949	0	0	1116680721
24513	-1009954702	1156306830	1124327026	0	0	1117280472
24514	-1010048683	1156386660	1124255626	0	0	1115583683
24515	-1010273166	1156467314	1124261447	0	0	1113369868
24516	-1009292402	1155959751	1125106717	0	0	1115144948
24517	-1009608988	1156108231	1124835195	0	0	1115541513
24518	-1009795470	1156211485	1124555883	0	0	1116323518
24519	-1009913628	1156305323	1124331736	0	0	1117006165
24520	-1009992988	1156384612	1124256203	0	0	1115441810
24521	-1010278286	1156484807	1124264328	0	0	1113208803
24522	-1009008640	1155885269	1125130833	0	0	1112383054
24523	-1009359587	1155995193	1125070346	0	0	1113981925
24524	-1009587996	1156112654	1124827351	0	0	1116255865
24525	-1009842062	1156299165	1124342888	0	0	1117483940
24526	-1009835918	1156397540	1124257400	0	0	1121489464
24527	-1009586688	1156492373	1124309065	0	0	1124157031
24528	-1009110926	1156619179	1124457754	0	0	1124321468
24529	-1008666908	1156749696	1124476117	0	0	1124229521
24530	-1008786773	1155855659	1125151339	0	0	1108824000
24531	-1009204907	1155936825	1125117264	0	0	1111704781
24532	-1009498567	1156059051	1124946169	0	0	1115559725
24533	-1009790691	1156230841	1124505772	0	0	1116615176
24534	-1009906574	1156356935	1124260208	0	0	1117355993
24535	-1010028146	1156482944	1124245466	0	0	1117210613
24536	-1010164395	1156608711	1124206091	0	0	1116317716
24537	-1010339897	1156684174	1124117417	0	0	1115727310
24538	-1010538211	1156803101	1124175496	0	0	1116176249
24539	-1010666610	1156883812	1124242349	0	0	1116799776
24540	-1010823680	1157029533	1124242069	0	0	1117116001
24541	-1008846507	1155844864	1125153248	0	0	1108630925
24542	-1009283527	1155927467	1125112716	0	0	1111804697
24543	-1009579691	1156057202	1124936023	0	0	1115564637
24544	-1009869255	1156221696	1124522782	0	0	1116706450
24545	-1009969152	1156353237	1124257826	0	0	1117444562
24546	-1010099598	1156479858	1124248327	0	0	1117089704
24547	-1010235619	1156597049	1124206682	0	0	1116188297
24548	-1010418745	1156675769	1124116197	0	0	1115715716
24549	-1010625081	1156798777	1124140973	0	0	1116246933
24550	-1010740793	1156877966	1124195253	0	0	1116624720
24551	-1010919367	1157014528	1124187340	0	0	1116719928
24552	-1008744960	1155870549	1125147871	0	0	1109341430
24553	-1009129699	1155950692	1125129157	0	0	1111571314
24554	-1009431666	1156063289	1124950176	0	0	1115408625
24555	-1009717191	1156238279	1124490461	0	0	1116608764
24556	-1009840185	1156360718	1124258462	0	0	1117317426
24557	-1009956693	1156486827	1124245158	0	0	1117095311
24558	-1010113479	1156611513	1124209609	0	0	1116390259
24559	-1010263495	1156690688	1124132409	0	0	1115814547
24560	-1010483029	1156809543	1124210441	0	0	1116119133
24561	-1010591232	1156886685	1124269131	0	0	1117278034
24562	-1010700743	1157030386	1124286053	0	0	1117678907
24563	-1008840078	1155843285	1125154302	0	0	1108631245
24564	-1009288363	1155928021	1125112616	0	0	1111733837
24565	-1009579691	1156055453	1124938923	0	0	1115621161
24566	-1009864931	1156220402	1124526023	0	0	1116608468
24567	-1009985820	1156351104	1124257310	0	0	1117361259
24568	-1010107449	1156478692	1124248891	0	0	1117212179
