field0	field1	field2	field3	field4	field5	field6	field7	field8	field9	field10
19232	0	5	2	108201	0	0	0	6	0	
19233	0	0	0	14062	0	0	0	4	0	
19234	0	0	1	108208	0	0	0	4	0	
19235	0	0	2	108209	0	0	0	4	0	
19236	0	1	0	26679	0	0	0	4	0	
19237	0	1	1	108210	0	0	0	4	0	
19238	0	1	2	74001	0	0	0	4	0	
19239	0	2	0	31230	0	0	0	4	0	
19240	0	2	1	108211	0	0	0	4	0	
19241	0	2	2	79008	0	0	0	4	0	
19242	0	3	0	14185	0	0	0	4	0	
19243	0	3	1	36554	0	0	0	4	0	
19244	0	3	2	108212	0	0	0	4	0	
19245	0	4	0	51626	0	0	0	4	0	
19246	0	4	1	108215	0	0	0	4	0	
19247	0	4	2	108216	0	0	0	4	0	
19248	0	5	0	114014	0	0	0	4	121733	
19249	0	5	1	114013	0	0	0	4	0	
19250	0	5	2	114015	0	0	0	4	0	
19259	0	1	0	63374	0	0	0	7	0	
19260	0	1	1	51485	0	0	0	7	2484	
19261	0	1	2	108273	0	0	0	7	0	
19262	0	0	0	30884	0	0	0	7	0	
19263	0	0	1	108270	0	0	0	7	0	
19264	0	0	2	108271	0	0	0	7	0	
19265	0	5	0	117012	0	0	0	7	0	
19266	0	5	1	117013	0	0	0	7	0	
19267	0	5	2	117014	0	0	0	7	0	
19268	0	4	0	108280	0	0	0	7	0	
19269	0	4	1	108281	0	0	0	7	0	
19270	0	4	2	108282	0	0	0	7	0	
19271	0	3	0	16166	0	0	0	7	0	
19272	0	3	1	16188	0	0	0	7	0	
19273	0	3	2	108283	0	0	0	7	0	
19274	0	2	1	108284	0	0	0	7	0	
19275	0	2	0	108285	0	0	0	7	0	
19276	0	2	2	108287	0	0	0	7	0	
19279	0	0	0	108359	0	0	0	9	0	
19280	0	0	1	108370	0	0	0	9	0	
19281	0	0	2	108371	0	0	0	9	689	
19283	0	1	1	108238	0	0	0	11	0	
19284	0	1	0	5484	0	0	0	9	0	
19285	0	1	1	6789	0	0	0	9	0	
19286	0	1	2	30283	0	0	0	9	0	
19287	0	2	0	108415	0	0	0	9	755	
19288	0	2	1	108416	0	0	0	9	0	
19289	0	2	2	110913	0	0	0	9	0	
19290	0	3	0	111397	0	0	0	9	5782	
19291	0	3	1	111400	0	0	0	9	0	
19292	0	3	2	108482	0	0	0	9	0	
19293	0	4	0	108499	0	0	0	9	0	
19294	0	4	1	108501	0	0	0	9	0	
19295	0	4	2	108503	0	0	0	9	0	
19296	0	5	0	108505	0	0	0	9	0	
19297	0	5	1	119049	0	0	0	9	0	
19298	0	5	2	108508	0	0	0	9	0	
19299	0	4	0	114923	0	0	0	8	0	
19300	0	4	1	44457	0	0	0	8	0	
19301	0	4	2	112948	0	0	0	8	0	
19302	0	0	0	115173	0	0	0	10	0	
19304	0	0	2	115174	0	0	0	10	0	
19313	0	5	2	115008	0	0	0	10	109132	
19347	0	1	0	34490	0	0	0	3	0	
19348	0	1	1	19386	0	0	0	3	0	
19349	0	5	2	120360	0	0	0	3	0	
19350	0	2	0	118675	0	0	0	3	0	
19351	0	2	2	109212	0	0	0	3	0	
19352	0	3	0	82726	0	0	0	3	0	
19353	0	3	1	23989	0	0	0	3	0	
19354	0	0	0	109215	0	0	0	3	0	
19356	0	2	1	109260	0	0	0	3	13165	
19357	0	5	0	117050	0	0	0	3	0	
19358	0	5	1	109259	0	0	0	3	0	
19359	0	1	2	109248	0	0	0	3	0	
19360	0	4	0	120657	0	0	0	3	0	
19361	0	4	1	120679	0	0	0	3	0	
19362	0	4	2	120697	0	0	0	3	0	
19363	0	0	1	109298	0	0	0	3	0	
19364	0	0	2	109304	0	0	0	3	0	
19365	0	3	2	109306	0	0	0	3	0	
19676	0	4	2	114030	0	0	0	1	0	
19677	0	3	0	114107	0	0	0	11	0	
19752	0	0	0	108920	0	0	0	5	0	
19753	0	0	1	108921	0	0	0	5	0	
19754	0	0	2	605	0	0	0	5	0	
19755	0	3	2	108945	0	0	0	5	0	
19756	0	1	0	64129	0	0	0	5	0	
19757	0	1	1	121536	0	0	0	5	0	
19758	0	1	2	108942	0	0	0	5	0	
19759	0	2	0	109186	0	0	0	5	0	
19760	0	5	1	110744	0	0	0	5	0	
19761	0	2	2	109147	0	0	0	5	0	
19762	0	3	0	19236	0	0	0	5	0	
19763	0	5	2	120517	0	0	0	5	0	
19764	0	4	0	109142	0	0	0	5	0	
19765	0	4	1	10060	0	0	0	5	0	
19766	0	4	2	109175	0	0	0	5	0	
19767	0	5	0	121135	0	0	0	5	0	
19768	0	3	1	112833	0	0	0	5	0	
19769	0	2	1	123040	0	0	0	5	34433	Grants an improved version of Shadowfiend that deals more damage and generates more mana.
19771	0	1	1	115396	0	0	0	10	0	
19772	0	1	2	115399	0	0	0	10	0	
19818	0	0	1	116841	0	0	0	10	0	
19819	0	5	0	116847	0	0	0	10	0	
19820	0	2	1	124081	0	0	0	10	0	
19821	0	2	0	119042	0	0	0	10	0	
19823	0	2	2	123986	0	0	0	10	0	
19992	0	1	0	121817	0	0	0	10	0	
19993	0	3	0	119397	0	0	0	10	0	
19994	0	3	1	119392	0	0	0	10	0	
19995	0	3	2	119381	0	0	0	10	0	
20173	0	4	2	122783	0	0	0	10	0	
20174	0	4	0	122280	0	0	0	10	0	
20175	0	4	1	122278	0	0	0	10	0	
20184	0	5	1	123904	0	0	0	10	0	
