field0	field1	field2	field3	field4	field5
223	12054	0	2	0	173555
224	12057	0	2	0	173555
225	12163	0	2	0	354
226	12169	0	4	0	96
227	12170	0	2	0	173555
228	12198	0	2	0	262156
229	12281	0	2	0	384
230	12284	0	2	0	48
231	12294	0	2	0	173555
234	12459	0	2	0	262156
235	12460	0	2	0	262156
237	12551	0	2	0	262156
238	12700	0	2	0	67
239	12701	0	2	0	48
240	12702	0	2	0	48
241	12703	0	2	0	48
242	12704	0	2	0	48
243	12711	0	2	0	354
244	12712	0	2	0	354
245	12781	0	2	0	67
246	12783	0	2	0	67
247	12784	0	2	0	67
248	12785	0	2	0	67
249	12809	0	2	0	173555
250	12812	0	2	0	384
251	12813	0	2	0	384
252	12814	0	2	0	384
253	12815	0	2	0	384
254	12834	0	2	0	173555
255	12849	0	2	0	173555
257	12867	0	2	0	173555
258	12999	0	2	0	173555
259	13000	0	2	0	173555
260	13001	0	2	0	173555
261	13002	0	2	0	173555
262	13219	0	2	0	41105
263	13378	0	4	0	64
264	13380	0	2	0	1378
265	13398	0	2	0	65536
266	13419	0	4	65536	30
267	13421	0	4	65536	0
268	13464	0	4	0	64
269	13485	0	4	0	64
270	13500	0	2	0	1
271	13501	0	4	512	31
272	13503	0	2	0	714227
273	13522	0	4	65536	31
274	13529	0	2	0	1378
275	13536	0	4	512	31
276	13538	0	4	1048608	31
277	13607	0	4	1048608	31
278	13612	0	4	1024	31
279	13617	0	4	1024	31
280	13620	0	4	1024	31
281	13622	0	4	512	31
282	13626	0	4	1048608	31
283	13631	0	4	0	64
284	13635	0	4	65536	30
285	13637	0	4	256	31
286	13640	0	4	1048608	30
287	13642	0	4	512	30
288	13644	0	4	256	30
289	13646	0	4	512	30
290	13648	0	4	512	30
291	13653	0	2	0	714227
292	13655	0	2	0	714227
293	13657	0	4	65536	30
294	13659	0	4	0	64
295	13661	0	4	512	30
296	13663	0	4	1048608	30
297	13687	0	4	256	30
298	13689	0	4	0	64
299	13693	0	2	0	714227
300	13695	0	2	0	1378
301	13698	0	4	1024	31
302	13700	0	4	1048608	31
303	13705	0	2	0	368797
304	13706	0	2	0	32768
306	13746	0	4	65536	30
307	13794	0	4	65536	30
308	13804	0	2	0	32768
309	13805	0	2	0	32768
310	13806	0	2	0	32768
311	13807	0	2	0	32768
312	13815	0	4	1024	31
313	13817	0	4	0	64
314	13822	0	4	512	30
315	13832	0	2	0	368797
316	13836	0	4	256	30
317	13841	0	4	1024	31
318	13843	0	2	0	368797
319	13844	0	2	0	368797
320	13845	0	2	0	368797
321	13846	0	4	512	30
322	13858	0	4	1048608	31
323	13868	0	4	1024	31
324	13882	0	4	65536	30
325	13887	0	4	1024	31
326	13890	0	4	256	30
327	13898	0	2	0	714227
328	13905	0	4	0	64
329	13915	0	2	0	714227
330	13917	0	4	1048608	31
331	13931	0	4	512	30
332	13933	0	4	0	64
333	13935	0	4	256	30
334	13937	0	2	0	1378
335	13939	0	4	512	30
336	13941	0	4	1048608	31
337	13943	0	2	0	714227
338	13945	0	4	512	30
339	13947	0	4	1024	31
340	13948	0	4	1024	31
341	13953	0	2	0	173555
342	13960	0	2	0	41105
343	13961	0	2	0	41105
344	13962	0	2	0	41105
345	13963	0	2	0	41105
346	13964	0	2	0	41105
347	14048	0	2	0	1
348	14051	0	2	0	32768
349	14121	0	2	0	128
350	14124	0	2	0	32
351	14443	0	2	0	262156
352	14516	0	2	0	173555
355	14524	0	2	0	524288
356	14525	0	2	0	524288
357	14526	0	2	0	524288
358	14527	0	2	0	524288
359	14528	0	2	0	524288
360	14817	0	2	0	2
363	14874	0	2	0	173555
364	14895	0	2	0	173555
366	14903	0	2	0	173555
367	15062	0	4	0	64
368	15284	0	2	0	173555
369	15340	0	4	130	31
370	15389	0	4	130	31
371	15391	0	4	130	31
372	15394	0	4	130	31
373	15397	0	4	130	31
374	15400	0	4	130	31
375	15402	0	4	130	31
376	15404	0	4	130	31
377	15406	0	4	130	31
378	15427	0	4	128	30
379	15429	0	4	128	30
380	15439	0	4	128	30
381	15441	0	4	128	30
382	15444	0	4	128	30
383	15446	0	4	128	30
384	15449	0	4	128	30
385	15458	0	4	128	30
386	15463	0	4	128	30
387	15490	0	4	128	30
388	15496	0	2	0	173555
390	15547	0	2	0	262156
392	15580	0	2	0	173555
394	15583	0	2	0	173555
395	15590	0	2	0	8192
396	15607	0	2	0	65536
397	15619	0	2	0	65536
398	15620	0	2	0	262156
399	15655	0	4	0	96
401	15691	0	2	0	173555
402	15692	0	2	0	173555
403	15694	0	2	0	16
404	15708	0	2	0	173555
405	15717	0	2	0	32768
406	15758	0	2	0	1
407	15759	0	2	0	1
408	15760	0	2	0	16
409	15761	0	2	0	16
410	15762	0	2	0	16
411	15763	0	2	0	128
412	15764	0	2	0	128
413	15765	0	2	0	128
414	15766	0	2	0	2
415	15767	0	2	0	2
416	15768	0	2	0	2
417	15769	0	2	0	256
418	15770	0	2	0	256
419	15771	0	2	0	256
420	15772	0	2	0	256
421	15773	0	2	0	32
422	15774	0	2	0	32
423	15775	0	2	0	32
424	15776	0	2	0	32768
425	15777	0	2	0	32768
426	15778	0	2	0	32768
427	15795	0	2	0	65536
428	15860	0	2	0	65536
429	15871	0	2	0	1
430	15873	0	2	0	1
431	15874	0	2	0	1
432	15875	0	2	0	1
433	15877	0	2	0	1
434	15879	0	2	0	1
435	15880	0	2	0	1
436	15881	0	2	0	1
437	15882	0	2	0	1
438	15883	0	2	0	1
439	15884	0	2	0	1
440	15885	0	2	0	1
441	15886	0	2	0	16
442	15887	0	2	0	16
443	15888	0	2	0	16
444	15889	0	2	0	16
445	15890	0	2	0	16
446	15891	0	2	0	16
447	15892	0	2	0	16
448	15894	0	2	0	16
449	15895	0	2	0	16
450	15896	0	2	0	128
451	15897	0	2	0	128
452	15898	0	2	0	128
453	15899	0	2	0	128
454	15900	0	2	0	128
455	15901	0	2	0	128
456	15902	0	2	0	128
457	15903	0	2	0	128
458	15904	0	2	0	128
459	15905	0	2	0	128
460	15907	0	2	0	2
461	15909	0	2	0	2
462	15912	0	2	0	2
463	15913	0	2	0	2
464	15914	0	2	0	2
465	15916	0	2	0	2
466	15917	0	2	0	2
467	15919	0	2	0	2
468	15921	0	2	0	2
469	15922	0	2	0	32
470	15923	0	2	0	32
471	15924	0	2	0	32
472	15925	0	2	0	32
473	15926	0	2	0	32
474	15927	0	2	0	32
475	15928	0	2	0	32
476	15929	0	2	0	32
477	15930	0	2	0	32
478	15931	0	2	0	32
479	15937	0	2	0	256
480	15938	0	2	0	256
481	15939	0	2	0	256
482	15940	0	2	0	256
483	15941	0	2	0	256
484	15942	0	2	0	256
485	15943	0	2	0	256
486	15944	0	2	0	256
487	15945	0	2	0	256
488	15946	0	2	0	256
489	15947	0	2	0	4
490	15948	0	2	0	32768
491	15949	0	2	0	32768
492	15950	0	2	0	32768
493	15951	0	2	0	32768
494	15952	0	2	0	32768
495	15953	0	2	0	32768
496	15954	0	2	0	32768
497	15955	0	2	0	32768
498	16000	0	2	0	65536
499	16001	0	2	0	65536
500	16044	0	2	0	173555
501	16100	0	2	0	262156
502	16138	0	2	0	33219
504	16496	0	2	0	262156
505	16509	0	2	0	173555
506	16511	0	2	0	173555
507	16538	0	2	0	41105
508	16539	0	2	0	41105
509	16540	0	2	0	41105
510	16541	0	2	0	41105
511	16542	0	2	0	41105
512	16572	0	2	0	262156
513	16622	0	2	0	9264
514	16623	0	4	0	96
515	16723	0	2	0	262156
516	16756	0	2	0	262156
517	16767	0	2	0	262156
518	16768	0	2	0	262156
519	16772	0	2	0	262156
520	16775	0	2	0	262156
521	16776	0	2	0	262156
522	16777	0	2	0	262156
523	16778	0	2	0	262156
524	16779	0	2	0	262156
525	16780	0	2	0	262156
526	16856	0	2	0	173555
527	17143	0	2	0	173555
528	17171	0	2	0	262156
529	17174	0	2	0	262156
530	17198	0	2	0	173555
531	17281	0	2	0	173555
532	17284	0	2	0	173555
533	17353	0	2	0	262156
534	17364	0	2	0	173555
535	17369	0	2	0	4
536	17818	0	2	0	4
537	18061	0	2	0	128
538	18248	0	2	0	1048576
539	18545	0	2	0	262156
540	18561	0	2	0	262156
541	18649	0	2	0	262156
542	18651	0	2	0	262156
543	18802	0	2	0	262156
544	18819	0	2	0	173555
545	18848	0	2	0	173555
546	19057	0	4	1050016	30
547	19130	0	2	0	173555
549	19381	0	2	0	173555
550	19382	0	2	0	173555
551	19383	0	2	0	173555
552	19384	0	2	0	173555
553	19385	0	2	0	173555
554	19386	0	2	0	262156
555	19426	0	2	0	327692
556	19427	0	2	0	327692
557	19429	0	2	0	327692
558	19430	0	2	0	327692
559	19431	0	2	0	327692
560	19434	0	2	0	262156
561	19503	0	2	0	262156
562	19507	0	2	0	262156
563	19508	0	2	0	262156
564	19509	0	2	0	262156
565	19730	0	2	0	173555
566	19767	0	2	0	262156
567	19777	0	2	0	173555
568	19781	0	2	0	65536
569	19785	0	2	0	65536
570	19801	0	2	0	262156
571	19881	0	2	0	524288
574	20008	0	4	512	30
575	20009	0	4	512	30
576	20010	0	4	512	30
577	20011	0	4	512	30
578	20012	0	4	1024	31
579	20013	0	4	1024	31
580	20014	0	4	65536	30
581	20015	0	4	65536	30
582	20016	0	4	0	64
583	20017	0	4	0	64
584	20020	0	4	256	30
585	20023	0	4	256	30
586	20024	0	4	256	30
587	20025	0	4	1048608	31
588	20026	0	4	1048608	31
589	20028	0	4	1048608	31
590	20029	0	2	0	714227
591	20030	0	2	0	1378
592	20031	0	2	0	714227
593	20032	0	2	0	714227
594	20033	0	2	0	714227
595	20034	0	2	0	714227
596	20035	0	2	0	1378
597	20036	0	2	0	1378
598	20111	0	2	0	354
599	20112	0	2	0	354
601	20127	0	4	0	64
602	20130	0	4	0	64
603	20135	0	4	0	64
604	20196	0	2	0	41105
605	20197	0	2	0	41105
606	20198	0	2	0	41105
607	20243	0	4	0	64
608	20463	0	2	0	262156
609	20558	0	2	0	65536
610	20574	0	2	0	8195
611	20595	0	2	0	8
612	20597	0	2	0	384
613	20605	0	2	0	173555
614	20607	0	2	0	1024
615	20666	0	2	0	173555
616	20684	0	2	0	173555
617	20688	0	2	0	262156
618	20733	0	2	0	262156
620	20736	0	2	0	262156
621	20864	0	2	0	48
624	21390	0	2	0	262156
625	21931	0	2	0	720371
645	22121	0	2	0	262156
646	22188	0	2	0	262144
647	22411	0	2	0	262156
648	22572	0	2	0	173555
650	22591	0	2	0	173555
651	22593	0	4	8	30
652	22594	0	4	8	30
653	22596	0	4	8	30
654	22597	0	4	8	30
655	22598	0	4	8	30
656	22599	0	4	8	30
657	22725	0	4	1050016	30
658	22749	0	2	0	583155
659	22750	0	2	0	583155
661	22756	0	2	0	41411
662	22779	0	2	0	262156
663	22780	0	2	0	262156
664	22811	0	2	0	262144
665	22840	0	4	130	31
666	22844	0	4	130	31
667	22846	0	4	130	31
668	22859	0	2	0	173555
669	22887	0	2	0	65536
670	22907	0	2	0	262156
671	22908	0	2	0	262156
672	22914	0	2	0	262156
673	23073	0	2	0	262156
678	23337	0	2	0	262156
679	23601	0	2	0	262156
680	23799	0	2	0	583155
681	23800	0	2	0	583155
682	23801	0	4	512	30
683	23802	0	4	512	30
684	23803	0	2	0	583155
685	23804	0	2	0	583155
688	23881	0	2	0	173555
689	23920	0	4	0	64
690	23921	0	4	0	64
694	23967	0	2	0	173555
695	24018	0	2	0	3
696	24049	0	2	0	65536
697	24149	0	4	130	31
698	24160	0	4	130	31
699	24161	0	4	130	31
700	24162	0	4	130	31
701	24163	0	4	130	31
702	24164	0	4	130	31
703	24165	0	4	130	31
704	24167	0	4	130	31
705	24168	0	4	130	31
706	24302	0	2	0	1048576
707	24335	0	2	0	262156
708	24362	0	2	0	8192
710	24407	0	2	0	173555
711	24420	0	4	8	30
712	24421	0	4	8	30
713	24422	0	4	8	30
714	24573	0	2	0	173555
715	24698	0	2	0	173555
718	24921	0	2	0	1024
719	25072	0	4	1024	31
720	25073	0	4	1024	31
721	25074	0	4	1024	31
722	25078	0	4	1024	31
723	25079	0	4	1024	31
724	25080	0	4	1024	31
725	25081	0	4	65536	31
726	25082	0	4	65536	31
727	25083	0	4	65536	31
728	25084	0	4	65536	31
729	25086	0	4	65536	31
730	25117	0	2	6430720	0
731	25118	0	2	6430720	0
732	25119	0	2	6430720	0
733	25120	0	2	6430720	0
734	25121	0	2	6430720	0
735	25122	0	2	6430720	0
736	25123	0	2	6430720	0
738	25504	0	2	2236416	1090611
739	25710	0	2	0	173555
740	25712	0	2	0	173555
743	26282	0	2	0	262156
744	26290	0	2	0	4
745	26350	0	2	0	173555
746	26613	0	2	0	173555
749	26785	0	2	0	239091
771	27338	0	2	0	1024
772	27576	0	2	0	32768
773	27580	0	2	0	173555
774	27584	0	2	0	173555
775	27611	0	2	0	173555
776	27615	0	2	0	173555
777	27632	0	2	0	262156
778	27633	0	2	0	173555
779	27634	0	2	0	262156
780	27743	0	2	0	8
781	27744	0	2	0	262144
782	27762	0	4	0	2176
783	27763	0	4	0	2560
784	27764	0	4	0	2304
785	27825	0	2	0	173555
786	27837	0	2	0	1378
787	27899	0	4	512	30
788	27905	0	4	512	30
789	27906	0	4	512	30
790	27911	0	4	512	30
791	27913	0	4	512	30
792	27914	0	4	512	30
793	27917	0	4	512	30
794	27920	0	4	2048	0
795	27924	0	4	2048	0
796	27926	0	4	2048	0
797	27927	0	4	2048	0
798	27944	0	4	0	64
799	27945	0	4	0	64
800	27946	0	4	0	64
801	27947	0	4	0	64
802	27948	0	4	256	30
803	27950	0	4	256	30
804	27951	0	4	256	30
805	27954	0	4	256	30
806	27957	0	4	1048608	31
807	27958	0	4	1048608	31
808	27960	0	4	1048608	31
809	27961	0	4	65536	30
810	27962	0	4	65536	30
811	27964	0	2	0	189939
812	27967	0	2	0	714227
813	27968	0	2	0	583155
814	27971	0	2	0	132450
815	27972	0	2	0	714227
816	27975	0	2	0	697843
817	27977	0	2	0	132450
818	27981	0	2	0	714227
819	27982	0	2	0	714227
820	27984	0	2	0	714227
822	28003	0	2	0	714227
823	28004	0	2	0	714227
824	28013	0	2	6430720	0
825	28017	0	2	6430720	0
826	28161	0	4	130	31
827	28163	0	4	130	31
828	28165	0	4	130	31
829	28891	0	2	0	1097203
830	28898	0	2	6430720	0
831	29120	0	2	0	262156
832	29121	0	2	0	262156
833	29122	0	2	0	262156
834	29176	0	2	0	4
835	29390	0	4	0	64
836	29425	0	2	0	173555
837	29426	0	2	0	173555
838	29452	0	2	0	33219
839	29453	0	2	0	33219
840	29454	0	4	0	96
841	29467	0	4	8	30
842	29475	0	4	8	30
843	29480	0	4	8	30
844	29483	0	4	8	30
847	29507	0	4	0	64
848	29567	0	2	0	173555
849	29572	0	2	0	173555
850	29575	0	2	0	262156
851	29576	0	2	0	262156
852	29578	0	2	0	41459
853	29582	0	2	0	65536
854	29583	0	2	0	65536
855	29590	0	2	0	173555
856	29591	0	2	0	173555
858	29665	0	2	0	173555
859	29667	0	2	0	173555
860	29674	0	4	0	64
861	29684	0	4	0	64
862	29702	0	4	0	64
863	29719	0	4	0	64
864	29720	0	4	0	64
865	29832	0	2	0	173555
866	30014	0	2	0	173555
870	30221	0	2	0	262156
872	30250	0	2	0	262156
873	30252	0	2	0	262156
875	30257	0	2	0	262156
877	30260	0	2	0	262156
878	30474	0	2	0	173555
879	30477	0	2	0	262156
880	30493	0	2	0	4
881	30495	0	2	0	173555
882	30614	0	2	0	262156
883	30619	0	2	0	173555
884	30621	0	2	0	173555
885	30688	0	4	0	96
886	30815	0	2	0	173555
887	30817	0	2	0	173555
888	30822	0	2	0	173555
889	30832	0	2	0	173555
890	30933	0	2	0	262156
891	30990	0	2	0	262156
892	31124	0	2	0	173555
893	31126	0	2	0	173555
895	31275	0	2	0	196083
897	31369	0	4	128	31
898	31370	0	4	128	31
899	31371	0	4	128	31
900	31372	0	4	128	31
901	31410	0	2	0	173555
902	31566	0	2	0	173555
903	31623	0	2	0	262156
904	31629	0	2	0	173555
905	31731	0	4	0	64
906	31754	0	2	0	173555
907	31758	0	2	0	65536
908	31772	0	2	0	65536
909	31827	0	2	0	173555
910	31863	0	4	0	64
911	31911	0	2	0	173555
912	31935	0	4	0	64
913	31942	0	2	0	262156
914	31975	0	2	0	262156
915	31996	0	2	0	173555
916	32103	0	2	0	262156
917	32168	0	2	0	262156
918	32175	0	2	0	173555
919	32176	0	2	0	173555
920	32190	0	2	0	262156
922	32274	0	4	1048608	0
926	32282	0	4	1048608	0
927	32315	0	2	0	173555
928	32317	0	2	0	2097151
929	32319	0	2	0	32768
930	32320	0	2	0	32768
931	32321	0	2	0	32768
932	32376	0	2	0	173555
933	32378	0	2	0	173555
934	32397	0	4	1050016	30
935	32398	0	4	1050016	30
936	32399	0	4	1050016	30
937	32426	0	4	256	30
938	32587	0	4	0	96
939	32588	0	2	0	173555
940	32645	0	2	0	41105
941	32716	0	2	0	65536
942	32736	0	2	0	173555
943	32774	0	4	0	64
944	32777	0	4	0	64
945	32849	0	2	0	173555
946	32864	0	2	0	173555
947	32894	0	2	0	32768
948	32908	0	2	0	173555
949	32915	0	2	0	173555
950	32916	0	2	0	173555
951	32946	0	2	0	128
952	32954	0	2	0	128
953	33083	0	2	0	1
954	33089	0	4	0	64
955	33095	0	2	0	1048576
956	33109	0	2	0	8192
957	33386	0	2	0	32768
959	33480	0	2	0	173555
960	33498	0	2	0	32768
961	33500	0	2	0	196083
962	33542	0	2	0	173555
963	33626	0	2	0	173555
964	33750	0	2	4202496	40977
965	33792	0	2	0	262156
966	33796	0	2	0	262156
967	33808	0	2	0	8
968	33865	0	2	0	173555
969	33871	0	4	0	64
970	33925	0	2	0	173555
971	33964	0	2	0	173555
972	33990	0	4	1048608	31
973	33991	0	4	1048608	31
974	33992	0	4	1048608	31
975	33993	0	4	1024	31
976	33994	0	4	1024	31
977	33995	0	4	1024	31
978	33996	0	4	1024	31
979	33997	0	4	1024	31
980	33999	0	4	1024	31
981	34001	0	4	512	30
982	34002	0	4	512	30
983	34003	0	4	65536	30
984	34004	0	4	65536	30
985	34005	0	4	65536	30
986	34006	0	4	65536	30
987	34007	0	4	256	30
988	34008	0	4	256	30
989	34009	0	4	0	64
990	34010	0	2	0	714227
991	34100	0	2	0	262156
992	34339	0	2	0	9264
993	34340	0	2	0	9264
994	34451	0	2	0	65536
995	34490	0	2	0	262156
997	34583	0	2	0	262156
998	34641	0	2	0	65536
999	34799	0	2	0	173555
1000	34820	0	2	0	173555
1001	34829	0	2	0	262156
1002	34879	0	2	0	262156
1003	34920	0	2	0	173555
1004	34940	0	2	0	173555
1005	35040	0	2	0	65536
1006	35054	0	2	0	173555
1007	35144	0	2	0	173555
1008	35178	0	4	0	64
1009	35189	0	2	0	173555
1010	35262	0	2	0	65536
1011	35355	0	4	8	31
1012	35395	0	2	0	173555
1013	35401	0	2	0	262156
1014	35402	0	4	8	31
1015	35403	0	4	8	31
1016	35404	0	4	8	31
1017	35405	0	4	8	31
1018	35406	0	4	8	31
1019	35407	0	4	8	31
1020	35415	0	4	1050016	30
1021	35416	0	4	1050016	30
1022	35417	0	4	8	31
1023	35418	0	4	1050016	30
1024	35419	0	4	1050016	30
1025	35420	0	4	1050016	30
1026	35432	0	4	8	31
1027	35433	0	4	8	31
1028	35434	0	4	8	31
1029	35435	0	4	8	31
1030	35436	0	4	8	31
1031	35437	0	4	8	31
1032	35438	0	4	8	31
1033	35439	0	4	8	31
1034	35441	0	4	8	30
1035	35443	0	4	2	31
1036	35445	0	4	2	31
1037	35447	0	4	2	31
1038	35452	0	4	2	31
1039	35453	0	4	2	31
1040	35454	0	4	2	31
1041	35455	0	4	2	31
1042	35456	0	4	2	31
1043	35457	0	4	2	31
1044	35458	0	4	2	31
1045	35459	0	2	0	262144
1047	35473	0	2	0	173555
1048	35488	0	4	128	31
1049	35489	0	4	128	31
1050	35490	0	4	128	31
1051	35495	0	4	128	31
1052	35511	0	2	0	262156
1089	35857	0	2	0	173555
1090	35871	0	2	0	173555
1092	35932	0	2	0	262156
1093	35946	0	2	0	262156
1094	35949	0	2	0	173555
1095	35950	0	2	0	262156
1096	35953	0	2	0	173555
1097	35964	0	2	0	262156
1098	36009	0	2	0	128
1099	36011	0	2	0	8192
1100	36012	0	2	0	16
1101	36013	0	2	0	32768
1102	36023	0	2	0	173555
1103	36054	0	2	0	173555
1104	36246	0	2	0	262156
1111	36293	0	2	0	262156
1112	36319	0	2	0	128
1113	36323	0	2	0	8
1114	36426	0	2	0	2
1115	36490	0	2	0	256
1117	36494	0	2	0	173555
1118	36503	0	4	0	64
1119	36591	0	2	0	173555
1120	36609	0	2	0	262156
1121	36623	0	2	0	262156
1122	36625	0	2	0	262156
1123	36647	0	2	0	173555
1125	36732	0	2	0	262156
1126	36787	0	2	0	173555
1128	36838	0	2	0	173555
1130	36980	0	2	0	12
1131	36984	0	2	0	262156
1132	36988	0	4	0	64
1133	36991	0	2	0	173555
1134	37154	0	2	0	262156
1135	37321	0	2	0	173555
1137	37551	0	2	0	262156
1138	37552	0	2	0	173555
1139	37559	0	2	0	4
1140	37560	0	2	0	8
1141	37561	0	2	0	262144
1142	37577	0	2	0	173555
1143	37581	0	2	0	173555
1144	37770	0	2	0	262156
1145	37790	0	2	0	262156
1146	37847	0	2	0	262156
1147	37876	0	2	0	32768
1148	37889	0	4	2	31
1149	37891	0	4	2	31
1150	37973	0	2	0	173555
1151	37974	0	2	0	173555
1152	37998	0	2	0	173555
1154	38031	0	4	0	96
1155	38094	0	2	0	262156
1156	38226	0	2	0	173555
1157	38233	0	4	0	64
1158	38260	0	2	0	173555
1159	38262	0	2	0	173555
1160	38295	0	2	0	262156
1161	38310	0	2	0	262156
1162	38370	0	2	0	262156
1163	38372	0	2	0	262156
1164	38383	0	2	0	262156
1165	38474	0	2	0	173555
1166	38572	0	2	0	173555
1167	38598	0	2	0	173555
1168	38615	0	2	0	173555
1169	38723	0	2	0	262156
1170	38742	0	2	0	173555
1171	38807	0	2	0	262156
1172	38846	0	2	0	173555
1174	38859	0	2	0	262156
1175	38861	0	2	0	262156
1176	38863	0	2	0	173555
1177	38875	0	2	0	173555
1178	38894	0	2	0	173555
1179	38904	0	2	0	65536
1180	38914	0	2	0	262156
1181	38940	0	2	0	262156
1182	38942	0	2	0	262156
