field0	field1	field2	field3	field4	field5	field6	field7	field8
879	367	0	6	0	100	0	103	2
880	367	0	6	0	75	0	24	3
881	367	0	6	0	50	0	24	4
882	367	0	6	0	25	0	24	5
883	369	0	10	0	100	0	24	1
884	368	0	2	0	100	0	22	1
885	371	0	10	0	90	0	24	1
886	778	0	0	0	100	207	49	1
893	781	0	0	0	100	0	22	1
894	782	0	0	0	100	0	22	1
