m_ID	m_modalNextSpell	m_spellClassMask_1	m_spellClassMask_2	m_spellClassMask_3	m_spellClassSet	m_description
650	0	0	0	0	0	4
651	0	0	0	0	0	4
652	0	0	0	0	0	4
653	0	0	0	0	0	4
654	0	0	0	0	0	4
655	0	0	524288	0	0	4
656	0	0	0	0	0	3
657	0	0	0	0	0	3
658	0	0	0	0	0	3
659	0	2097152	0	0	0	9
662	0	1048576	0	0	0	9
663	0	268435456	524288	0	0	8
664	0	268435456	0	1	0	8
665	0	0	0	0	0	3
666	0	131074	0	0	0	3
667	0	131074	0	0	0	3
668	0	131074	0	0	0	3
669	0	131074	0	0	0	3
670	0	131074	0	0	0	3
671	0	0	0	0	0	3
672	0	0	0	0	0	3
673	0	0	0	0	0	3
674	0	0	0	0	0	4
675	0	0	0	0	0	4
676	0	0	0	0	0	4
677	0	0	0	0	0	8
679	0	0	0	0	0	8
680	0	0	0	0	0	8
681	0	0	0	0	0	8
682	0	0	0	0	0	8
683	0	0	0	0	0	8
684	0	0	0	0	0	3
685	0	0	128	0	0	8
686	0	0	0	0	0	8
687	0	0	0	0	0	8
688	0	0	0	0	0	8
689	0	128	0	536870912	0	9
690	0	0	0	131072	0	9
691	0	128	0	268435456	0	9
692	0	16	0	0	0	9
693	0	4	0	16384	0	9
694	0	128	0	2097152	0	9
695	0	0	268435456	0	0	10
696	0	16	0	0	0	4
697	0	0	0	0	0	8
698	0	0	0	0	0	8
699	0	0	0	0	0	8
700	0	0	0	0	0	8
701	0	0	0	0	0	8
702	0	0	0	0	0	8
703	0	0	0	0	0	8
704	0	0	0	0	0	8
705	0	0	0	0	0	8
706	0	0	0	0	0	8
707	0	1073741824	2048	0	0	8
708	0	131088	0	0	0	3
709	0	0	0	0	0	3
710	0	0	0	0	0	8
711	0	0	0	0	0	8
712	0	0	0	0	0	8
713	0	0	0	0	0	8
714	0	0	0	0	0	8
715	0	0	0	0	0	8
716	0	0	0	0	0	8
717	0	0	0	0	0	8
718	0	0	0	0	0	8
719	0	0	0	0	0	8
720	0	0	0	0	0	8
721	0	0	0	0	0	8
722	0	0	0	0	0	8
723	0	0	0	0	0	8
724	0	0	0	0	0	8
725	0	0	0	0	0	8
726	0	0	0	0	0	3
727	0	0	0	0	0	8
728	0	0	0	0	0	8
729	0	0	0	0	0	8
730	0	0	0	0	0	8
731	0	0	0	0	0	8
732	0	0	0	0	0	8
733	0	0	0	0	0	8
734	0	0	0	0	0	8
735	0	0	0	0	0	8
736	0	0	0	0	0	8
737	0	0	0	0	0	8
738	0	131074	0	0	0	3
739	0	0	0	0	0	8
740	0	0	0	0	0	8
741	0	0	0	0	0	8
742	0	0	0	0	0	8
743	0	0	0	0	0	8
744	0	0	0	0	0	8
745	0	0	0	0	0	8
746	0	0	0	0	0	8
747	0	0	0	0	0	8
748	0	0	0	0	0	8
749	0	0	0	0	0	8
750	0	0	0	0	0	8
751	0	0	0	0	0	8
752	0	0	0	0	0	8
753	0	0	0	0	0	8
754	0	0	0	0	0	8
755	0	0	0	0	0	8
756	0	0	0	0	0	8
757	0	0	0	0	0	8
758	0	0	0	0	0	8
759	0	0	64	0	0	8
760	0	0	0	0	0	8
761	0	0	32	0	0	8
762	0	0	4096	0	0	8
763	0	0	0	0	0	8
764	0	0	0	0	0	8
765	0	0	0	0	0	8
766	0	0	0	0	0	8
767	0	0	0	0	0	8
768	0	0	67108864	0	0	4
769	0	0	67108864	0	0	4
770	0	0	67108864	0	0	4
771	0	0	67108864	0	0	4
772	0	0	256	0	0	8
773	0	64	0	0	0	0
774	0	64	0	0	0	0
775	0	0	0	0	0	3
776	0	0	0	0	0	6
777	0	0	0	0	0	6
778	0	0	4096	1024	0	6
779	0	0	0	0	0	6
780	0	0	0	0	0	6
781	0	0	0	0	0	6
782	0	0	8	0	0	6
783	0	0	0	0	0	6
784	0	0	0	0	0	6
785	0	0	0	0	0	6
786	0	0	0	0	0	6
787	0	0	0	0	0	6
788	0	0	0	0	0	6
789	0	0	0	0	0	6
790	0	0	0	0	0	6
791	0	0	0	0	0	6
792	0	65536	0	0	0	8
793	0	0	0	0	0	6
795	0	1048576	0	0	0	8
796	0	0	0	0	0	6
797	0	0	0	0	0	6
798	0	0	4096	0	0	6
799	0	4	0	0	0	4
800	0	0	0	0	0	6
801	0	0	0	0	0	6
803	0	1048576	0	0	0	8
804	0	0	0	0	0	6
805	0	0	0	0	0	6
806	0	0	0	0	0	6
807	0	0	0	0	0	6
808	0	0	0	0	0	6
809	0	0	0	0	0	6
810	0	0	0	0	0	6
811	0	1048576	0	0	0	6
812	0	0	4194304	0	0	8
813	0	134217728	0	0	0	6
814	0	0	0	0	0	6
815	0	0	0	0	0	6
816	0	0	0	0	0	6
817	0	0	0	0	0	6
818	0	0	0	0	0	6
819	0	0	0	0	0	6
820	0	0	0	0	0	6
821	0	0	0	0	0	6
822	0	0	0	0	0	6
823	0	0	0	0	0	6
824	0	0	0	0	0	6
825	0	0	0	0	0	6
826	0	0	0	0	0	6
827	0	0	0	0	0	6
828	0	0	0	0	0	6
829	0	0	0	0	0	6
830	0	0	0	0	0	6
831	0	0	0	0	0	6
832	0	131080	0	0	0	3
833	0	524544	0	0	0	3
834	0	0	0	0	0	3
837	0	0	0	0	0	3
838	0	0	0	0	0	3
839	0	0	0	0	0	3
840	0	8192	0	0	0	4
842	0	32	0	0	0	8
843	0	-1073741824	0	0	0	6
847	0	4194304	0	0	0	6
848	0	131088	0	0	0	3
849	0	1573376	0	0	0	3
850	0	0	0	0	0	6
851	0	0	8	1024	0	6
852	0	0	0	0	0	6
853	0	0	0	0	0	6
854	0	0	4096	1024	0	6
855	0	0	0	0	0	6
856	0	0	0	0	0	6
857	0	0	0	0	0	6
858	0	0	0	0	0	6
859	0	4	0	0	0	6
861	0	0	0	0	0	6
862	0	0	0	0	0	6
863	0	0	0	0	0	6
864	0	0	0	0	0	6
865	0	0	0	0	0	6
866	0	0	0	0	0	6
867	0	0	0	0	0	6
868	0	0	0	0	0	6
869	0	0	0	0	0	6
870	0	0	0	0	0	6
871	0	0	0	0	0	6
872	0	0	0	0	0	6
873	0	0	0	0	0	6
874	0	0	0	0	0	6
875	0	0	0	0	0	6
876	0	0	0	0	0	6
877	0	0	0	0	0	6
878	0	0	0	0	0	6
879	0	0	4096	0	0	6
880	0	0	4096	0	0	6
881	0	0	0	0	0	6
882	0	0	0	0	0	6
883	0	0	0	0	0	6
884	0	0	0	0	0	6
885	0	0	0	64	0	6
886	0	0	0	0	0	6
887	0	0	0	0	0	6
888	0	-2147483648	2048	0	0	6
889	0	0	2101248	0	0	6
890	0	1	0	0	0	9
891	0	131074	0	0	0	3
893	0	1048576	0	0	0	8
894	0	0	0	0	0	4
895	0	0	0	0	0	9
897	0	1	0	0	0	9
898	0	0	0	0	0	3
900	0	8519680	0	0	0	8
901	0	8519680	0	0	0	8
902	0	0	0	0	0	3
903	0	0	0	0	0	3
905	0	1	0	0	0	4
906	0	524288	0	0	0	3
907	0	0	0	0	0	3
908	0	0	0	0	0	3
909	0	0	0	0	0	9
910	0	0	0	0	0	13
911	0	524288	0	0	0	3
912	0	1048576	0	0	0	3
913	0	1	0	0	0	9
914	0	0	0	0	0	9
915	0	1	0	0	0	0
916	0	0	0	0	0	11
917	0	0	0	0	0	11
918	0	0	0	0	0	11
919	0	0	0	0	0	11
920	0	0	0	0	0	11
922	0	131072	0	0	0	6
923	0	0	0	0	0	3
924	0	0	0	0	0	3
925	0	0	0	0	0	11
926	0	0	0	0	0	11
927	0	1	0	0	0	9
928	0	0	0	0	0	11
929	0	0	0	0	0	11
930	0	0	0	0	0	11
931	0	0	0	0	0	11
932	0	0	0	0	0	11
933	0	0	0	0	0	11
934	0	0	0	0	0	11
935	0	0	0	0	0	11
936	0	0	0	0	0	11
937	0	0	0	0	0	11
938	0	0	0	0	0	11
939	0	0	0	0	0	11
940	0	0	0	0	0	11
941	0	131074	0	0	0	3
942	0	0	0	0	0	11
943	0	0	0	0	0	11
944	0	0	0	0	0	11
945	0	0	16384	0	0	11
946	0	0	0	0	0	11
947	0	0	0	0	0	11
948	0	0	67108864	0	0	11
949	0	0	0	0	0	11
950	0	0	0	0	0	11
951	0	0	0	0	0	11
952	0	0	0	0	0	11
953	0	0	0	0	0	11
954	0	0	0	0	0	11
955	0	0	0	0	0	11
956	0	0	128	0	0	11
957	0	536903680	0	0	0	11
958	0	67108864	0	0	0	11
959	0	0	0	0	0	11
960	0	0	0	0	0	11
961	0	0	0	0	0	11
962	0	0	0	0	0	11
963	0	0	0	0	0	11
964	0	0	0	0	0	11
965	0	0	0	0	0	11
966	0	0	0	0	0	11
967	0	0	0	0	0	11
968	0	0	0	0	0	11
969	0	0	0	0	0	11
970	0	0	0	0	0	11
971	0	0	0	0	0	11
972	0	0	0	0	0	11
973	0	0	0	0	0	11
974	0	0	0	0	0	11
975	0	0	0	0	0	11
976	0	0	0	0	0	11
977	0	0	0	0	0	11
978	0	0	0	0	0	11
979	0	0	0	0	0	11
980	0	0	0	0	0	11
981	0	0	0	0	0	11
982	0	0	0	0	0	11
983	0	0	67108864	0	0	11
984	0	0	67108864	0	0	11
985	0	0	0	0	0	11
986	0	131072	0	0	0	4
987	0	0	16384	0	0	11
988	0	0	512	0	0	11
989	0	0	0	0	0	11
990	0	0	0	0	0	11
991	0	0	0	0	0	11
992	0	0	0	0	0	11
994	0	0	512	0	0	11
995	0	0	512	0	0	11
996	0	0	512	0	0	11
997	0	0	512	0	0	11
998	0	0	0	8	0	11
999	0	0	0	0	0	11
1000	0	0	0	0	0	11
