field0	field1	field2	field3	field4	field5	field6	field7	field8
126	0	0	20	3	1	0	0	0
127	0	0	20	11	1	0	0	0
128	0	0	20	11	1	0	0	0
130	0	0	20	11	1	0	0	0
135	0	0	20	1	1	0	0	0
139	0	0	20	1	1	0	0	0
140	0	0	20	1	1	0	0	0
141	0	0	20	1	1	0	0	0
142	0	0	20	1	0	0	0	0
143	0	0	20	1	1	0	0	0
144	0	0	20	1	1	0	0	0
145	0	0	20	6	1	0	0	0
146	0	0	20	6	1	0	0	0
147	0	0	20	6	1	0	0	0
149	0	0	20	6	1	0	0	0
150	0	0	20	6	1	0	0	0
151	0	0	20	6	1	0	0	0
152	0	0	20	6	1	0	0	0
153	0	0	20	6	1	0	0	0
154	0	0	20	6	1	0	0	0
155	0	0	20	6	1	0	0	0
157	0	0	20	6	1	0	0	0
158	0	0	20	6	1	0	0	0
159	0	0	20	6	1	0	0	0
160	0	0	20	6	1	0	0	0
161	0	0	20	6	1	0	0	0
162	0	0	20	6	1	0	0	0
163	0	0	20	6	1	0	0	0
164	0	0	20	2	0	0	0	0
168	0	0	20	-1	1	0	0	0
169	0	0	20	2	1	0	0	0
170	0	0	20	-1	1	0	0	0
171	1500	1500	20	2	1	0	0	0
175	0	0	20	2	1	0	0	0
176	1500	2500	20	2	1	0	0	0
178	0	0	20	2	1	0	0	0
179	0	0	20	2	1	0	0	0
180	1500	1500	20	2	0	0	0	0
181	0	0	20	2	1	0	0	0
182	0	0	20	2	1	0	0	0
184	0	0	20	2	1	0	0	0
185	1500	1500	20	5	1	0	0	0
186	0	0	20	5	1	0	0	0
187	0	0	20	5	1	0	0	0
188	0	0	20	5	1	0	0	0
189	1500	1500	20	5	1	0	0	0
190	1500	2500	20	5	1	0	0	0
191	2000	2000	20	5	1	0	0	0
192	0	0	20	5	1	0	0	0
193	0	0	20	5	1	0	0	0
194	0	0	20	-1	1	0	0	0
195	0	0	20	5	1	0	0	0
196	1500	1500	20	5	1	0	0	0
197	0	0	20	5	1	0	0	0
198	0	0	20	5	1	0	0	0
199	0	0	20	5	1	0	0	0
200	0	0	20	5	1	0	0	0
202	0	0	20	5	1	0	0	0
204	2500	2500	20	5	1	0	0	0
205	0	0	20	5	1	0	0	0
207	0	0	20	5	1	0	0	0
209	0	0	20	5	1	0	0	0
210	0	0	20	5	1	0	0	0
211	1500	1500	20	5	1	0	0	0
212	1500	1500	20	5	1	0	0	0
213	0	0	20	4	1	0	0	0
214	0	0	20	4	1	0	0	0
215	-1000000	-1000000	20	4	1	0	0	0
216	0	0	20	4	1	0	0	0
217	0	0	20	4	0	0	0	0
219	0	0	20	4	1	0	0	0
220	0	0	20	4	1	0	0	0
222	0	0	20	4	1	0	0	0
223	0	0	20	4	1	0	0	0
224	0	0	20	4	1	0	0	0
225	0	0	20	4	1	0	0	0
226	0	0	20	4	0	80	0	0
227	0	0	20	4	0	80	0	0
228	0	0	20	4	0	80	0	0
230	2500	2500	20	7	1	0	0	0
231	2000	2000	20	7	1	0	0	0
232	0	0	20	7	1	0	0	0
233	0	0	20	7	1	0	0	0
234	0	0	20	7	1	0	0	0
236	0	0	20	7	1	0	0	0
237	0	0	20	7	1	0	0	0
239	0	0	20	7	1	0	0	0
243	0	0	20	7	1	0	0	0
244	0	0	20	7	1	0	0	0
245	0	0	20	7	1	0	0	0
247	2500	2500	20	7	1	0	0	0
248	1500	1500	20	7	1	0	0	0
249	1500	1500	20	7	1	0	0	0
250	1500	2500	20	7	1	0	0	0
251	1500	2500	20	7	1	0	0	0
252	0	0	20	7	0	0	0	0
253	0	0	20	7	1	0	0	0
254	0	0	20	-1	1	0	0	0
255	0	0	20	7	1	0	0	0
256	1500	1500	20	7	1	0	0	0
257	0	0	20	-1	1	0	0	0
258	0	0	20	7	1	0	0	0
259	0	0	20	-1	1	0	0	0
260	0	0	20	-1	1	0	0	0
261	0	0	20	7	1	0	0	0
263	0	0	20	-1	1	0	0	0
264	0	0	20	-1	1	0	0	0
265	0	0	20	-1	1	0	0	0
266	0	0	20	9	1	0	0	0
267	0	0	20	-1	1	0	0	0
268	0	2500	20	9	1	0	0	0
269	0	0	20	9	1	0	0	0
270	0	0	20	9	1	0	0	0
271	0	0	20	9	1	0	0	0
272	0	0	20	9	1	0	0	0
273	0	0	20	9	1	0	0	0
274	0	0	20	9	1	0	0	0
275	0	0	20	9	1	0	0	0
277	0	0	20	9	1	0	0	0
278	0	0	20	9	1	0	0	0
279	0	0	20	9	1	0	0	0
280	0	0	20	9	1	0	0	0
281	0	0	20	9	1	0	0	0
282	0	0	20	9	1	0	0	0
283	0	0	20	-1	1	0	0	0
285	1250	1750	20	9	1	0	0	0
286	1500	1500	20	9	1	0	0	0
288	0	0	20	9	1	0	0	0
289	0	0	20	9	1	0	0	0
290	0	0	20	9	1	0	0	0
291	1500	1500	20	9	1	0	0	0
292	2000	2000	20	9	1	0	0	0
293	0	0	20	9	1	0	0	0
297	0	0	20	9	0	0	0	0
298	0	0	20	9	1	0	0	0
299	0	0	20	9	1	0	0	0
300	0	0	20	9	1	0	0	0
301	1500	1500	20	9	1	0	0	0
302	2000	2000	20	9	1	0	0	0
303	0	0	20	9	1	0	0	0
304	0	0	20	9	1	0	0	0
306	1700	2500	20	9	1	0	0	0
307	0	0	20	9	1	0	0	0
308	0	0	20	9	1	0	0	0
309	0	0	20	9	1	0	0	0
310	0	0	20	9	1	0	0	0
311	0	0	20	9	1	0	0	0
312	0	0	20	9	1	0	0	0
313	4000	4000	20	9	1	0	0	0
314	0	0	20	9	1	0	0	0
315	0	0	20	9	1	0	0	0
316	1500	1500	20	9	1	0	0	0
318	2000	2000	20	7	1	0	0	0
319	0	0	20	9	1	0	0	0
321	2500	2500	20	11	1	0	0	0
322	0	0	20	5	1	0	0	0
323	0	0	20	2	1	0	0	0
324	0	0	20	9	1	0	0	0
325	0	0	20	9	1	0	0	0
329	0	0	20	7	1	0	0	0
330	0	0	20	7	1	0	0	0
331	0	0	20	7	1	0	0	0
332	0	0	20	7	1	0	0	0
350	0	0	20	7	1	0	0	0
353	1500	3500	20	9	1	0	0	0
355	2500	2500	20	7	1	0	0	0
358	0	0	20	7	1	0	0	0
367	2500	2500	20	5	1	0	0	0
368	0	0	20	7	1	0	0	0
372	2000	2000	20	1	1	0	0	0
373	0	0	20	9	1	0	0	0
376	0	0	20	11	1	0	0	0
377	3500	3500	20	11	1	0	0	0
378	1500	2000	20	11	1	0	0	0
380	0	0	20	7	1	0	0	0
381	0	0	20	-1	1	0	0	0
383	2000	2000	25	11	1	0	0	0
385	0	0	20	11	1	0	0	0
386	0	0	20	-1	1	0	0	0
394	0	0	20	-1	1	0	0	0
395	0	0	20	-1	1	0	0	0
396	0	0	20	-1	1	0	0	0
397	0	0	20	-1	1	0	0	0
398	0	0	20	5	1	0	0	0
399	0	0	20	5	1	0	0	0
400	0	0	20	4	1	0	0	0
401	0	0	20	-1	1	0	0	0
402	0	0	20	-1	1	0	0	0
403	0	0	20	-1	1	0	0	0
404	0	0	20	-1	1	0	0	0
405	0	0	20	-1	1	0	0	0
406	0	0	20	-1	1	0	0	0
407	0	0	20	-2	1	0	0	0
408	0	0	20	8	0.8	80	0	0
409	0	0	20	-1	1	0	0	0
410	2000	2000	20	9	1	0	0	0
411	0	0	20	9	1	0	0	0
418	1500	1500	20	5	1	0	0	0
462	0	0	20	-1	1	0	0	0
464	0	0	20	-1	1	0	0	0
465	0	0	20	-1	1	0	0	0
493	0	0	20	11	1	0	0	0
494	0	0	20	11	1	0	0	0
498	1500	1500	20	5	1	0	0	0
499	0	0	20	2	1	0	0	0
500	2000	2000	20	7	1	0	0	0
538	2500	2500	20	2	1	0	0	0
569	0	0	0	3	1	0	0	0
572	0	0	20	8	1	0	0	0
578	2900	2900	0	3	1	0	0	0
579	0	0	20	-1	1	0	0	0
581	0	0	20	3	1	0	0	0
583	0	0	20	8	1	0	0	0
584	0	0	20	8	1	0	0	0
585	0	0	20	8	1	0	0	0
586	0	0	20	8	1	0	0	0
587	0	0	20	8	1	0	0	0
588	0	0	20	-1	1	0	0	0
593	0	0	20	1	1	0	0	0
594	0	0	20	1	1	0	0	0
595	0	0	20	1	1	0	0	0
596	1500	1500	20	1	1	0	0	0
597	0	0	20	1	1	0	0	0
598	0	0	20	1	1	0	0	0
600	0	0	20	2	1	0	0	0
601	0	0	20	2	1	0	0	0
603	0	0	20	8	1	0	0	0
606	0	0	20	1	1	0	0	0
620	0	0	20	9	1	0	0	0
621	1500	1500	0	9	0	0	0	0
622	2000	2000	20	9	1	0	0	0
624	0	0	20	9	1	0	0	0
625	0	0	20	2	1	0	0	0
626	0	0	20	1	1	0	0	0
627	0	0	20	2	0.25	80	0	0
629	1700	3000	20	9	1	0	0	0
634	0	0	20	6	1	0	0	0
637	0	0	20	9	1	0	0	0
638	0	0	20	6	1	0	0	0
639	0	0	20	9	1	0	0	0
640	0	0	20	9	0	0	0	0
642	0	0	20	9	0	0	0	0
643	0	0	20	9	1	0	0	0
646	0	0	20	2	1	0	0	0
649	0	0	20	8	1	0	0	0
650	1500	2500	20	8	1	0	0	0
651	0	0	20	8	0	50	0	0
652	1500	2500	20	8	0	50	0	0
654	0	0	20	7	1	0	0	0
658	0	0	20	2	1	0	0	0
659	0	0	20	2	1	0	0	0
660	0	0	20	2	1	0	0	0
661	0	0	20	9	1	0	0	0
662	0	0	20	9	1	0	0	0
663	0	0	20	5	1	0	0	0
664	0	0	20	5	1	0	0	0
666	0	0	20	5	1	0	0	0
668	0	0	20	7	1	0	0	0
672	2000	2000	20	8	1	0	0	0
673	2500	2500	20	8	1	0	0	0
674	2500	2500	20	8	1	0	0	0
675	2000	2000	20	8	1	0	0	0
678	0	0	20	2	1	0	0	0
679	0	0	20	-1	1	0	0	0
681	0	0	20	-1	1	0	0	0
682	0	0	20	-1	1	0	0	0
684	-1000000	-1000000	20	3	1	0	0	0
685	-1000000	-1000000	20	3	1	0	0	0
686	0	0	20	5	1	0	0	0
690	0	0	20	5	1	0	0	0
691	0	0	20	5	1	0	0	0
692	0	0	20	5	1	0	0	0
693	0	0	20	-1	1	0	0	0
697	0	0	20	9	1	0	0	0
699	-1000	-1000	20	3	1	0	0	0
700	1500	3000	20	9	1	0	0	0
701	0	0	20	-1	1	0	0	0
703	0	0	20	9	1	0	0	0
705	0	0	20	9	1	0	0	0
706	0	0	20	3	1	0	0	0
707	0	0	20	3	1	0	0	0
708	500	500	20	3	1	0	0	0
709	0	0	20	3	1	0	0	0
711	0	0	20	-1	1	0	0	0
715	0	0	20	11	1	0	0	0
716	0	0	20	11	1	0	0	0
720	0	0	20	3	1	0	0	0
721	0	0	20	9	1	0	0	0
723	0	0	20	5	1	0	0	0
724	0	0	0	9	0	0	0	0
725	1500	3000	20	9	1	0	0	0
726	0	0	20	8	1	0	0	0
729	2100	3500	20	8	1	0	0	0
730	0	0	20	8	0.88	80	0	0
737	0	0	20	11	1	0	0	0
738	0	0	20	5	1	0	0	0
739	0	0	20	9	1	0	0	0
740	0	0	20	11	1	0	0	0
741	0	0	20	-1	1	0	0	0
746	0	0	20	-1	1	0	0	0
747	0	0	20	5	1	0	0	0
749	0	0	20	3	1	0	0	0
753	0	0	20	1	1	0	0	0
754	0	0	20	-1	1	0	0	0
755	0	0	20	7	1	0	0	0
756	-10000	-10000	20	3	0	0	0	0
757	0	0	20	9	1	0	0	0
758	0	0	20	9	1	0	0	0
763	0	0	20	2	1	0	0	0
764	0	0	20	2	1	0	0	0
765	0	0	20	2	1	0	0	0
766	2000	2000	20	11	1	0	0	0
778	0	0	20	11	1	0	0	0
779	0	0	20	3	1	0	0	0
794	0	0	20	9	1	0	0	0
839	0	0	20	2	1	0	0	0
840	0	0	20	9	1	0	0	0
841	0	0	20	3	1	0	0	0
842	0	0	20	3	1	0	0	0
843	0	0	20	3	1	0	0	0
844	0	0	20	3	1	0	0	0
845	0	0	20	3	1	0	0	0
847	0	0	20	-1	1	0	0	0
848	0	0	20	-1	1	0	0	0
849	1500	3500	20	8	0.45	20	0	0
850	-1000000	-1000000	20	3	1	0	0	0
857	0	0	20	8	1	0	0	0
858	0	0	20	-1	1	0	0	0
863	0	0	20	-1	1	0	0	0
864	0	0	20	-1	1	0	0	0
865	0	0	20	-1	1	0	0	0
868	0	0	20	9	1	0	0	0
869	1500	3000	20	2	1	0	0	0
887	0	0	20	6	1	0	0	0
888	2000	2000	20	8	1	0	0	0
889	0	0	20	8	1	0	0	0
890	0	0	20	8	0	50	0	0
891	0	0	20	8	1	0	0	0
895	0	0	20	11	1	0	0	0
896	0	0	20	3	1	0	0	0
897	0	0	20	4	1	0	0	0
899	0	0	20	4	1	0	0	0
900	0	0	20	4	1	0	0	0
928	0	0	20	11	1	0	0	0
929	0	0	20	4	1	0	0	0
933	0	0	20	11	1	0	0	0
934	0	0	20	4	1	0	0	0
935	0	0	20	4	1	0	0	0
936	0	0	20	4	1	0	0	0
937	0	0	20	4	1	0	0	0
938	0	0	20	1	1	0	0	0
939	0	0	20	6	1	0	0	0
940	1500	1500	20	5	1	0	0	0
941	1500	3000	20	5	1	0	0	0
942	3000	3000	20	5	1	0	0	0
943	0	0	20	4	1	0	0	0
944	0	0	20	4	1	0	0	0
945	0	0	20	4	1	0	0	0
946	0	0	20	4	1	0	0	0
947	0	0	20	4	1	0	0	0
948	0	0	20	5	1	0	0	0
949	0	0	20	5	1	0	0	0
952	0	0	20	8	1	0	0	0
957	0	0	20	5	1	0	0	0
959	2500	2500	20	8	1	0	0	0
961	0	0	20	8	0.83	80	0	0
963	0	0	20	9	1	0	0	0
965	0	0	20	1	1	0	0	0
966	0	0	20	8	1	0	0	0
967	0	0	20	8	1	0	0	0
975	0	0	20	11	1	0	0	0
977	0	0	20	-1	1	0	0	0
978	0	0	20	5	1	0	0	0
979	0	0	0	-1	0	0	85	0
980	500	500	85	-1	1	0	0	0
982	0	0	20	10	1	0	0	0
998	0	0	20	11	1	0	0	0
999	0	0	20	11	1	0	0	0
1000	0	0	20	-1	1	0	0	0
1006	0	0	20	11	1	0	0	0
1008	0	0	20	11	1	0	0	0
1011	0	0	20	11	1	0	0	0
1012	0	0	20	-1	1	0	0	0
1013	0	0	20	9	1	0	0	0
1029	0	0	20	9	1	0	0	0
1030	0	0	20	9	1	0	0	0
1031	0	0	20	9	1	0	0	0
1032	0	0	20	9	1	0	0	0
1033	0	0	20	9	1	0	0	0
1034	0	0	20	9	1	0	0	0
1035	0	0	20	9	1	0	0	0
1036	0	0	20	9	1	0	0	0
1038	4000	4000	20	9	1	0	0	0
1039	0	0	20	9	1	0	0	0
1046	0	0	20	9	1	0	0	0
1047	0	0	20	9	1	0	0	0
1048	0	0	20	9	1	0	0	0
1049	0	0	20	9	1	0	0	0
1050	2000	2500	20	9	1	0	0	0
1081	0	0	20	8	1	0	0	0
1086	0	0	20	9	1	0	0	0
1087	0	0	20	9	1	0	0	0
1091	0	0	100	-1	1	0	0	0
1092	0	0	0	-1	1	0	0	0
1093	0	0	0	-2	1	0	0	0
1103	0	0	20	2	1	0	0	0
1110	0	0	0	-2	1	0	0	463
1120	0	0	20	11	1	0	0	0
1123	0	0	20	11	1	0	0	0
1124	0	0	20	11	1	0	0	0
1125	0	0	0	-2	1	0	0	0
1164	0	0	20	4	1	0	0	0
1172	0	0	20	10	1	0	0	0
1189	0	0	0	6	1	0	0	0
1191	0	0	0	6	1	0	0	0
1193	0	0	20	5	1	0	0	0
1196	0	0	20	9	1	0	0	0
1210	0	0	20	4	1	0	0	0
1218	2000	2000	20	9	1	0	0	0
1219	0	0	20	9	1	0	0	0
1220	1500	1500	20	9	1	0	0	0
1221	0	0	20	8	1	0	0	0
1222	0	0	20	5	1	0	0	0
1231	0	0	20	5	1	0	0	0
1238	0	0	20	4	1	0	0	0
1239	0	0	20	4	1	0	0	0
1240	2500	2500	0	2	1	0	0	0
1241	0	0	20	5	1	0	0	0
1242	0	0	20	9	1	0	0	0
1265	0	0	0	-1	1	0	0	0
1267	0	0	0	-2	1	0	0	463
1274	0	0	20	-1	1	0	0	0
1275	0	0	20	-1	1	0	0	0
1276	0	0	20	-1	1	0	0	0
1286	0	0	20	4	1	0	0	0
1297	1500	2000	20	11	1	0	0	0
1299	0	0	20	2	1	0	0	0
1300	0	0	20	7	0.35	80	0	0
1306	0	0	0	-2	1	0	0	463
1316	0	0	20	4	1	0	0	0
1384	0	0	10	-2	1	0	0	0
1385	0	0	0	-2	1	0	0	463
1386	0	0	0	-2	1	0	0	463
1387	0	0	20	9	1	0	0	0
1388	0	0	20	9	1	0	0	0
1389	0	0	20	9	1	0	0	0
1390	0	0	20	4	1	0	0	0
1399	1500	3000	85	-1	1	0	0	0
1405	0	0	20	8	0.88	80	0	0
1406	1700	2500	20	9	1	0	0	0
1407	0	0	20	5	1	0	0	0
1408	0	0	0	-1	1	0	0	0
1411	0	0	20	9	1	0	0	0
1418	0	0	20	8	1	0	0	0
1419	1500	2500	20	11	1	0	0	0
1420	0	0	20	11	1	0	0	0
1421	0	0	20	8	1	0	0	0
1422	0	0	20	8	1	0	0	0
1430	0	0	20	8	1	0	0	0
1431	0	0	20	8	1	0	0	0
1436	0	0	20	11	1	0	0	0
1437	0	0	20	11	1	0	0	0
1447	0	0	20	1	1	0	0	0
1459	0	0	20	8	0.88	80	0	0
1496	2000	2000	20	11	1	0	0	0
1499	0	0	20	4	0	80	0	0
1503	2500	2500	20	11	1	0	0	0
1511	0	0	20	1	1	0	0	0
1512	0	0	20	1	1	0	0	0
1513	0	0	20	8	1	0	0	0
1514	0	0	20	1	1	0	0	0
1516	2000	2000	20	7	1	0	0	0
1518	0	0	20	9	1	0	0	0
1526	0	0	20	2	1	0	0	0
1529	0	0	20	9	1	0	0	0
1530	0	0	20	9	1	0	0	0
1531	0	0	20	11	1	0	0	0
1532	0	0	0	-2	1	0	0	0
1534	1700	2500	20	9	1	0	0	0
1535	1700	2500	20	9	1	0	0	0
1538	0	0	20	4	1	0	0	0
1548	2000	2000	20	9	1	0	0	0
1549	0	0	20	8	1	0	0	0
1559	0	0	20	-1	1	0	0	0
1560	0	0	20	-1	1	0	0	0
1561	0	0	20	9	1	0	0	0
1562	0	0	0	-2	1	0	0	0
1563	0	0	0	-2	1	0	0	0
1564	0	0	0	-1	1	0	0	0
1565	2000	2000	20	7	1	0	0	0
1566	2000	2000	20	9	1	0	0	0
1567	1500	3000	20	-3	1	0	0	0
1568	1500	1500	20	5	1	0	0	0
1569	0	0	20	6	1	0	0	0
1571	0	0	20	2	1	0	0	0
1572	0	0	20	2	1	0	0	0
1573	3000	3000	20	5	1	0	0	0
1574	0	0	20	2	1	0	0	0
1575	0	0	20	2	1	0	0	0
1576	0	0	20	2	1	0	0	0
1577	0	0	20	9	1	0	0	0
1578	0	0	20	9	1	0	0	0
1581	0	0	20	8	1	0	0	0
1582	0	0	20	8	1	0	0	0
1584	0	0	0	-2	1	0	0	463
1585	0	0	20	7	1	0	0	0
1590	0	0	0	-1	1	0	0	457
1592	0	0	0	-1	1	0	0	463
1593	0	0	0	-1	1	0	0	463
1594	0	0	0	-1	1	0	0	463
1595	0	0	0	-1	1	0	0	463
1596	0	0	0	-1	1	0	0	463
1597	0	0	0	-1	1	0	0	463
1598	0	0	0	-1	1	0	0	463
1599	0	0	0	-1	1	0	0	0
1600	0	0	0	-1	1	0	0	463
1601	0	0	0	-1	1	0	0	463
1602	0	0	0	-1	1	0	0	463
1603	0	0	0	-1	1	0	0	463
1604	0	0	0	-1	1	0	0	463
1605	0	0	0	-1	1	0	0	463
1606	0	0	0	-1	1	0	0	463
1607	0	0	0	-1	1	0	0	463
1609	1500	2500	20	8	0.88	80	0	0
1610	0	0	20	8	0.88	80	0	0
1612	0	0	20	6	1	0	0	0
1613	0	0	0	-4	1	0	0	0
1614	0	0	20	8	1	0	0	0
1617	0	0	20	10	1	0	0	0
1618	0	0	20	10	1	0	0	0
1619	0	0	20	10	1	0	0	0
1620	0	0	20	10	1	0	0	0
1621	0	0	20	10	1	0	0	0
1622	0	0	20	10	1	0	0	0
1623	0	0	20	10	1	0	0	0
1624	0	0	20	5	1	0	0	0
1625	0	0	20	10	1	0	0	0
1626	0	0	20	5	1	0	0	0
1627	0	0	20	10	1	0	0	0
1628	0	0	20	10	1	0	0	0
1629	0	0	20	10	0.88	80	0	0
1630	0	0	20	10	1	0	0	0
1631	0	0	20	10	1	0	0	0
1632	0	0	20	10	1	0	0	0
1634	0	0	20	7	0.35	80	0	0
1635	0	0	20	7	0.35	80	0	0
1636	0	0	20	9	1	0	0	0
1637	0	0	20	10	1	0	0	0
1638	0	0	20	9	1	0	0	0
1640	0	0	20	10	1	0	0	0
1641	0	0	20	10	1	0	0	0
1642	0	0	20	10	1	0	0	0
1643	0	0	0	1	1	0	0	0
1645	0	0	20	10	1	0	0	0
1646	0	0	20	10	1	0	0	0
1647	0	0	20	9	1	0	0	0
1648	0	0	20	10	1	0	0	0
1649	0	0	20	10	1	0	0	0
1650	0	0	20	10	1	0	0	0
1651	0	0	20	10	1	0	0	0
1652	0	0	20	2	1	0	0	0
1653	0	0	20	10	1	0	0	0
1654	0	0	20	10	1	0	0	0
1655	0	0	20	-1	1	0	0	0
1656	0	0	20	-1	1	0	0	0
1657	0	0	20	2	1	0	0	0
1659	0	0	20	8	1	0	0	0
1660	0	0	20	8	1	0	0	0
1661	0	0	20	9	1	0	0	0
1662	1500	2000	10	9	1	0	0	0
1663	0	0	20	4	1	0	0	0
1664	0	0	20	4	1	0	0	0
1665	0	0	20	4	1	0	0	0
1666	0	0	20	4	1	0	0	0
1667	0	0	20	9	1	0	0	0
1668	1250	1750	20	9	1	0	0	0
1669	0	0	20	9	0	0	0	0
1670	0	0	20	10	1	0	0	0
1671	0	0	20	8	1	0	0	0
1672	0	0	20	1	1	0	0	0
1673	0	0	20	9	1	0	0	0
1674	0	0	20	10	1	0	0	0
1675	0	0	20	10	1	0	0	0
1676	0	0	20	3	1	0	0	0
1677	0	0	20	3	1	0	0	0
1678	2000	2000	20	3	1	0	0	0
1680	0	0	20	10	1	0	0	0
1683	0	0	20	10	1	0	0	0
1684	0	0	20	10	1	0	0	0
1687	0	0	20	10	1	0	0	0
1688	0	0	20	10	1	0	0	0
1689	0	0	20	10	1	0	0	0
1707	0	0	20	10	1	0	0	0
1708	0	0	20	9	1	0	0	0
1709	0	0	20	10	1	0	0	0
1710	0	0	20	10	1	0	0	0
1711	0	0	20	10	1	0	0	0
1719	0	0	20	10	1	0	0	0
1720	1500	1500	20	10	1	0	0	0
1721	0	0	20	10	1	0	0	0
1725	0	0	20	10	1	0	0	0
1727	0	0	20	6	1	0	0	0
1728	0	0	20	10	1	0	0	0
1729	0	0	20	10	1	0	0	0
1730	0	0	20	10	1	0	0	0
1731	0	0	20	10	1	0	0	0
1732	0	0	20	10	1	0	0	0
1733	0	0	20	10	1	0	0	0
1734	4000	4000	20	9	1	0	0	0
1742	0	0	0	8	1	0	0	0
1743	0	0	20	10	1	0	0	0
1744	0	0	20	10	1	0	0	0
1745	0	0	20	10	1	0	0	0
1755	0	0	20	10	1	0	0	0
1774	0	0	20	10	1	0	0	0
1775	0	0	20	10	1	0	0	0
1776	0	0	20	10	1	0	0	0
1777	0	0	20	10	1	0	0	0
1778	0	0	20	10	1	0	0	0
1796	0	0	20	2	1	0	0	0
1839	0	0	20	-1	1	0	0	0
1840	0	0	20	-1	1	0	0	0
1848	0	0	20	10	1	0	0	0
1849	0	0	20	10	1	0	0	0
1852	0	0	20	5	1	0	0	0
1853	0	0	20	10	1	0	0	0
1854	1500	3000	20	10	1	0	0	0
1858	0	0	0	6	1	0	0	0
1859	0	0	20	8	1	0	0	0
1867	3000	3000	20	3	1	0	0	0
1872	0	0	20	1	1	0	0	0
1873	0	0	20	9	1	0	0	0
1874	1500	3000	20	3	1	0	0	0
1882	0	0	20	2	1	0	0	0
1883	0	0	20	2	1	0	0	0
1884	0	0	20	2	1	0	0	0
1886	-1000000	-1000000	20	3	1	0	0	0
1889	0	0	20	8	1	0	0	0
1892	1500	3000	20	5	1	0	0	0
1903	2000	2000	20	7	1	0	0	0
1904	0	0	20	10	1	0	0	0
1906	0	0	20	10	1	0	0	0
1907	0	0	20	10	1	0	0	0
1909	0	0	20	10	1	0	0	0
1916	0	0	20	10	1	0	0	0
1920	0	0	20	-1	1	0	0	0
