field0	field1	field2	field3	field4	field5	field6	field7
178	2152	0	0	0	0	0	15
179	2153	0	0	0	0	0	15
180	2156	0	0	0	0	0	15
181	2157	0	0	0	0	0	15
182	2158	0	0	0	0	0	15
183	2159	0	0	0	0	0	15
184	2160	0	0	0	0	0	15
185	2161	0	0	0	0	0	15
186	2162	0	0	0	0	0	15
187	2163	0	0	0	0	0	15
188	2164	0	0	0	0	0	15
189	2165	0	0	0	0	0	15
190	2166	0	0	0	0	0	15
191	2167	0	0	0	0	0	15
192	2168	0	0	0	0	0	15
193	2169	0	0	0	0	0	15
194	2329	0	0	0	0	0	15
195	2330	0	0	0	0	0	15
196	2331	0	0	0	0	0	15
197	2332	0	0	0	0	0	15
198	2333	0	0	0	0	0	15
199	2334	0	0	0	0	0	15
200	2335	0	0	0	0	0	15
201	2336	0	0	0	0	0	15
202	2337	0	0	0	0	0	15
203	2362	0	0	0	0	0	15
204	2366	0	0	0	0	0	31
205	2368	0	0	0	0	0	31
206	2369	0	0	0	0	0	15
207	2371	0	0	0	0	0	15
208	2385	0	0	0	0	0	15
209	2386	0	0	0	0	0	15
210	2387	0	0	0	0	0	15
211	2389	0	0	0	0	0	15
212	2392	0	0	0	0	0	15
213	2393	0	0	0	0	0	15
214	2394	0	0	0	0	0	15
215	2395	0	0	0	0	0	15
216	2396	0	0	0	0	0	15
217	2397	0	0	0	0	0	15
218	2399	0	0	0	0	0	15
219	2401	0	0	0	0	0	15
220	2402	0	0	0	0	0	15
221	2403	0	0	0	0	0	15
222	2406	0	0	0	0	0	15
223	2479	0	4096	0	0	0	0
224	2538	0	0	0	0	0	15
225	2539	0	0	0	0	0	15
226	2540	0	0	0	0	0	15
227	2541	0	0	0	0	0	15
228	2542	0	0	0	0	0	15
229	2543	0	0	0	0	0	15
230	2544	0	0	0	0	0	15
231	2545	0	0	0	0	0	15
232	2546	0	0	0	0	0	15
233	2547	0	0	0	0	0	15
234	2548	0	0	0	0	0	15
235	2549	0	0	0	0	0	15
236	2575	0	0	0	0	0	31
237	2576	0	0	0	0	0	31
238	2584	0	524288	0	0	0	0
242	2637	0	2	0	0	0	15
243	2639	0	262144	2	0	0	1
244	2641	0	0	0	0	0	15
245	2643	0	0	0	0	0	9
246	2645	0	0	0	0	0	15
248	2657	0	0	0	0	0	15
249	2658	0	0	0	0	0	15
250	2659	0	0	0	0	0	15
251	2660	0	0	0	0	0	15
252	2661	0	0	0	0	0	15
253	2662	0	0	0	0	0	15
254	2663	0	0	0	0	0	15
255	2664	0	0	0	0	0	15
256	2665	0	0	0	0	0	15
257	2666	0	0	0	0	0	15
258	2667	0	0	0	0	0	15
259	2668	0	0	0	0	0	15
260	2670	0	0	0	0	0	15
261	2671	0	0	0	0	0	15
262	2672	0	0	0	0	0	15
263	2673	0	0	0	0	0	15
264	2674	0	0	0	0	0	15
265	2675	0	0	0	0	0	15
266	2737	0	0	0	0	0	15
267	2738	0	0	0	0	0	15
268	2739	0	0	0	0	0	15
269	2740	0	0	0	0	0	15
270	2741	0	0	0	0	0	15
271	2742	0	0	0	0	0	15
272	2764	0	0	0	0	0	15
273	2782	0	0	0	0	0	8
274	2795	0	0	0	0	0	15
275	2823	0	0	0	0	0	15
276	2828	0	0	0	0	0	15
277	2829	0	0	0	0	0	15
278	2830	0	0	0	0	0	15
279	2831	0	0	0	0	0	15
280	2832	0	0	0	0	0	15
281	2833	0	0	0	0	0	15
282	2855	0	0	0	0	0	8
283	2881	0	0	0	0	0	15
284	2908	0	0	0	0	0	15
285	2912	0	0	0	0	0	15
286	2944	0	0	0	0	0	8
287	2948	0	0	0	0	0	14
288	2963	0	0	0	0	0	15
289	2964	0	0	0	0	0	15
290	2969	0	0	0	15420	0	0
291	3007	0	0	0	0	0	15
292	3011	0	0	0	0	0	15
293	3018	0	0	0	0	0	15
294	3026	0	0	0	0	0	1
295	3105	0	0	0	0	0	15
296	3108	0	0	0	0	0	15
297	3109	0	3	0	0	0	15
298	3110	0	0	0	0	0	15
299	3112	0	0	0	0	0	15
300	3113	0	0	0	0	0	15
301	3114	0	0	0	0	0	15
302	3115	0	0	0	0	0	15
303	3116	0	0	0	0	0	15
304	3117	0	0	0	0	0	15
305	3120	0	0	0	0	0	15
306	3121	0	0	0	0	0	15
307	3129	0	0	0	0	0	15
308	3132	0	0	0	0	0	4
310	3143	0	0	0	0	0	15
311	3146	0	0	0	0	0	15
312	3170	0	0	0	0	0	15
313	3171	0	0	0	0	0	15
314	3172	0	0	0	0	0	15
315	3173	0	0	0	0	0	15
316	3174	0	0	0	0	0	15
317	3175	0	0	0	0	0	15
318	3176	0	0	0	0	0	15
319	3177	0	0	0	0	0	15
320	3188	0	0	0	0	0	15
321	3204	0	0	0	0	0	13
322	3205	0	0	0	0	0	15
323	3206	0	0	0	0	0	15
324	3207	0	0	0	0	0	15
326	3230	0	0	0	0	0	15
327	3233	0	0	0	0	0	15
328	3237	0	0	0	0	0	7
329	3243	0	0	0	0	0	15
331	3260	0	0	0	0	0	15
332	3263	0	0	0	0	0	15
333	3264	0	0	0	0	0	15
334	3267	0	0	0	15374	0	27
335	3268	0	0	0	15374	0	27
336	3275	0	0	0	0	0	15
337	3276	0	0	0	0	0	15
338	3277	0	0	0	0	0	15
339	3278	0	0	0	0	0	15
340	3292	0	0	0	0	0	15
341	3293	0	0	0	0	0	15
342	3294	0	0	0	0	0	15
343	3295	0	0	0	0	0	15
344	3296	0	0	0	0	0	15
345	3297	0	0	0	0	0	15
346	3304	0	0	0	0	0	15
347	3307	0	0	0	0	0	15
348	3308	0	0	0	0	0	15
349	3319	0	0	0	0	0	15
350	3320	0	0	0	0	0	15
351	3321	0	0	0	0	0	15
352	3323	0	0	0	0	0	15
353	3324	0	0	0	0	0	15
354	3325	0	0	0	0	0	15
355	3326	0	0	0	0	0	15
356	3328	0	0	0	0	0	15
357	3330	0	0	0	0	0	15
358	3331	0	0	0	0	0	15
359	3332	0	0	0	0	0	15
360	3333	0	0	0	0	0	15
361	3334	0	0	0	0	0	15
362	3335	0	0	0	0	0	15
363	3336	0	0	0	0	0	15
364	3337	0	0	0	0	0	15
365	3355	0	4718594	0	0	0	0
367	3359	0	0	0	0	0	15
368	3361	0	0	0	0	0	15
370	3363	0	0	0	0	0	31
371	3365	0	0	0	0	0	31
372	3366	0	0	0	0	0	31
373	3368	0	0	0	0	0	15
374	3370	0	0	0	0	0	15
375	3371	0	0	0	0	0	15
376	3372	0	0	0	0	0	15
377	3373	0	0	0	0	0	15
378	3376	0	0	0	0	0	15
379	3377	0	0	0	0	0	15
380	3385	0	15364	0	0	0	0
381	3387	0	0	0	0	0	15
382	3396	0	0	0	0	0	15
383	3397	0	0	0	0	0	15
384	3398	0	0	0	0	0	15
385	3399	0	0	0	0	0	15
386	3400	0	0	0	0	0	15
387	3407	0	0	0	0	0	31
388	3408	0	0	0	0	0	15
391	3443	0	0	0	0	0	15
392	3447	0	0	0	0	0	15
393	3448	0	0	0	0	0	15
394	3449	0	0	0	0	0	15
395	3450	0	0	0	0	0	15
396	3451	0	0	0	0	0	15
397	3452	0	0	0	0	0	15
398	3453	0	0	0	0	0	15
399	3454	0	0	0	0	0	15
400	3477	0	0	0	0	0	15
401	3485	0	0	0	0	0	15
402	3488	0	0	0	0	0	15
403	3491	0	0	0	0	0	15
404	3492	0	0	0	0	0	15
405	3493	0	0	0	0	0	15
406	3494	0	0	0	0	0	15
407	3495	0	0	0	0	0	15
408	3496	0	0	0	0	0	15
409	3497	0	0	0	0	0	15
410	3498	0	0	0	0	0	15
411	3499	0	0	0	0	0	15
412	3500	0	0	0	0	0	15
413	3501	0	0	0	0	0	15
414	3502	0	0	0	0	0	15
415	3503	0	0	0	0	0	15
416	3504	0	0	0	0	0	15
417	3505	0	0	0	0	0	15
418	3506	0	0	0	0	0	15
419	3507	0	0	0	0	0	15
420	3508	0	0	0	0	0	15
421	3511	0	0	0	0	0	15
422	3513	0	0	0	0	0	15
423	3515	0	0	0	0	0	15
424	3527	0	0	0	0	0	15
425	3537	0	0	0	0	0	15
426	3547	0	0	0	0	0	15
427	3552	0	0	0	0	0	15
428	3561	0	0	0	0	0	15
429	3562	0	0	0	0	0	15
430	3563	0	0	0	0	0	15
431	3564	0	0	0	0	0	31
432	3565	0	0	0	0	0	15
433	3566	0	0	0	0	0	15
434	3567	0	0	0	0	0	15
435	3569	0	0	0	0	0	15
436	3570	0	0	0	0	0	31
438	3584	0	0	0	0	0	31
439	3586	0	0	0	0	0	31
440	3594	0	0	0	0	0	15
441	3595	0	0	0	0	0	15
442	3602	0	0	0	0	0	13
443	3605	0	0	0	0	0	13
444	3611	0	0	0	0	0	9
445	3635	0	0	0	0	0	15
447	3648	0	15367	0	0	0	0
448	3651	0	0	0	0	0	15
449	3652	0	0	0	0	0	13
450	3655	0	0	0	0	0	13
451	3657	0	0	0	0	0	13
452	3658	0	0	0	0	0	13
453	3670	0	0	0	0	0	31
454	3678	0	0	0	0	0	31
455	3680	0	80899	0	0	0	13
456	3714	0	3	0	0	0	0
457	3753	0	0	0	0	0	15
458	3755	0	0	0	0	0	15
459	3756	0	0	0	0	0	15
460	3757	0	0	0	0	0	15
461	3758	0	0	0	0	0	15
462	3759	0	0	0	0	0	15
463	3760	0	0	0	0	0	15
464	3761	0	0	0	0	0	15
465	3762	0	0	0	0	0	15
466	3763	0	0	0	0	0	15
467	3764	0	0	0	0	0	15
468	3765	0	0	0	0	0	15
469	3766	0	0	0	0	0	15
470	3767	0	0	0	0	0	15
471	3768	0	0	0	0	0	15
472	3769	0	0	0	0	0	15
473	3770	0	0	0	0	0	15
474	3771	0	0	0	0	0	15
475	3772	0	0	0	0	0	15
476	3773	0	0	0	0	0	15
477	3774	0	0	0	0	0	15
478	3775	0	0	0	0	0	15
479	3776	0	0	0	0	0	15
480	3777	0	0	0	0	0	15
481	3778	0	0	0	0	0	15
482	3779	0	0	0	0	0	15
483	3780	0	0	0	0	0	15
484	3813	0	0	0	0	0	15
486	3816	0	0	0	0	0	15
487	3817	0	0	0	0	0	15
488	3818	0	0	0	0	0	15
489	3839	0	0	0	0	0	15
490	3840	0	0	0	0	0	15
491	3841	0	0	0	0	0	15
492	3842	0	0	0	0	0	15
493	3843	0	0	0	0	0	15
494	3844	0	0	0	0	0	15
495	3845	0	0	0	0	0	15
496	3847	0	0	0	0	0	15
497	3848	0	0	0	0	0	15
498	3849	0	0	0	0	0	15
499	3850	0	0	0	0	0	15
500	3851	0	0	0	0	0	15
501	3852	0	0	0	0	0	15
502	3854	0	0	0	0	0	15
503	3855	0	0	0	0	0	15
504	3856	0	0	0	0	0	15
505	3857	0	0	0	0	0	15
506	3858	0	0	0	0	0	15
507	3859	0	0	0	0	0	15
508	3860	0	0	0	0	0	15
509	3861	0	0	0	0	0	15
510	3862	0	0	0	0	0	15
511	3863	0	0	0	0	0	15
512	3864	0	0	0	0	0	15
513	3865	0	0	0	0	0	15
514	3866	0	0	0	0	0	15
515	3868	0	0	0	0	0	15
516	3869	0	0	0	0	0	15
517	3870	0	0	0	0	0	15
518	3871	0	0	0	0	0	15
519	3872	0	0	0	0	0	15
520	3873	0	0	0	0	0	15
521	3914	0	0	0	0	0	15
522	3915	0	0	0	0	0	15
523	3918	0	0	0	0	0	15
524	3919	0	0	0	0	0	15
525	3920	0	0	0	0	0	15
526	3921	0	8	0	8	0	0
527	3922	0	0	0	0	0	15
528	3923	0	0	0	0	0	15
529	3924	0	0	0	0	0	15
530	3925	0	0	0	0	0	15
531	3926	0	0	0	0	0	15
532	3928	0	0	0	0	0	15
533	3929	0	0	0	0	0	15
534	3930	0	0	0	0	0	15
535	3931	0	0	0	0	0	15
536	3932	0	0	0	0	0	15
537	3933	0	0	0	0	0	15
538	3934	0	0	0	0	0	15
539	3936	0	0	0	0	0	15
540	3937	0	0	0	0	0	15
541	3938	0	0	0	0	0	15
542	3939	0	0	0	0	0	15
543	3940	0	0	0	0	0	15
544	3941	0	0	0	0	0	15
545	3942	0	0	0	0	0	15
546	3944	0	0	0	0	0	15
547	3945	0	0	0	0	0	15
548	3946	0	0	0	0	0	15
549	3947	0	0	0	0	0	15
550	3949	0	0	0	0	0	15
551	3950	0	0	0	0	0	15
552	3952	0	0	0	0	0	15
553	3953	0	0	0	0	0	15
554	3954	0	0	0	0	0	15
555	3955	0	0	0	0	0	15
556	3956	0	0	0	0	0	15
557	3957	0	0	0	0	0	15
558	3958	0	0	0	0	0	15
559	3959	0	0	0	0	0	15
560	3960	0	0	0	0	0	15
561	3961	0	0	0	0	0	15
562	3962	0	0	0	0	0	15
563	3963	0	0	0	0	0	15
564	3965	0	0	0	0	0	15
565	3966	0	0	0	0	0	15
566	3967	0	0	0	0	0	15
567	3968	0	0	0	0	0	15
568	3969	0	0	0	0	0	15
569	3971	0	0	0	0	0	15
570	3972	0	0	0	0	0	15
571	3973	0	0	0	0	0	15
572	3974	0	0	0	0	0	15
573	3975	0	0	0	0	0	15
574	3976	0	0	0	0	0	15
575	3977	0	0	0	0	0	15
576	3978	0	0	0	0	0	15
577	3979	0	0	0	0	0	15
578	4011	0	0	0	0	0	15
579	4042	0	0	0	0	0	8
580	4056	0	0	0	0	0	15
581	4064	0	2	0	0	0	5
582	4065	0	2	0	0	0	5
583	4066	0	2	0	0	0	5
584	4067	0	2	0	0	0	5
585	4068	0	2	0	0	0	0
586	4069	0	2	0	0	0	5
587	4075	0	0	0	0	0	15
588	4079	0	80898	0	0	0	13
589	4094	0	0	0	0	0	15
590	4096	0	0	0	0	0	15
591	4097	0	0	0	0	0	15
592	4141	0	15373	0	0	0	15
593	4164	0	0	0	0	0	15
594	4165	0	0	0	0	0	15
595	4209	0	0	0	0	0	13
596	4221	0	0	0	0	0	13
597	4239	0	0	0	0	0	31
598	4294	0	524288	0	0	0	0
599	4320	0	0	0	0	0	31
600	4338	0	0	0	0	0	1
601	4508	0	0	0	0	0	15
602	4511	0	4096	0	0	0	0
603	4520	0	0	0	0	0	13
604	4526	0	0	0	0	0	15
605	4629	0	0	0	0	0	15
606	4932	0	0	0	15420	0	0
607	4942	0	0	0	0	0	15
608	4945	0	0	0	0	0	15
609	4950	0	0	0	0	0	13
610	4961	0	0	0	0	0	13
611	4970	0	0	0	8	0	0
612	4971	0	0	0	0	0	13
615	4976	0	0	0	0	0	15
618	4979	0	0	0	0	0	15
619	4980	0	0	0	0	0	15
620	4981	0	15373	0	0	0	15
621	4982	0	0	0	0	0	31
622	5004	0	262144	2	0	0	1
623	5005	0	262144	2	0	0	1
624	5006	0	262144	2	0	0	1
625	5007	0	262144	2	0	0	1
626	5010	0	15372	0	15420	0	0
627	5019	0	0	0	175116	0	15
628	5020	0	0	0	0	0	8
629	5021	0	0	0	0	0	8
630	5099	0	0	0	0	0	31
631	5101	0	2	0	0	0	0
632	5106	0	2	0	0	0	31
633	5107	0	0	0	0	0	31
634	5108	0	0	0	0	0	15
635	5110	0	0	0	0	0	13
636	5118	0	131072	0	0	0	0
638	5138	0	0	0	31756	0	15
639	5140	0	8	0	0	0	31
640	5143	0	0	0	31756	0	13
641	5159	0	0	0	0	0	15
642	5166	0	8	0	0	0	31
643	5169	0	15367	0	0	0	0
644	5174	0	0	0	0	0	13
645	5176	0	0	0	0	0	15
646	5185	0	0	0	0	0	15
647	5206	0	0	0	0	0	31
649	5213	0	0	0	0	0	15
650	5215	0	134233092	0	0	0	0
651	5219	0	0	0	0	0	15
652	5244	0	0	0	0	0	15
653	5246	0	138936320	0	0	0	0
654	5252	0	0	0	0	0	15
655	5256	0	0	0	15420	0	0
656	5259	0	0	0	0	0	5
658	5264	0	15367	0	0	0	0
659	5265	0	15367	0	0	0	0
660	5266	0	15367	0	0	0	0
661	5267	0	15367	0	0	0	0
662	5268	0	15367	0	0	0	0
663	5276	0	0	0	0	0	15
666	5321	0	0	0	0	0	9
667	5322	0	0	0	0	0	9
668	5323	0	0	0	0	0	9
669	5324	0	0	0	0	0	9
670	5325	0	0	0	0	0	9
671	5384	0	15420	0	0	0	15
672	5401	0	0	0	0	0	9
673	5403	0	2	0	0	0	13
674	5424	0	0	0	15420	0	0
675	5484	0	0	0	0	0	15
676	5504	0	0	0	0	0	15
677	5505	0	0	0	0	0	15
678	5506	0	0	0	0	0	15
679	5512	0	0	0	0	0	31
680	5514	0	0	0	0	0	31
681	5545	0	524288	0	0	0	0
683	5570	0	0	0	0	0	8
684	5605	0	0	0	0	0	13
685	5666	0	0	0	0	0	15
686	5676	0	0	0	0	0	15
687	5697	0	0	0	0	0	8
688	5740	0	0	0	31756	0	15
689	5761	0	0	0	0	0	15
690	5781	0	0	0	0	0	15
692	5784	0	0	0	0	0	15
693	5809	0	128	0	0	0	15
694	5858	0	8	0	0	0	0
695	5862	0	0	0	0	0	9
696	5884	0	0	0	0	0	15
697	5909	0	0	0	0	0	8
699	6084	0	0	0	0	0	15
701	6117	0	0	0	0	0	15
702	6127	0	0	0	0	0	15
703	6129	0	0	0	0	0	15
704	6139	0	0	0	0	0	8
706	6196	0	0	0	31804	0	15
707	6197	0	0	0	31804	0	0
708	6201	0	0	0	0	0	47
709	6229	0	0	0	0	0	8
710	6233	0	0	0	0	0	15
711	6234	0	0	0	0	0	31
712	6246	0	0	0	0	0	15
713	6247	0	0	0	0	0	31
714	6249	0	0	0	0	0	31
715	6250	0	0	0	0	0	15
716	6252	0	0	0	0	0	15
718	6255	0	0	0	0	0	9
720	6270	0	8	0	0	0	0
722	6278	0	0	0	0	0	15
723	6296	0	0	0	0	0	15
724	6298	0	15367	0	0	0	15
725	6305	0	0	0	0	0	15
726	6306	0	0	0	0	0	15
727	6346	0	0	0	0	0	8
728	6353	0	0	0	0	0	15
729	6358	0	2	0	31804	0	15
730	6366	0	0	0	0	0	15
731	6405	0	3	0	0	0	1
733	6410	0	262144	2	0	0	1
734	6412	0	0	0	0	0	15
735	6413	0	0	0	0	0	15
736	6414	0	0	0	0	0	15
737	6415	0	0	0	0	0	15
738	6416	0	0	0	0	0	15
739	6417	0	0	0	0	0	15
740	6418	0	0	0	0	0	15
741	6419	0	0	0	0	0	15
742	6458	0	0	0	0	0	15
744	6477	0	0	0	0	0	31
745	6478	0	0	0	0	0	31
746	6487	0	0	0	0	0	15
747	6490	0	0	0	0	0	13
748	6499	0	0	0	0	0	15
749	6500	0	0	0	0	0	15
750	6501	0	0	0	0	0	15
751	6512	0	0	0	0	0	8
752	6513	0	0	0	0	0	8
753	6517	0	0	0	0	0	15
754	6518	0	0	0	0	0	15
755	6521	0	0	0	0	0	15
756	6527	0	0	0	0	0	31
757	6529	0	0	0	0	0	31
758	6530	0	0	0	0	0	15
759	6535	0	0	0	0	0	31
760	6538	0	15366	0	0	0	0
761	6605	0	0	0	0	0	8
762	6606	0	262154	0	0	0	0
763	6609	0	0	0	0	0	15
764	6610	0	0	0	0	0	15
765	6611	0	0	0	0	0	15
766	6617	0	0	0	0	0	15
767	6618	0	0	0	0	0	15
768	6620	0	0	0	0	0	15
769	6624	0	0	0	0	0	15
770	6626	0	0	0	0	0	15
771	6627	0	0	0	0	0	15
772	6630	0	0	0	0	0	15
773	6634	0	4099	0	0	0	0
774	6648	0	0	0	0	0	31
775	6653	0	0	0	0	0	31
776	6654	0	0	0	0	0	31
777	6656	0	0	0	0	0	15
778	6658	0	0	0	0	0	31
779	6660	0	0	0	0	0	13
780	6661	0	0	0	0	0	15
781	6671	0	0	0	0	0	15
782	6686	0	0	0	0	0	15
783	6688	0	0	0	0	0	15
784	6690	0	0	0	0	0	15
785	6692	0	0	0	0	0	15
786	6693	0	0	0	0	0	15
787	6695	0	0	0	0	0	15
788	6702	0	0	0	0	0	15
789	6703	0	0	0	0	0	15
790	6704	0	0	0	0	0	15
791	6705	0	0	0	0	0	15
792	6711	0	3	0	0	0	0
793	6717	0	0	0	0	0	15
794	6725	0	0	0	0	0	15
795	6726	0	0	0	0	0	9
798	6770	0	4718594	0	0	0	0
799	6777	0	0	0	0	0	31
800	6789	0	0	0	0	0	8
801	6802	0	0	0	0	0	31
802	6803	0	0	0	0	0	15
803	6805	0	0	0	0	0	31
804	6814	0	0	0	0	0	15
805	6894	0	2	0	0	0	15
806	6896	0	0	0	0	0	31
807	6897	0	0	0	0	0	31
808	6898	0	0	0	0	0	31
809	6899	0	0	0	0	0	31
810	6900	0	0	0	0	0	15
811	6905	0	0	0	0	0	15
814	6917	0	0	0	0	0	15
817	6949	0	0	0	0	0	15
819	6951	0	0	0	0	0	31
820	6957	0	0	0	0	0	13
821	6960	0	0	0	0	0	9
822	6965	0	0	0	31756	0	15
823	6974	0	0	0	0	0	31
824	6979	0	0	0	0	0	15
825	6980	0	0	0	0	0	15
827	6984	0	0	0	0	0	15
828	7023	0	0	0	0	0	31
829	7033	0	0	0	15420	0	15
833	7077	0	0	0	0	0	15
834	7079	0	0	0	0	0	15
836	7101	0	0	0	0	0	15
838	7104	0	15367	0	0	0	0
839	7105	0	0	0	0	0	13
840	7106	0	0	0	0	0	15
841	7107	0	0	0	0	0	15
845	7126	0	0	0	0	0	15
847	7133	0	0	0	0	0	15
848	7135	0	0	0	0	0	15
849	7136	0	0	0	0	0	9
850	7144	0	0	0	0	0	15
851	7147	0	0	0	0	0	15
852	7149	0	0	0	0	0	15
853	7151	0	0	0	0	0	15
854	7153	0	0	0	0	0	15
855	7156	0	0	0	0	0	15
856	7162	0	0	0	0	0	15
857	7179	0	0	0	0	0	15
858	7181	0	0	0	0	0	15
859	7183	0	0	0	0	0	15
860	7213	0	0	0	0	0	15
861	7216	0	0	0	0	0	15
862	7218	0	0	0	0	0	15
863	7220	0	0	0	0	0	15
864	7221	0	0	0	0	0	15
865	7222	0	0	0	0	0	15
866	7223	0	0	0	0	0	15
867	7224	0	0	0	0	0	15
868	7255	0	0	0	0	0	15
869	7256	0	0	0	0	0	15
870	7257	0	0	0	0	0	15
871	7258	0	0	0	0	0	15
872	7259	0	0	0	0	0	15
873	7268	0	0	0	0	0	8
874	7273	0	0	0	0	0	8
875	7277	0	0	0	0	0	15
876	7278	0	0	0	0	0	9
877	7279	0	0	0	0	0	15
878	7285	0	0	0	0	0	31
