field0	field1	field2	field3	field4
284	54	196	6	0
285	54	41	1	0
286	54	154	2	0
287	54	155	3	0
288	54	197	24	0
289	54	198	25	0
290	54	199	26	0
291	54	200	19	0
292	54	201	20	0
293	54	202	22	0
294	54	203	23	0
296	55	41	1	0
297	55	155	2	0
299	55	205	3	0
300	44	206	40	0
301	54	207	27	0
302	54	208	28	0
303	54	209	7	0
304	54	210	33	0
305	54	211	34	0
306	54	212	35	0
307	54	213	36	0
308	54	214	37	0
309	54	215	42	0
310	54	216	50	0
311	54	217	43	0
312	44	218	16	0
314	44	219	17	0
315	44	220	42	0
323	44	221	30	0
324	44	222	31	0
325	44	223	32	0
327	44	225	33	0
328	44	226	34	0
332	44	228	26	0
333	44	229	27	0
334	44	230	28	0
335	44	231	29	0
336	44	232	20	0
337	44	233	5	0
338	44	234	18	0
339	44	235	19	0
341	44	237	25	0
342	44	238	21	0
343	44	239	22	0
344	44	240	23	0
345	44	241	24	0
347	9	16	1	0
348	54	242	29	0
349	54	243	30	0
350	54	244	8	0
351	54	245	44	0
352	57	246	1	0
353	58	247	1	0
354	54	248	45	0
355	54	249	46	0
356	59	250	2	0
357	59	251	1	0
358	60	41	1	0
359	60	155	2	0
360	60	154	3	0
361	60	252	4	0
362	59	253	3	0
363	44	254	7	0
364	59	255	4	0
365	59	256	5	0
366	60	257	5	0
367	44	258	43	0
368	44	259	44	0
369	61	0	1	0
373	61	276	1	0
374	54	281	5	0
375	54	282	18	0
386	54	283	4	0
388	54	285	11	0
390	54	236	21	0
391	54	287	14	0
392	54	288	15	0
393	54	289	16	0
394	54	290	17	0
396	63	41	1	0
397	63	154	2	0
398	63	292	4	0
399	63	155	3	0
401	54	293	31	0
402	54	294	32	0
403	54	295	38	0
404	54	296	39	0
406	54	297	40	0
407	54	298	41	0
408	54	299	47	0
409	54	300	9	0
410	54	301	48	0
411	54	302	49	0
412	54	303	10	0
413	54	304	51	0
414	54	305	52	0
415	54	306	53	0
416	63	307	5	0
417	63	308	6	0
418	54	284	12	0
419	54	286	13	0
420	63	309	7	0
421	63	310	8	0
422	64	41	1	0
423	64	155	2	0
424	64	311	3	0
425	63	312	9	0
426	63	313	16	0
427	63	314	17	0
428	63	315	10	0
429	63	316	11	0
430	63	317	15	0
431	63	318	12	0
432	63	319	13	0
433	63	320	14	0
443	66	330	1	0
444	66	331	2	0
445	66	332	3	0
446	66	333	16	0
447	66	334	4	0
448	66	335	5	0
449	66	336	6	0
450	66	337	7	0
451	66	338	8	0
454	66	341	17	0
455	66	342	18	0
456	66	343	21	0
469	66	345	19	0
470	67	41	1	0
471	67	155	2	0
472	67	154	3	0
473	67	346	5	0
474	67	283	4	0
475	67	287	12	0
476	67	288	13	0
477	67	289	14	0
478	67	285	15	0
479	67	284	16	0
480	67	286	17	0
481	67	347	11	0
482	67	348	42	0
483	67	349	6	0
484	67	350	18	0
485	67	351	19	0
486	67	352	20	0
487	67	353	21	0
488	67	354	22	0
489	67	355	23	0
490	67	356	24	0
491	67	357	25	0
492	67	358	26	0
493	67	359	7	0
494	67	360	27	0
495	67	361	28	0
496	67	362	29	0
497	67	363	8	0
498	67	364	30	0
499	67	365	31	0
500	67	366	32	0
501	67	367	33	0
502	67	368	9	0
503	67	369	34	0
504	67	370	35	0
505	67	371	36	0
506	67	372	10	0
507	67	373	37	0
508	67	374	38	0
509	67	375	39	0
510	68	41	1	0
511	68	67	2	0
512	68	69	3	0
513	68	68	4	0
514	26	376	2	0
515	26	377	3	0
516	26	378	4	0
517	44	379	11	0
518	44	380	12	0
519	44	381	13	0
520	44	382	14	0
521	44	383	15	0
522	67	384	40	0
523	67	385	41	0
524	69	41	1	0
528	69	386	2	0
529	69	387	3	0
530	69	388	4	0
531	66	389	12	0
532	66	390	13	0
533	66	391	14	0
545	66	414	20	0
559	66	426	9	0
560	66	427	15	0
777	66	535	11	0
779	147	41	1	0
780	147	155	2	0
781	147	154	3	0
782	147	538	4	0
783	147	539	5	0
784	147	540	6	0
785	147	541	7	0
786	148	251	1	0
787	148	250	2	0
792	148	543	4	0
793	148	544	5	0
794	148	548	6	0
795	148	542	3	0
796	148	550	7	0
804	154	556	2	0
805	155	557	2	0
806	155	558	3	0
807	155	560	4	0
808	155	562	9	0
809	155	563	10	0
810	155	564	11	0
811	155	565	12	0
812	155	566	13	0
813	155	567	14	0
814	155	568	6	0
815	155	570	20	0
816	155	571	15	0
817	155	572	16	0
818	155	573	17	0
819	155	574	5	0
820	155	576	18	0
821	155	577	22	0
822	155	578	23	0
823	155	579	24	0
824	155	580	25	0
825	154	581	4	0
826	5	582	11	0
827	154	583	5	0
828	154	584	6	0
829	154	585	7	0
830	154	586	8	0
831	154	587	9	0
832	156	41	1	0
833	156	154	2	0
834	156	155	3	0
835	154	0	1	156
836	154	588	3	0
837	154	589	10	0
838	154	590	11	0
840	155	0	21	157
841	157	35	1	0
842	157	592	3	0
843	157	593	4	0
844	155	595	19	0
845	157	596	5	0
846	157	597	6	0
847	155	598	8	0
848	155	600	7	0
849	157	601	9	0
850	157	602	7	0
851	154	603	12	0
852	154	604	13	0
853	154	605	15	0
854	154	606	14	0
855	154	607	16	0
856	154	608	17	0
857	154	609	18	0
858	154	610	19	0
859	5	611	13	0
860	155	613	1	0
861	9	8	2	0
864	157	620	11	0
867	157	621	10	0
868	157	622	8	0
869	157	623	2	0
870	157	624	15	0
871	157	625	19	0
872	157	626	20	0
873	157	627	22	0
874	157	628	18	0
876	157	630	23	0
877	157	632	12	0
878	157	633	25	0
879	157	635	27	0
880	157	636	24	0
881	157	637	26	0
882	157	638	28	0
883	157	639	17	0
884	157	640	16	0
885	157	641	13	0
886	157	642	14	0
887	157	644	21	0
888	159	645	1	0
889	157	646	29	0
890	66	647	10	0
