field0	field1	field2	field3	field4
539	240	437	10	0
540	240	347	15	1
541	240	439	20	2
542	242	429	1	0
543	242	440	3	1
544	242	364	5	2
545	242	441	10	0
546	242	442	15	1
547	242	444	20	2
548	114	445	1	0
549	114	448	3	1
550	114	450	5	2
551	114	447	10	0
552	114	449	15	1
553	114	451	20	2
554	213	452	1	0
555	213	453	3	1
556	213	456	5	2
557	213	455	10	0
558	213	457	15	1
559	213	459	20	2
560	342	114	1	0
561	342	113	3	1
562	342	460	5	2
563	342	461	10	0
564	342	463	15	1
565	342	465	20	2
566	292	114	1	0
567	292	466	3	1
568	292	467	5	2
569	292	421	10	0
570	292	323	15	1
571	292	273	20	2
572	93	113	1	0
573	93	256	3	1
574	93	471	5	2
575	93	468	10	0
576	93	172	15	1
577	93	472	20	2
578	157	228	1	0
579	157	474	3	1
580	157	444	5	2
581	157	473	10	0
582	157	475	10	0
583	157	476	3	1
584	117	477	1	0
585	117	206	3	1
586	117	120	5	2
587	117	478	10	0
588	117	479	15	1
589	117	481	20	2
590	308	119	1	0
591	308	482	3	1
592	308	466	5	2
593	308	323	10	0
594	308	483	15	1
595	308	444	20	2
596	136	484	1	0
597	136	486	3	1
598	136	360	5	2
599	136	489	10	0
600	136	488	15	1
601	136	490	20	2
602	229	484	1	0
603	229	486	3	1
604	229	360	5	2
605	229	489	10	0
606	229	488	15	1
607	229	490	20	2
680	43	429	1	0
681	43	357	3	1
682	43	364	5	2
683	43	441	10	0
684	43	492	15	1
685	43	314	20	2
706	459	429	1	0
707	459	110	3	1
708	459	357	5	2
709	491	429	1	0
710	491	453	3	1
711	491	364	5	2
712	378	202	1	0
713	378	364	3	1
715	374	493	1	0
716	374	495	3	1
717	374	163	5	2
718	374	253	10	0
719	374	497	15	1
720	374	298	20	2
734	379	119	1	0
735	379	162	3	1
736	379	167	5	2
742	419	118	1	0
743	419	228	3	1
744	419	230	5	2
747	447	493	1	0
748	447	254	3	1
749	447	376	5	2
752	412	378	1	0
753	412	380	3	1
754	412	339	5	2
761	393	119	1	0
762	393	155	3	1
763	393	193	5	2
764	442	119	1	0
765	442	155	3	1
766	442	193	5	2
771	441	202	1	0
772	441	367	3	1
773	441	364	5	2
774	404	110	1	0
775	404	117	3	1
776	404	159	5	2
779	387	110	1	0
780	387	155	3	1
781	387	156	5	2
782	420	118	1	0
783	420	228	3	1
784	420	232	5	2
787	454	110	1	0
788	454	119	3	1
789	454	117	5	2
790	424	155	1	0
791	424	119	3	1
792	424	193	5	2
796	626	110	1	0
797	626	357	3	1
798	626	383	5	2
799	417	119	1	0
800	417	110	3	1
801	417	117	5	2
802	385	202	1	0
803	385	165	3	1
804	385	188	5	2
805	386	367	1	0
806	386	165	3	1
807	386	159	5	2
808	401	429	1	0
809	401	118	3	1
810	401	249	5	2
811	461	202	1	0
812	461	371	3	1
813	461	383	5	2
814	450	202	1	0
815	450	371	3	1
816	450	383	5	2
817	627	117	1	0
818	627	162	3	1
819	627	110	5	2
820	390	493	1	0
821	390	254	3	1
822	390	376	5	2
823	628	499	1	0
824	628	493	3	1
825	628	214	5	2
826	378	367	5	2
827	391	202	1	0
828	391	367	3	1
829	391	364	5	2
830	392	119	1	0
831	392	110	3	1
832	392	117	5	2
833	394	493	1	0
834	394	495	3	1
835	394	165	5	2
842	75	110	1	0
843	75	158	3	1
844	75	156	5	2
845	75	152	10	0
846	75	155	15	1
847	75	159	20	2
848	142	429	1	0
849	142	179	3	1
850	142	184	5	2
851	142	501	10	0
852	142	492	15	1
853	142	503	20	2
854	138	420	1	0
855	138	506	3	1
856	138	507	5	2
857	138	504	10	0
858	138	162	15	1
859	138	508	20	2
860	72	119	1	0
861	72	312	3	1
862	72	159	5	2
863	72	360	10	0
864	72	162	15	1
865	72	163	20	2
866	629	356	1	0
867	629	509	3	1
868	629	511	5	2
869	629	123	10	0
870	629	310	15	1
871	629	513	20	2
872	68	112	1	0
873	68	515	3	1
874	68	517	5	2
875	68	184	10	0
876	68	514	15	1
877	68	518	20	2
878	55	119	1	0
879	55	283	3	1
880	55	163	5	2
881	55	193	10	0
882	55	155	15	1
883	55	519	20	2
884	630	112	1	0
885	630	504	3	1
886	630	521	5	2
887	630	256	10	0
888	630	170	15	1
889	630	522	20	2
890	396	378	1	0
891	396	380	3	1
892	396	339	5	2
893	399	110	1	0
894	399	155	3	1
895	399	156	5	2
896	403	112	1	0
897	403	188	3	1
898	403	524	5	2
899	421	420	1	0
900	421	162	3	1
901	421	506	5	2
902	405	110	1	0
903	405	155	3	1
904	405	156	5	2
905	407	378	1	0
906	407	380	3	1
907	407	339	5	2
908	408	429	1	0
909	408	115	3	1
910	408	424	5	2
911	410	110	1	0
912	410	117	3	1
913	410	159	5	2
914	425	110	1	0
915	425	156	3	1
916	425	155	5	2
917	502	118	1	0
918	502	228	3	1
919	502	230	5	2
920	487	119	1	0
921	487	162	3	1
922	487	167	5	2
923	471	112	1	0
924	471	455	3	1
925	471	459	5	2
926	472	119	1	0
927	472	389	3	1
928	472	116	5	2
929	510	119	1	0
930	510	282	3	1
931	510	455	5	2
932	510	159	10	0
933	631	525	1	0
934	631	155	3	1
935	631	156	5	2
936	632	429	1	0
937	632	115	3	1
938	632	424	5	2
939	397	119	1	0
940	397	527	3	1
941	397	110	5	2
942	633	119	1	0
943	633	527	3	1
944	633	110	5	2
945	634	378	1	0
946	634	380	3	1
947	634	339	5	2
948	635	110	1	0
949	635	155	3	1
950	635	156	5	2
951	637	378	1	0
952	637	380	3	1
953	637	339	5	2
954	638	119	1	0
955	638	155	3	1
956	638	489	5	2
957	639	367	1	0
958	639	165	3	1
959	639	159	5	2
960	441	206	10	0
961	640	202	1	0
962	640	367	3	1
963	640	364	5	2
964	640	206	10	0
965	641	202	1	0
966	641	364	3	1
967	641	206	5	2
968	644	110	1	0
969	644	117	3	1
970	644	159	5	2
971	525	112	1	0
972	525	420	3	1
973	525	170	5	2
974	645	112	1	0
975	645	420	3	1
976	645	170	5	2
977	646	112	1	0
978	646	420	3	1
979	646	170	5	2
980	536	112	1	0
981	536	528	3	1
982	536	529	5	2
983	647	119	1	0
984	647	162	3	1
985	647	167	5	2
986	648	118	1	0
987	648	228	3	1
988	648	232	5	2
989	649	118	1	0
990	649	228	3	1
991	649	212	5	2
992	2	504	3	1
993	462	184	2	0
994	462	188	3	2
995	462	112	4	1
1008	666	110	1	0
1009	666	412	3	1
1010	666	159	5	2
1011	666	429	10	0
1012	666	345	15	1
1013	666	376	20	2
