field0	field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	
14386	61	0	2507	75	0	0	0	0	4	1519	"The Canals"	0	0	675
14387	61	0	2508	75	0	90	232	0	4	5150	"Dwarven District"	0	0	675
14388	61	0	2509	75	0	90	232	0	4	5150	"Dwarven District"	0	0	675
14389	61	0	2510	75	0	90	232	0	4	5150	"Dwarven District"	0	0	675
14390	61	0	2511	0	0	170	156	0	0	5149	"Old Town"	0	0	675
14391	61	0	2512	75	0	0	0	0	0	1519	"Cut-Throat Alley"	0	0	675
14392	61	0	2513	75	0	0	0	0	4	5148	"Trade District"	0	0	675
14393	61	0	2514	75	0	0	0	0	4	5148	"Trade District"	0	0	675
14394	61	0	2515	75	0	0	0	0	4	5148	"Trade District"	0	0	675
14395	61	0	2516	75	0	0	0	0	4	5148	"Trade District"	0	0	675
14396	61	0	2517	75	0	0	0	0	4	5148	"Trade District"	0	0	675
14397	61	0	2518	75	0	0	0	0	4	5148	"Trade District"	0	0	675
14398	61	0	2519	75	0	0	0	0	4	5148	"Trade District"	0	0	675
14399	61	0	2520	75	0	0	0	0	4	1519	"The Canals"	0	0	675
14401	61	0	2522	75	0	0	0	0	4	1519	"The Canals"	0	0	675
14402	61	0	2523	75	0	0	0	0	4	1519	"The Canals"	0	0	675
14403	61	0	2524	75	0	0	0	0	4	1519	"The Canals"	0	0	675
14404	61	0	2525	75	0	0	0	0	4	1519	"The Canals"	0	0	675
14405	61	0	2526	75	0	0	0	0	4	1519	"The Canals"	0	0	675
14406	61	0	2527	75	0	0	0	0	4	1519	"The Canals"	0	0	675
14407	61	0	2528	75	0	0	0	0	4	1519	"The Canals"	0	0	675
14408	61	0	2529	75	0	0	0	0	4	1519	"The Canals"	0	0	675
14409	61	0	2530	75	0	0	0	0	4	1519	"The Canals"	0	0	675
14410	61	0	2531	75	0	0	0	0	4	1519	"The Canals"	0	0	675
14411	61	0	2532	75	0	0	0	0	4	1519	"The Canals"	0	0	675
14412	61	0	2533	75	0	0	0	0	4	1519	"The Canals"	0	0	675
14413	61	0	2534	75	0	50	0	0	0	5148	"Trade District"	0	0	675
14416	61	0	2537	73	0	26	199	0	0	1519	"Wizard\'s Sanctum"	0	0	675
14417	61	0	2538	75	0	0	0	0	4	5148	"Trade District"	0	0	675
14418	61	0	2539	0	0	35	0	61	32	1519	"Valley Of Heroes"	0	0	675
14419	61	0	2540	0	0	0	0	0	0	1519	"Command Center"	0	0	675
14420	61	0	2541	75	0	26	0	0	0	1519	"Command Center"	0	0	675
14421	61	0	2542	75	0	26	0	0	0	1519	"Command Center"	0	0	675
14422	61	0	2543	75	0	26	0	0	0	1519	"Command Center"	0	0	675
14423	61	0	2544	75	0	26	0	0	0	1519	"Command Center"	0	0	675
14424	61	0	2545	0	0	0	0	0	0	1519	"SI:7"	0	0	675
14425	61	0	2546	75	0	26	0	0	0	1519	"SI:7"	0	0	675
14426	61	0	2547	75	0	26	0	0	0	1519	"SI:7"	0	0	675
14427	61	0	2548	75	0	26	0	0	0	1519	"SI:7"	0	0	675
14428	61	0	2549	75	0	26	0	0	0	1519	"SI:7"	0	0	675
14429	61	0	2550	75	0	50	13	0	0	5154	"Mage Quarter"	0	0	675
14430	61	0	2551	0	0	50	0	0	0	1519	"The Canals"	0	0	675
14431	61	0	2552	0	0	50	0	0	0	5148	"Trade District"	0	0	675
14432	61	0	2553	0	0	50	0	0	0	5148	"Trade District"	0	0	675
14433	61	0	2554	0	0	50	0	0	0	5148	"Trade District"	0	0	675
14434	61	0	2555	0	0	50	0	0	0	5148	"Trade District"	0	0	675
14435	61	0	2556	0	0	50	0	0	0	5148	"Trade District"	0	0	675
14436	61	0	2557	0	0	50	0	0	0	5148	"Trade District"	0	0	675
14437	61	0	2558	0	0	50	0	0	0	5148	"Trade District"	0	0	675
14438	61	0	2559	0	0	50	0	0	0	5148	"Trade District"	0	0	675
14443	61	0	2564	0	0	50	0	0	0	1519	"Cut-Throat Alley"	0	0	675
14444	61	0	2565	0	0	50	0	0	0	1519	"Cut-Throat Alley"	0	0	675
14445	61	0	2566	0	0	50	0	0	0	1519	"Cut-Throat Alley"	0	0	675
14446	61	0	2567	0	0	50	0	0	0	1519	"Cut-Throat Alley"	0	0	675
14447	61	0	2568	0	0	0	0	0	0	5151	"Cathedral Square"	0	0	675
14448	61	0	2569	0	0	0	0	0	0	5151	"Cathedral Square"	0	0	675
14449	61	0	2570	0	0	0	0	0	0	5151	"Cathedral Square"	0	0	675
14450	61	0	2571	0	0	50	0	0	0	5151	"Cathedral Square"	0	0	675
14455	61	0	2576	0	0	50	0	0	0	1519	"The Canals"	0	0	675
14456	61	0	2577	0	0	50	0	0	0	5148	"Trade District"	0	0	675
14457	61	0	2578	0	0	50	0	0	0	1519	"The Canals"	0	0	675
14458	61	0	2579	0	0	50	0	0	0	5149	"Old Town"	0	0	675
14459	61	0	2580	0	0	50	0	0	0	5149	"Old Town"	0	0	675
14461	61	0	2582	0	0	50	0	0	0	5149	"Old Town"	0	0	675
14462	61	0	2583	0	0	50	0	0	0	1519	"The Canals"	0	0	675
14463	61	0	2584	0	0	50	0	0	0	1519	"The Canals"	0	0	675
14466	61	0	2587	75	0	50	0	0	0	5149	"Old Town"	0	0	675
14467	61	0	2588	75	0	50	0	0	0	5151	"Cathedral Square"	0	0	675
14469	61	0	2590	0	0	50	0	0	0	1519	"The Canals"	0	0	675
14470	61	0	2591	75	0	50	13	0	0	5154	"Mage Quarter"	0	0	675
14471	61	0	2592	75	0	50	13	0	0	5154	"Mage Quarter"	0	0	675
14472	61	0	2593	75	0	0	13	0	4	5154	"Mage Quarter"	0	0	675
14473	61	0	2594	75	0	50	0	0	0	5148	"Trade District"	0	0	675
14476	61	0	2597	0	0	0	0	0	0	1519	""	0	0	675
14477	61	0	2598	75	0	50	0	0	0	5148	"Trade District"	0	0	675
14478	61	0	2599	0	0	170	156	0	0	1519	"The Slaughtered Lamb"	0	0	675
14479	61	0	2600	75	0	27	15	0	0	1519	"The Slaughtered Lamb"	0	0	675
14480	61	0	2601	75	0	27	15	0	0	1519	"The Slaughtered Lamb"	0	0	675
14481	61	0	2602	75	0	27	15	0	0	1519	"The Slaughtered Lamb"	0	0	675
14482	61	0	2603	75	0	27	15	0	0	1519	"The Slaughtered Lamb"	0	0	675
14483	61	0	2604	73	0	26	199	0	0	1519	"Wizard\'s Sanctum"	0	0	675
14484	61	0	2605	73	0	26	199	0	0	1519	"Wizard\'s Sanctum"	0	0	675
14485	61	0	2606	73	0	26	199	0	0	1519	"Wizard\'s Sanctum"	0	0	675
14486	61	0	2607	73	0	26	0	221	0	5151	"Cathedral of Light"	0	0	675
14502	61	0	2623	0	0	0	0	0	4	5148	"Trade District"	0	0	675
14503	61	0	2624	0	0	0	0	0	0	1519	""	0	0	675
14504	61	0	2625	0	0	0	0	0	0	1519	""	0	0	675
14505	61	0	2626	0	0	0	0	0	4	5149	"Old Town"	0	0	675
14508	61	0	2629	0	0	0	0	0	4	5151	"Cathedral Square"	0	0	675
14510	61	0	2631	0	0	170	156	0	0	5154	"Mage Quarter"	0	0	675
14511	61	0	2632	0	0	170	156	0	0	5154	"Mage Quarter"	0	0	675
14512	61	0	2633	0	0	170	156	0	0	5154	"Mage Quarter"	0	0	675
14513	61	0	2634	0	0	330	156	0	0	5154	"Mage Quarter"	0	0	675
14514	61	0	2635	75	0	0	156	0	0	5154	"Mage Quarter"	0	0	675
14516	61	0	2637	0	0	170	156	0	0	5154	"Mage Quarter"	0	0	675
14518	61	0	2639	0	0	35	13	0	4	5154	"Mage Quarter"	0	0	675
14519	61	0	2640	0	0	35	13	0	4	5154	"Mage Quarter"	0	0	675
14520	61	0	2641	0	0	35	13	0	4	5154	"Mage Quarter"	0	0	675
14521	61	0	2642	0	0	35	13	0	4	5154	"Mage Quarter"	0	0	675
14522	61	0	2643	0	0	35	13	0	4	5154	"Mage Quarter"	0	0	675
14523	61	0	2644	0	0	35	13	0	4	5154	"Mage Quarter"	0	0	675
14524	61	0	2645	0	0	35	13	0	4	5154	"Mage Quarter"	0	0	675
14525	61	0	2646	0	0	35	13	0	4	5154	"Mage Quarter"	0	0	675
14526	61	0	2647	0	0	35	13	0	4	5154	"Mage Quarter"	0	0	675
14528	61	0	2649	0	0	90	232	0	4	5150	"Dwarven District"	0	0	675
14531	61	0	2652	75	0	50	0	0	0	1519	"The Canals"	0	0	675
14532	61	0	2653	0	0	50	0	0	0	1519	"The Canals"	0	0	675
14533	61	0	2654	0	0	50	0	0	0	1519	"The Canals"	0	0	675
14534	61	0	2655	75	0	50	0	0	0	5151	"Cathedral Square"	0	0	675
14535	61	0	2656	0	0	35	13	0	0	5154	"Mage Quarter"	0	0	675
14536	61	0	2657	0	0	35	13	0	0	5154	"Mage Quarter"	0	0	675
14537	61	0	2658	0	0	35	13	0	0	5154	"Mage Quarter"	0	0	675
14538	61	0	2659	73	0	26	0	0	0	5151	"Cathedral of Light"	0	0	675
14539	61	0	2660	73	0	26	0	0	0	5151	"Cathedral of Light"	0	0	675
14540	61	0	2661	73	0	26	0	0	0	5151	"Cathedral of Light"	0	0	675
14541	61	0	2662	73	0	26	0	0	0	5151	"Cathedral of Light"	0	0	675
14542	61	0	2663	73	0	26	0	0	0	5151	"Cathedral of Light"	0	0	675
14543	61	0	2664	73	0	26	0	0	0	5151	"Cathedral of Light"	0	0	675
14544	61	0	2665	73	0	26	0	0	0	5151	"Cathedral of Light"	0	0	675
14545	61	0	2666	73	0	26	0	0	0	5151	"Cathedral of Light"	0	0	675
14546	61	0	2667	73	0	26	0	0	0	5151	"Cathedral of Light"	0	0	675
14547	61	0	2668	73	0	26	0	0	0	5151	"Cathedral of Light"	0	0	675
14548	61	0	2669	73	0	26	207	0	0	5151	"Cathedral of Light"	0	0	675
14549	61	0	2670	73	0	26	207	0	0	5151	"Cathedral of Light"	0	0	675
14550	61	0	2671	73	0	26	207	0	0	5151	"Cathedral of Light"	0	0	675
14551	61	0	2672	73	0	26	0	0	0	5151	"Cathedral of Light"	0	0	675
14552	61	0	2673	73	0	26	0	0	0	5151	"Cathedral of Light"	0	0	675
14553	61	0	2674	73	0	26	0	0	0	5151	"Cathedral of Light"	0	0	675
14554	61	0	2675	73	0	26	0	0	0	5151	"Cathedral of Light"	0	0	675
14555	61	0	2676	73	0	26	0	0	0	5151	"Cathedral of Light"	0	0	675
14556	61	0	2677	0	0	170	156	0	0	5149	"Old Town"	0	0	675
14557	61	0	2678	0	0	170	156	0	0	5149	"Old Town"	0	0	675
14558	61	0	2679	0	0	170	156	0	0	5149	"Old Town"	0	0	675
14559	61	0	2680	0	0	170	156	0	0	5149	"Old Town"	0	0	675
14560	61	0	2681	75	0	50	156	0	0	5149	"Old Town"	0	0	675
14573	61	0	2694	75	0	27	15	0	0	1519	"The Slaughtered Lamb"	0	0	675
14574	61	0	2695	75	0	27	15	0	0	1519	"The Slaughtered Lamb"	0	0	675
14575	61	0	2696	75	0	27	15	0	0	1519	"The Slaughtered Lamb"	0	0	675
14580	61	0	2701	75	0	27	15	0	0	1519	"The Slaughtered Lamb"	0	0	675
14581	61	0	2702	75	0	27	15	0	0	1519	"The Slaughtered Lamb"	0	0	675
14582	61	0	2703	75	0	27	15	0	0	1519	"The Slaughtered Lamb"	0	0	675
14584	61	0	2705	75	0	27	15	0	0	1519	"The Slaughtered Lamb"	0	0	675
14587	61	0	2708	75	0	27	15	0	0	5151	"Cathedral of Light"	0	0	675
14588	61	0	2709	75	0	27	15	0	0	5151	"Cathedral of Light"	0	0	675
14589	61	0	2710	75	0	27	15	0	0	5151	"Cathedral of Light"	0	0	675
14591	61	0	2712	75	0	27	15	0	0	5151	"Cathedral of Light"	0	0	675
14593	61	0	2714	75	0	27	15	0	0	5151	"Cathedral of Light"	0	0	675
14594	61	0	2715	75	0	27	15	0	0	5151	"Cathedral of Light"	0	0	675
14596	61	0	2717	75	0	27	15	0	0	5151	"Cathedral of Light"	0	0	675
14597	61	0	2718	75	0	27	15	0	0	5151	"Cathedral of Light"	0	0	675
14598	61	0	2719	75	0	27	15	0	0	5151	"Cathedral of Light"	0	0	675
14599	61	0	2720	75	0	27	15	0	0	5151	"Cathedral of Light"	0	0	675
14600	61	0	2721	75	0	27	15	0	0	5151	"Cathedral of Light"	0	0	675
14601	61	0	2722	75	0	27	15	0	0	1519	"The Slaughtered Lamb"	0	0	675
14602	61	0	2723	75	0	27	15	0	0	1519	"The Slaughtered Lamb"	0	0	675
14603	61	0	2724	75	0	27	15	0	0	1519	"The Slaughtered Lamb"	0	0	675
14604	61	0	2725	75	0	27	15	0	0	1519	"The Slaughtered Lamb"	0	0	675
14605	61	0	2726	73	0	26	0	401	0	1519	"Stormwind Keep"	0	0	675
14606	61	0	2727	73	0	26	0	0	0	1519	"Royal Library"	0	0	675
14607	61	0	2728	73	0	26	0	401	0	1519	"Stormwind Keep"	0	0	675
14608	61	0	2729	0	0	43	0	401	0	1519	"Stormwind Keep"	0	0	675
14609	61	0	2730	73	0	0	0	401	0	1519	"Stormwind Keep"	0	0	675
14610	61	0	2731	73	0	0	0	401	0	1519	"Stormwind Keep"	0	0	675
14611	61	0	2732	73	0	0	0	401	0	1519	"Stormwind Keep"	0	0	675
14612	61	0	2733	73	0	0	0	401	0	1519	"Stormwind Keep"	0	0	675
14613	61	0	2734	73	0	26	0	401	0	1519	"Stormwind Keep"	0	0	675
14614	61	0	2735	73	0	26	0	401	0	1519	"Stormwind Keep"	0	0	675
14615	61	0	2736	73	0	26	0	401	0	1519	"Stormwind Keep"	0	0	675
14616	61	0	2737	73	0	26	0	401	0	1519	"Stormwind Keep"	0	0	675
14617	61	0	2738	73	0	26	0	401	0	1519	"Stormwind Keep"	0	0	675
14618	61	0	2739	73	0	26	0	0	0	1519	"Royal Gallery"	0	0	675
14619	61	0	2740	73	0	26	0	0	0	1519	"Petitioner\'s Chamber"	0	0	675
14620	61	0	2741	73	0	26	0	401	0	1519	"Stormwind Keep"	0	0	675
14621	61	0	2742	73	0	26	0	401	0	1519	"Stormwind Keep"	0	0	675
14622	61	0	2743	73	0	26	0	401	0	1519	"Stormwind Keep"	0	0	675
14623	61	0	2744	73	0	26	0	401	0	1519	"Stormwind Keep"	0	0	675
14624	61	0	2745	73	0	26	0	0	0	1519	"War Room"	0	0	675
14625	61	0	2746	73	0	26	0	401	0	1519	"Stormwind Keep"	0	0	675
14626	61	0	2747	73	0	26	0	401	0	1519	"Stormwind Keep"	0	0	675
14627	61	0	2748	73	0	26	0	401	0	1519	"Stormwind Keep"	0	0	675
14628	61	0	2749	73	0	26	0	401	0	1519	"Stormwind Keep"	0	0	675
14629	61	0	2750	73	0	50	188	301	0	1519	""	0	0	675
14630	61	0	2751	75	0	58	0	0	0	1519	""	0	0	675
14631	61	0	2752	75	0	58	0	0	0	1519	""	0	0	675
14632	61	0	2753	75	0	0	0	0	0	1519	""	0	0	675
