field0	field1	field2
329	Sindweller Vision	0
330	Tyrande Event	0
331	Maelstrom Nightmare	4
332	A Blight Upon the Land	4
333	The Sludge Fields Reclaimed	4
334	Eye of Twilight Vision	0
335	Thundermar Attack - Alliance	4
336	"The Lost Isles -  \Town-In-A- Box\"" Phased Terrain Preload it"""	4
337	Obelisk of the Moon - Chapter 1	4
338	Obelisk of the Moon - Final	4
339	Oil Leak!	4
340	Fires	0
341	Assault on Dreadmaul Rock - Cinematic	0
342	Assault on Dreadmaul Rock 1	4
343	Stormpike Rendezvous	0
344	Battle for the Undercity	0
345	Battle for the Undercity	0
346	Assault on Dreadmaul Rock 2	4
347	Obelisk of the Moon - Chapter 2	4
348	Road to Purgation	0
349	Glopgut\'s Hollow - Dwarf Attack	4
350	March of the Stormpike	4
351	Uldum - Chamber of the Moon - Initial	4
352	Uldum - Chamber of the Moon - Pre-Fight	4
353	Uldum - Chamber of the Moon - Fight	4
354	Uldum - Chamber of the Moon - Final	4
355	March of the Stormpike	0
356	Uldum - Artillery Event	4
357	Aid of the Frostwolf	0
358	Thousand Needles Raceway - Race 1	4
359	Kirthaven Wedding Scene	0
360	Kirthaven Wedding Fight	0
361	Krazzworks Highbank Attack	4
362	Fire From the Sky Completion	4
363	The Headland	4
364	Stormpike Apocalypse	0
365	Plants Vs. Ghouls Game Phase	4
366	Cradle of the Ancients - Harrison - Prephase	4
367	Uldum - Phased Oasis - Spawns	4
368	Kirthaven Wedding Celebration	0
369	Rotbrain Battle	4
370	Caravan Event Phase	0
371	Deathwing vs. Alexstrasza	0
372	Twilight Highlands - Stormwind Prelude - Barracks	4
373	Twilight Highlands - Stormwind Prelude - Catacombs	4
374	Dormus The Camel-Hoarder	4
375	"The Lost Isles -  \Volcano Eruption\"" Phased Terrain Preload it"""	4
376	Sullah\'s Caravan	0
377	Uldum - Firing Squad	4
378	Kezan - Chapter 1	4
379	Kezan - Chapter 2	4
380	Kezan - Chapter 3	4
381	Kezan - Chapter 4	4
382	Kezan - Chapter 5	4
383	Kezan - Chapter 6	4
384	Kezan - Chapter 7	4
385	Security Alert Cinematic	0
386	Obelisk Explosion Cinematic	0
387	Schnottz So Fast Cutscene	0
388	Uldum - Chamber of the Moon - Beam Cutscene	0
389	Deathwing vs. Alexstrasza Cutscene	0
390	Uldum - Temple of Uldum	0
391	Pre-sundering - Uldum	4
392	Presundering - Twilight Highlands	4
393	Plants Vs. Ghouls Game Phase - Endless	4
394	Three if by Air	0
395	Spirit Realm	0
396	Coffer of Promise	0
397	Deathwing vs. Alexstrasza	0
399	To Windshear Hold!	0
400	UNUSED	4
401	Blizzcon Paragon Raid	4
402	Blackwing Descent - Magmaw	0
404	Suppressing the Firelord - Alliance	4
405	Suppressing the Firelord - Horde	4
406	Twilight Highlands - Drake Ride Cutscene	0
407	Vashj\'ir - Personal Phase - Briny Cutter Battle	0
408	Vashj\'ir - Personal Phase Aura - Immortal Coil	0
417	Elemental Phase	4
418	Twilight Invasion	4
421	Firebeak Bombing Phase	4
424	Stranglethorn - 4.1 - ZG Event	0
425	Hyjal Regrowth Invasion	4
426	Hyjal Regrowth Pre-Invasion A	4
427	Anachronos Vision	0
428	Forlorn Spire Assault	4
429	Elemental Bonds - Worldtree Intro Cinematic	0
430	Tarecgosa Intro	0
431	Hyjal Regrowth Pre-Invasion C	4
432	Hyjal Regrowth Pre-Invasion D	4
433	Hyjal Regrowth Pre-Invasion B	0
434	Eye of Eternity Cutscene 01	0
438	Emergency Extraction Cutscene	0
440	Foothold Fight	4
441	Coldarra - At One Scene	0
442	Firelands Tree, Not Grown	0
443	Firelands Tree, Half Grown	0
444	Firelands Tree, Full Grown	0
445	Furnace Assault	4
448	Alignment Cutscene	0
449	Post Alignment Alignment Cutscene	0
450	Foothold Completion	4
451	Leyara Confrontation	4
452	The Nexus - Legendary	4
459	Nexus Legendary QUEST CRITERIA COMPLETE	0
460	Silverpine 4.x - Arugal Resurrection Event	0
467	Elemental Bonds - Firelands Quests	4
470	Leyara Confrontation Completion	0
473	Elemental Bonds - Alysra Kill Event	4
486	Training Master Completion	0
489	Wayward Landing - Arrival Phase	4
503	Art of War Cutscene	0
504	Spirit Master Fight	0
509	Over the Deep Blue Cutscene	0
515	The Debriefing: Rell\'s Report	4
516	The Debriefing: Sully\'s Report	4
517	The Debriefing: Yu\'s Report	4
518	The Debriefing: Amber\'s Report	4
523	A King\'s Request Cutscene	0
524	Dragon Fight	4
525	Scouting Report: Hostile Natives	4
526	Scouting Report: A Rain of Lead	4
527	Scouting Report: We\'re Not Alone	4
528	Scouting Report: Like Jinyu in a Barrel	4
529	Acid Rain	0
535	Ravenholdt Infiltration Phase	4
536	Dragon Fight Completion	4
540	To Bridge Earth and Sky	0
541	Wisdom of the Ages	0
542	One Hand Clapping	0
543	Crashed Ship Boss Fight	4
544	Crashed Ship Healing	4
545	Crashed Ship Healed	4
546	Wisdom of the Ages	0
549	Cosmetic - PattyMack Cosmetic 2	20
550	Instant Messaging Event	0
553	Ling Completion Phase	4
555	Skat Shoot	0
556	Cosmetic - Sha of Doubt	16
559	Legacy	0
560	Broken Dreams	0
561	Pei-Back	4
562	Grimleer Showdown	4
563	Unyielding Fist	0
566	Cosmetic - Sha of Doubt	16
567	Cosmetic - Sha of Doubt	16
568	Cosmetic - Sha of Doubt	16
569	Cosmetic - Sha of Doubt	16
573	Temple of the Jade Serpent	4
575	Fort Grookin War Prep	4
579	Stoneplow Finale	4
580	Cosmetic - Blacksoil	20
582	Cosmetic - Greentill	20
583	Cosmetic - Marlfur	20
584	Cosmetic - Spadepaw	20
585	Cosmetic - Lin in Stoneplow	20
586	Cosmetic - Bamboo Stack, Unbroken	20
587	Cosmetic - Bamboo Stack, Broken	20
588	Cosmetic - Wood Stack, Unbroken	20
589	Cosmetic - Wood Stack, Broken	20
590	Cosmetic - Stone Stack, Unbroken	20
591	Cosmetic - Stone Stack, Broken	20
592	Cosmetic - Warrior Weapon Racks	20
593	Cosmetic - Mage Weapon Racks	20
594	Cosmetic - Hunter Weapon Racks	20
595	Cosmetic - Priest Weapon Racks	20
596	Cosmetic - Rogue Weapon Racks	20
597	Cosmetic - Shaman Weapon Racks	20
598	Cosmetic - Monk Weapon Racks	20
599	Cosmetic - Azure Serpent	20
600	Cosmetic - Crimson Serpent	20
601	Cosmetic - Emerald Serpent	20
602	Cosmetic - Gold Serpent	20
606	Temple of the Jade Serpent - Cinematic - Arrival	4
607	Temple of the Jade Serpent - Cinematic - Serpent	4
608	Cosmetic - Chen in Halfhill	20
611	Cosmetic - Li Li in Halfhill	20
614	East Temple Sha Dailies - Grounds	4
616	Cosmetic - Mina at Home	20
617	Cosmetic - Mina on Carrot	20
618	Bonkers Brewery	4
619	Cosmetic - Chen at Brewery Front	20
620	Cosmetic - Chen at Brewery Back	20
621	Cosmetic - Li Li at Brewery Front	20
622	Cosmetic - Li Li at Brewery Back	20
623	Cosmetic - Mudmug at Brewery Front	20
624	Cosmetic - Mudmug at Brewery Back	20
625	Cosmetic - Kung Fu Intro	20
628	Ravenholdt Chapter 03 Cutscene	0
629	Cosmetic - Cart Driver Captured	20
630	Cosmetic - Cart Driver Freed	20
631	Cosmetic - Huo, Pre-Ignition	20
632	Cosmetic - Huo, Post-Ignition	20
635	Gilneas Infiltration Phase	4
638	Cosmetic - Bell	16
639	Cosmetic - Water SpringsNOTUSED	16
640	Karazhan Infiltration Phase	4
642	Cosmetic - Mudmug in Halfhill	20
643	Cosmetic - Post-Brewing NPCs in Halfhill	20
644	Cosmetic - Barrels in Halfhill	20
645	Cosmetic - NPCs at Brewery Front	20
646	Cosmetic - NPCs at Brewery Back	20
647	Knocking on the Door B	4
648	East Temple Sha Dailies - Bombing Run	4
649	Cosmetic - Cart at Brewery Front	20
650	Cleaning House	4
651	Ravenholdt Chapter 08 Finale	4
652	Ravenholdt Chapter 08 Finale Cutscene	4
655	Cosmetic - Jade Witch Pre-Fight	20
656	Cosmetic - War Serpent for FirefightingNOTUSED	16
657	Cosmetic - War Serpent for BombingNOTUSED	16
658	Cosmetic - Doza in New Taurajo	20
659	Cosmetic - New Taurajo (Going West)	20
660	Cosmetic - Chezin Dawnchaser (Alive, H)	20
661	Cosmetic - Kang Bramblestaff (New Taurajo)	20
662	Cosmetic - New Taurajo (Going West)	20
665	The Arboretum - Serpent Hatch Cinematic	4
666	Cosmetic - Li Li at Granary	20
667	Cosmetic - Mudmug at Gilded Fan	20
668	Cosmetic - New Taurajo (Labor for Labor)	20
669	Zhu\'s Despair	0
670	Well of Eternity - Well RP Scene	0
673	Cosmetic - The Torjari Pits (Toad Mastery)	20
674	Cosmetic - The Torjari Pit (Post Toad Mastery)	20
675	Cosmetic - Nesingwary\'s Safari	20
676	Cosmetic - Nesingwary\'s Safari - Darkwool\'s Head	20
677	Cosmetic - Nesingwary\'s Safari	20
678	Cosmetic - Lair of the Beast (Fight NPCs)	20
679	Cosmetic - Fallsong Village (Horde)	20
680	Cosmetic - Flag 1	20
681	Cosmetic - Flag 2	20
682	Cosmetic - Flag 3	20
683	Cosmetic - Flag 4	20
684	Cosmetic - Flag 5	20
685	Cosmetic - Flag 6	20
686	Cosmetic - Flag 7	20
687	Cosmetic - Flag 8	20
688	Cosmetic - Flag 9	20
689	Cosmetic - Flag 10	20
690	Cosmetic - Nesingwary\'s Safari (Mushan done)	20
691	Cosmetic - Nesingwary\'s Safari (Wolf done)	20
692	Cosmetic - Post-Birth Event	20
693	Cosmetic - Nesingwary\'s Safari (Fox done)	20
694	The Arboretum - They Grow Like Weeds	4
695	Birth Scene	4
698	The Arboretum - Riding the Skies	4
699	Cosmetic - Farwalker Refuge (Going West)	20
700	Montage A	4
701	Cosmetic - Forbidden Jungle (Captives)	20
703	Montage B	4
704	Cosmetic - Farwalker Refuge (For the Tribe)	20
705	Cosmetic - Forbidden Jungle (H)	20
706	Cosmetic - Farmer Yoon State 1	20
707	Cosmetic - Farmer Yoon State 2	20
708	Cosmetic - Farmer Yoon State 3	20
709	Cosmetic - Unbudging Rocks	20
710	Cosmetic - Farwalker Refuge (Conclusion)	20
711	The Incursion (Oubliette)	4
712	Cosmetic - See Haohan Mudclaw at House	20
713	Cosmetic - See Haohan Mudclaw at Market	20
714	Cosmetic - See Old Hillpaw at House	20
715	Cosmetic - See Old Hillpaw at Market	20
716	Cosmetic - See Farmer Fung at House	20
717	Cosmetic - See Farmer Fung at Market	20
718	Cosmetic - See Tina Mudclaw at House	20
719	Cosmetic - See Tina Mudclaw at Market	20
720	Cosmetic - See Chee Chee at House	20
721	Cosmetic - See Chee Chee at Market	20
722	Cosmetic - See Sho at House	20
723	Cosmetic - See Sho at Market	20
724	Cosmetic - See Ella at House	20
725	Cosmetic - See Ella at Market	20
726	Cosmetic - See Fish at House	20
727	Cosmetic - See Fish at Market	20
728	Cosmetic - Krasarang Wilds (Horde)	20
729	Cosmetic - Krasarang Wilds (Alliance)	20
734	Cosmetic - Kang Bramblestaff (The Incursion)	20
735	Cosmetic - The Lost Dynasty (A)	20
736	Cosmetic - Sentinel Basecamp (No Sister Left Behind)	20
737	Cosmetic - Ruins of Korja (Horde)	20
738	Cosmetic - Yoon\'s Marsh Lotus	20
739	Cosmetic - Ruins of Korja (Hostages)	20
741	Cosmetic - The Incursion (Post-Poisoning)	20
742	Cosmetic - The Incursion (Pre-Poisoning)	20
743	Cosmetic - The Lost Dynasty (A)	20
744	Cosmetic - The Incursion (Lorekeeper Vaeldrin)	20
745	Cosmetic - The Incursion (Post-Immortality, Lyalia)	20
746	Cosmetic - The Incursion (Pre-Immortality, Lyalia)	20
747	Cosmetic - Krasarang Wilds (Alliance)	20
748	Cosmetic - Krasarang Wilds (Horde)	20
751	Cosmetic - The Incursion (Main NPCs visible)	20
752	Cosmetic - Forbidden Jungle (A)	20
753	Cosmetic - Forbidden Jungle (Rescued Stoneplow Envoy)	20
754	Cosmetic - The Incursion (Vaeldrin visible)	20
755	Cosmetic - The Incursion (Pre-Immortality)	20
756	Cosmetic - Sentinel Basecamp (Alliance Present) 	20
757	Cosmetic - Sentinel Basecamp (Vaeldrin) 	20
758	Cosmetic - Sentinel Basecamp (Lyalia Present) 	20
759	Cosmetic - Sentinel Basecamp (Lyalia Present 02) 	20
760	Cosmetic - Sentinel Basecamp (Lyalia Corpse)	20
765	Cosmetic - The Incursion (Alynna)	20
766	Cosmetic - See Little Lu	20
767	Cosmetic - Nimm Codejack	20
768	Cosmetic - Nimm\'s Cage	20
770	Cosmetic - The Incursion (Xintar visible)	20
771	Cosmetic - The Incursion (Post-Going on the Offensive)	20
772	Cosmetic - Glassfin Waterspeaking Actors	20
773	Cosmetic - Glassfin Waterspeaking Elder	20
774	Cosmetic - Shrine of the Dawn (Find the Boy)	20
775	Cosmetic - Dawnblossom (Lo Flamelager 01)	20
776	Cosmetic - Dawnblossom (Shrine of the Dawn Complete)	20
777	Ambermist Bog - The Dream Brew Vision	4
778	Spirit Shift	0
779	Cosmetic - Anduin Camp	20
780	Cosmetic - Alliance Flags	20
783	Cosmetic - Simian Sabotage - Stolen Weapons	20
784	Cosmetic - Simian Sabotage - Stolen Tools	20
785	Cosmetic - Simian Sabotage - Stolen Beer	20
786	Cosmetic - Simian Sabotage - Stolen Grain	20
787	Jade Dragon Destroyed 	0
788	Jade Dragon Destroyed - Bombing Run	0
789	Jade Dragon Intact 	4
790	Cosmetic - Yak Wash 001	20
791	Cosmetic - Yak Wash (Post wash)	20
792	Cosmetic - Yombo Grumblepaw 001	20
795	Cosmetic - See Ka Pao	20
797	Serpent\'s Spine - Before Battle	4
798	Meditation	0
801	Cosmetic - Nazgrim & Taylor Unconscious	20
802	Cosmetic - Nazgrim & Taylor Conscious	20
803	Cosmetic - Frightened Pandaren in Binan Village	20
804	Cosmetic - The Deeper (Idol 1 - Broken)	20
805	Cosmetic - The Deeper (Idol 1 - Not Broken)	20
809	Cosmetic - Plot Expansion 1	20
810	Cosmetic - See Gai Lan at Farm	20
811	Cosmetic - Easterly & Westerly Rest Not Taken	20
812	Cosmetic - Easterly & Westerly Rest Taken	20
813	Cosmetic - See Suspicious Footprints	20
814	Cosmetic - Plot Expansion 2	20
815	Glassfin Village War Prep	4
816	Cosmetic - Do Not See Fish Because She\'s Working	20
817	Cosmetic - See Gai Lan	20
818	Cosmetic - See Gai Lan Junior	20
819	Cosmetic - See Lost Dog	20
820	Cosmetic - See Dog	20
821	Cosmetic - See Fish at Farmer Yoon\'s	20
822	Cosmetic - Dusty Spots	20
823	Chief Yip-Yip	4
824	Cosmetic - Plot Expansion 3	20
825	Cosmetic - See Haohan at Farmer Yoon\'s	20
826	Cosmetic - See Thunder	20
827	Cosmetic - Upgrade - See Fixed Wagon	20
828	Cosmetic - Upgrade - See Mushan Beast	20
829	Cosmetic - Upgrade - See Chickens	20
830	Cosmetic - Upgrade - See Horse	20
831	Cosmetic - Upgrade - See Sheep	20
832	Cosmetic - Upgrade - See Pigs	20
833	Cosmetic - Upgrade - See Cat	20
834	Cosmetic - Upgrade - See Tree	20
835	Cosmetic - Upgrade - See Mailbox	20
836	Cosmetic - See Ka Pao	20
837	Cosmetic - See Luna at Ella\'s	20
838	Cave of Scrolls Attack	4
841	Cosmetic - Tassle 001	20
842	Riding Tassle	4
843	Cosmetic - Uyen Chow\'s Cast Iron Pot and Vegetables	20
844	Cosmetic - Farmhand is Chee Chee	20
845	Cosmetic - Farmhand is Ella	20
846	Cosmetic - Farmhand is Fish	20
847	Cosmetic - Farmhand is Fung	20
848	Cosmetic - Farmhand is Gina	20
849	Cosmetic - Farmhand is Haohan	20
850	Cosmetic - Farmhand is Jogu	20
851	Cosmetic - Farmhand is Old Hillpaw	20
852	Cosmetic - Farmhand is Sho	20
853	Cosmetic - Farmhand is Tina	20
854	Cosmetic - Farmer Chow\'s Yaks	20
855	Cosmetic - See Jogu at Market	20
856	Cosmetic - See Gina at Market	20
857	Cosmetic - Uyen Chow\'s Meat	20
858	Cosmetic - Freed Farmhands	20
859	Cosmetic - See Rake	20
860	Cosmetic - See Dark Soil	20
861	Cosmetic - See Rivett\'s Grill	20
862	Serpent\'s Spine - Post Apacolypse 	4
863	Cosmetic - See Rell Nightwind at Wayward Landing	20
864	Cosmetic - The Great Shazboodle 01	16
865	Cosmetic - Unloaded Firework Launchers	20
866	Cosmetic - Loaded Firework Launchers	20
867	Cosmetic - Supplies Restocked 	20
868	Cosmetic - See Mishka at Plane	20
869	Cosmetic - Sherpan Gathered	20
870	Cosmetic - Mogu Relics Flavor	20
871	Cosmetic - Ji-Lu\'s Cart 01	20
872	Cosmetic - Ji-Lu\'s Cart 02	20
873	Cosmetic - Supplies in Cart 	20
874	Cosmetic - Loon Mai at House	20
875	Cosmetic - Loon Mai at Barricade	20
876	Golden Valley Intro	4
877	Cosmetic - See Momo	20
878	Cosmetic - Mandori Village Gate Spawns	20
879	Cosmetic - Pei-Wu Forest Gate Spawns	20
884	Cosmetic - The Great Shazboodle	20
885	Cosmetic - The Great Shazboodle Prisoner	20
886	Cosmetic - Pako the Speaker	20
887	Cosmetic - The Deeper (Idol 2 - Not Broken)	20
888	Cosmetic - The Deeper (Idol 2 - Broken)	20
889	Cosmetic - The Deeper (Idol 3 - Not Broken)	20
890	Cosmetic - The Deeper (Idol 3 - Broken)	20
891	Ruins Rise - Cave is Open	4
892	"Cosmetic - On \Round \'Em Up\"""""	20
893	Cosmetic - See He Softfoot	20
894	Cosmetic - Mudmug in Stoneplow	20
895	Cosmetic - See Arrow	20
896	Cosmetic - Stoneplow Kegs - Archers	20
897	Cosmetic - Stoneplow Kegs - Priests	20
898	Cosmetic - Stoneplow Kegs - Shadowpan	20
899	Cosmetic - Stoneplow Kegs - Alliance	20
900	Cosmetic - Stoneplow Kegs - Horde	20
901	Ruins Rise - Cave is Closed	4
902	Cosmetic - Floor Babies	20
903	Cosmetic - Hermit Hut Spawns	20
904	Player Farm - Horde Phase	4
905	Player Farm - Alliance Phase	4
906	Cosmetic - Fort Silverback (Snackrifice)	20
907	"Cosmetic - On \Pandaren Prisoners\"""""	20
908	Cosmetic - The Other Shazboodle 01	20
909	Cosmetic - Fort Silverback (prelude)	20
910	Cosmetic - Fort Silverback (Prelude 002)	20
911	"Cosmetic - \In Tents Channeling\"" Fire Shield"""	20
912	Cosmetic - Miss Fanny in Stoneplow	20
913	Cosmetic - Mantid Colossus	20
914	"Cosmetic - \Barrels of Fun\"" - Eastern Oil Rig Effects"""	20
915	"Cosmetic - \Barrels of Fun\"" - Southern Oil Rig Effects"""	20
916	"Cosmetic - \Barrels of Fun\"" - Western Oil Rig Effects"""	20
917	Cosmetic - Fort Silverback (Idol 4 - Not Broken)	20
918	Cosmetic - Fort Silverback (Idol 4 - Broken)	20
919	Golden Valley Finale	4
920	Golden Valley Finale Completion Phase	4
921	"Cosmetic - \Challenge Accepted\"" Props Before"""	20
922	"Cosmetic - \Challenge Accepted\"" Props After"""	20
923	Cosmetic Phase - See Rusty Watering Can	20
924	Cosmetic Phase - See Vintage Bug Sprayer	20
925	Silent Sanctuary NPCs Dead	4
926	Silent Sanctuary Combat Phase	4
927	Cosmetic - Untainted Supplies	20
928	Cosmetic - The Dooker Dome (Sherp it Up)	20
929	Cosmetic - See NPCs at Outpost - Phase 1	20
930	Cosmetic - Dooker Dome (Questgivers 1)	20
931	Cosmetic - Supplies at the Camp - Phase 2	20
932	Dooker Dome (Final Fight)	4
933	Cosmetic - Rokko	20
934	Dooker Dome (Final Fight Prep)	4
935	"Cosmetic - \Holed Up\"" - Jin Warmkeg"""	20
936	"Cosmetic - \Holed Up\"" - Mayor Firebough"""	20
937	Cosmetic - Lha-Po - Phase 3	20
938	Cosmetic - The Deeper (Idol 2 Alter - Not Broken)	20
939	Cosmetic - The Deeper (Idol 3 Alter - Not Broken)	20
940	Cosmetic - The Deeper (Idol 1 Alter - Not Broken)	20
941	"Cosmetic - \Holed Up\"" - Old Lady Fung"""	20
942	"Cosmetic - \Holed Up\"" - Sya Lotusflower"""	20
943	Cosmetic - See Leven Dawnblade During Finale Completion	20
944	Cosmetic - Yeti Mountain Basecamp	20
945	Cosmetic - See Extra Dead Bodies	20
946	Cosmetic - Spare Plank	20
947	Horde Hub Swap	0
948	Cosmetic - Tough Kelp	20
949	Cosmetic - See Campfire at Outpost - Phase 1	20
950	Cosmetic - Player Raft	20
951	Cosmetic - The Dooker Dome (Monkey Idol 5 - Not Broken)	20
952	Cosmetic - See Refugees at Gate	20
953	Cosmetic - See Questgivers at Gate	20
954	Cosmetic - The Dooker Dome (Monkey Idol 5 - Broken)	20
955	"Cosmetic - \The Show Must Go On!\"" Special FX"""	20
956	"Cosmetic - \Holed Up\"" - Complete"""	20
957	Cosmetic - See Mogu Gate 1 - FIRST	20
958	Cosmetic - See Mogu Gate 1 - SECOND	20
959	Cosmetic - Silent Sanctuary Guards 1 (Fewer)	20
960	Cosmetic - Silent Sanctuary Guards 2 (More)	20
961	Cosmetic - Recipe - Flask of Spring Blossoms	20
962	Cosmetic - See Zhi the Harmonious at Twin Monoliths	20
963	Fort Silverback - Old Poot Poot Escape	4
964	Cosmetic - Aysa\'s Vision	20
965	"Cosmetic - \Regaining Honor\"" Completed"""	20
966	Cosmetic - Cradle of Chi-Ji - Boss Fight 00	20
967	Cosmetic - Cradle of Chi-Ji - Boss Fight 01	20
968	Cosmetic - Cradle of Chi-Ji - Boss Fight 02	20
969	Cosmetic - Cradle of Chi-Ji - Boss Fight 03	20
970	Cosmetic - Cradle of Chi-Ji - Boss Fight 04	20
971	Cosmetic - Cradle of Chi-Ji - Boss Fight 05	20
972	Cosmetic - Cradle of Chi-Ji - Boss Fight 06	20
973	Cosmetic - Cradle of Chi-Ji - Boss Fight 07	20
974	Cosmetic - Cradle of Chi-Ji - Boss Fight 08	20
975	Cosmetic - Cradle of Chi-Ji - Boss Fight 09	20
976	Cosmetic - Cradle of Chi-Ji - Boss Fight 10	20
977	Cosmetic - Cradle of Chi-Ji - Boss Fight 11	20
978	Cosmetic - Cradle of Chi-Ji - Boss Fight 12	20
979	Cosmetic - Cradle of Chi-Ji - Boss Fight 13	20
980	Cosmetic - Cradle of Chi-Ji - Boss Fight 14	20
981	Cosmetic - Cradle of Chi-Ji - Boss Fight 15	20
984	Cosmetic - Intro - Two Soldiers	20
985	Cosmetic - Cradle of Chi-Ji - Thelonius	20
