field0	field1	field2	field3	field4
2192	266	30146	0	0
2194	266	108559	0	0
2199	267	348	172	0
2201	267	108563	0	0
2202	267	17877	0	0
2203	267	29722	686	0
2204	267	80240	0	0
2207	266	103129	0	0
2208	266	105174	0	0
2210	267	108683	0	0
2214	63	108853	2136	0
2215	265	1120	0	0
2216	266	108869	0	0
2221	265	980	0	0
2223	266	109151	0	0
2247	267	109784	0	0
2248	256	62618	0	0
2249	256	47540	0	0
2250	256	89485	0	0
2251	256	33206	0	0
2252	256	47517	0	0
2253	256	92297	0	0
2254	256	81662	0	0
2259	257	88625	0	0
2260	257	724	0	0
2262	257	20711	0	0
2265	257	34861	0	0
2266	257	64843	0	0
2267	257	47788	0	0
2270	257	2060	0	0
2271	257	2050	0	0
2275	258	15407	585	0
2276	258	47585	0	0
2278	258	64044	0	0
2279	258	15487	0	0
2281	258	34914	0	0
2282	258	15473	0	0
2283	102	108299	0	0
2284	105	108299	0	0
2286	102	88747	0	0
2287	102	88751	0	0
2288	105	88747	0	0
2289	105	102791	0	0
2291	102	86104	0	0
2292	103	86097	0	0
2294	103	52610	0	0
2296	104	86096	0	0
2299	103	6785	0	0
2301	70	20164	0	0
2321	266	104315	0	0
2323	73	46953	0	0
2327	253	82692	0	0
2328	253	53260	0	0
2329	253	53270	0	0
2330	253	53253	0	0
2331	253	56315	0	0
2335	253	19574	0	0
2336	254	34483	0	0
2337	254	35102	0	0
2338	254	35110	0	0
2340	254	34487	0	0
2342	254	53209	0	0
2343	255	3674	0	0
2344	255	19387	0	0
2345	255	53301	0	0
2347	255	56343	0	0
2349	255	63458	0	0
2352	259	51667	0	0
2353	259	32645	2098	0
2354	259	1329	0	0
2356	259	14190	0	0
2357	259	79134	0	0
2359	260	84617	0	0
2360	260	79096	0	0
2361	260	35551	0	0
2362	260	13877	0	0
2363	260	84654	0	0
2364	260	13750	0	0
2366	261	14183	0	0
2367	261	51701	0	0
2368	261	16511	1752	0
2369	261	91023	0	0
2370	261	53	0	0
2371	254	19434	0	0
2372	259	84601	0	0
2373	259	14117	0	0
2374	259	111240	1752	0
2375	260	61329	0	0
2376	260	13852	0	0
2377	261	31220	0	0
2378	261	31223	0	0
2381	70	111529	0	0
2383	262	61882	0	0
2384	262	16164	0	0
2385	262	88766	0	0
2386	262	77756	0	0
2387	262	88764	0	0
2388	262	51490	0	0
2394	263	86629	0	0
2395	263	30814	0	0
2396	263	51522	0	0
2399	263	51533	0	0
2400	263	16282	0	0
2401	263	51530	0	0
2402	263	77657	0	0
2403	263	51527	0	0
2404	263	17364	73899	0
2406	264	95862	0	0
2408	264	16213	0	0
2409	264	51558	0	0
2411	264	16190	0	0
2412	264	16196	0	0
2413	264	61295	0	0
2414	264	98008	0	0
2415	264	51564	0	0
2416	264	77472	0	0
2417	264	331	0	0
2420	264	77130	51886	0
2421	263	1535	0	0
2422	262	60188	0	0
2423	262	62099	0	0
2424	252	52143	0	0
2425	252	56835	0	0
2426	252	91107	0	0
2427	251	54637	0	0
2428	251	50887	0	0
2429	250	50034	0	0
2430	250	93099	0	0
2431	250	50029	0	0
2433	250	49542	0	0
2434	250	49028	0	0
2435	250	48982	0	0
2436	250	81164	0	0
2437	250	56815	0	0
2438	250	55050	45902	0
2439	251	49143	45902	0
2440	251	49184	0	0
2441	251	51128	0	0
2442	251	81333	0	0
2443	251	51271	0	0
2444	251	59057	0	0
2445	251	66192	0	0
2446	251	49020	0	0
2448	252	63560	0	0
2449	252	51160	0	0
2450	252	55090	0	0
2451	252	49572	0	0
2452	252	49530	0	0
2453	252	49206	0	0
2454	252	49016	0	0
2455	252	85948	0	0
2456	250	56222	0	0
2457	250	86537	0	0
2458	251	86113	0	0
2459	252	86536	0	0
2460	262	86108	0	0
2461	263	86099	0	0
2462	264	86100	0	0
2463	71	86346	0	0
2464	265	53759	0	0
2465	250	50371	0	0
2466	266	109797	0	0
2469	64	12472	0	0
2470	64	84714	0	0
2471	62	12042	0	0
2473	63	11129	0	0
2475	105	86093	0	0
2476	250	49509	0	0
2477	253	19623	0	0
2478	257	95861	0	0
2479	256	95860	0	0
2481	263	30823	0	0
2482	265	18223	0	0
2483	265	103112	0	0
2484	72	86346	0	0
2485	73	93098	0	0
2487	73	112048	0	0
2488	102	112071	0	0
2489	258	73510	0	0
2490	258	8092	14914	0
2492	266	112089	0	0
2493	253	34026	0	0
2496	257	596	0	0
2497	256	109964	0	0
2498	256	47515	0	0
2499	102	112857	0	0
2500	105	112857	0	0
2501	264	112858	0	0
2503	65	112859	0	0
2504	65	86103	0	0
2508	103	106733	0	0
2509	104	106734	0	0
2511	62	31589	0	0
2512	63	31661	0	0
2513	64	112965	0	0
2514	103	16864	0	0
2515	105	113043	0	0
2525	259	79140	0	0
2526	260	51690	0	0
2527	261	51713	0	0
2528	66	26573	0	0
2529	104	102795	0	0
2530	266	114129	0	0
2532	266	103134	0	0
2534	66	31850	0	0
2549	262	30674	0	0
2551	250	49222	0	0
2552	261	79152	0	0
2559	63	44448	0	0
2565	258	114884	0	0
2566	62	114664	0	0
2571	72	1680	0	0
2572	71	1680	0	0
2574	72	12950	0	0
2578	270	115098	0	0
2580	269	113656	0	0
2581	270	115151	0	0
2582	269	115073	0	0
2587	268	115213	0	0
2590	269	115288	0	0
2592	268	115181	0	0
2593	268	115180	0	0
2594	268	115308	0	0
2595	268	115295	0	0
2597	270	115294	0	0
2600	270	115310	0	0
2603	270	115313	0	0
2604	268	115315	0	0
2607	270	115451	0	0
2612	250	81127	0	0
2617	70	20113	0	0
2625	103	115800	0	0
2627	66	115801	0	0
2628	70	115801	0	0
2629	250	81132	0	0
2632	251	81328	0	0
2652	253	115939	0	0
2653	269	116023	0	0
2655	269	116092	0	0
2656	269	101545	0	0
2657	266	116208	0	0
2660	267	114635	0	0
2661	268	116329	0	0
2664	262	29000	0	0
2665	270	116645	0	0
2666	270	116670	0	0
2667	270	116680	0	0
2668	270	116694	0	0
2671	269	116781	0	0
2677	269	107428	0	0
2678	72	85384	0	0
2679	72	96103	0	0
2682	265	117198	0	0
2684	267	116852	0	0
2686	63	117216	0	0
2688	267	17962	0	0
2689	267	117896	0	0
2691	270	117907	0	0
2692	268	117906	0	0
2693	270	115070	0	0
2694	268	115069	0	0
2695	261	79147	0	0
2697	268	117967	0	0
2698	71	118038	0	0
2699	72	118038	0	0
2701	256	596	0	0
2719	62	79684	0	0
2751	254	53238	0	0
2752	71	12723	0	0
2753	71	26654	0	0
2754	257	81662	0	0
2760	253	77767	56641	0
2761	255	77767	56641	0
2764	258	15286	0	0
2765	253	34692	0	0
2769	270	118672	0	0
2770	270	115869	0	0
2771	270	116346	0	0
2772	270	115175	0	0
2773	264	89920	0	0
2774	262	89920	0	0
2775	254	53224	0	0
2776	255	118976	0	0
2777	66	119072	0	0
2780	256	527	0	0
2781	257	527	0	0
2782	258	87100	0	0
2804	265	48181	0	0
2848	65	635	0	0
2849	65	82326	0	0
2850	105	33763	0	0
2851	105	8936	0	0
2852	250	55233	0	0
2853	263	8232	0	0
2854	264	51730	0	0
2855	257	81209	0	0
2856	257	81206	0	0
2857	257	81208	0	0
2858	268	118772	0	0
2859	263	58875	0	0
2860	268	119582	0	0
2861	71	119938	0	0
2862	268	120225	0	0
2863	270	120224	0	0
2864	269	120227	0	0
2865	268	120267	0	0
2884	253	19577	0	0
2885	74	61684	0	0
2899	267	120451	0	0
2900	79	19596	0	0
2901	79	53497	0	0
2903	79	61684	0	0
2904	79	53490	0	0
2905	79	53480	0	0
2906	81	61688	0	0
2907	81	53482	0	0
2908	81	61685	0	0
2909	81	53478	0	0
2910	81	63900	0	0
2911	74	53401	0	0
2912	74	55709	0	0
2914	74	53184	0	0
2923	65	88821	0	0
2924	259	121152	0	0
2925	65	86669	0	0
2926	66	86659	0	0
2927	70	86698	0	0
2928	258	121196	0	0
2930	258	47573	0	0
2931	268	121253	0	0
2932	270	121278	0	0
2933	70	121783	0	0
2935	102	2912	0	0
2936	256	122098	0	0
2937	257	122098	0	0
2938	265	113860	0	0
2940	266	113861	0	0
2942	267	113858	0	0
2944	104	115800	0	0
2945	268	122057	0	0
2946	266	122351	0	0
2947	270	122464	0	0
2948	73	122509	0	0
2949	266	114592	0	0
2950	270	116849	0	0
2951	256	52798	0	0
2952	256	2050	0	0
2953	256	47536	0	0
2954	257	63733	0	0
2957	250	77513	0	0
2958	251	77514	0	0
2959	252	77515	0	0
2960	102	77492	0	0
2961	103	77493	0	0
2962	104	77494	0	0
2963	105	77495	0	0
2964	253	76657	0	0
2965	254	76659	0	0
2966	255	76658	0	0
2967	62	76547	0	0
2968	63	12846	0	0
2969	64	76613	0	0
2970	269	115636	0	0
2971	65	76669	0	0
2972	66	76671	0	0
2973	70	76672	0	0
2974	256	77484	0	0
2975	257	77485	0	0
2976	258	77486	0	0
2977	259	76803	0	0
2978	260	76806	0	0
2979	261	76808	0	0
2980	262	77222	0	0
2981	263	77223	0	0
2982	264	77226	0	0
2983	265	77215	0	0
2984	266	77219	0	0
2985	267	77220	0	0
2986	71	76838	0	0
2987	72	76856	0	0
2988	73	76857	0	0
2989	262	123099	0	0
2990	268	123192	0	0
2991	256	81749	0	0
2992	254	53232	0	0
2993	253	34954	0	0
2994	255	87935	0	0
2995	262	51505	0	0
2996	264	51505	0	0
2997	267	116858	6353	0
2999	266	103967	0	0
3000	267	123686	0	0
3001	267	111546	1454	0
3002	267	113387	0	0
3003	267	108647	0	0
3004	270	123766	0	0
3007	265	117197	0	0
3008	262	51470	0	0
3009	263	30809	0	0
3010	269	124146	0	0
3011	268	124146	0	0
3012	269	122470	0	0
3014	258	78203	0	0
3015	258	2944	0	0
3016	258	124431	0	0
