field0	field1	field2	field3	field4	field5
631	414	46	1	0	-1
632	415	0	1	0	-1
633	416	32	1	0	-1
634	417	0	1	0	-1
635	417	0	2	0	-1
636	417	18	3	0	-1
637	418	18	1	0	-1
638	419	18	1	0	-1
639	420	17	1	0	-1
640	421	22	1	0	-1
641	422	70	1	0	-1
642	423	24	1	0	-1
643	424	24	1	0	-1
644	425	0	1	0	-1
645	426	49	1	0	-1
646	427	76	1	0	-1
648	429	16	1	0	-1
649	430	0	1	0	-1
650	431	58	1	0	-1
651	432	22	1	0	-1
652	433	15	1	0	-1
653	434	0	1	0	-1
654	435	0	1	0	-1
655	436	58	1	0	-1
656	437	22	1	0	-1
657	438	0	1	0	-1
658	439	15	1	0	-1
659	440	68	1	0	-1
660	441	81	1	0	-1
661	442	22	1	0	-1
662	443	0	1	0	-1
663	444	15	1	0	-1
664	445	22	1	0	-1
665	446	0	1	0	-1
666	447	22	1	0	-1
667	448	22	1	0	-1
668	449	15	1	0	-1
669	450	22	1	0	-1
670	451	22	1	0	-1
671	452	21	1	0	-1
672	453	17	1	0	-1
673	454	0	1	0	-1
674	455	17	1	0	-1
675	456	22	1	0	-1
676	457	22	1	0	-1
677	458	0	1	0	-1
678	459	24	1	0	-1
679	460	77	1	0	-1
680	461	0	1	0	-1
681	462	0	1	0	-1
682	463	77	1	0	-1
683	464	0	1	0	-1
684	465	15	1	0	-1
685	466	22	1	0	-1
686	467	22	1	0	-1
687	468	22	1	0	-1
688	469	0	1	0	-1
689	469	0	2	0	-1
690	469	0	3	0	-1
691	470	0	1	0	-1
692	471	22	1	0	-1
693	472	18	1	0	-1
694	473	22	1	0	-1
695	474	21	1	0	-1
696	475	21	1	0	-1
697	476	0	1	0	-1
698	477	18	1	0	-1
699	478	22	1	0	-1
700	479	15	1	0	-1
701	480	0	1	0	-1
702	481	21	1	0	-1
703	482	22	1	0	-1
704	483	0	1	0	-1
705	484	22	1	0	-1
706	485	0	1	0	-1
707	486	22	1	0	-1
708	487	0	1	0	-1
709	488	22	1	0	-1
710	489	22	1	0	-1
711	489	22	2	0	-1
712	489	22	3	0	-1
713	490	0	1	0	-1
714	491	0	1	0	-1
715	492	85	1	0	-1
716	493	15	1	0	-1
717	494	0	1	0	-1
718	495	15	1	0	-1
719	496	0	1	0	-1
720	497	88	1	0	-1
721	498	0	1	0	-1
722	498	0	0	1	1
723	496	0	2	0	-1
724	496	0	0	1	1
725	499	23	1	0	-1
726	500	43	1	0	-1
727	501	18	1	0	-1
728	502	42	1	0	-1
729	503	15	1	0	-1
730	504	19	1	0	-1
731	505	0	1	0	-1
732	506	68	1	0	-1
733	507	17	1	0	-1
734	508	17	1	0	-1
735	509	24	1	0	-1
736	510	0	1	0	-1
737	511	0	1	0	-1
738	512	0	1	0	-1
739	512	0	2	0	-1
740	512	0	3	0	-1
741	513	18	1	0	-1
742	514	0	1	0	-1
743	515	79	1	0	-1
744	516	0	1	0	-1
745	517	17	1	0	-1
746	518	17	1	0	-1
747	519	0	1	0	-1
748	520	0	1	0	-1
749	521	0	1	0	-1
750	522	0	1	0	-1
751	523	0	1	0	-1
752	524	15	1	0	-1
753	525	22	1	0	-1
754	526	0	1	0	-1
755	527	15	1	0	-1
756	528	18	1	0	-1
757	529	17	1	0	-1
760	532	21	1	0	-1
761	533	36	1	0	-1
763	535	82	1	0	-1
764	536	0	1	0	-1
765	537	0	0	1	2
766	538	16	1	0	-1
767	538	16	2	0	-1
768	538	16	3	0	-1
769	539	36	1	0	-1
770	540	0	1	0	-1
771	540	15	2	0	-1
772	541	83	1	0	-1
773	543	0	0	1	2
774	543	84	1	0	-1
775	544	0	1	0	-1
777	546	0	1	0	-1
778	207	0	0	1	2
781	209	0	2	0	-1
782	209	0	3	0	-1
